Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential,Cluster,Cluster Name
Arnau Martinez,2003-04-25,LaLiga,Girona,Right,Spain,Fullbacks,2624,0.07,0.07,0.14,0.07,0.0,0.0,0.1,0.0,0.04,0.04,0.08,0.12,1.41,5.56,3.5,0.65,0.21,31.6,0.11,0.33,15.4,0.0,0.07,0.03,0.03,54.98,63.62,86.4,885.8,237.04,27.64,29.63,93.3,23.53,26.44,89.0,3.05,5.14,59.3,0.06,0.62,5.32,0.48,0.14,54.54,8.85,1.51,0.21,0.17,1.99,7.31,0.03,0.0,0.03,0.0,0.24,1.2,1.92,1.54,0.1,0.1,0.07,0.07,0.03,0.21,0.21,0.0,0.0,0.0,0.0,0.0,1.75,0.96,1.03,0.51,0.21,1.1,2.16,50.8,1.06,0.62,0.21,1.06,2.81,2.61,0.07,72.3,3.05,21.44,34.61,16.74,1.89,72.3,1.27,0.69,54.1,0.48,37.8,40.58,196.53,92.74,1.06,0.17,0.86,0.48,48.09,0.0,0.69,1.27,0.07,0.0,0.03,0.0,4.29,0.99,0.75,56.9,1637,22.0,73.81062685740709,76.44349846506367,0,Inverted Facilitators
Omar Traoré,1998-02-04,Bundesliga,Heidenheim,Right,Germany,Fullbacks,2616,0.0,0.03,0.03,0.0,0.0,0.0,0.24,0.0,0.02,0.02,0.06,0.08,3.54,4.03,3.96,0.55,0.1,18.8,0.0,0.0,24.8,0.0,0.03,-0.02,-0.02,34.03,48.13,70.7,596.53,249.77,16.72,19.71,84.8,13.14,17.68,74.3,3.41,7.4,46.0,0.11,0.69,3.47,1.24,0.48,39.6,8.5,0.41,0.0,0.17,3.68,7.98,0.03,0.0,0.0,0.0,0.03,2.24,1.86,1.45,0.1,0.14,0.07,0.1,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.72,0.89,1.07,0.55,0.1,0.86,1.41,61.0,0.55,1.2,0.21,0.72,2.44,2.27,0.0,58.9,2.41,17.75,26.66,15.41,0.72,58.9,2.2,0.86,39.1,1.07,48.4,31.72,199.58,114.84,1.82,0.21,1.38,0.76,34.2,0.0,0.79,1.27,0.03,0.0,0.03,0.0,4.68,0.52,0.83,38.5,1559,27.0,72.04456821825609,72.04456821825609,1,Dynamic Engines
Junior Firpo,1996-08-22,EFLChampionship,Leeds United,Left,Dominican Republic,Fullbacks,2616,0.14,0.34,0.48,0.14,0.0,0.0,0.24,0.0,0.14,0.14,0.23,0.37,2.27,5.44,8.12,0.96,0.34,35.7,0.14,0.4,11.1,0.0,0.15,0.0,0.0,51.09,63.3,80.7,755.75,245.61,28.97,32.48,89.2,18.99,22.81,83.3,1.75,3.65,48.1,0.19,1.62,3.51,0.96,0.21,52.67,10.36,0.83,0.07,0.14,2.17,9.53,0.0,0.0,0.0,0.0,0.28,1.86,3.3,2.58,0.14,0.14,0.28,0.1,0.07,0.58,0.41,0.03,0.03,0.03,0.03,0.03,2.27,1.17,0.89,1.03,0.34,1.17,2.03,57.6,0.86,0.86,0.24,1.27,3.54,3.51,0.0,75.65,2.58,17.79,33.65,24.7,3.78,75.65,1.24,0.48,38.9,0.58,47.2,36.81,159.46,85.25,1.69,0.55,1.0,0.79,46.1,0.0,1.58,1.45,0.31,0.0,0.0,0.03,3.92,2.1,1.48,58.7,1722,29.0,75.86035559318071,75.86035559318071,1,Dynamic Engines
Luis Henrique,2001-12-14,Ligue1,Marseille,Right,Brazil,Fullbacks,2613,0.24,0.24,0.48,0.24,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.29,2.89,4.93,9.64,1.03,0.48,46.7,0.23,0.5,14.6,0.0,0.14,0.1,0.1,39.82,49.15,81.0,614.05,178.76,22.04,25.07,87.9,14.47,17.39,83.2,2.41,4.24,56.9,0.17,1.83,3.27,1.62,0.69,46.5,2.58,0.17,0.07,0.21,3.34,2.14,0.28,0.03,0.17,0.0,0.07,1.07,3.62,3.0,0.21,0.24,0.14,0.0,0.03,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.55,0.31,0.24,0.21,0.1,0.31,0.34,90.0,0.03,0.52,0.07,0.34,0.9,1.03,0.0,56.59,1.1,8.44,22.63,26.21,2.72,56.59,3.13,1.76,56.0,1.31,41.8,34.96,186.79,100.85,1.89,1.0,1.03,0.65,44.16,0.0,0.28,0.28,0.31,0.0,0.0,0.0,4.0,0.0,0.17,0.0,1757,24.0,76.75285958215511,77.89828452026188,1,Dynamic Engines
Callum Styles,2000-03-28,EFLChampionship,West Bromwich Albion,Left,Hungary,Fullbacks,2613,0.1,0.03,0.14,0.1,0.0,0.0,0.38,0.03,0.06,0.06,0.04,0.1,1.96,4.44,2.48,0.83,0.24,29.2,0.13,0.43,23.0,0.0,0.07,0.04,0.04,44.6,55.66,80.1,715.25,246.3,23.39,25.69,91.0,17.57,21.91,80.2,2.96,5.86,50.6,0.07,0.55,4.0,0.52,0.24,46.02,9.54,1.21,0.07,0.31,1.65,8.09,0.24,0.1,0.0,0.07,0.1,1.1,1.62,1.34,0.1,0.07,0.03,0.03,0.03,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.24,1.62,1.41,0.59,0.24,1.24,1.89,65.5,0.65,1.1,0.24,1.38,3.62,3.38,0.0,67.58,2.86,22.77,31.0,14.36,0.96,67.58,1.52,0.65,43.2,0.76,50.0,34.27,169.84,86.76,1.86,0.24,1.21,0.76,38.85,0.03,1.58,1.14,0.03,0.0,0.03,0.0,4.62,1.45,1.55,48.3,1538,25.0,71.55429026342718,71.55429026342718,0,Inverted Facilitators
Pedro Porro,1999-09-13,PremierLeague,Tottenham Hotspur,Right,Spain,Fullbacks,2610,0.07,0.21,0.28,0.07,0.0,0.0,0.17,0.0,0.06,0.06,0.17,0.23,2.24,5.31,3.76,1.34,0.28,20.5,0.05,0.25,23.1,0.14,0.04,0.01,0.01,47.76,65.24,73.2,836.52,331.38,23.24,26.52,87.6,18.66,23.45,79.6,4.9,11.28,43.4,0.16,1.97,4.28,1.97,0.93,52.76,12.24,1.83,0.14,0.55,6.76,8.59,1.83,0.14,1.52,0.0,0.24,2.59,3.72,2.48,0.79,0.1,0.17,0.14,0.03,0.28,0.14,0.1,0.03,0.0,0.0,0.0,2.28,1.69,1.17,0.76,0.34,1.52,2.66,57.1,1.14,1.52,0.59,1.24,3.52,2.9,0.07,77.14,4.41,23.28,28.0,26.31,1.1,77.14,1.38,0.48,35.0,0.83,60.0,40.9,186.93,97.59,1.48,0.17,0.86,0.62,44.52,0.0,0.86,1.14,0.03,0.0,0.0,0.0,5.24,0.41,0.79,34.3,1774,26.0,79.07453224577893,79.07453224577893,2,Offensive Catalysts
Antonino Gallo,2000-01-05,SerieA,Lecce,Left,Italy,Fullbacks,2609,0.0,0.07,0.07,0.0,0.0,0.0,0.1,0.03,0.01,0.01,0.09,0.1,1.97,3.69,3.79,0.31,0.1,33.3,0.0,0.0,23.9,0.07,0.03,-0.01,-0.01,28.36,42.81,66.2,539.62,238.85,10.94,12.94,84.5,13.52,19.01,71.1,3.59,9.04,39.7,0.09,1.52,2.69,0.97,0.76,32.63,10.0,0.76,0.03,0.14,4.0,8.52,0.72,0.35,0.28,0.0,0.17,1.1,2.48,1.93,0.48,0.03,0.0,0.03,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.24,1.45,1.59,0.52,0.14,1.17,2.14,54.8,0.97,1.14,0.21,0.69,2.93,4.59,0.0,54.75,4.0,19.9,22.01,13.32,0.52,54.75,1.0,0.45,44.8,0.38,37.9,22.84,125.22,68.06,1.35,0.17,1.28,0.48,25.35,0.0,0.41,0.55,0.1,0.0,0.0,0.07,4.0,0.9,1.28,41.3,1583,25.0,72.9061462243068,72.9061462243068,4,Two-Way Modernisers
Phillipp Mwene,1994-01-29,Bundesliga,Mainz 05,Right,Austria,Fullbacks,2607,0.03,0.14,0.17,0.03,0.0,0.0,0.24,0.0,0.05,0.05,0.07,0.12,2.14,3.66,4.97,0.73,0.14,19.0,0.05,0.25,16.4,0.0,0.07,-0.02,-0.02,32.93,43.91,75.0,554.46,192.46,16.05,18.54,86.6,13.95,17.74,78.6,2.45,4.8,51.1,0.13,0.76,2.35,1.31,0.66,35.59,8.08,0.35,0.07,0.07,2.93,7.32,0.41,0.17,0.03,0.1,0.24,1.35,2.17,1.76,0.28,0.0,0.03,0.07,0.03,0.35,0.28,0.03,0.0,0.0,0.03,0.0,1.76,1.0,0.79,0.76,0.21,0.66,1.59,41.3,0.93,0.93,0.21,0.83,2.59,1.76,0.03,53.68,2.35,12.29,21.68,20.23,1.69,53.68,1.73,0.76,44.0,0.86,50.0,26.75,151.04,68.8,1.69,0.41,1.62,0.9,30.83,0.0,0.83,0.83,0.1,0.0,0.0,0.0,3.8,0.69,1.17,37.0,1706,31.0,75.26142614271416,75.26142614271416,1,Dynamic Engines
Jules Koundé,1998-11-12,LaLiga,Barcelona,Right,France,Fullbacks,2605,0.07,0.1,0.17,0.07,0.0,0.0,0.14,0.0,0.06,0.06,0.13,0.2,1.52,5.7,6.56,0.62,0.21,33.3,0.11,0.33,14.1,0.0,0.11,0.01,0.01,64.12,73.93,86.7,992.8,286.03,32.68,35.24,92.7,27.22,31.13,87.5,2.52,4.15,60.8,0.13,1.11,5.32,1.0,0.28,62.29,11.47,2.28,0.21,0.45,2.18,9.19,0.0,0.0,0.0,0.0,0.17,0.86,2.04,1.9,0.0,0.07,0.07,0.0,0.0,0.24,0.21,0.0,0.0,0.03,0.0,0.0,2.18,1.49,1.0,0.79,0.38,1.52,2.28,66.7,0.76,1.21,0.17,0.69,2.87,2.35,0.07,84.75,2.73,19.59,41.25,24.39,2.73,84.75,1.73,0.76,44.0,0.93,54.0,44.46,161.24,86.41,1.45,0.24,1.42,0.45,56.14,0.0,0.76,0.66,0.24,0.0,0.0,0.0,3.7,1.04,0.79,56.6,1945,27.0,81.09326619444636,81.09326619444636,0,Inverted Facilitators
David Pastor,2000-02-20,PrimeiraLiga,SC Farense,Right,Brazil,Fullbacks,2602,0.0,0.07,0.07,0.0,0.0,0.0,0.14,0.0,0.01,0.01,0.05,0.06,2.01,2.56,3.6,0.31,0.03,11.1,0.0,0.0,25.7,0.0,0.02,-0.01,-0.01,28.78,39.22,73.4,511.95,210.4,13.04,15.25,85.5,11.76,15.6,75.4,3.18,5.6,56.8,0.09,0.8,2.14,0.97,0.59,28.71,10.34,0.76,0.07,0.35,2.53,9.58,0.0,0.0,0.0,0.0,0.17,1.42,2.04,1.49,0.31,0.1,0.0,0.03,0.1,0.21,0.21,0.0,0.0,0.0,0.0,0.0,2.11,1.52,1.14,0.8,0.17,1.11,1.94,57.1,0.83,1.04,0.1,1.59,3.7,2.35,0.1,51.68,2.7,15.67,24.7,12.35,0.38,51.68,2.35,1.21,51.5,0.97,41.2,24.21,140.91,72.05,0.86,0.14,2.11,0.9,25.53,0.0,0.8,1.52,0.07,0.0,0.0,0.0,4.77,0.83,1.07,43.6,1389,25.0,69.02327525053907,69.02327525053907,4,Two-Way Modernisers
Valentin Rosier,1996-08-19,LaLiga,Leganés,Right,France,Fullbacks,2595,0.03,0.07,0.1,0.03,0.0,0.0,0.28,0.0,0.03,0.03,0.04,0.07,1.42,2.57,3.09,0.49,0.14,28.6,0.07,0.25,18.7,0.0,0.06,0.0,0.0,33.16,41.83,79.3,513.5,195.82,18.21,19.77,92.1,12.17,15.05,80.9,1.84,4.37,42.1,0.05,0.38,2.5,0.59,0.14,33.88,7.77,0.59,0.0,0.07,1.35,7.18,0.0,0.0,0.0,0.0,0.17,0.94,1.21,0.83,0.14,0.1,0.14,0.0,0.0,0.21,0.17,0.0,0.03,0.0,0.0,0.0,2.5,1.8,1.66,0.55,0.28,1.49,2.36,63.2,0.87,1.39,0.52,1.8,4.3,5.17,0.07,56.01,5.17,21.85,24.49,10.34,0.97,56.01,1.56,0.8,51.1,0.66,42.2,25.87,131.34,71.34,1.08,0.24,1.08,0.73,27.82,0.0,1.53,0.62,0.28,0.0,0.0,0.0,4.2,0.9,0.59,60.5,1599,29.0,71.85879936335208,71.85879936335208,3,Robust Wide Stoppers
Neco Williams,2001-04-13,PremierLeague,Nottingham Forest,Right,Wales,Fullbacks,2594,0.03,0.1,0.14,0.03,0.0,0.0,0.24,0.0,0.08,0.08,0.06,0.14,2.36,3.09,3.57,1.28,0.24,18.9,0.03,0.14,20.2,0.03,0.06,-0.05,-0.05,29.25,38.72,75.5,437.41,173.86,16.93,18.74,90.4,9.78,13.57,72.1,1.39,3.71,37.4,0.05,0.62,2.39,0.76,0.35,30.81,7.77,0.66,0.03,0.14,2.05,7.04,0.07,0.0,0.07,0.0,0.14,1.08,1.77,1.28,0.21,0.0,0.17,0.1,0.0,0.21,0.14,0.03,0.0,0.03,0.0,0.0,3.12,1.98,2.19,0.66,0.28,1.84,2.98,61.6,1.14,1.46,0.35,1.08,4.2,4.75,0.1,54.3,5.38,19.36,19.92,15.72,1.56,54.3,1.6,0.62,39.1,0.66,41.3,22.55,137.12,75.25,0.97,0.56,1.25,0.73,25.81,0.0,0.83,1.49,0.07,0.0,0.0,0.0,3.82,1.39,1.04,57.1,1803,24.0,76.31595620988661,77.88428411731913,4,Two-Way Modernisers
João Mendes,2000-04-13,PrimeiraLiga,Vitória Guimarães,Left,Portugal,Fullbacks,2589,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.02,0.02,0.05,0.07,2.05,4.59,6.6,0.59,0.17,29.4,0.0,0.0,22.1,0.03,0.04,-0.02,-0.02,44.64,58.37,76.5,744.65,264.02,21.1,24.26,87.0,19.5,24.09,81.0,3.09,6.85,45.2,0.07,0.76,2.95,1.01,0.38,48.53,9.73,1.11,0.1,0.14,3.75,8.59,0.0,0.0,0.0,0.0,0.1,1.67,2.19,1.74,0.21,0.03,0.14,0.07,0.0,0.1,0.03,0.03,0.0,0.03,0.0,0.0,2.19,1.36,1.22,0.76,0.21,1.39,2.29,60.6,0.9,0.97,0.07,0.76,2.95,2.92,0.07,67.86,2.29,18.95,30.45,19.02,0.97,67.86,0.42,0.17,41.7,0.24,58.3,31.46,132.55,75.71,1.32,0.14,1.01,0.42,40.57,0.0,1.15,0.45,0.24,0.0,0.03,0.0,3.82,1.43,1.25,53.2,1576,25.0,72.39589582309186,72.39589582309186,0,Inverted Facilitators
Pep Chavarría,1998-04-10,LaLiga,Rayo Vallecano,Left,Spain,Fullbacks,2585,0.0,0.03,0.03,0.0,0.0,0.0,0.1,0.0,0.04,0.04,0.07,0.11,2.05,3.97,4.63,0.38,0.1,27.3,0.0,0.0,20.1,0.0,0.11,-0.04,-0.04,43.31,54.35,79.7,691.21,239.29,22.94,25.73,89.2,16.61,20.26,82.0,2.96,5.64,52.5,0.07,0.84,2.61,0.94,0.35,44.53,9.68,0.52,0.0,0.31,2.75,9.16,0.0,0.0,0.0,0.0,0.14,1.36,2.12,1.74,0.14,0.03,0.1,0.07,0.03,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.6,1.25,1.04,0.49,0.07,0.97,1.57,62.2,0.59,1.22,0.31,1.04,2.65,3.76,0.03,65.59,3.24,20.96,27.89,17.41,1.08,65.59,1.11,0.35,31.3,0.63,56.3,30.88,148.49,80.08,1.18,0.21,1.36,0.21,36.66,0.0,1.08,0.87,0.1,0.0,0.03,0.0,3.97,0.8,1.04,43.4,1658,27.0,73.61084374524307,73.61084374524307,0,Inverted Facilitators
Joe Scally,2002-12-31,Bundesliga,Mönchengladbach,Right,United States,Fullbacks,2578,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.01,0.01,0.04,0.05,1.82,2.37,2.41,0.21,0.03,16.7,0.0,0.0,19.7,0.0,0.06,-0.01,-0.01,45.38,54.43,83.4,736.3,231.46,22.8,24.61,92.6,19.1,21.89,87.2,2.62,5.24,50.0,0.05,0.38,2.09,0.52,0.24,44.93,9.39,1.12,0.17,0.35,1.75,8.27,0.0,0.0,0.0,0.0,0.1,1.19,0.98,0.73,0.07,0.03,0.07,0.03,0.03,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.57,1.12,0.87,0.63,0.07,0.94,1.61,58.7,0.66,1.22,0.38,0.56,2.13,3.0,0.07,64.58,3.74,24.47,29.71,10.89,0.77,64.58,2.06,1.08,52.5,0.91,44.1,34.21,189.15,92.3,0.94,0.1,0.87,0.8,40.6,0.0,0.8,1.68,0.03,0.0,0.03,0.0,3.39,0.84,0.98,46.2,1632,22.0,72.45374020550686,74.99232710580016,3,Robust Wide Stoppers
Moura,1999-08-16,PrimeiraLiga,Porto,Left,Portugal,Fullbacks,2570,0.11,0.35,0.46,0.11,0.0,0.0,0.07,0.0,0.01,0.01,0.18,0.19,2.14,3.89,6.79,0.28,0.18,62.5,0.38,0.6,12.6,0.0,0.05,0.09,0.09,43.32,54.28,79.8,696.47,263.1,21.92,24.16,90.7,17.65,21.85,80.8,2.59,4.83,53.6,0.14,1.51,2.45,1.23,0.67,43.77,10.33,1.02,0.04,0.11,3.19,9.25,0.07,0.07,0.0,0.0,0.18,1.65,2.91,2.45,0.28,0.07,0.0,0.0,0.11,0.35,0.35,0.0,0.0,0.0,0.0,0.0,1.61,0.88,0.67,0.67,0.28,0.91,1.51,60.5,0.6,1.47,0.21,0.67,2.28,1.72,0.0,63.07,2.17,15.62,27.81,20.24,2.24,63.07,1.4,0.56,40.0,0.81,57.5,29.63,154.54,80.54,1.44,0.18,1.05,0.6,36.88,0.0,0.98,0.56,0.18,0.0,0.0,0.0,3.68,0.98,0.98,50.0,1678,26.0,75.67245219055242,75.67245219055242,1,Dynamic Engines
João Lucas,1998-03-09,CampeonatoBrasileiro,Grêmio,Right,Brazil,Fullbacks,2569,0.04,0.21,0.25,0.04,0.0,0.0,0.28,0.04,0.04,0.04,0.15,0.19,2.52,3.75,4.9,0.88,0.21,24.0,0.04,0.17,23.3,0.0,0.04,0.0,0.0,34.12,49.82,68.5,653.16,266.5,12.89,14.85,86.8,15.76,20.84,75.6,4.69,10.55,44.5,0.16,1.51,3.15,1.47,0.98,40.08,9.63,0.49,0.11,0.21,4.76,9.14,0.0,0.0,0.0,0.0,0.11,2.24,3.01,2.42,0.18,0.14,0.11,0.14,0.04,0.35,0.28,0.04,0.0,0.0,0.04,0.0,2.59,1.33,1.16,1.02,0.42,1.3,2.03,63.8,0.74,0.98,0.35,0.98,3.57,1.93,0.0,59.45,2.42,18.43,25.64,16.15,1.16,59.45,1.58,0.98,62.2,0.42,26.7,28.97,166.93,94.73,2.1,0.35,0.95,0.46,33.18,0.04,1.16,0.95,0.04,0.0,0.0,0.04,4.73,1.02,0.98,50.9,1511,27.0,73.23136366894265,73.23136366894265,1,Dynamic Engines
Diego Moreira,2004-08-06,Ligue1,Strasbourg,Left,Portugal,Fullbacks,2568,0.07,0.25,0.32,0.07,0.0,0.0,0.14,0.04,0.07,0.07,0.26,0.33,3.47,3.05,8.59,0.88,0.28,32.0,0.08,0.25,16.0,0.04,0.08,0.0,0.0,36.03,46.51,77.5,571.79,138.12,18.72,21.69,86.3,14.3,18.5,77.3,2.14,3.64,58.7,0.26,1.05,1.05,1.3,0.35,41.0,5.33,0.95,0.25,0.21,3.26,4.07,0.32,0.14,0.11,0.0,0.18,1.05,2.35,1.54,0.18,0.35,0.14,0.07,0.07,0.35,0.25,0.0,0.04,0.0,0.04,0.04,1.54,0.98,0.6,0.67,0.28,0.84,1.75,48.0,0.91,0.81,0.14,1.23,2.77,2.28,0.0,59.61,2.87,14.3,25.79,20.61,2.84,59.61,4.38,2.0,45.6,2.07,47.2,33.4,206.29,115.13,2.21,1.26,2.28,1.16,38.48,0.0,0.91,1.23,0.07,0.0,0.04,0.0,4.87,0.95,1.02,48.2,1707,21.0,75.28288671267762,80.11268283071107,1,Dynamic Engines
Luis Pérez,1995-02-04,LaLiga,Valladolid,Right,Spain,Fullbacks,2558,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.01,0.07,0.08,1.44,3.13,4.12,0.18,0.07,40.0,0.0,0.0,25.3,0.0,0.03,-0.01,-0.01,31.84,42.04,75.7,565.68,207.55,14.36,16.33,87.9,13.05,17.1,76.3,3.98,6.72,59.2,0.09,0.95,2.01,1.13,1.02,33.57,8.3,0.95,0.07,0.21,3.69,7.35,0.0,0.0,0.0,0.0,0.18,1.02,1.86,1.62,0.21,0.0,0.0,0.0,0.04,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.44,1.06,0.88,0.39,0.18,0.84,1.41,60.0,0.56,0.91,0.32,1.02,2.46,3.03,0.0,50.81,3.1,17.24,22.17,11.82,0.32,50.81,0.74,0.42,57.1,0.25,33.3,20.58,96.68,48.84,0.81,0.11,0.99,0.18,27.87,0.0,0.46,0.88,0.11,0.0,0.04,0.0,2.71,0.53,1.2,30.6,1467,30.0,70.64644053126815,70.64644053126815,3,Robust Wide Stoppers
Craig Forsyth,1989-02-24,EFLChampionship,Derby County,Left,Scotland,Fullbacks,2557,0.11,0.14,0.25,0.11,0.0,0.0,0.14,0.0,0.07,0.07,0.06,0.13,0.74,3.66,1.3,0.63,0.21,33.3,0.17,0.5,11.0,0.0,0.11,0.04,0.04,32.21,46.36,69.5,615.96,276.27,11.93,14.4,82.9,16.58,21.65,76.6,3.34,8.45,39.6,0.07,0.42,3.1,0.39,0.18,38.29,7.6,1.13,0.0,0.42,1.23,6.27,0.0,0.0,0.0,0.0,0.46,0.6,0.99,0.7,0.14,0.0,0.07,0.04,0.04,0.14,0.11,0.04,0.0,0.0,0.0,0.0,1.27,0.84,0.67,0.49,0.11,0.63,0.99,64.3,0.35,1.34,0.56,1.06,2.32,5.14,0.04,58.15,5.28,24.29,24.36,9.96,1.41,58.15,0.21,0.04,16.7,0.14,66.7,21.08,94.89,54.42,0.35,0.04,0.74,0.25,27.7,0.0,0.6,0.63,0.07,0.0,0.0,0.0,3.87,3.17,2.36,57.3,1468,36.0,69.3227576109126,69.3227576109126,3,Robust Wide Stoppers
Carlos Romero,2001-10-29,LaLiga,Espanyol,Left,Spain,Fullbacks,2554,0.07,0.04,0.11,0.07,0.0,0.0,0.25,0.0,0.07,0.07,0.07,0.15,1.76,2.26,3.98,1.02,0.21,20.7,0.07,0.33,20.8,0.04,0.07,0.0,0.0,25.34,35.49,71.4,421.46,155.37,12.65,15.15,83.5,10.36,13.29,78.0,1.94,4.79,40.4,0.08,1.02,1.66,0.92,0.42,28.51,6.87,0.7,0.04,0.18,3.24,5.43,0.74,0.18,0.21,0.0,0.11,1.2,2.18,1.48,0.42,0.21,0.04,0.04,0.0,0.14,0.07,0.04,0.0,0.0,0.04,0.0,2.57,1.66,1.73,0.56,0.28,1.59,2.89,54.9,1.3,1.76,0.53,1.06,3.63,3.59,0.04,48.14,4.02,17.2,17.27,14.52,1.02,48.14,1.83,0.78,42.3,0.81,44.2,20.9,134.44,73.97,1.23,0.42,1.16,0.46,23.12,0.0,1.2,0.74,0.04,0.0,0.07,0.0,4.4,0.49,0.85,36.8,1635,24.0,73.03371949056073,73.03371949056073,4,Two-Way Modernisers
Marious Vrousai,1998-07-02,PrimeiraLiga,Rio Ave,Both,Greece,Fullbacks,2547,0.04,0.11,0.14,0.04,0.0,0.0,0.18,0.0,0.08,0.08,0.07,0.16,1.66,4.03,3.39,1.17,0.35,30.3,0.03,0.1,16.4,0.07,0.07,-0.05,-0.05,36.11,49.86,72.4,622.37,255.19,17.07,20.35,83.9,14.81,19.54,75.8,3.36,6.93,48.5,0.07,0.78,2.86,0.74,0.25,38.8,10.57,1.66,0.11,0.46,2.16,8.59,0.32,0.14,0.14,0.0,0.49,1.24,2.19,1.52,0.21,0.11,0.21,0.11,0.04,0.18,0.11,0.0,0.04,0.04,0.0,0.0,2.51,1.63,1.55,0.71,0.25,1.45,2.86,50.6,1.41,1.31,0.18,1.38,3.89,3.46,0.07,62.76,4.31,21.84,27.92,13.89,1.94,62.76,2.79,1.45,51.9,1.24,44.3,28.16,141.27,72.05,1.17,0.25,1.59,0.64,32.86,0.0,1.24,1.17,0.07,0.0,0.04,0.0,5.3,1.34,1.06,55.9,1450,27.0,70.21184650779514,70.21184650779514,4,Two-Way Modernisers
Léo Pétrot,1997-04-15,Ligue1,Saint-Étienne,Left,France,Fullbacks,2544,0.0,0.11,0.11,0.0,0.0,0.0,0.14,0.0,0.02,0.02,0.06,0.08,0.99,3.29,3.54,0.21,0.11,50.0,0.0,0.0,12.1,0.0,0.1,-0.02,-0.02,39.41,49.0,80.4,627.21,236.29,20.48,22.78,89.9,16.03,19.03,84.2,2.09,4.74,44.0,0.05,0.57,2.58,0.6,0.25,41.14,7.78,0.64,0.04,0.07,1.73,6.93,0.21,0.18,0.0,0.0,0.07,0.99,1.42,1.27,0.07,0.04,0.04,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,2.19,1.31,1.34,0.67,0.18,1.2,1.8,66.7,0.6,1.77,0.96,1.49,3.68,3.64,0.04,60.42,6.08,23.38,23.7,13.55,0.88,60.42,0.5,0.25,50.0,0.25,50.0,27.1,99.59,46.73,0.53,0.14,0.85,0.6,34.46,0.0,0.78,0.78,0.04,0.0,0.11,0.0,4.07,1.42,1.31,51.9,1533,28.0,71.00332360647545,71.00332360647545,3,Robust Wide Stoppers
