Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential,Cluster,Cluster Name
Mathias Honsak,1996-12-20,Bundesliga,Heidenheim,Left,Austria,Att Mid / Wingers,1181,0.38,0.08,0.46,0.38,0.0,0.0,0.08,0.0,0.25,0.25,0.12,0.37,2.82,2.21,4.42,2.21,0.76,34.5,0.17,0.5,17.1,0.08,0.12,0.13,0.13,24.69,35.21,70.1,437.2,120.41,11.2,14.4,77.8,10.59,13.87,76.4,2.59,4.95,52.3,0.14,1.07,1.68,0.91,0.69,30.79,4.34,0.84,0.0,0.0,3.81,2.29,0.99,0.38,0.53,0.0,0.08,1.22,3.12,1.68,0.61,0.3,0.38,0.15,0.0,0.38,0.0,0.15,0.23,0.0,0.0,0.0,1.14,0.61,0.76,0.38,0.0,0.76,1.75,43.5,0.99,1.45,0.3,0.76,1.91,2.36,0.0,49.23,2.97,12.35,21.95,15.62,2.51,49.23,1.75,0.69,39.1,0.99,56.5,25.76,153.48,75.22,2.13,0.69,2.9,0.91,28.65,0.0,1.07,0.99,0.15,0.0,0.0,0.0,4.19,1.68,1.6,51.2,1559,28.0,69.7678302394404,69.7678302394404,1,Direct Dribbling Threats
Sirlord Conteh,1996-07-09,Bundesliga,Heidenheim,Right,Germany,Att Mid / Wingers,892,0.1,0.1,0.2,0.1,0.0,0.0,0.2,0.0,0.21,0.21,0.26,0.47,2.93,1.92,7.57,1.31,0.5,38.5,0.08,0.2,15.0,0.0,0.16,-0.11,-0.11,15.94,22.6,70.5,242.25,57.21,9.38,13.02,72.1,4.34,5.35,81.1,1.31,2.32,56.5,0.14,1.41,1.72,0.61,0.2,21.49,0.91,0.0,0.0,0.0,2.02,0.4,0.0,0.0,0.0,0.0,0.2,0.81,2.83,2.42,0.0,0.1,0.0,0.3,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.91,0.5,0.3,0.61,0.0,0.2,0.71,28.6,0.5,0.1,0.1,0.1,1.01,0.81,0.0,30.37,0.4,3.83,12.11,15.34,3.43,30.37,1.31,0.61,46.2,0.61,46.2,19.67,125.41,71.13,1.11,1.21,2.32,0.81,22.0,0.0,0.81,1.11,0.4,0.0,0.0,0.0,1.72,1.61,2.02,44.4,1559,29.0,68.93801417642206,68.93801417642206,2,Secondary Attackers
Francisco Trincão,1999-12-29,PrimeiraLiga,Sporting CP,Left,Portugal,Att Mid / Wingers,2936,0.28,0.43,0.71,0.28,0.0,0.0,0.03,0.0,0.28,0.28,0.25,0.54,2.85,4.72,6.62,3.25,1.01,31.1,0.08,0.27,19.4,0.09,0.09,-0.01,-0.01,25.96,33.08,78.5,413.03,121.45,13.67,15.97,85.6,8.89,11.19,79.5,2.15,3.43,62.5,0.23,2.3,2.94,1.32,0.18,31.24,1.75,0.43,0.46,0.28,2.39,0.18,1.13,0.74,0.18,0.0,0.09,0.92,4.94,3.03,0.34,0.71,0.49,0.28,0.09,0.89,0.55,0.03,0.15,0.12,0.03,0.0,1.56,0.89,0.4,0.8,0.37,0.49,1.01,48.5,0.52,0.86,0.06,0.4,1.96,0.95,0.03,46.72,0.86,4.05,17.32,25.93,4.14,46.72,4.35,2.15,49.3,2.02,46.5,30.78,189.9,85.56,2.02,1.13,2.21,1.32,35.28,0.0,0.74,1.75,0.0,0.03,0.0,0.0,3.07,0.12,0.21,36.4,1789,25.0,80.13115135290113,80.31838676229228,4,World-Class Wingers
Pedro Gonçalves,1998-06-28,PrimeiraLiga,Sporting CP,Right,Portugal,Att Mid / Wingers,870,0.52,0.41,0.93,0.52,0.0,0.0,0.31,0.0,0.43,0.43,0.42,0.87,2.17,5.28,7.24,3.93,0.93,23.7,0.13,0.56,17.6,0.1,0.11,0.08,0.08,29.07,38.48,75.5,449.17,176.59,16.66,19.24,86.6,8.07,10.97,73.6,2.69,4.97,54.2,0.38,4.34,3.1,2.38,0.21,32.9,5.48,2.69,1.03,0.31,3.93,0.62,2.17,1.55,0.31,0.0,0.1,1.34,6.72,3.62,1.86,0.21,0.41,0.52,0.1,0.62,0.41,0.0,0.0,0.1,0.0,0.1,1.34,0.41,0.1,0.72,0.52,0.41,1.24,33.3,0.83,0.62,0.1,0.52,1.86,0.0,0.0,53.9,0.0,3.52,19.14,31.55,5.59,53.9,3.83,1.14,29.7,2.48,64.9,30.41,129.0,59.9,1.55,1.03,3.0,1.55,36.21,0.0,1.14,1.03,0.21,0.0,0.0,0.0,3.31,0.21,0.93,18.2,1789,27.0,79.9083329755075,79.9083329755075,3,Elite Technicians
Kerem Aktürkoğlu,1998-10-21,PrimeiraLiga,Benfica,Right,Turkey,Att Mid / Wingers,2003,0.49,0.4,0.9,0.49,0.0,0.0,0.13,0.0,0.44,0.44,0.33,0.76,2.79,3.06,9.08,2.88,1.3,45.3,0.17,0.38,16.9,0.09,0.15,0.06,0.06,21.03,30.15,69.7,320.77,82.5,11.86,14.6,81.2,6.47,8.99,72.0,1.53,2.88,53.1,0.22,1.84,1.3,1.35,0.31,27.32,2.56,0.27,0.18,0.22,2.47,0.99,0.85,0.18,0.54,0.0,0.27,1.3,3.46,2.25,0.27,0.31,0.31,0.18,0.13,0.67,0.49,0.0,0.13,0.04,0.0,0.0,0.99,0.72,0.4,0.31,0.27,0.31,1.17,26.9,0.85,0.94,0.0,0.76,1.75,0.36,0.0,43.36,0.13,4.04,14.83,25.39,6.02,43.36,3.41,1.12,32.9,2.25,65.8,26.02,141.45,72.34,1.75,1.12,2.7,1.12,29.25,0.0,0.85,1.35,0.58,0.0,0.0,0.0,4.76,0.9,0.67,57.1,1791,27.0,78.48410929069654,78.48410929069654,4,World-Class Wingers
Ángel Di María,1988-02-14,PrimeiraLiga,Benfica,Left,Argentina,Att Mid / Wingers,1646,0.44,0.27,0.71,0.16,0.27,0.27,0.27,0.0,0.49,0.27,0.28,0.55,3.83,8.75,10.88,3.12,0.66,21.1,0.05,0.25,22.0,0.44,0.09,-0.05,-0.11,37.4,53.04,70.5,689.6,237.96,17.66,20.07,88.0,12.85,17.61,73.0,5.96,11.65,51.2,0.39,2.46,4.7,3.72,0.77,46.97,5.74,1.31,1.04,1.15,7.27,1.15,3.28,1.97,0.66,0.0,0.33,1.42,4.92,3.28,0.66,0.44,0.16,0.33,0.05,0.66,0.49,0.05,0.0,0.05,0.05,0.0,0.87,0.38,0.22,0.33,0.33,0.38,1.09,35.0,0.71,0.71,0.0,0.44,1.31,0.0,0.0,65.78,0.16,3.55,24.99,37.67,5.41,65.5,4.54,1.59,34.9,2.84,62.7,43.09,261.8,117.07,2.9,1.48,2.08,0.98,49.48,0.0,0.93,1.53,0.55,0.05,0.0,0.0,4.16,0.0,0.11,0.0,1791,37.0,80.47354424820777,80.47354424820777,3,Elite Technicians
Jan-Niklas Beste,1999-01-04,PrimeiraLiga,Freiburg,Left,Germany,Att Mid / Wingers,501,0.0,0.18,0.18,0.0,0.0,0.0,0.54,0.0,0.13,0.13,0.27,0.4,4.13,3.77,12.04,1.44,0.54,37.5,0.0,0.0,16.7,0.0,0.09,-0.13,-0.13,42.75,54.25,78.8,726.29,176.77,20.3,22.81,89.0,17.6,22.63,77.8,3.77,5.75,65.6,0.18,2.69,1.62,0.9,0.36,45.81,8.08,0.9,0.0,0.0,5.93,5.03,2.16,1.08,0.9,0.0,0.36,1.08,4.67,2.87,1.44,0.0,0.18,0.0,0.18,0.54,0.18,0.36,0.0,0.0,0.0,0.0,3.41,2.69,0.9,1.8,0.72,1.62,2.52,64.3,0.9,0.72,0.0,0.72,4.13,0.72,0.0,65.21,1.62,11.86,21.56,32.52,3.05,65.21,2.87,1.44,50.0,1.26,43.8,39.16,239.1,106.35,2.34,0.54,1.8,0.72,43.29,0.0,1.62,2.34,0.18,0.0,0.0,0.0,4.67,0.36,0.36,50.0,1684,26.0,63.637909491993085,63.637909491993085,0,Hybrid Orchestrators
Bruma,1994-10-24,PrimeiraLiga,Benfica,Right,Portugal,Att Mid / Wingers,1695,0.42,0.37,0.8,0.27,0.16,0.21,0.05,0.0,0.58,0.41,0.37,0.78,3.61,5.36,9.35,3.03,0.85,28.1,0.09,0.31,18.8,0.11,0.14,-0.15,-0.15,33.13,41.84,79.2,477.5,121.33,19.22,21.98,87.4,10.41,12.64,82.4,1.96,3.45,56.9,0.29,1.38,2.97,1.81,0.0,38.92,2.55,0.48,0.69,0.21,1.06,1.33,0.58,0.16,0.05,0.0,0.37,1.12,4.09,2.65,0.11,0.58,0.53,0.21,0.0,0.64,0.48,0.0,0.11,0.0,0.05,0.0,0.8,0.53,0.16,0.37,0.27,0.48,1.01,47.4,0.53,0.21,0.0,0.16,0.96,0.11,0.0,52.83,0.11,3.24,19.86,30.9,5.15,52.62,4.99,3.03,60.6,1.91,38.3,35.42,208.14,109.17,2.39,1.43,2.39,1.22,40.78,0.0,0.74,1.17,0.69,0.05,0.0,0.0,4.41,0.27,0.48,35.7,1791,31.0,79.30535586510166,79.30535586510166,4,World-Class Wingers
Pepê,1997-02-24,PrimeiraLiga,Porto,Right,Brazil,Att Mid / Wingers,1991,0.14,0.09,0.23,0.14,0.0,0.0,0.18,0.0,0.22,0.22,0.13,0.35,1.9,4.16,7.87,1.36,0.63,46.7,0.1,0.21,15.7,0.0,0.16,-0.08,-0.08,30.02,39.28,76.4,485.26,109.44,15.46,18.49,83.6,11.03,13.24,83.3,2.35,4.25,55.3,0.14,1.4,1.76,1.31,0.32,34.94,4.25,0.68,0.54,0.23,2.85,1.72,1.72,1.04,0.32,0.0,0.09,1.76,2.71,2.08,0.32,0.09,0.14,0.09,0.0,0.36,0.32,0.0,0.0,0.05,0.0,0.0,1.08,0.63,0.18,0.32,0.59,0.36,1.18,30.8,0.81,0.81,0.0,0.5,1.58,0.23,0.0,49.59,0.32,4.48,20.93,24.91,3.57,49.59,2.44,0.86,35.2,1.36,55.6,27.3,159.12,65.64,1.72,0.54,2.35,1.31,35.62,0.0,1.22,1.49,0.32,0.05,0.05,0.0,4.16,0.59,0.86,40.6,1678,28.0,76.0403666437141,76.0403666437141,0,Hybrid Orchestrators
Fabio Vieira,2000-05-30,PrimeiraLiga,Porto,Left,Portugal,Att Mid / Wingers,1795,0.2,0.2,0.4,0.2,0.0,0.0,0.35,0.0,0.15,0.14,0.21,0.35,1.35,6.22,6.07,2.31,0.75,32.6,0.09,0.27,21.3,0.3,0.06,0.05,0.06,38.71,48.89,79.2,698.04,195.59,18.0,19.86,90.7,15.04,17.85,84.3,5.01,9.33,53.8,0.25,2.06,4.16,2.06,0.75,43.82,5.01,2.41,0.3,0.25,5.42,0.25,2.26,1.4,0.55,0.0,0.05,0.9,4.86,2.86,1.05,0.05,0.35,0.45,0.1,0.6,0.4,0.1,0.0,0.05,0.05,0.0,1.81,1.15,0.55,0.9,0.35,0.85,1.35,63.0,0.5,0.7,0.15,0.55,2.36,0.6,0.0,58.66,0.95,6.37,28.38,24.67,2.71,58.66,1.91,0.65,34.2,1.2,63.2,33.29,166.91,67.14,1.25,0.4,1.1,0.6,40.86,0.0,1.86,2.06,0.1,0.0,0.05,0.0,4.66,0.45,0.5,47.4,1678,25.0,76.99818738229754,76.99818738229754,0,Hybrid Orchestrators
Galeno,1997-10-22,PrimeiraLiga,Al-Ahli,Right,Brazil,Att Mid / Wingers,1445,0.5,0.0,0.5,0.25,0.25,0.37,0.25,0.0,0.57,0.26,0.14,0.4,3.49,3.61,10.9,2.68,1.25,46.5,0.09,0.2,21.7,0.0,0.1,-0.07,-0.01,35.25,46.03,76.6,591.01,160.26,18.75,21.3,88.0,13.27,16.75,79.2,2.99,5.48,54.5,0.14,1.43,1.49,1.49,0.19,39.11,6.54,0.62,0.19,0.31,1.49,5.48,0.44,0.0,0.0,0.0,0.37,1.43,3.74,2.37,0.25,0.25,0.25,0.5,0.12,0.37,0.19,0.0,0.0,0.0,0.19,0.0,1.06,0.75,0.56,0.12,0.37,0.5,1.0,50.0,0.5,0.81,0.31,0.93,1.99,1.37,0.0,58.55,1.43,9.34,20.55,29.65,3.86,58.17,2.18,0.87,40.0,1.0,45.7,33.57,202.48,116.72,2.55,1.06,2.12,0.93,38.93,0.0,1.31,1.93,0.06,0.19,0.0,0.0,4.55,0.62,1.25,33.3,1835,28.0,79.07624050048028,79.07624050048028,1,Direct Dribbling Threats
Danny Loader,2000-08-28,PrimeiraLiga,Porto,Right,Cameroon,Att Mid / Wingers,1071,0.25,0.08,0.34,0.17,0.08,0.08,0.25,0.0,0.35,0.29,0.07,0.34,1.51,2.61,5.97,2.44,1.01,41.4,0.07,0.17,14.7,0.0,0.12,-0.1,-0.12,20.0,24.79,80.7,277.48,57.31,12.44,14.45,86.0,5.29,6.47,81.8,1.18,1.6,73.7,0.06,1.01,1.26,0.76,0.17,23.87,0.84,0.17,0.08,0.08,0.67,0.34,0.08,0.0,0.0,0.0,0.08,0.59,2.27,1.85,0.0,0.17,0.17,0.08,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.76,0.5,0.08,0.34,0.34,0.34,1.09,30.8,0.76,0.76,0.08,0.5,1.26,0.67,0.0,37.82,0.92,3.11,15.21,20.5,5.38,37.73,3.28,1.18,35.9,2.02,61.5,22.35,124.2,38.24,1.01,1.18,2.52,2.77,27.56,0.0,1.85,1.76,0.34,0.0,0.0,0.0,3.53,2.44,1.76,58.0,1678,25.0,75.25273251074101,75.25273251074101,2,Secondary Attackers
Gonçalo Borges,2001-03-29,PrimeiraLiga,Porto,Right,Portugal,Att Mid / Wingers,761,0.24,0.35,0.59,0.24,0.0,0.0,0.71,0.12,0.15,0.15,0.25,0.4,5.44,1.89,14.43,2.96,0.71,24.0,0.08,0.33,19.0,0.12,0.05,0.08,0.08,23.06,31.7,72.8,334.81,68.24,13.6,14.78,92.0,7.57,11.12,68.1,1.18,3.55,33.3,0.2,1.54,0.83,1.54,0.83,30.04,1.66,0.12,0.12,0.12,7.33,1.54,0.0,0.0,0.0,0.0,0.0,1.42,3.43,2.6,0.12,0.0,0.47,0.24,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,1.18,0.71,0.0,0.59,0.59,0.47,0.95,50.0,0.47,0.71,0.0,0.24,1.42,0.0,0.0,45.89,0.0,2.25,12.54,32.05,4.85,45.89,5.09,1.77,34.9,2.72,53.5,30.99,239.61,113.77,2.01,1.54,3.07,2.84,36.07,0.0,1.77,2.01,0.24,0.0,0.0,0.0,3.07,0.12,0.83,12.5,1678,24.0,71.48852943240317,71.86455472483048,1,Direct Dribbling Threats
Ricardo Horta,1994-09-15,PrimeiraLiga,Braga,Right,Portugal,Att Mid / Wingers,2837,0.32,0.16,0.48,0.32,0.0,0.0,0.06,0.0,0.25,0.25,0.17,0.42,0.89,3.87,5.27,1.65,0.67,40.4,0.19,0.48,15.6,0.03,0.15,0.07,0.07,29.98,37.53,79.9,472.9,119.44,16.4,18.3,89.6,10.09,11.93,84.6,2.54,4.82,52.6,0.14,1.87,2.89,1.02,0.16,32.14,5.01,1.3,0.13,0.13,3.49,0.95,1.84,0.79,0.73,0.03,0.38,0.67,3.39,1.97,0.92,0.06,0.22,0.22,0.0,0.38,0.22,0.06,0.0,0.03,0.06,0.0,1.3,0.79,0.32,0.63,0.35,0.41,1.36,30.2,0.95,0.7,0.1,0.25,1.55,0.73,0.0,45.33,0.86,4.6,20.49,20.43,3.27,45.33,1.05,0.41,39.4,0.44,42.4,22.43,82.58,32.42,0.63,0.29,1.14,0.63,30.49,0.0,0.79,1.05,0.13,0.03,0.0,0.0,2.6,0.13,0.73,14.8,1651,31.0,77.29427621860334,77.29427621860334,2,Secondary Attackers
Roger Fernandes,2005-11-21,PrimeiraLiga,Braga,Left,Guinea-Bissau,Att Mid / Wingers,1739,0.16,0.16,0.31,0.16,0.0,0.0,0.1,0.0,0.17,0.17,0.19,0.35,4.71,2.9,9.94,2.59,1.24,48.0,0.06,0.13,19.6,0.0,0.07,-0.02,-0.02,29.24,41.2,71.0,497.3,115.36,14.75,17.39,84.8,10.87,14.85,73.2,3.05,6.62,46.1,0.21,1.71,1.5,1.29,0.36,36.8,4.24,0.98,0.05,0.47,6.52,1.19,2.07,1.5,0.1,0.05,0.16,1.24,4.04,2.17,0.78,0.36,0.41,0.26,0.05,0.41,0.26,0.05,0.0,0.05,0.0,0.05,2.12,1.04,0.98,0.78,0.36,0.98,1.66,59.4,0.67,1.04,0.0,1.04,3.16,1.04,0.05,54.65,0.67,6.21,20.13,29.97,4.14,54.65,3.73,1.86,50.0,1.6,43.1,34.93,245.99,134.25,2.54,2.02,2.33,1.24,35.92,0.0,1.29,2.02,0.16,0.0,0.0,0.0,5.64,0.72,1.6,31.1,1651,20.0,75.70059246622806,81.58699574361174,1,Direct Dribbling Threats
Rodrigo Zalazar,1999-08-12,PrimeiraLiga,Braga,Right,Uruguay,Att Mid / Wingers,1390,0.26,0.32,0.58,0.19,0.06,0.06,0.26,0.0,0.23,0.18,0.28,0.47,4.21,4.92,7.51,2.72,0.39,14.3,0.07,0.5,19.1,0.45,0.07,0.03,0.01,34.96,46.62,75.0,613.17,149.05,17.09,20.2,84.6,12.69,15.73,80.7,4.01,6.99,57.4,0.17,1.88,4.08,1.68,0.65,42.8,3.63,1.55,0.32,0.78,5.31,0.78,1.1,0.32,0.52,0.0,0.19,1.36,3.37,2.4,0.13,0.19,0.39,0.19,0.06,0.45,0.26,0.0,0.06,0.13,0.0,0.0,2.14,0.91,0.71,0.91,0.52,0.65,1.75,37.0,1.1,1.49,0.06,0.32,2.46,0.78,0.0,61.96,0.91,4.21,30.95,28.04,4.27,61.9,4.73,2.2,46.6,2.01,42.5,35.74,229.73,113.24,2.33,0.78,2.98,1.94,44.81,0.0,1.42,2.53,0.0,0.0,0.0,0.0,6.02,2.53,2.07,54.9,1651,26.0,76.88672979092472,76.88672979092472,3,Elite Technicians
Ismaël Gharbi,2004-04-10,PrimeiraLiga,Braga,Right,Spain,Att Mid / Wingers,1058,0.34,0.26,0.6,0.34,0.0,0.0,0.17,0.0,0.24,0.24,0.12,0.35,2.98,3.91,9.78,2.47,0.77,31.0,0.14,0.44,18.5,0.0,0.1,0.1,0.1,34.03,45.77,74.3,555.57,125.56,18.2,20.76,87.7,10.38,13.36,77.7,3.74,7.23,51.8,0.14,1.62,2.04,1.36,0.09,39.05,6.55,1.7,0.26,0.6,6.64,1.45,3.4,2.3,0.68,0.0,0.17,1.19,4.59,2.38,0.94,0.17,0.51,0.6,0.0,0.77,0.34,0.17,0.0,0.09,0.17,0.0,2.3,1.36,0.6,1.02,0.68,1.28,3.23,39.5,1.96,1.28,0.0,0.43,2.72,0.51,0.0,61.33,0.43,4.25,22.71,35.13,3.66,61.33,4.51,1.79,39.6,2.21,49.1,36.58,190.97,92.89,2.21,1.28,2.98,1.87,41.68,0.0,1.45,2.81,0.09,0.09,0.0,0.0,5.36,0.17,0.77,18.2,1651,21.0,76.2743007965042,80.61654444249378,1,Direct Dribbling Threats
Rafik Guitane,1999-05-26,PrimeiraLiga,Estoril,Left,France,Att Mid / Wingers,859,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.31,0.42,2.62,4.92,7.02,0.94,0.21,22.2,0.0,0.0,22.8,0.0,0.11,-0.1,-0.1,29.23,35.94,81.3,434.49,109.7,15.93,18.54,85.9,10.79,12.78,84.4,1.36,2.1,65.0,0.23,2.2,2.31,1.89,0.31,34.58,1.15,0.1,0.42,0.0,1.57,0.0,0.21,0.21,0.0,0.0,0.21,0.63,3.98,3.14,0.1,0.42,0.1,0.21,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.94,0.52,0.21,0.42,0.31,0.31,0.52,60.0,0.21,1.26,0.0,0.21,1.15,0.21,0.1,49.14,0.42,3.25,22.84,24.41,2.62,49.14,7.23,3.77,52.2,2.93,40.6,35.31,231.76,104.04,3.67,0.63,2.83,3.56,40.02,0.0,0.52,2.51,0.42,0.0,0.0,0.0,4.92,0.42,0.42,50.0,1470,26.0,68.67141336336195,68.67141336336195,1,Direct Dribbling Threats
Gabriel Vieira,2002-03-22,PrimeiraLiga,Santa Clara,Right,Brazil,Att Mid / Wingers,2787,0.19,0.1,0.29,0.16,0.03,0.03,0.06,0.0,0.28,0.26,0.1,0.36,1.74,1.45,5.33,2.78,0.78,27.9,0.06,0.21,19.8,0.26,0.09,-0.09,-0.1,12.63,21.54,58.6,197.02,59.87,6.88,9.11,75.5,3.52,5.91,59.6,1.32,4.33,30.6,0.13,1.29,0.84,0.68,0.16,16.08,5.26,1.71,0.06,0.19,3.2,1.78,1.29,0.71,0.48,0.0,0.19,0.58,3.29,1.49,0.65,0.45,0.26,0.39,0.06,0.19,0.06,0.06,0.0,0.03,0.03,0.0,0.94,0.65,0.19,0.52,0.23,0.32,0.87,37.0,0.55,0.58,0.0,0.23,1.16,0.29,0.0,34.59,0.19,2.65,13.11,19.73,3.68,34.55,3.49,1.58,45.4,1.68,48.1,18.7,118.09,56.06,1.71,0.87,3.91,1.42,21.47,0.0,1.45,2.68,0.58,0.06,0.0,0.0,3.04,1.07,1.55,40.7,1485,23.0,69.50202517600366,69.50202517600366,1,Direct Dribbling Threats
Ricardinho,1998-08-06,PrimeiraLiga,Santa Clara,Right,Portugal,Att Mid / Wingers,1246,0.51,0.0,0.51,0.51,0.0,0.0,0.36,0.0,0.3,0.3,0.11,0.4,2.89,3.11,3.9,1.88,0.94,50.0,0.27,0.54,15.4,0.0,0.16,0.21,0.21,16.69,24.49,68.1,239.95,73.82,8.6,10.98,78.3,5.78,8.31,69.6,1.01,2.02,50.0,0.1,1.16,1.44,1.08,0.36,23.48,0.79,0.07,0.43,0.0,1.37,0.58,0.14,0.0,0.0,0.0,0.22,1.08,2.31,1.66,0.0,0.07,0.29,0.29,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.3,0.94,0.43,0.43,0.43,0.36,1.88,19.2,1.52,1.08,0.07,0.94,2.24,0.79,0.07,37.63,0.51,4.77,15.6,18.27,2.82,37.63,3.32,1.23,37.0,2.09,63.0,21.96,137.96,74.76,1.59,0.65,2.6,1.59,23.19,0.0,2.24,1.52,0.43,0.0,0.0,0.0,4.26,0.22,1.52,12.5,1485,27.0,70.4822908259349,70.4822908259349,2,Secondary Attackers
Nuno Santos,1999-03-02,PrimeiraLiga,Vitória Guimarães,Right,Portugal,Att Mid / Wingers,1907,0.14,0.19,0.33,0.14,0.0,0.0,0.24,0.0,0.25,0.25,0.13,0.37,1.51,5.52,7.69,2.31,0.76,32.7,0.06,0.19,15.9,0.05,0.11,-0.11,-0.11,32.14,43.89,73.2,524.99,158.48,16.52,19.49,84.7,11.42,15.53,73.6,3.02,5.76,52.5,0.17,1.37,3.45,1.46,0.19,42.0,1.65,0.42,0.47,0.8,3.35,0.66,0.52,0.14,0.28,0.0,0.24,0.8,2.93,2.31,0.09,0.05,0.33,0.14,0.0,0.33,0.24,0.05,0.0,0.05,0.0,0.0,1.13,0.76,0.42,0.28,0.42,0.42,1.42,30.0,0.99,0.99,0.05,0.76,1.89,1.23,0.05,54.46,1.27,5.52,26.05,23.5,3.63,54.46,1.65,0.61,37.1,0.99,60.0,31.24,131.81,65.18,1.75,0.19,1.89,0.76,41.2,0.0,1.23,0.76,0.09,0.0,0.0,0.0,3.96,0.61,0.61,50.0,1576,26.0,71.85261309625716,71.85261309625716,0,Hybrid Orchestrators
Samu,1996-04-21,PrimeiraLiga,Vitória Guimarães,Left,Portugal,Att Mid / Wingers,1743,0.1,0.05,0.15,0.1,0.0,0.0,0.15,0.0,0.15,0.15,0.21,0.36,1.24,5.22,5.53,1.86,0.62,33.3,0.06,0.17,17.7,0.0,0.08,-0.05,-0.05,31.96,43.22,74.0,491.62,168.9,16.99,19.93,85.2,9.81,12.24,80.2,3.05,6.92,44.0,0.14,1.81,3.77,0.98,0.1,37.44,5.58,1.5,0.15,0.15,4.91,0.46,3.2,1.5,1.45,0.0,0.21,0.88,3.46,2.01,0.98,0.05,0.26,0.1,0.05,0.21,0.1,0.0,0.0,0.05,0.05,0.0,2.58,1.55,0.72,1.24,0.62,0.98,1.7,57.6,0.72,1.81,0.26,0.1,2.69,0.72,0.0,53.91,0.72,5.99,25.4,22.82,3.25,53.91,1.08,0.31,28.6,0.77,71.4,25.61,97.69,41.0,0.72,0.57,1.55,0.93,36.25,0.0,2.53,1.6,0.1,0.05,0.0,0.0,3.2,1.03,1.19,46.5,1576,29.0,70.8177888652465,70.8177888652465,0,Hybrid Orchestrators
João Mendes,1994-10-21,PrimeiraLiga,Vitória Guimarães,Right,Portugal,Att Mid / Wingers,1716,0.21,0.1,0.31,0.21,0.0,0.0,0.21,0.0,0.11,0.11,0.13,0.24,2.05,5.09,6.98,1.78,0.58,32.4,0.12,0.36,22.4,0.16,0.06,0.1,0.1,29.84,39.13,76.3,449.95,129.55,16.84,19.2,87.7,9.55,11.91,80.2,2.1,4.77,44.0,0.14,1.36,3.3,1.05,0.21,36.08,2.88,0.68,0.26,0.1,3.57,0.47,1.68,0.84,0.58,0.0,0.16,1.26,3.2,2.2,0.42,0.21,0.05,0.31,0.0,0.16,0.05,0.05,0.0,0.0,0.05,0.0,1.36,0.94,0.26,0.73,0.37,0.68,1.78,38.2,1.1,1.0,0.05,0.26,1.63,0.52,0.0,48.57,0.73,5.24,21.35,22.34,2.94,48.57,2.2,0.89,40.5,1.15,52.4,30.16,151.57,74.16,1.94,0.37,1.94,1.26,35.45,0.0,1.26,2.2,0.16,0.0,0.0,0.0,4.25,0.21,0.37,36.4,1576,31.0,72.46936169605662,72.46936169605662,0,Hybrid Orchestrators
