Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential,Cluster,Cluster Name
Alessandro Deiola,1995-08-01,SerieA,Cagliari,Right,Italy,Midfielders,1432,0.13,0.06,0.19,0.13,0.0,0.0,0.38,0.0,0.11,0.11,0.04,0.15,0.69,2.51,2.26,1.13,0.31,27.8,0.11,0.4,18.1,0.0,0.1,0.02,0.02,24.13,32.87,73.4,411.66,118.22,11.12,13.45,82.7,10.06,12.88,78.0,2.14,3.65,58.6,0.04,0.38,2.83,0.5,0.06,31.93,0.82,0.38,0.13,0.44,0.88,0.44,0.0,0.0,0.0,0.0,0.13,1.26,1.63,1.19,0.06,0.0,0.19,0.13,0.06,0.19,0.13,0.0,0.0,0.06,0.0,0.0,1.95,1.26,0.69,1.07,0.19,0.63,2.01,31.3,1.38,1.63,0.75,0.82,2.77,2.39,0.0,43.11,3.08,11.88,22.12,9.55,1.26,43.11,0.25,0.19,75.0,0.06,25.0,20.87,75.48,34.76,0.25,0.06,0.94,0.69,25.01,0.0,2.01,0.69,0.0,0.0,0.0,0.0,4.27,2.33,1.82,56.1,1602,30.0,71.38140229954233,71.38140229954233,4,All-Round Carriers
Răzvan Marin,1996-05-23,SerieA,Cagliari,Right,Romania,Midfielders,1406,0.19,0.13,0.32,0.06,0.13,0.13,0.26,0.0,0.15,0.05,0.23,0.29,1.41,5.38,1.86,1.34,0.51,38.1,0.05,0.13,25.6,0.13,0.04,0.04,0.01,36.1,47.43,76.1,660.85,204.9,16.51,18.88,87.5,14.53,17.09,85.0,4.54,9.67,47.0,0.22,2.18,3.58,1.28,0.13,41.16,6.15,3.01,0.32,0.26,4.93,0.26,2.82,0.19,2.5,0.0,0.13,1.09,3.97,2.18,1.34,0.06,0.26,0.06,0.06,0.13,0.06,0.06,0.0,0.0,0.0,0.0,1.41,0.83,0.51,0.7,0.19,0.83,1.6,52.0,0.77,0.45,0.0,0.13,1.54,1.28,0.13,55.05,1.28,10.75,29.57,15.43,1.41,54.92,1.54,0.83,54.2,0.7,45.8,30.15,154.52,70.8,1.22,0.26,1.15,1.02,34.82,0.0,1.6,0.83,0.0,0.0,0.0,0.0,4.48,0.58,1.09,34.6,1602,29.0,72.40242988481953,72.40242988481953,0,Advanced Playmakers
Mattia Felici,2001-04-17,SerieA,Cagliari,Right,Italy,Midfielders,925,0.0,0.29,0.29,0.0,0.0,0.0,0.1,0.0,0.06,0.06,0.1,0.16,3.79,1.85,7.3,0.97,0.58,60.0,0.0,0.0,12.8,0.0,0.06,-0.06,-0.06,18.29,26.95,67.9,245.68,83.97,12.16,15.66,77.6,5.06,6.71,75.4,0.58,1.46,40.0,0.07,0.97,1.17,0.29,0.0,24.81,1.95,0.1,0.0,0.19,2.43,0.68,1.17,0.58,0.49,0.0,0.19,1.36,3.02,1.75,0.29,0.78,0.1,0.1,0.0,0.39,0.29,0.0,0.1,0.0,0.0,0.0,1.65,1.17,0.78,0.68,0.19,0.39,1.07,36.4,0.68,0.97,0.0,0.68,2.34,0.68,0.1,41.06,1.26,7.39,14.69,19.65,3.6,41.06,5.55,1.85,33.3,2.92,52.6,25.2,175.33,93.6,1.75,1.85,2.53,0.97,27.24,0.0,1.75,1.65,0.39,0.0,0.1,0.0,4.96,0.68,0.97,41.2,1602,24.0,73.50398290787676,73.50398290787676,0,Advanced Playmakers
Simon Sohm,2001-04-11,SerieA,Parma,Right,Switzerland,Midfielders,2989,0.12,0.0,0.12,0.12,0.0,0.0,0.18,0.0,0.09,0.09,0.06,0.16,2.08,4.22,2.02,1.02,0.39,38.2,0.12,0.31,18.8,0.0,0.09,0.03,0.03,31.62,37.13,85.2,505.04,138.0,15.45,17.31,89.2,13.1,15.03,87.2,2.02,3.01,67.0,0.06,0.6,3.67,0.72,0.09,36.19,0.87,0.45,0.27,0.06,0.45,0.12,0.18,0.03,0.0,0.0,0.06,0.42,2.35,1.96,0.06,0.15,0.03,0.09,0.06,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.84,0.51,0.33,0.39,0.12,0.48,1.05,45.7,0.57,0.33,0.09,0.78,1.63,1.08,0.0,44.17,1.36,7.89,27.1,9.82,1.36,44.17,1.05,0.45,42.9,0.39,37.1,26.38,152.78,89.37,1.66,0.36,0.99,0.69,31.38,0.0,0.57,0.9,0.03,0.0,0.0,0.0,3.82,0.87,0.87,50.0,1603,24.0,72.29788992236175,72.29788992236175,6,Hybrid Workhorses
Adrian Bernabe,2001-05-26,SerieA,Parma,Left,Spain,Midfielders,1453,0.06,0.06,0.12,0.06,0.0,0.0,0.06,0.0,0.08,0.08,0.07,0.15,2.29,7.12,1.24,1.67,0.31,18.5,0.04,0.2,26.2,0.43,0.05,-0.02,-0.02,50.98,60.95,83.6,968.44,333.12,20.5,22.55,90.9,22.42,25.4,88.3,7.0,10.59,66.1,0.09,1.36,6.38,1.05,0.25,54.51,6.32,3.9,0.31,0.87,1.8,0.12,1.36,0.68,0.31,0.0,0.12,1.11,3.59,2.79,0.37,0.06,0.12,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.8,1.11,0.99,0.56,0.25,0.87,1.98,43.8,1.11,1.36,0.56,0.43,2.23,1.61,0.06,70.61,2.48,15.67,40.57,15.3,0.5,70.61,2.04,0.93,45.5,0.81,39.4,45.71,229.37,137.51,2.42,0.19,0.74,0.87,50.67,0.0,0.56,2.23,0.0,0.0,0.0,0.0,4.46,0.25,0.25,50.0,1603,24.0,73.36185576207832,73.36185576207832,2,Vertical Connectors
Hernani,1994-03-27,SerieA,Parma,Right,Brazil,Midfielders,1327,0.2,0.2,0.41,0.0,0.2,0.2,0.47,0.0,0.19,0.03,0.1,0.14,1.97,5.29,2.71,1.15,0.2,17.6,0.0,0.0,33.1,0.47,0.03,0.01,-0.03,31.4,41.71,75.3,562.58,176.54,14.99,17.63,85.0,11.73,14.45,81.2,3.66,6.31,58.1,0.09,1.7,3.05,0.95,0.14,37.51,3.93,2.03,0.14,0.54,2.24,0.41,1.22,0.61,0.41,0.0,0.27,1.36,2.92,2.17,0.61,0.0,0.0,0.14,0.0,0.34,0.14,0.14,0.0,0.0,0.07,0.0,3.19,1.76,1.7,1.22,0.27,1.83,3.39,54.0,1.56,1.76,0.41,1.29,4.48,0.81,0.07,53.04,2.03,10.85,27.74,15.67,1.09,52.83,1.63,0.54,33.3,0.47,29.2,28.42,167.45,83.9,2.37,0.2,1.56,0.81,32.35,0.0,2.24,1.7,0.07,0.0,0.0,0.0,4.61,1.22,1.29,48.6,1603,31.0,74.92890773537015,74.92890773537015,5,Ball-Winning Specialists
Nahuel Estévez,1995-11-14,SerieA,Parma,Right,Argentina,Midfielders,657,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.01,0.01,0.11,0.11,0.41,4.11,0.55,0.68,0.14,20.0,0.0,0.0,25.3,0.0,0.02,-0.01,-0.01,32.47,42.88,75.7,578.22,184.25,13.15,15.21,86.5,15.62,19.04,82.0,3.29,6.58,50.0,0.07,0.82,3.56,0.14,0.0,38.63,4.11,2.33,0.14,0.14,2.19,0.14,1.64,0.55,0.41,0.0,0.14,1.1,1.78,0.96,0.55,0.0,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,2.19,0.82,0.96,1.1,0.14,0.82,2.05,40.0,1.23,1.23,0.27,0.41,2.6,3.56,0.0,51.92,4.52,14.66,28.49,9.04,0.27,51.92,0.41,0.41,100.0,0.0,0.0,20.27,63.42,25.75,0.0,0.0,0.41,0.55,27.26,0.0,1.23,1.23,0.0,0.0,0.0,0.0,3.84,1.92,0.41,82.4,1603,30.0,63.05109447398146,63.05109447398146,3,Supportive Engines
Lassana Coulibaly,1996-04-10,SerieA,Lecce,Right,Mali,Midfielders,2667,0.03,0.0,0.03,0.03,0.0,0.0,0.1,0.0,0.03,0.03,0.03,0.06,0.71,3.14,1.65,0.3,0.1,33.3,0.11,0.33,18.7,0.0,0.09,0.01,0.01,26.15,32.23,81.2,460.53,113.35,11.3,12.89,87.7,11.27,13.26,85.0,2.8,3.91,71.6,0.02,0.4,2.29,0.24,0.0,31.48,0.67,0.67,0.17,0.14,0.44,0.0,0.0,0.0,0.0,0.0,0.07,0.78,1.55,1.15,0.0,0.03,0.03,0.24,0.1,0.07,0.03,0.0,0.0,0.0,0.03,0.0,1.62,0.98,0.54,0.94,0.14,0.81,2.06,39.3,1.25,1.52,0.4,0.61,2.23,1.55,0.03,41.47,2.9,10.49,25.24,6.24,0.64,41.47,1.28,0.61,47.4,0.44,34.2,21.02,112.64,41.47,0.61,0.1,1.11,0.64,24.09,0.0,1.32,1.48,0.0,0.03,0.03,0.0,4.93,1.05,1.38,43.1,1583,29.0,70.72918737759369,70.72918737759369,6,Hybrid Workhorses
Hamza Rafia,1999-04-02,SerieA,Lecce,Right,Tunisia,Midfielders,1058,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.04,0.04,0.12,0.16,1.11,4.34,2.72,0.85,0.17,20.0,0.0,0.0,23.3,0.09,0.05,-0.04,-0.04,34.79,44.83,77.6,548.0,187.4,18.37,20.84,88.2,12.42,15.31,81.1,2.72,5.7,47.8,0.11,1.36,4.0,1.28,0.51,38.71,5.95,2.38,0.17,0.09,3.83,0.09,2.13,0.77,0.85,0.0,0.17,0.94,3.06,2.04,0.6,0.09,0.0,0.09,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,2.3,1.19,2.13,0.43,1.28,2.72,46.9,1.45,0.6,0.17,0.34,4.08,1.53,0.09,55.38,1.36,11.23,31.22,13.95,1.02,55.38,1.87,0.85,45.5,0.6,31.8,26.97,128.54,56.31,1.36,0.17,1.79,1.7,34.96,0.0,2.21,2.13,0.0,0.0,0.0,0.0,5.27,0.43,1.11,27.8,1583,26.0,71.08894890679834,71.08894890679834,3,Supportive Engines
Liam Henderson,1996-04-25,SerieA,Empoli,Right,Scotland,Midfielders,2337,0.0,0.15,0.15,0.0,0.0,0.0,0.39,0.0,0.03,0.03,0.15,0.17,0.69,4.16,2.08,0.85,0.12,13.6,0.0,0.0,28.6,0.08,0.03,-0.03,-0.03,28.11,38.59,72.9,501.6,163.36,11.63,14.17,82.1,12.63,15.67,80.6,2.85,6.89,41.3,0.12,1.27,3.58,0.85,0.42,33.58,4.85,2.04,0.19,0.19,3.77,0.23,1.85,0.89,0.54,0.04,0.15,0.35,2.27,1.69,0.39,0.08,0.04,0.04,0.04,0.19,0.15,0.04,0.0,0.0,0.0,0.0,1.62,0.85,0.65,0.85,0.12,0.85,2.04,41.5,1.19,0.73,0.19,0.58,2.2,1.62,0.0,46.1,1.66,8.82,26.84,10.74,0.62,46.1,0.42,0.23,54.5,0.12,27.3,18.87,81.64,35.01,0.65,0.15,0.85,0.35,25.84,0.0,3.2,0.89,0.08,0.0,0.0,0.0,3.43,0.5,0.77,39.4,1578,29.0,72.4339089840964,72.4339089840964,4,All-Round Carriers
Alberto Grassi,1995-03-07,SerieA,Empoli,Right,Italy,Midfielders,2203,0.04,0.0,0.04,0.04,0.0,0.0,0.33,0.0,0.04,0.04,0.03,0.08,0.74,3.02,0.98,0.45,0.16,36.4,0.09,0.25,15.7,0.0,0.09,0.0,0.0,25.9,34.73,74.6,440.97,142.13,10.66,13.07,81.6,12.83,15.85,80.9,1.63,3.72,44.0,0.03,0.29,2.66,0.29,0.0,32.97,1.51,1.23,0.08,0.04,0.41,0.16,0.0,0.0,0.0,0.0,0.25,0.57,1.1,0.86,0.0,0.0,0.08,0.12,0.04,0.08,0.04,0.0,0.0,0.0,0.04,0.0,1.59,0.86,0.65,0.74,0.2,0.57,0.9,63.6,0.33,0.9,0.49,1.35,2.94,1.76,0.04,43.22,2.74,11.85,25.12,6.78,1.06,43.22,0.49,0.2,41.7,0.25,50.0,18.02,89.1,34.6,0.49,0.04,1.06,0.74,22.14,0.0,1.14,1.39,0.04,0.04,0.0,0.0,5.07,1.18,0.86,58.0,1578,30.0,70.04089993948651,70.04089993948651,4,All-Round Carriers
Youssef Maleh,1998-08-22,SerieA,Empoli,Left,Morocco,Midfielders,1510,0.0,0.06,0.06,0.0,0.0,0.0,0.3,0.06,0.05,0.05,0.05,0.11,0.6,4.29,2.21,1.01,0.18,17.6,0.0,0.0,24.0,0.0,0.05,-0.05,-0.05,23.72,33.38,71.1,389.09,134.76,11.56,14.3,80.8,8.64,11.68,74.0,2.15,4.41,48.6,0.02,0.72,3.7,0.66,0.12,32.3,0.77,0.48,0.06,0.06,0.95,0.24,0.0,0.0,0.0,0.0,0.3,0.72,1.79,1.55,0.0,0.06,0.06,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.68,1.37,1.01,1.37,0.3,1.01,2.03,50.0,1.01,1.49,0.36,0.95,3.64,1.49,0.0,44.34,1.07,9.95,25.75,9.42,0.89,44.34,0.77,0.24,30.8,0.36,46.2,17.82,66.4,33.2,0.66,0.06,1.49,0.6,24.97,0.06,1.91,1.73,0.06,0.0,0.0,0.0,5.72,0.54,1.07,33.3,1578,27.0,71.16981669923757,71.16981669923757,4,All-Round Carriers
Faustino Anjorin,2001-11-23,SerieA,Empoli,Right,England,Midfielders,1114,0.16,0.24,0.4,0.16,0.0,0.0,0.24,0.0,0.07,0.07,0.14,0.2,2.26,4.44,2.83,1.86,0.57,30.4,0.09,0.29,25.6,0.08,0.04,0.09,0.09,28.68,35.63,80.5,504.69,174.26,13.01,15.19,85.6,12.76,14.22,89.8,2.26,4.36,51.9,0.09,1.37,3.55,1.05,0.08,33.77,1.78,0.65,0.16,0.32,1.37,0.08,0.65,0.32,0.16,0.0,0.08,0.65,2.59,1.94,0.08,0.24,0.08,0.16,0.08,0.4,0.32,0.0,0.0,0.0,0.0,0.08,2.34,1.05,0.73,1.13,0.48,0.73,1.45,50.0,0.73,1.45,0.24,1.05,3.39,1.62,0.0,50.74,2.02,10.66,28.84,12.36,1.37,50.74,3.31,1.29,39.0,1.78,53.7,26.42,148.57,84.26,1.37,0.48,2.02,0.89,31.1,0.0,1.94,1.54,0.0,0.0,0.08,0.0,5.25,0.73,1.21,37.5,1578,24.0,75.7969937527043,75.7969937527043,3,Supportive Engines
Hans Nicolussi Caviglia,2000-06-18,SerieA,Venezia,Right,Italy,Midfielders,2861,0.13,0.06,0.19,0.13,0.0,0.0,0.22,0.03,0.08,0.08,0.07,0.14,0.63,4.4,0.69,1.67,0.63,37.7,0.08,0.2,27.0,0.6,0.04,0.05,0.05,35.2,44.39,79.3,621.92,208.12,16.11,18.09,89.0,13.9,16.39,84.8,3.87,6.95,55.7,0.07,0.91,3.87,0.47,0.03,39.48,4.78,2.52,0.16,0.76,2.26,0.0,1.6,0.69,0.5,0.0,0.13,0.88,2.08,1.26,0.66,0.09,0.06,0.0,0.0,0.13,0.03,0.06,0.0,0.03,0.0,0.0,1.48,0.88,0.53,0.69,0.25,0.91,2.01,45.3,1.1,1.23,0.38,0.88,2.36,1.73,0.06,54.7,2.67,12.24,31.36,11.8,0.35,54.7,1.57,0.53,34.0,0.91,58.0,28.34,143.6,53.6,0.76,0.03,1.26,1.16,32.31,0.03,1.57,1.23,0.0,0.0,0.03,0.0,4.62,0.85,0.72,54.0,1558,25.0,71.6414077935653,71.6414077935653,6,Hybrid Workhorses
Gianluca Busio,2002-05-28,SerieA,Venezia,Right,United States,Midfielders,2518,0.07,0.0,0.07,0.07,0.0,0.0,0.14,0.0,0.09,0.09,0.06,0.14,2.14,3.4,4.83,1.29,0.25,19.4,0.06,0.29,17.7,0.0,0.07,-0.01,-0.01,24.88,32.78,75.9,389.45,94.9,13.22,15.66,84.5,9.33,11.58,80.6,1.57,2.61,60.3,0.06,1.0,1.64,0.89,0.14,31.99,0.68,0.32,0.11,0.29,1.04,0.18,0.04,0.04,0.0,0.0,0.11,1.39,2.32,1.93,0.0,0.04,0.18,0.18,0.0,0.07,0.04,0.0,0.0,0.04,0.0,0.0,1.64,1.11,0.86,0.43,0.36,0.71,1.68,42.6,0.97,1.29,0.29,0.68,2.32,1.86,0.0,44.68,2.07,7.76,22.7,14.9,2.0,44.68,1.72,0.54,31.3,1.0,58.3,26.7,156.45,80.39,2.04,0.18,1.93,1.14,30.1,0.0,0.93,1.57,0.14,0.04,0.0,0.0,3.82,1.14,1.22,48.5,1558,23.0,70.33809725478652,70.87188585924508,4,All-Round Carriers
Kike Pérez,1997-02-14,SerieA,Venezia,Left,Spain,Midfielders,1114,0.08,0.0,0.08,0.08,0.0,0.0,0.32,0.0,0.07,0.07,0.1,0.17,1.45,4.85,2.5,1.05,0.57,53.8,0.08,0.14,19.0,0.0,0.07,0.01,0.01,38.38,51.3,74.8,671.93,244.71,18.26,21.81,83.7,13.33,16.4,81.3,4.69,9.21,50.9,0.12,1.29,4.93,1.05,0.24,44.68,6.38,2.67,0.16,0.4,3.96,1.13,2.42,1.29,0.65,0.0,0.24,1.21,2.5,1.78,0.48,0.16,0.08,0.0,0.0,0.16,0.08,0.0,0.08,0.0,0.0,0.0,3.31,2.02,1.45,0.97,0.89,1.45,3.55,40.9,2.1,1.13,0.16,0.81,4.12,1.21,0.0,64.07,2.34,13.25,32.07,19.71,0.81,64.07,2.26,1.05,46.4,1.05,46.4,35.79,199.55,89.76,1.54,0.16,1.94,1.78,38.29,0.0,2.5,1.29,0.08,0.0,0.0,0.0,5.74,1.13,1.29,46.7,1558,28.0,71.0766714352207,71.0766714352207,5,Ball-Winning Specialists
Alfred Duncan,1993-03-10,SerieA,Venezia,Left,Ghana,Midfielders,957,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.08,0.08,0.1,0.18,1.03,4.98,1.13,1.41,0.38,26.7,0.0,0.0,25.6,0.0,0.05,-0.08,-0.08,37.99,46.83,81.1,637.24,178.5,18.15,20.6,88.1,15.71,17.49,89.8,3.01,6.02,50.0,0.09,1.03,3.48,1.79,0.38,43.54,3.01,1.5,0.38,0.56,1.6,0.19,1.03,0.09,0.66,0.0,0.28,0.66,3.01,2.35,0.38,0.09,0.19,0.0,0.0,0.19,0.09,0.0,0.0,0.09,0.0,0.0,1.6,0.75,0.38,1.03,0.19,0.47,1.32,35.7,0.85,0.66,0.19,0.75,2.35,0.75,0.0,55.2,1.41,8.75,33.86,13.35,0.56,55.2,2.07,1.22,59.1,0.75,36.4,29.25,138.06,63.57,1.32,0.0,1.32,1.32,35.83,0.0,2.07,1.03,0.0,0.0,0.0,0.0,4.89,0.94,0.75,55.6,1558,32.0,69.75388929436805,69.75388929436805,4,All-Round Carriers
Magnus Kofod Andersen,1999-05-10,SerieA,Sparta Prague,Right,Denmark,Midfielders,695,0.13,0.13,0.26,0.13,0.0,0.0,0.13,0.0,0.04,0.04,0.06,0.09,0.91,3.11,2.33,1.04,0.26,25.0,0.13,0.5,25.0,0.0,0.03,0.09,0.09,31.99,40.01,79.9,516.17,134.42,15.28,17.48,87.4,13.34,14.76,90.4,2.33,5.18,45.0,0.08,1.17,2.33,0.39,0.0,36.91,2.98,1.3,0.0,0.13,2.07,0.39,1.17,0.26,0.91,0.0,0.13,0.39,2.59,1.68,0.65,0.0,0.13,0.13,0.0,0.39,0.13,0.13,0.0,0.13,0.0,0.0,1.68,0.52,0.39,1.17,0.13,0.52,1.3,40.0,0.78,0.91,0.26,0.78,2.46,1.55,0.0,47.91,1.81,10.62,26.55,11.65,1.04,47.91,0.52,0.26,50.0,0.13,25.0,29.78,131.31,64.23,0.78,0.0,1.04,0.78,30.82,0.0,0.91,0.65,0.0,0.0,0.0,0.0,4.01,1.04,0.91,53.3,1603,26.0,66.52202830871062,66.52202830871062,4,All-Round Carriers
Jean-Daniel Akpa-Akpro,1992-10-11,SerieA,AC Monza Brianza 1912,Right,Côte d'Ivoire,Midfielders,966,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.03,0.03,0.02,0.06,1.96,1.77,2.05,0.37,0.19,50.0,0.0,0.0,18.0,0.0,0.08,-0.03,-0.03,25.62,32.24,79.5,377.7,123.17,14.53,16.02,90.7,8.94,10.9,82.1,1.21,1.77,68.4,0.02,0.28,1.77,0.19,0.09,30.47,1.58,0.37,0.0,0.09,0.56,1.21,0.0,0.0,0.0,0.0,0.19,1.21,1.12,0.75,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.09,2.8,1.68,1.4,1.3,0.09,0.84,1.96,42.9,1.12,1.77,0.56,1.21,4.01,1.49,0.09,47.05,2.7,14.63,24.04,9.22,0.65,47.05,3.54,1.12,31.6,1.77,50.0,28.51,170.68,76.21,1.4,0.19,2.24,0.19,27.02,0.0,2.24,1.68,0.0,0.0,0.0,0.0,5.03,1.02,1.4,42.3,1519,33.0,69.43137062107982,69.43137062107982,3,Supportive Engines
Joshua Kimmich,1995-02-08,Bundesliga,Bayern Munich,Right,Germany,Midfielders,2847,0.09,0.22,0.32,0.09,0.0,0.0,0.13,0.0,0.06,0.06,0.23,0.29,1.61,11.44,2.43,1.07,0.32,29.4,0.09,0.3,23.9,0.13,0.05,0.04,0.04,103.34,115.45,89.5,1862.18,544.81,46.34,48.21,96.1,45.11,49.28,91.5,10.87,15.55,69.9,0.33,2.62,13.81,1.68,0.32,106.03,9.2,3.95,0.66,1.33,5.56,1.39,3.7,2.31,0.66,0.03,0.22,0.95,5.03,3.67,1.14,0.06,0.09,0.03,0.03,0.57,0.41,0.09,0.03,0.03,0.0,0.0,1.49,0.92,0.35,0.92,0.22,0.95,1.58,60.0,0.63,0.73,0.09,0.79,2.28,1.07,0.09,122.24,2.28,17.07,73.59,32.15,0.6,122.24,0.7,0.38,54.5,0.28,40.9,75.84,378.4,164.29,2.62,0.03,0.66,0.22,96.32,0.0,0.47,0.85,0.06,0.0,0.0,0.0,6.01,0.38,0.28,57.1,1919,30.0,83.34409284610776,83.34409284610776,1,Tempo Dictators
Leon Goretzka,1995-02-06,Bundesliga,Bayern Munich,Right,Germany,Midfielders,1325,0.27,0.07,0.34,0.27,0.0,0.0,0.14,0.0,0.19,0.19,0.12,0.3,2.38,8.63,1.9,2.17,0.75,34.4,0.13,0.36,20.2,0.0,0.09,0.08,0.08,74.78,83.21,89.9,1175.57,318.97,39.6,42.18,93.9,31.31,33.55,93.3,3.06,4.82,63.4,0.16,0.82,9.98,1.02,0.0,81.24,1.63,1.22,0.34,0.54,0.34,0.41,0.0,0.0,0.0,0.0,0.34,0.82,1.9,1.43,0.0,0.14,0.14,0.07,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.43,0.75,0.34,0.82,0.27,0.68,1.36,50.0,0.68,1.83,0.48,1.36,2.78,1.7,0.07,93.26,3.19,15.22,58.96,19.63,1.83,93.26,0.54,0.48,87.5,0.07,12.5,53.93,288.88,154.8,2.38,0.2,0.27,0.27,71.39,0.0,0.82,0.75,0.0,0.0,0.0,0.0,5.23,2.11,1.77,54.4,1919,30.0,79.4267768792708,79.4267768792708,1,Tempo Dictators
João Palhinha,1995-07-09,Bundesliga,Bayern Munich,Right,Portugal,Midfielders,673,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.13,0.09,0.09,0.03,0.12,0.4,4.28,0.94,1.34,0.4,30.0,0.0,0.0,15.2,0.0,0.07,-0.09,-0.09,68.2,73.82,92.4,1100.19,222.39,35.17,36.37,96.7,28.08,29.82,94.2,4.15,6.02,68.9,0.07,0.53,6.29,0.27,0.0,72.75,0.94,0.94,0.0,0.4,0.27,0.0,0.0,0.0,0.0,0.0,0.13,0.4,1.74,1.47,0.0,0.0,0.27,0.0,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,2.67,1.87,0.8,1.47,0.4,1.47,2.14,68.8,0.67,1.74,0.13,0.53,3.21,1.2,0.13,84.38,2.41,12.57,56.03,16.05,1.74,84.38,0.53,0.27,50.0,0.27,50.0,44.13,148.04,51.22,0.4,0.13,0.8,0.94,66.73,0.0,1.74,1.34,0.0,0.0,0.13,0.0,2.27,2.67,1.47,64.5,1919,30.0,69.70808719687511,69.70808719687511,6,Hybrid Workhorses
Granit Xhaka,1992-09-27,Bundesliga,Leverkusen,Left,Switzerland,Midfielders,2888,0.06,0.22,0.28,0.06,0.0,0.0,0.09,0.0,0.03,0.03,0.14,0.17,1.31,9.91,2.24,0.65,0.09,14.3,0.1,0.67,24.6,0.03,0.04,0.03,0.03,78.78,87.82,89.7,1314.04,371.0,40.2,42.91,93.7,29.98,32.5,92.2,6.73,8.82,76.3,0.16,1.56,11.59,1.25,0.19,83.95,3.55,1.96,0.25,0.69,0.93,0.78,0.03,0.03,0.0,0.0,0.31,0.81,3.74,3.52,0.12,0.0,0.03,0.06,0.0,0.56,0.53,0.03,0.0,0.0,0.0,0.0,1.5,0.81,0.47,0.84,0.19,0.75,1.31,57.1,0.56,0.93,0.22,0.37,1.87,1.62,0.19,95.11,2.65,14.8,58.74,22.03,0.47,95.11,0.5,0.22,43.8,0.25,50.0,50.2,184.74,93.55,1.62,0.0,0.56,0.44,73.8,0.0,1.03,1.06,0.0,0.0,0.0,0.03,5.58,1.28,0.81,61.2,1849,33.0,81.61330500641526,81.61330500641526,1,Tempo Dictators
