Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential,Cluster,Cluster Name
Giorgos Masouras,1994-01-01,Bundesliga,Bochum,Right,Greece,Forwards,1055,0.17,0.09,0.26,0.17,0.0,0.0,0.09,0.0,0.33,0.33,0.09,0.43,2.22,1.62,7.0,2.56,1.28,50.0,0.07,0.13,14.5,0.09,0.13,-0.16,-0.16,17.06,24.23,70.4,233.74,58.69,11.52,14.25,80.8,4.35,5.97,72.9,0.85,1.71,50.0,0.09,0.85,0.94,0.6,0.34,23.55,0.43,0.09,0.0,0.09,2.22,0.26,0.0,0.0,0.0,0.0,0.26,0.77,2.47,1.79,0.0,0.17,0.43,0.09,0.0,0.43,0.17,0.0,0.0,0.26,0.0,0.0,1.54,0.85,0.51,0.6,0.43,0.6,1.36,43.8,0.77,0.77,0.09,0.34,1.88,0.26,0.09,34.38,0.6,4.61,13.31,17.23,4.52,34.38,1.19,0.43,35.7,0.77,64.3,18.77,90.77,43.25,0.6,1.11,2.39,0.51,22.18,0.0,1.02,0.85,1.28,0.0,0.0,0.0,3.75,2.22,3.07,41.9,1540,31.0,71.57801662416811,71.57801662416811,5,Dynamic Strike-Runners
Myron Boadu,2001-01-14,Bundesliga,Bochum,Right,Netherlands,Forwards,1042,0.78,0.09,0.86,0.69,0.09,0.09,0.17,0.0,0.67,0.6,0.1,0.69,1.04,1.55,6.05,2.33,1.12,48.1,0.3,0.62,11.7,0.0,0.26,0.11,0.1,12.01,16.84,71.3,203.67,32.39,4.75,7.0,67.9,6.22,7.6,81.8,0.69,0.78,88.9,0.14,0.95,0.6,0.43,0.09,15.81,1.04,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.95,2.59,1.9,0.0,0.35,0.09,0.26,0.0,0.26,0.09,0.0,0.17,0.0,0.0,0.0,0.17,0.09,0.0,0.0,0.17,0.09,0.43,20.0,0.35,0.26,0.0,0.09,0.26,0.35,0.0,24.79,0.6,1.64,10.62,12.96,3.97,24.7,1.99,0.95,47.8,1.04,52.2,15.46,72.55,29.63,0.78,0.6,2.59,1.3,18.05,0.0,0.95,0.52,1.04,0.0,0.0,0.0,1.73,1.64,1.73,48.7,1540,24.0,73.78366218558838,73.78366218558838,5,Dynamic Strike-Runners
Viktor Gyökeres,1998-06-04,PrimeiraLiga,Sporting CP,Right,Sweden,Forwards,2804,1.25,0.22,1.48,0.87,0.39,0.39,0.13,0.0,0.99,0.69,0.23,0.91,4.27,2.18,10.75,4.08,2.12,52.0,0.21,0.41,15.6,0.22,0.17,0.26,0.18,16.24,22.76,71.4,196.21,36.21,10.66,13.77,77.4,3.85,5.3,72.7,0.45,0.67,66.7,0.22,1.96,0.58,1.0,0.1,20.7,2.02,0.0,0.13,0.03,0.8,0.19,0.0,0.0,0.0,0.0,0.03,1.06,4.94,2.99,0.03,0.8,0.55,0.55,0.03,1.0,0.45,0.0,0.29,0.06,0.19,0.0,0.29,0.16,0.0,0.1,0.19,0.13,0.26,50.0,0.13,0.42,0.1,0.19,0.48,0.64,0.0,36.62,0.61,1.06,10.78,25.32,9.12,36.24,4.24,1.93,45.5,2.09,49.2,24.01,172.17,91.77,1.32,3.11,3.02,1.77,29.02,0.0,0.77,2.47,0.29,0.13,0.0,0.0,2.41,1.16,1.12,50.7,1789,27.0,83.74411566638382,83.74411566638382,1,Hybrid Line Leaders
Vangelis Pavlidis,1998-11-21,PrimeiraLiga,Benfica,Both,Greece,Forwards,2257,0.76,0.28,1.04,0.64,0.12,0.12,0.12,0.0,0.74,0.65,0.22,0.87,1.71,2.23,7.26,3.23,1.36,42.0,0.2,0.47,13.6,0.0,0.2,0.02,-0.01,16.59,22.77,72.9,242.17,48.69,9.81,12.12,80.9,4.51,5.82,77.4,1.28,1.91,66.7,0.19,1.6,0.88,0.92,0.04,20.86,1.71,0.0,0.48,0.28,0.32,0.08,0.0,0.0,0.0,0.0,0.2,0.84,3.31,2.23,0.0,0.48,0.4,0.2,0.0,0.6,0.36,0.0,0.12,0.08,0.04,0.0,0.68,0.4,0.04,0.16,0.48,0.28,0.56,50.0,0.28,0.64,0.04,0.2,0.88,0.4,0.04,35.09,0.52,2.11,12.6,20.74,7.06,34.97,2.91,1.24,42.5,1.63,56.2,20.22,94.63,37.72,0.72,1.2,2.47,1.4,25.72,0.0,0.84,1.04,1.2,0.04,0.0,0.0,2.47,1.36,2.35,36.6,1791,27.0,81.53700135226359,81.53700135226359,1,Hybrid Line Leaders
Amine El Ouazzani,2001-07-15,PrimeiraLiga,Braga,Right,Morocco,Forwards,1604,0.39,0.06,0.45,0.39,0.0,0.0,0.06,0.0,0.36,0.36,0.1,0.47,0.67,1.18,3.93,2.13,1.12,52.6,0.18,0.35,12.7,0.0,0.17,0.03,0.03,12.68,17.84,71.1,158.17,32.77,8.81,10.72,82.2,2.58,3.93,65.7,0.45,0.62,72.7,0.1,1.07,0.9,0.22,0.06,17.0,0.67,0.0,0.06,0.11,0.28,0.17,0.0,0.0,0.0,0.0,0.17,0.67,2.24,1.63,0.0,0.11,0.28,0.11,0.11,0.22,0.11,0.0,0.0,0.06,0.06,0.0,0.95,0.56,0.22,0.39,0.34,0.34,0.79,42.9,0.45,1.01,0.11,0.28,1.23,0.51,0.0,27.44,0.67,2.86,11.67,13.35,4.26,27.44,0.73,0.28,38.5,0.45,61.5,13.24,60.77,21.6,0.22,0.34,2.58,0.9,18.97,0.0,1.52,1.07,0.62,0.11,0.0,0.06,2.52,2.75,4.26,39.2,1651,24.0,73.97163967455407,74.11641597238805,4,Physical Disruptors
Safira,1995-03-17,PrimeiraLiga,Universitatea Craiova,Left,Brazil,Forwards,987,0.18,0.18,0.36,0.09,0.09,0.18,0.64,0.0,0.37,0.23,0.24,0.47,0.55,1.19,3.1,1.73,0.55,31.6,0.05,0.17,13.9,0.09,0.13,-0.19,-0.14,11.12,19.33,57.5,137.69,25.26,5.84,9.94,58.7,3.65,5.65,64.5,0.09,0.36,25.0,0.14,1.09,0.91,0.36,0.0,16.87,2.19,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,1.73,1.19,0.0,0.0,0.18,0.27,0.09,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.73,0.27,0.09,0.27,0.36,0.18,0.73,25.0,0.55,0.55,0.09,0.27,1.0,1.09,0.0,29.27,1.0,2.64,14.41,12.4,3.74,29.09,0.73,0.0,0.0,0.46,62.5,12.22,43.95,17.05,0.46,0.0,2.46,1.09,20.43,0.0,3.01,2.1,0.73,0.09,0.0,0.0,1.37,5.47,4.38,55.6,1721,30.0,72.8878343376142,72.8878343376142,0,Aerial Target Men
Nélson Oliveira,1991-08-08,PrimeiraLiga,Vitória Guimarães,Right,Portugal,Forwards,1776,0.15,0.2,0.35,0.15,0.0,0.0,0.25,0.0,0.18,0.18,0.14,0.32,1.17,1.82,4.51,2.28,0.76,33.3,0.07,0.2,16.0,0.0,0.08,-0.03,-0.03,12.67,17.03,74.4,177.16,31.93,7.3,9.12,80.0,3.5,4.56,76.7,0.71,1.01,70.0,0.07,0.76,0.71,0.35,0.05,15.05,1.93,0.0,0.05,0.1,0.91,0.0,0.0,0.0,0.0,0.0,0.05,0.51,1.52,0.96,0.0,0.1,0.15,0.3,0.0,0.2,0.1,0.0,0.05,0.05,0.0,0.0,0.15,0.05,0.0,0.0,0.15,0.05,0.3,16.7,0.25,0.41,0.05,0.1,0.25,0.46,0.0,25.95,0.41,1.37,12.82,11.91,3.6,25.95,1.01,0.3,30.0,0.66,65.0,15.96,71.15,29.24,0.56,0.35,2.43,1.57,20.98,0.0,1.93,2.43,0.86,0.0,0.0,0.0,2.08,1.37,2.84,32.5,1576,34.0,71.23633631144665,71.23633631144665,4,Physical Disruptors
Mario González,1996-02-25,PrimeiraLiga,Lech Poznań,Right,Spain,Forwards,576,0.31,0.31,0.63,0.31,0.0,0.0,0.0,0.0,0.3,0.3,0.08,0.38,0.47,0.63,4.84,1.56,0.78,50.0,0.2,0.4,12.0,0.0,0.19,0.02,0.02,11.41,17.19,66.4,136.09,14.06,7.5,10.47,71.6,2.34,3.44,68.2,0.16,0.78,20.0,0.06,0.47,0.16,0.0,0.0,15.16,2.03,0.16,0.16,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.25,0.94,0.0,0.0,0.16,0.16,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.16,0.0,0.16,0.16,0.16,0.47,33.3,0.31,0.47,0.0,0.0,0.31,0.78,0.0,25.94,0.94,1.56,12.34,12.34,3.13,25.94,0.78,0.0,0.0,0.78,100.0,12.66,43.13,12.97,0.47,0.16,2.66,0.94,18.59,0.0,0.47,0.94,0.63,0.0,0.0,0.0,1.72,2.97,2.5,54.3,1583,29.0,63.1917406924028,63.1917406924028,4,Physical Disruptors
Alejandro Marqués,2000-08-04,PrimeiraLiga,Estoril,Right,Venezuela,Forwards,1692,0.59,0.0,0.59,0.37,0.21,0.21,0.05,0.0,0.44,0.27,0.03,0.3,0.53,0.96,3.24,1.7,0.59,34.4,0.22,0.64,20.1,0.0,0.16,0.14,0.1,8.83,12.82,68.9,116.76,23.19,4.84,6.49,74.6,2.45,3.46,70.8,0.48,0.69,69.2,0.03,0.53,0.64,0.16,0.0,11.91,0.9,0.0,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.53,1.38,0.69,0.0,0.16,0.16,0.27,0.11,0.21,0.11,0.0,0.05,0.0,0.05,0.0,0.32,0.21,0.05,0.11,0.16,0.0,0.21,0.0,0.21,0.8,0.05,0.43,0.74,1.01,0.0,23.72,0.96,2.5,10.9,10.53,3.14,23.51,2.29,0.69,30.2,1.54,67.4,13.14,62.13,18.09,0.69,0.21,2.45,1.91,16.44,0.0,1.76,1.28,0.11,0.05,0.0,0.0,2.18,2.13,3.78,36.0,1470,25.0,70.17466176536097,70.17466176536097,4,Physical Disruptors
Cassiano,1989-06-16,PrimeiraLiga,Casa Pia AC,Right,Brazil,Forwards,1976,0.46,0.09,0.55,0.27,0.18,0.18,0.18,0.0,0.41,0.26,0.07,0.33,0.96,0.96,2.87,1.23,0.59,48.1,0.22,0.46,14.2,0.05,0.21,0.05,0.01,7.06,12.07,58.5,93.32,21.54,4.05,5.65,71.8,2.32,3.78,61.4,0.18,0.68,26.7,0.05,0.68,0.5,0.32,0.09,11.16,0.64,0.05,0.09,0.0,0.5,0.0,0.05,0.05,0.0,0.0,0.27,0.55,1.5,0.96,0.05,0.09,0.18,0.18,0.05,0.18,0.09,0.0,0.0,0.05,0.0,0.05,1.0,0.55,0.41,0.36,0.23,0.32,0.77,41.2,0.46,0.77,0.09,0.14,1.14,0.55,0.0,20.54,0.64,2.14,9.7,8.93,2.82,20.36,1.0,0.27,27.3,0.55,54.5,10.34,40.95,17.22,0.27,0.32,1.82,0.64,12.84,0.0,2.19,1.59,0.55,0.0,0.0,0.0,1.78,2.0,3.6,35.8,1460,36.0,70.58887555527383,70.58887555527383,4,Physical Disruptors
Cauê,2002-11-16,PrimeiraLiga,Casa Pia AC,Right,Brazil,Forwards,1016,0.18,0.0,0.18,0.18,0.0,0.0,0.44,0.09,0.17,0.17,0.01,0.17,0.89,1.77,4.96,1.59,0.35,22.2,0.11,0.5,19.1,0.0,0.1,0.01,0.01,12.76,17.72,72.0,181.06,43.67,6.64,8.59,77.3,3.72,4.96,75.0,0.97,1.24,78.6,0.02,0.09,1.24,0.35,0.0,16.21,1.33,0.0,0.18,0.09,0.27,0.09,0.0,0.0,0.0,0.0,0.18,0.8,1.15,0.62,0.0,0.18,0.18,0.18,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.53,0.18,0.09,0.35,0.09,0.09,0.53,16.7,0.44,0.89,0.18,0.35,0.89,1.51,0.0,30.65,1.77,3.9,16.48,10.98,1.68,30.65,2.13,0.8,37.5,1.33,62.5,17.89,83.44,39.69,1.15,0.18,4.52,2.13,22.77,0.0,2.13,3.28,0.27,0.0,0.0,0.0,3.45,2.39,5.05,32.1,1460,23.0,65.79078263516692,65.79078263516692,4,Physical Disruptors
Guilherme Schettine,1995-10-10,PrimeiraLiga,Moreirense,Right,Brazil,Forwards,1699,0.26,0.21,0.48,0.26,0.0,0.0,0.21,0.05,0.26,0.26,0.1,0.36,1.22,1.01,2.91,2.33,1.01,43.2,0.11,0.26,17.1,0.21,0.12,0.0,0.0,11.76,17.11,68.7,152.56,26.12,6.36,8.1,78.4,3.71,5.51,67.3,0.42,0.95,44.4,0.04,0.9,0.58,0.32,0.05,14.57,2.54,0.0,0.05,0.05,0.48,0.16,0.0,0.0,0.0,0.0,0.0,0.37,2.07,1.27,0.0,0.21,0.32,0.21,0.05,0.32,0.21,0.0,0.05,0.05,0.0,0.0,0.53,0.32,0.11,0.26,0.16,0.26,0.58,45.5,0.32,0.58,0.11,0.11,0.64,1.27,0.0,29.03,1.38,3.44,14.89,11.12,3.13,29.03,1.85,0.69,37.1,1.17,62.9,15.94,81.15,37.03,0.85,0.26,2.81,0.9,19.44,0.0,2.44,1.59,0.69,0.0,0.0,0.0,2.7,2.86,3.6,44.3,1460,30.0,69.57630328619345,69.57630328619345,4,Physical Disruptors
Henrique Araújo,2002-01-19,PrimeiraLiga,Arouca,Right,Portugal,Forwards,1107,0.49,0.16,0.65,0.24,0.24,0.24,0.24,0.0,0.5,0.28,0.09,0.37,1.06,2.03,4.15,1.87,0.65,34.8,0.13,0.38,15.5,0.0,0.15,-0.01,-0.03,12.52,17.64,71.0,180.65,39.19,7.48,9.02,82.9,3.66,5.12,71.4,0.89,1.22,73.3,0.05,0.65,0.81,0.49,0.08,16.02,1.38,0.08,0.08,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.24,0.65,1.79,1.14,0.0,0.08,0.41,0.16,0.0,0.41,0.16,0.0,0.08,0.0,0.16,0.0,0.41,0.33,0.0,0.24,0.16,0.16,0.65,25.0,0.49,0.49,0.08,0.16,0.57,0.73,0.08,27.8,1.14,2.2,12.85,12.76,4.31,27.56,1.54,0.57,36.8,0.65,42.1,15.69,72.93,32.44,0.57,0.65,3.17,1.54,20.89,0.0,1.79,1.63,0.98,0.16,0.0,0.0,1.87,1.54,3.41,31.1,1472,23.0,70.28642569852019,70.28642569852019,5,Dynamic Strike-Runners
Güven Yalçın,1999-01-18,PrimeiraLiga,Arouca,Right,Turkey,Forwards,762,0.47,0.12,0.59,0.24,0.24,0.24,0.59,0.12,0.52,0.33,0.08,0.41,1.89,1.42,5.91,2.95,1.18,40.0,0.08,0.2,16.5,0.0,0.11,-0.05,-0.09,14.76,22.68,65.1,199.37,46.18,9.57,11.93,80.2,4.49,7.32,61.3,0.35,0.94,37.5,0.07,1.06,0.59,0.24,0.24,20.55,1.89,0.12,0.12,0.0,1.54,0.12,0.0,0.0,0.0,0.0,0.24,1.18,2.24,1.3,0.12,0.12,0.24,0.35,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.18,0.83,0.24,0.35,0.59,0.0,0.47,0.0,0.47,0.35,0.0,0.35,1.54,0.83,0.0,35.2,0.94,3.54,16.65,15.59,4.72,34.96,2.01,0.59,29.4,1.3,64.7,20.2,96.85,44.88,0.94,0.94,3.54,0.94,25.87,0.12,1.54,1.06,1.18,0.12,0.0,0.0,2.6,2.48,2.24,52.5,1472,26.0,65.65924258367268,65.65924258367268,5,Dynamic Strike-Runners
Diederrick Joel,1993-12-06,PrimeiraLiga,Nacional,Left,Cameroon,Forwards,860,0.21,0.0,0.21,0.21,0.0,0.1,0.1,0.0,0.24,0.16,0.12,0.27,0.52,1.67,2.72,1.78,0.31,17.6,0.12,0.67,15.5,0.0,0.09,-0.03,0.05,10.78,15.38,70.1,154.15,31.19,6.7,8.27,81.0,3.24,4.71,68.9,0.52,0.52,100.0,0.12,0.73,1.05,0.84,0.0,12.77,2.51,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.31,1.78,1.26,0.0,0.0,0.42,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.52,0.42,0.0,0.21,0.31,0.21,0.31,66.7,0.1,0.42,0.0,0.0,0.52,1.05,0.0,23.23,0.94,1.47,11.83,10.36,3.24,23.13,1.15,0.42,36.4,0.73,63.6,9.73,42.07,13.4,0.63,0.21,1.57,1.05,14.23,0.0,1.47,1.57,0.42,0.0,0.0,0.0,2.2,3.45,5.44,38.8,1410,32.0,66.38219391708903,66.38219391708903,4,Physical Disruptors
Rodrigo Pinho,1991-05-30,PrimeiraLiga,Estrela,Left,Brazil,Forwards,1665,0.27,0.0,0.27,0.22,0.05,0.11,0.32,0.0,0.33,0.25,0.03,0.28,0.7,1.78,2.59,2.65,0.86,32.7,0.08,0.25,21.7,0.32,0.1,-0.06,-0.03,9.95,14.7,67.6,154.54,46.59,4.86,6.65,73.2,2.97,4.11,72.4,1.03,1.84,55.9,0.04,0.65,1.57,0.27,0.05,12.76,1.84,0.0,0.16,0.05,0.22,0.0,0.0,0.0,0.0,0.0,0.11,0.32,1.68,0.76,0.0,0.11,0.27,0.49,0.05,0.11,0.05,0.0,0.0,0.05,0.0,0.0,0.76,0.43,0.38,0.22,0.16,0.32,0.86,37.5,0.54,0.43,0.0,0.38,1.14,1.08,0.0,25.19,0.97,3.3,13.73,8.22,2.49,25.08,1.57,0.59,37.9,0.76,48.3,12.97,64.27,24.76,0.54,0.22,2.38,1.35,18.0,0.0,1.68,2.54,0.7,0.05,0.0,0.0,2.32,1.62,2.0,44.8,1368,34.0,67.41521789467701,67.41521789467701,4,Physical Disruptors
Zé Luís,1991-01-24,PrimeiraLiga,AVS Futebol,Right,Cape Verde,Forwards,1384,0.2,0.07,0.26,0.07,0.13,0.13,0.26,0.0,0.27,0.17,0.14,0.31,0.65,1.69,3.64,2.02,0.72,35.5,0.03,0.09,15.1,0.0,0.08,-0.08,-0.1,14.96,21.98,68.0,202.24,37.0,9.3,12.23,76.1,4.1,6.24,65.6,0.59,1.04,56.3,0.07,0.98,1.17,0.26,0.07,19.96,2.02,0.13,0.2,0.07,0.33,0.07,0.0,0.0,0.0,0.0,0.0,0.2,2.28,1.43,0.0,0.13,0.52,0.2,0.0,0.2,0.0,0.0,0.0,0.07,0.13,0.0,0.52,0.39,0.26,0.13,0.13,0.13,0.46,28.6,0.33,0.85,0.2,0.07,0.59,1.11,0.0,33.42,1.37,2.99,18.47,12.49,4.03,33.29,1.5,0.52,34.8,0.85,56.5,15.48,61.19,20.81,0.65,0.46,2.99,0.91,24.32,0.0,0.98,2.08,0.26,0.07,0.0,0.0,2.02,5.92,3.45,63.2,1354,34.0,67.48125773880004,67.48125773880004,0,Aerial Target Men
Darío Poveda,1997-03-13,PrimeiraLiga,SC Farense,Right,Spain,Forwards,991,0.36,0.09,0.45,0.36,0.0,0.0,0.18,0.0,0.17,0.17,0.02,0.19,1.0,1.82,4.81,2.18,0.54,25.0,0.17,0.67,16.4,0.0,0.08,0.19,0.19,10.26,16.8,61.1,182.0,36.05,4.72,7.27,65.0,4.09,5.36,76.3,1.09,2.18,50.0,0.03,0.54,1.0,0.18,0.0,14.98,1.73,0.09,0.18,0.27,0.18,0.0,0.0,0.0,0.0,0.0,0.09,0.73,1.82,1.27,0.0,0.18,0.09,0.27,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.45,0.09,0.09,0.27,0.09,0.09,0.64,14.3,0.54,0.36,0.09,0.18,0.64,0.91,0.0,26.52,1.0,2.18,13.53,11.08,2.63,26.52,2.18,1.0,45.8,1.18,54.2,13.26,61.3,27.52,0.36,0.36,2.45,1.18,17.53,0.0,1.09,1.0,0.27,0.0,0.0,0.0,2.63,2.27,2.09,52.1,1389,28.0,68.46965600545569,68.46965600545569,4,Physical Disruptors
Yusupha Njie,1994-01-03,PrimeiraLiga,SC Farense,Both,Gambia,Forwards,633,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.2,0.2,0.04,0.24,1.71,1.42,3.41,3.13,0.71,22.7,0.0,0.0,18.0,0.14,0.07,-0.2,-0.2,11.94,16.35,73.0,191.23,36.11,6.68,8.25,81.0,3.84,5.12,75.0,1.14,1.85,61.5,0.03,0.43,0.71,0.43,0.14,15.36,0.85,0.0,0.0,0.14,1.14,0.0,0.28,0.28,0.0,0.0,0.14,0.43,2.7,1.0,0.0,0.57,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.43,0.0,0.43,0.28,0.28,0.85,33.3,0.57,1.99,0.0,0.28,1.0,0.57,0.0,31.56,0.57,3.13,12.94,16.07,3.84,31.56,3.27,1.71,52.2,1.14,34.8,16.64,97.68,44.79,1.0,0.28,2.99,1.85,18.63,0.0,1.56,2.42,0.85,0.0,0.0,0.0,3.55,1.71,3.13,35.3,1389,31.0,59.092753510958175,59.092753510958175,2,Creative Withdrawn Forwards
Róbert Boženík,1999-11-18,PrimeiraLiga,Boavista,Right,Slovakia,Forwards,2753,0.16,0.03,0.2,0.13,0.03,0.03,0.23,0.0,0.29,0.27,0.02,0.28,0.52,1.28,4.9,2.81,0.95,33.7,0.05,0.14,15.5,0.0,0.09,-0.13,-0.14,10.72,15.07,71.1,165.75,20.43,5.52,7.26,76.1,3.76,4.74,79.3,0.75,1.21,62.2,0.02,0.29,0.75,0.33,0.03,13.34,1.54,0.03,0.07,0.26,0.52,0.0,0.0,0.0,0.0,0.0,0.2,0.59,1.34,0.65,0.03,0.07,0.33,0.23,0.03,0.13,0.03,0.0,0.0,0.07,0.03,0.0,0.39,0.23,0.1,0.1,0.2,0.13,0.46,28.6,0.33,0.59,0.1,0.23,0.62,1.18,0.0,26.87,1.34,2.09,12.85,12.1,3.82,26.84,1.05,0.36,34.4,0.69,65.6,15.72,65.09,18.37,0.39,0.26,3.6,1.01,19.52,0.0,2.26,2.39,1.01,0.03,0.0,0.0,2.19,1.86,2.65,41.3,1345,26.0,66.69212233342807,66.69212233342807,4,Physical Disruptors
Robert Lewandowski,1988-08-21,LaLiga,Barcelona,Right,Poland,Forwards,2667,0.91,0.07,0.98,0.81,0.1,0.14,0.03,0.0,0.91,0.81,0.08,0.89,0.91,1.62,5.53,3.75,1.52,40.5,0.22,0.53,13.2,0.17,0.22,0.0,0.0,12.92,17.62,73.4,163.87,30.37,8.23,10.02,82.2,3.07,4.02,76.5,0.44,0.91,48.1,0.05,0.64,1.05,0.3,0.0,16.97,0.51,0.03,0.1,0.2,0.17,0.0,0.0,0.0,0.0,0.0,0.14,0.74,1.69,1.11,0.0,0.14,0.27,0.17,0.0,0.1,0.07,0.0,0.0,0.03,0.0,0.0,0.34,0.17,0.03,0.17,0.14,0.17,0.37,45.5,0.2,0.47,0.07,0.1,0.44,0.88,0.0,28.38,1.08,1.99,10.6,16.03,6.04,28.25,1.18,0.67,57.1,0.44,37.1,15.93,60.24,19.88,0.37,0.54,2.53,1.52,22.51,0.0,1.01,1.32,0.57,0.0,0.0,0.0,1.52,1.25,1.32,48.7,1945,37.0,82.14562082278891,82.14562082278891,3,Traditional Finishers
Kylian Mbappé,1998-12-20,LaLiga,Real Madrid,Right,France,Forwards,2907,0.96,0.09,1.05,0.74,0.22,0.28,0.09,0.03,0.8,0.58,0.24,0.81,4.64,4.33,11.95,4.71,2.32,49.3,0.16,0.32,17.3,0.09,0.12,0.16,0.17,29.38,35.45,82.9,421.73,73.75,17.8,20.19,88.2,7.74,9.04,85.6,1.92,2.41,79.5,0.2,1.58,2.32,1.61,0.09,33.25,2.04,0.09,0.19,0.59,1.08,0.34,0.19,0.0,0.0,0.0,0.15,1.02,4.12,2.57,0.06,0.71,0.53,0.25,0.0,0.46,0.25,0.03,0.06,0.09,0.03,0.0,0.25,0.15,0.03,0.09,0.12,0.03,0.15,20.0,0.12,0.09,0.0,0.03,0.28,0.03,0.03,48.67,0.03,1.08,13.59,34.49,9.91,48.39,5.79,2.57,44.4,2.82,48.7,32.97,216.32,117.89,2.94,2.97,2.6,1.52,41.95,0.0,0.77,1.24,1.36,0.09,0.0,0.0,1.11,0.12,0.19,40.0,1936,26.0,85.97299043765943,86.32972897191232,1,Hybrid Line Leaders
Julián Álvarez,2000-01-31,LaLiga,Atlético Madrid,Right,Argentina,Forwards,2509,0.61,0.14,0.75,0.47,0.14,0.14,0.18,0.0,0.51,0.39,0.19,0.58,2.83,3.3,5.81,2.51,1.29,51.4,0.19,0.36,18.3,0.18,0.16,0.1,0.07,25.72,34.65,74.2,382.06,95.13,14.49,17.43,83.1,7.68,9.58,80.1,1.9,4.09,46.5,0.19,1.47,1.61,1.36,0.18,31.53,3.05,0.29,0.5,0.43,2.48,0.22,1.79,0.75,0.54,0.0,0.07,1.11,3.87,2.73,0.32,0.32,0.32,0.07,0.11,0.54,0.36,0.04,0.0,0.11,0.0,0.04,0.9,0.61,0.18,0.39,0.32,0.29,1.08,26.7,0.79,0.5,0.0,0.07,0.97,0.43,0.04,44.41,0.32,3.77,17.97,23.28,4.16,44.26,2.33,1.22,52.3,1.0,43.1,27.84,165.76,78.84,1.83,1.04,2.22,1.43,32.0,0.0,0.93,0.32,0.32,0.0,0.0,0.0,2.69,0.47,1.11,29.5,1855,25.0,80.99768645577993,81.83028177300717,1,Hybrid Line Leaders
