Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Elo,Age,Rating,Potential,Cluster,Cluster Name
Pablo Marí,1993-08-31,SerieA,Fiorentina,Left,Spain,Center Backs,2726,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03,0.01,0.01,0.0,0.01,0.23,2.81,0.03,0.23,0.03,14.3,0.0,0.0,18.1,0.0,0.04,-0.01,-0.01,51.57,57.15,90.2,972.24,351.61,17.14,17.99,95.2,29.25,30.57,95.7,4.66,7.43,62.7,0.01,0.1,2.67,0.0,0.0,53.29,3.63,1.78,0.0,0.17,0.03,0.13,0.0,0.0,0.0,0.0,0.23,0.13,0.86,0.79,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.32,0.79,0.83,0.5,0.0,0.56,1.06,53.1,0.5,1.42,1.16,2.05,3.37,5.91,0.07,68.67,11.95,39.62,28.16,1.09,0.33,68.67,0.23,0.2,85.7,0.03,14.3,38.76,162.63,75.8,0.26,0.0,0.13,0.23,43.84,0.03,1.35,0.33,0.0,0.0,0.03,0.0,3.24,2.34,1.09,68.3,1757,32.0,76.47753598310402,76.47753598310402,0,Dominant Anchors
Moussa Niakhate,1996-03-08,Ligue1,Lyon,Left,Senegal,Center Backs,2726,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.03,0.04,1.12,3.66,0.17,0.07,0.03,50.0,0.0,0.0,7.8,0.0,0.06,0.0,0.0,55.73,61.71,90.3,982.41,387.27,22.15,23.31,95.0,29.61,31.53,93.9,3.2,5.35,59.9,0.04,0.23,2.91,0.43,0.1,57.71,3.93,1.45,0.13,0.2,0.17,1.12,0.0,0.0,0.0,0.0,0.07,0.46,0.69,0.66,0.0,0.0,0.03,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.55,0.89,1.22,0.26,0.07,0.79,1.06,75.0,0.26,0.86,0.56,0.83,2.38,4.72,0.1,70.42,9.15,34.14,34.07,2.54,0.23,70.42,0.1,0.1,100.0,0.0,0.0,43.94,246.33,158.21,0.46,0.0,0.3,0.13,49.85,0.0,1.12,0.53,0.03,0.0,0.0,0.0,3.93,1.42,0.79,64.2,1745,29.0,77.25448109707061,77.25448109707061,4,Elite Circulators
Marlon Pack,1991-03-25,EFLChampionship,Portsmouth,Right,England,Center Backs,2712,0.0,0.07,0.07,0.0,0.0,0.0,0.27,0.03,0.03,0.03,0.04,0.08,0.37,4.15,0.5,0.43,0.07,15.4,0.0,0.0,13.5,0.07,0.07,-0.03,-0.03,39.52,51.84,76.2,785.24,277.53,14.5,16.92,85.7,19.12,22.9,83.5,5.24,10.19,51.5,0.05,0.8,3.62,0.43,0.07,45.93,5.67,2.26,0.1,1.03,1.46,2.09,1.1,0.66,0.23,0.0,0.23,0.43,1.99,1.33,0.53,0.0,0.07,0.03,0.03,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.23,0.6,0.56,0.53,0.13,0.43,1.13,38.2,0.7,1.03,0.56,1.03,2.26,3.68,0.03,61.03,4.71,20.01,33.48,7.87,0.5,61.03,0.4,0.23,58.3,0.1,25.0,26.55,129.52,53.96,0.4,0.0,0.63,0.23,29.93,0.0,1.29,0.93,0.07,0.0,0.0,0.03,5.14,3.75,1.73,68.5,1479,34.0,72.27674039430576,72.27674039430576,2,Classical Defenders
Nicolás Otamendi,1988-02-12,PrimeiraLiga,Benfica,Right,Argentina,Center Backs,2706,0.2,0.07,0.27,0.2,0.0,0.0,0.13,0.0,0.12,0.12,0.05,0.17,0.5,4.39,0.33,0.93,0.4,42.9,0.21,0.5,10.2,0.0,0.13,0.08,0.08,60.03,67.25,89.3,1172.96,439.22,20.72,22.92,90.4,31.6,33.46,94.4,7.18,9.75,73.7,0.07,0.33,3.76,0.17,0.0,64.39,2.73,1.56,0.0,0.23,0.07,0.07,0.0,0.0,0.0,0.0,0.13,0.13,1.06,0.9,0.0,0.0,0.1,0.03,0.03,0.17,0.13,0.0,0.0,0.0,0.03,0.0,1.76,1.03,0.93,0.67,0.17,0.96,1.43,67.4,0.47,0.96,0.47,2.0,3.76,3.89,0.17,78.39,7.78,34.39,40.54,3.89,2.16,78.39,0.43,0.3,69.2,0.13,30.8,47.66,268.74,149.9,0.27,0.0,0.43,0.07,52.55,0.0,0.86,0.83,0.03,0.03,0.07,0.0,4.86,4.09,1.4,74.5,1791,37.0,79.64436422475053,79.64436422475053,7,World-Class Hybrid Leaders
Arthur Theate,2000-05-25,Bundesliga,Eintracht Frankfurt,Left,Belgium,Center Backs,2704,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03,0.08,0.08,0.03,0.11,1.66,5.69,0.8,1.2,0.3,25.0,0.0,0.0,19.2,0.03,0.07,-0.08,-0.08,51.22,62.01,82.6,932.05,363.4,21.0,22.6,92.9,24.46,28.13,87.0,4.96,9.42,52.7,0.06,0.43,6.12,0.73,0.17,56.38,5.46,1.3,0.23,0.43,0.87,3.23,0.0,0.0,0.0,0.0,0.17,0.6,1.56,1.16,0.03,0.0,0.2,0.1,0.07,0.23,0.2,0.0,0.0,0.03,0.0,0.0,1.2,0.83,0.63,0.53,0.03,0.73,1.46,50.0,0.73,1.4,0.63,1.3,2.5,5.66,0.1,74.22,7.89,30.02,37.74,7.09,1.1,74.22,0.43,0.33,76.9,0.1,23.1,43.97,209.59,120.19,1.2,0.03,0.7,0.23,47.63,0.03,0.47,0.77,0.03,0.0,0.0,0.0,4.09,1.8,1.46,55.1,1746,25.0,76.64824852689601,76.64824852689601,5,Versatile Press Breakers
Brandon Mechele,1993-01-28,BelgianPro,Club Brugge,Right,Belgium,Center Backs,2700,0.1,0.03,0.13,0.1,0.0,0.0,0.07,0.0,0.04,0.04,0.04,0.09,0.77,5.27,0.2,0.37,0.1,27.3,0.27,1.0,8.8,0.0,0.13,0.06,0.06,71.97,78.97,91.1,1522.07,553.57,18.0,20.23,89.0,42.93,44.4,96.7,10.23,13.0,78.7,0.05,0.3,4.87,0.13,0.0,75.57,3.37,1.4,0.0,0.43,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.3,0.87,0.77,0.0,0.0,0.07,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.63,1.07,0.97,0.57,0.1,0.7,1.2,58.3,0.5,1.47,0.8,1.3,2.93,4.53,0.07,89.27,12.13,43.8,43.17,2.77,1.07,89.27,0.07,0.03,50.0,0.03,50.0,66.73,365.1,182.07,0.33,0.03,0.43,0.13,64.07,0.0,0.47,0.47,0.0,0.0,0.03,0.0,4.47,3.07,1.27,70.8,1747,32.0,79.0340242564001,79.0340242564001,7,World-Class Hybrid Leaders
Alexsandro Ribeiro,1999-08-09,Ligue1,Lille,Right,Brazil,Center Backs,2700,0.03,0.03,0.07,0.03,0.0,0.0,0.33,0.0,0.05,0.05,0.01,0.07,0.83,5.93,0.27,0.7,0.13,19.0,0.05,0.25,10.3,0.0,0.08,-0.02,-0.02,73.47,80.57,91.2,1457.27,495.23,21.17,22.6,93.7,45.1,47.33,95.3,6.57,9.53,68.9,0.03,0.3,6.37,0.2,0.07,75.53,5.0,2.17,0.1,0.33,0.27,0.4,0.0,0.0,0.0,0.0,0.03,0.3,1.33,1.07,0.07,0.0,0.13,0.0,0.07,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.07,0.63,0.6,0.43,0.03,0.67,1.0,66.7,0.33,0.77,0.43,0.9,1.97,4.77,0.1,90.4,10.0,36.6,50.27,4.17,1.27,90.4,0.27,0.17,62.5,0.07,25.0,57.9,302.2,180.63,0.93,0.0,0.73,0.33,66.07,0.0,0.93,1.07,0.07,0.0,0.03,0.03,5.83,2.13,0.83,71.9,1782,26.0,79.41530488804798,79.41530488804798,7,World-Class Hybrid Leaders
Jan Van den Bergh,1994-10-02,Eredivisie,NAC Breda,Left,Belgium,Center Backs,2700,0.07,0.13,0.2,0.07,0.0,0.0,0.37,0.0,0.09,0.09,0.09,0.18,1.23,4.5,1.03,0.83,0.27,32.0,0.08,0.25,14.2,0.0,0.11,-0.02,-0.02,42.8,58.4,73.3,957.3,426.53,11.63,13.6,85.5,22.43,26.37,85.1,8.43,16.97,49.7,0.08,0.8,5.23,0.73,0.33,52.2,6.07,1.47,0.07,0.77,1.53,4.4,0.0,0.0,0.0,0.0,0.13,0.43,1.87,1.27,0.47,0.0,0.07,0.03,0.03,0.23,0.17,0.07,0.0,0.0,0.0,0.0,2.17,1.27,1.23,0.8,0.13,1.1,2.0,55.0,0.9,1.6,1.13,0.97,3.13,6.37,0.1,72.1,8.83,34.37,28.8,9.43,1.4,72.1,0.53,0.27,50.0,0.23,43.8,37.87,211.5,129.9,1.47,0.07,0.57,0.43,42.83,0.0,0.97,0.67,0.23,0.0,0.0,0.0,3.73,3.17,2.3,57.9,1351,31.0,71.58270232729981,71.58270232729981,2,Classical Defenders
Aurélien Tchouaméni,2000-01-27,LaLiga,Real Madrid,Right,France,Center Backs,2689,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.06,0.06,0.02,0.07,0.64,5.15,0.44,0.64,0.1,15.8,0.0,0.0,17.1,0.0,0.09,-0.06,-0.06,62.55,67.78,92.3,1091.05,357.92,26.34,27.68,95.2,30.96,32.77,94.5,4.48,5.92,75.7,0.03,0.17,5.89,0.3,0.03,64.8,2.88,1.91,0.0,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.1,0.33,1.14,1.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.77,0.84,0.64,0.1,0.7,1.37,51.2,0.67,1.14,0.84,1.54,3.11,3.08,0.03,77.78,7.23,26.71,44.58,6.93,0.84,77.78,0.54,0.33,62.5,0.1,18.8,48.2,238.0,127.89,0.54,0.03,0.77,0.27,56.53,0.0,0.87,0.8,0.0,0.0,0.03,0.0,4.79,2.48,0.9,73.3,1936,25.0,80.86280315159512,82.48224484295602,7,World-Class Hybrid Leaders
Loïc Bade,2000-04-11,LaLiga,Sevilla,Right,France,Center Backs,2686,0.03,0.03,0.07,0.03,0.0,0.0,0.23,0.03,0.02,0.02,0.02,0.04,0.37,2.08,0.2,0.44,0.13,30.8,0.08,0.25,15.0,0.0,0.05,0.01,0.01,52.34,61.05,85.7,1045.66,396.09,17.96,19.17,93.7,28.68,30.52,94.0,5.5,10.29,53.4,0.01,0.13,3.15,0.1,0.0,58.7,2.08,1.61,0.03,0.6,0.27,0.2,0.0,0.0,0.0,0.0,0.27,0.3,0.77,0.67,0.0,0.03,0.07,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.57,0.9,1.24,0.34,0.0,0.77,1.04,74.2,0.27,0.74,0.44,0.97,2.55,5.43,0.07,71.54,9.52,43.49,26.77,1.81,0.67,71.54,0.74,0.57,77.3,0.07,9.1,39.3,191.33,95.6,0.34,0.03,0.57,0.27,49.02,0.0,0.87,0.34,0.0,0.0,0.03,0.0,4.62,2.18,1.01,68.4,1637,25.0,74.50971420267588,74.50971420267588,0,Dominant Anchors
Max Lowe,1997-05-11,EFLChampionship,Sheffield Wednesday,Left,England,Center Backs,2684,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.03,0.03,0.47,3.35,1.01,0.07,0.03,50.0,0.0,0.0,23.8,0.0,0.02,0.0,0.0,38.76,48.29,80.3,665.14,258.9,17.57,19.42,90.5,17.13,20.25,84.6,2.98,6.17,48.4,0.02,0.34,2.08,0.37,0.1,43.19,4.83,0.27,0.0,0.13,0.47,4.36,0.0,0.0,0.0,0.0,0.27,0.64,0.77,0.67,0.0,0.0,0.0,0.03,0.07,0.03,0.03,0.0,0.0,0.0,0.0,0.0,2.78,1.78,1.68,0.91,0.2,1.44,2.08,69.4,0.64,1.31,0.34,1.37,4.16,5.13,0.0,60.39,6.51,29.31,27.43,3.92,0.2,60.39,0.57,0.23,41.2,0.3,52.9,27.4,126.58,62.44,0.23,0.1,0.6,0.34,32.93,0.0,1.21,0.27,0.0,0.0,0.03,0.0,2.95,1.54,1.14,57.5,1488,28.0,72.19874826127732,72.19874826127732,3,Balanced Ball-Players
Gerrit Nauber,1992-04-13,Eredivisie,Go Ahead Eagles,Both,Germany,Center Backs,2677,0.07,0.0,0.07,0.07,0.0,0.0,0.17,0.03,0.06,0.06,0.01,0.07,0.1,1.92,0.13,0.5,0.1,20.0,0.13,0.67,10.1,0.0,0.12,0.01,0.01,49.52,56.11,88.3,945.22,342.25,17.25,18.29,94.3,27.23,28.78,94.6,4.64,8.2,56.6,0.01,0.17,2.86,0.1,0.0,51.27,4.74,2.45,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.27,0.57,0.5,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.54,0.61,0.27,0.03,0.27,0.37,72.7,0.1,1.65,1.45,0.5,1.41,5.58,0.0,66.43,12.67,38.09,26.49,2.15,1.28,66.43,0.13,0.1,75.0,0.03,25.0,37.59,156.57,79.61,0.1,0.0,0.3,0.07,43.6,0.03,0.5,0.2,0.1,0.0,0.0,0.03,2.72,1.85,1.24,59.8,1499,33.0,72.20476627505674,72.20476627505674,6,No-Nonsense Guardians
Joachim Andersen,1996-05-31,PremierLeague,Fulham,Right,Denmark,Center Backs,2673,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.03,0.04,0.04,0.02,0.05,0.57,3.91,0.1,0.67,0.17,25.0,0.0,0.0,15.6,0.0,0.05,-0.04,-0.04,57.74,70.13,82.3,1269.29,503.77,15.99,17.44,91.7,31.95,34.41,92.9,9.36,17.1,54.7,0.02,0.13,6.9,0.24,0.1,66.4,3.5,2.76,0.0,1.18,0.44,0.3,0.03,0.0,0.0,0.0,0.24,0.27,1.21,0.94,0.03,0.0,0.24,0.0,0.0,0.07,0.03,0.03,0.0,0.0,0.0,0.0,0.94,0.64,0.71,0.2,0.03,0.54,0.88,61.5,0.34,1.25,0.94,1.14,2.09,6.57,0.03,81.78,11.92,42.79,35.79,3.6,0.74,81.78,0.2,0.13,66.7,0.0,0.0,47.1,225.39,119.12,0.51,0.03,0.2,0.13,56.84,0.0,0.67,0.64,0.0,0.0,0.03,0.03,4.34,2.42,1.31,64.9,1782,29.0,76.60011957591081,76.60011957591081,0,Dominant Anchors
Alessio Romagnoli,1995-01-12,SerieA,Lazio,Left,Italy,Center Backs,2672,0.07,0.0,0.07,0.07,0.0,0.0,0.13,0.07,0.08,0.08,0.01,0.09,0.27,3.03,0.13,0.67,0.24,35.0,0.1,0.29,9.8,0.0,0.12,-0.01,-0.01,54.7,59.62,91.8,941.56,329.58,22.7,23.88,95.1,28.26,29.54,95.7,2.96,4.58,64.7,0.01,0.3,3.6,0.17,0.0,54.2,5.25,1.95,0.03,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.17,0.24,0.91,0.84,0.0,0.0,0.07,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.62,0.98,0.67,0.88,0.07,0.74,0.91,81.5,0.17,1.11,0.57,0.88,2.49,3.97,0.03,68.78,9.09,31.09,35.2,2.8,1.38,68.78,0.1,0.03,33.3,0.07,66.7,35.84,143.18,61.5,0.2,0.0,0.2,0.03,46.18,0.0,0.98,0.47,0.07,0.0,0.0,0.0,3.23,2.83,1.58,64.1,1770,30.0,76.56686214236181,76.56686214236181,4,Elite Circulators
Benedikt Gimber,1997-02-19,Bundesliga,Heidenheim,Left,Germany,Center Backs,2671,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.02,0.02,0.01,0.03,0.24,1.55,0.27,0.47,0.03,7.1,0.0,0.0,15.1,0.0,0.05,-0.02,-0.02,35.65,43.2,82.5,739.78,236.51,8.76,10.21,85.8,22.54,24.29,92.8,4.18,7.31,57.1,0.02,0.1,1.58,0.07,0.0,41.14,1.85,1.48,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.54,0.51,0.4,0.0,0.0,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.03,0.0,2.43,1.55,1.62,0.78,0.03,1.28,2.12,60.3,0.84,1.79,0.64,1.04,3.47,4.41,0.03,55.36,6.71,31.64,22.37,1.99,0.74,55.36,0.54,0.27,50.0,0.13,25.0,29.15,127.5,56.37,0.3,0.0,0.84,0.24,32.52,0.0,2.06,1.65,0.03,0.0,0.07,0.0,3.3,2.22,1.75,55.9,1559,28.0,72.78275049507866,72.78275049507866,3,Balanced Ball-Players
Piero Hincapié,2002-01-09,Bundesliga,Leverkusen,Left,Ecuador,Center Backs,2670,0.07,0.07,0.13,0.07,0.0,0.0,0.27,0.0,0.1,0.1,0.11,0.21,1.75,5.12,2.43,0.74,0.1,13.6,0.09,0.67,13.4,0.0,0.13,-0.03,-0.03,62.53,71.12,87.9,1037.49,365.8,29.53,31.55,93.6,27.67,30.2,91.6,3.91,6.64,58.9,0.12,0.54,5.39,0.54,0.24,65.53,5.36,1.11,0.07,0.24,1.25,2.8,0.0,0.0,0.0,0.0,0.24,0.71,1.18,0.91,0.03,0.0,0.2,0.0,0.03,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.75,1.35,0.91,0.51,0.34,0.84,1.38,61.0,0.54,1.35,0.67,1.08,2.83,3.84,0.03,82.79,7.21,27.78,43.42,11.8,1.62,82.79,0.57,0.17,29.4,0.34,58.8,46.04,241.96,145.55,1.62,0.2,0.64,0.17,57.47,0.0,0.88,1.45,0.0,0.0,0.0,0.03,3.54,2.19,1.45,60.2,1849,23.0,79.7845493226489,83.27882548882715,4,Elite Circulators
Marcos Alonso,1990-12-28,LaLiga,Celta Vigo,Left,Spain,Center Backs,2647,0.1,0.0,0.1,0.0,0.1,0.1,0.34,0.07,0.14,0.05,0.04,0.1,2.18,7.31,1.67,1.05,0.34,32.3,0.0,0.0,20.3,0.24,0.05,-0.03,-0.05,72.73,81.5,89.2,1323.89,476.62,28.97,30.67,94.5,36.65,38.76,94.6,6.12,9.79,62.5,0.07,0.71,7.68,0.71,0.2,76.03,5.37,2.75,0.07,0.85,1.43,1.84,0.51,0.34,0.1,0.0,0.1,0.82,1.56,1.29,0.1,0.03,0.1,0.0,0.03,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.19,0.71,0.65,0.44,0.1,0.85,1.5,56.8,0.65,0.75,0.24,1.16,2.35,4.28,0.14,91.22,7.17,34.75,47.57,10.13,1.19,91.12,0.85,0.54,64.0,0.27,32.0,58.92,357.82,220.36,1.63,0.07,0.68,0.31,64.64,0.03,1.05,0.95,0.07,0.0,0.03,0.0,5.98,2.38,1.43,62.5,1689,34.0,77.08790551687387,77.08790551687387,7,World-Class Hybrid Leaders
Jubal,1993-08-29,Ligue1,Auxerre,Right,Brazil,Center Backs,2640,0.2,0.0,0.2,0.1,0.1,0.14,0.24,0.0,0.18,0.07,0.03,0.1,0.03,1.13,0.1,0.89,0.24,26.9,0.12,0.43,17.6,0.07,0.08,0.03,0.03,31.3,36.03,86.8,633.61,190.94,9.2,9.89,93.1,18.44,19.53,94.4,3.48,6.0,58.0,0.03,0.2,1.16,0.24,0.0,33.41,2.56,1.91,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.17,0.51,0.31,0.03,0.0,0.07,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.03,0.0,2.05,1.33,1.57,0.44,0.03,0.95,1.36,70.0,0.41,2.08,1.23,0.85,2.9,6.85,0.03,49.7,9.34,29.52,18.75,1.77,1.3,49.57,0.14,0.1,75.0,0.03,25.0,23.8,99.0,33.17,0.1,0.0,0.24,0.07,27.17,0.0,0.92,0.72,0.03,0.03,0.07,0.03,3.07,2.45,1.09,69.2,1629,32.0,74.25983589019022,74.25983589019022,6,No-Nonsense Guardians
Berat Djimsiti,1993-02-19,SerieA,Atalanta,Right,Albania,Center Backs,2640,0.03,0.07,0.1,0.03,0.0,0.0,0.2,0.0,0.09,0.09,0.04,0.13,1.09,3.72,1.43,0.68,0.14,20.0,0.05,0.25,9.7,0.0,0.13,-0.06,-0.06,50.56,57.65,87.7,890.9,250.7,20.01,21.75,92.0,25.81,28.26,91.3,3.68,5.35,68.8,0.02,0.38,2.86,0.41,0.1,55.02,2.56,2.05,0.03,0.2,0.38,0.51,0.0,0.0,0.0,0.0,0.07,0.51,1.02,0.78,0.0,0.0,0.24,0.0,0.0,0.24,0.17,0.0,0.0,0.07,0.0,0.0,1.81,1.13,0.99,0.78,0.03,0.99,1.36,72.5,0.38,1.16,0.72,1.36,3.17,4.81,0.07,68.97,4.88,28.77,32.76,7.64,1.53,68.97,0.14,0.03,25.0,0.03,25.0,37.4,204.82,110.28,1.16,0.07,0.34,0.03,45.1,0.0,0.78,0.72,0.0,0.0,0.03,0.03,3.48,3.07,1.98,60.8,1842,32.0,79.03770629649686,79.03770629649686,3,Balanced Ball-Players
Pedro Álvaro,2000-03-02,PrimeiraLiga,Estoril,Right,Portugal,Center Backs,2623,0.03,0.03,0.07,0.03,0.0,0.0,0.31,0.0,0.03,0.03,0.01,0.04,0.27,1.96,0.17,0.34,0.1,30.0,0.1,0.33,16.5,0.0,0.09,0.0,0.0,38.81,45.57,85.2,737.77,297.79,13.79,15.03,91.8,20.72,22.75,91.1,3.91,6.79,57.6,0.02,0.03,1.99,0.0,0.0,43.78,1.68,1.51,0.03,0.24,0.03,0.07,0.0,0.0,0.0,0.0,0.1,0.38,0.24,0.17,0.0,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.82,0.51,0.48,0.34,0.0,0.34,0.72,47.6,0.38,0.86,0.51,1.58,2.4,6.11,0.1,57.13,7.62,37.16,19.32,1.03,0.65,57.13,0.24,0.1,42.9,0.14,57.1,30.3,121.7,60.05,0.21,0.03,0.51,0.34,34.66,0.0,1.61,0.58,0.03,0.0,0.03,0.0,3.6,2.64,1.3,67.0,1470,25.0,72.3374649133879,72.3374649133879,4,Elite Circulators
Jean-Charles Castelletto,1995-01-26,Ligue1,Nantes,Right,Cameroon,Center Backs,2620,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.06,0.06,0.0,0.07,0.72,2.99,0.65,0.58,0.17,29.4,0.0,0.0,13.3,0.0,0.13,-0.06,-0.06,42.36,47.78,88.6,745.28,270.86,16.76,17.86,93.8,21.98,23.74,92.6,2.85,4.81,59.3,0.01,0.07,2.75,0.17,0.03,45.72,1.99,0.96,0.0,0.14,0.31,0.72,0.0,0.0,0.0,0.0,0.07,0.27,0.69,0.58,0.0,0.0,0.07,0.03,0.0,0.07,0.03,0.0,0.0,0.03,0.0,0.0,1.17,0.58,0.58,0.52,0.07,0.58,0.93,63.0,0.34,0.93,0.62,0.86,2.03,5.19,0.0,57.78,6.29,26.21,28.31,3.4,0.72,57.78,0.1,0.1,100.0,0.0,0.0,32.56,137.16,69.39,0.48,0.07,0.55,0.14,38.34,0.0,1.17,0.52,0.0,0.0,0.1,0.03,3.13,1.75,0.93,65.4,1587,30.0,73.82682561952386,73.82682561952386,4,Elite Circulators
Steve Cook,1991-04-19,EFLChampionship,Queens Park Rangers,Right,England,Center Backs,2617,0.07,0.0,0.07,0.07,0.0,0.0,0.14,0.0,0.05,0.05,0.01,0.06,0.34,2.13,0.24,0.65,0.28,42.1,0.11,0.25,14.9,0.0,0.08,0.02,0.02,38.17,49.66,76.9,829.22,328.6,9.63,10.94,88.1,22.32,25.17,88.7,5.95,12.42,47.9,0.04,0.24,2.41,0.24,0.07,45.81,3.58,1.41,0.03,0.45,0.65,0.65,0.0,0.0,0.0,0.0,0.28,0.48,0.89,0.79,0.03,0.0,0.07,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.65,0.48,0.55,0.03,0.07,0.38,0.55,68.8,0.17,1.13,0.93,0.83,1.48,5.98,0.0,60.42,12.04,35.42,21.63,3.54,1.27,60.42,0.07,0.07,100.0,0.0,0.0,30.99,153.45,82.81,0.38,0.0,0.38,0.07,35.94,0.0,0.41,0.62,0.0,0.0,0.0,0.0,2.06,2.48,1.24,66.7,1538,34.0,72.15988733212345,72.15988733212345,6,No-Nonsense Guardians
Marc-Oliver Kempf,1995-01-28,SerieA,Como,Left,Germany,Center Backs,2615,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.03,0.06,0.06,0.04,0.09,0.59,2.93,0.14,0.69,0.14,20.0,0.0,0.0,10.8,0.0,0.08,-0.06,-0.06,51.56,59.13,87.2,908.98,340.45,21.99,23.75,92.6,24.64,26.4,93.4,4.13,7.23,57.1,0.04,0.34,3.99,0.31,0.03,54.45,4.37,2.03,0.1,0.48,0.14,0.41,0.0,0.0,0.0,0.0,0.31,0.41,1.17,1.0,0.0,0.0,0.17,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.03,0.69,0.52,0.48,0.03,0.45,0.83,54.2,0.38,1.2,0.89,1.14,2.17,4.68,0.14,69.18,10.5,34.55,32.08,2.93,0.89,69.18,0.17,0.14,80.0,0.03,20.0,39.1,182.07,93.03,0.28,0.03,0.41,0.17,45.19,0.03,0.72,0.69,0.0,0.0,0.0,0.0,3.65,3.72,1.34,73.5,1648,30.0,74.5227705270268,74.5227705270268,6,No-Nonsense Guardians
