Player,Birthdate,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Tanguy Ndombele,1996-12-28,Nice,Right,France,Midfielders,1131,0.08,0.16,0.24,0.08,0.0,0.0,0.16,0.0,0.19,0.19,0.19,0.38,1.75,4.85,2.86,0.88,0.16,18.2,0.09,0.5,13.8,0.0,0.21,-0.11,-0.11,33.02,37.88,87.2,500.53,151.51,18.54,20.29,91.4,11.94,13.61,87.7,1.75,2.47,71.0,0.1,1.43,3.26,0.64,0.0,36.37,1.19,1.11,0.48,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.32,0.24,2.47,1.83,0.08,0.16,0.16,0.16,0.08,0.32,0.32,0.0,0.0,0.0,0.0,0.0,2.79,1.83,0.8,1.67,0.32,0.95,1.59,60.0,0.64,0.72,0.0,1.11,3.9,0.72,0.0,48.62,1.35,7.96,31.67,9.55,1.99,48.62,3.74,1.99,53.2,1.51,40.4,29.12,141.88,73.45,0.64,0.48,2.23,1.67,34.7,0.0,0.8,2.23,0.0,0.0,0.0,0.0,5.33,0.24,0.8,23.1
Jeremie Boga,1997-01-03,Nice,Right,Côte d'Ivoire,Att Mid / Wingers,1054,0.09,0.17,0.26,0.09,0.0,0.0,0.0,0.0,0.2,0.2,0.24,0.44,5.46,3.33,6.4,2.56,1.37,53.3,0.03,0.06,17.0,0.17,0.08,-0.11,-0.11,28.09,33.98,82.7,383.14,85.65,18.36,20.75,88.5,8.03,9.05,88.7,1.2,1.62,73.7,0.27,2.05,0.94,1.54,0.34,32.45,1.28,0.17,0.0,0.17,1.79,0.17,0.85,0.6,0.09,0.0,0.26,1.11,4.35,2.73,0.43,0.34,0.51,0.34,0.0,0.26,0.17,0.0,0.0,0.09,0.0,0.0,0.85,0.43,0.17,0.43,0.26,0.34,0.68,50.0,0.34,1.11,0.0,0.26,1.11,0.17,0.09,45.17,0.43,5.55,17.42,22.88,4.87,45.17,5.46,2.13,39.1,2.73,50.0,28.86,257.02,156.86,3.16,2.05,1.54,1.45,34.84,0.0,0.09,1.45,0.43,0.0,0.0,0.0,3.76,0.26,0.34,42.9
Badredine Bouanani,2004-12-08,Nice,Left,Algeria,Att Mid / Wingers,1099,0.25,0.25,0.49,0.16,0.08,0.08,0.16,0.0,0.22,0.16,0.2,0.35,3.85,3.6,7.62,2.46,1.15,46.7,0.07,0.14,20.3,0.08,0.06,0.02,0.01,27.02,35.21,76.7,399.72,91.15,16.38,18.67,87.7,7.78,10.24,76.0,1.88,3.11,60.5,0.18,1.64,1.56,1.15,0.16,32.59,2.29,1.06,0.57,0.08,2.7,0.33,0.66,0.16,0.16,0.0,0.33,0.9,3.85,2.78,0.25,0.25,0.25,0.16,0.16,0.74,0.41,0.08,0.08,0.08,0.08,0.0,0.9,0.33,0.33,0.33,0.25,0.49,1.47,33.3,0.98,1.31,0.25,0.9,1.8,0.33,0.0,46.76,0.33,4.34,18.67,24.49,3.52,46.68,2.95,1.15,38.9,1.56,52.8,29.65,199.49,112.36,2.7,1.23,1.97,1.47,34.8,0.0,1.06,1.39,0.16,0.0,0.0,0.0,3.6,0.16,1.31,11.1
Baptiste Santamaria,1995-03-09,Nice,Right,France,Midfielders,1409,0.0,0.06,0.06,0.0,0.0,0.0,0.13,0.0,0.06,0.06,0.08,0.15,0.83,4.66,1.28,1.28,0.26,20.0,0.0,0.0,20.5,0.0,0.05,-0.06,-0.06,41.07,49.76,82.5,682.76,206.57,20.63,22.68,91.0,15.46,18.59,83.2,3.7,5.56,66.7,0.04,0.83,4.6,0.51,0.0,48.29,1.34,1.15,0.26,0.38,0.45,0.06,0.06,0.0,0.06,0.0,0.13,1.15,1.98,1.47,0.13,0.06,0.19,0.13,0.0,0.19,0.13,0.0,0.0,0.0,0.06,0.0,1.98,0.89,1.09,0.64,0.26,1.21,2.11,57.6,0.89,1.53,0.45,1.92,3.9,1.66,0.06,61.7,2.36,14.88,37.56,9.77,1.15,61.7,1.15,0.57,50.0,0.57,50.0,30.34,121.81,55.12,0.96,0.0,1.72,0.77,41.52,0.0,1.34,1.72,0.0,0.06,0.06,0.06,5.3,2.36,1.66,58.7
Mohamed Abdelmoneim,1999-02-01,Nice,Left,Egypt,Center Backs,855,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.63,5.47,0.53,0.0,0.0,,,,,0.0,,0.0,0.0,49.58,54.84,90.4,873.58,275.79,20.53,21.79,94.2,25.37,27.26,93.1,2.84,4.63,61.4,0.02,0.0,4.32,0.11,0.0,51.89,2.95,2.21,0.0,0.74,0.21,0.53,0.0,0.0,0.0,0.0,0.0,0.21,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1.47,1.26,0.63,0.32,1.37,2.32,59.1,0.95,1.16,0.53,1.58,3.79,5.89,0.11,66.84,7.37,27.37,34.84,4.84,0.32,66.84,0.42,0.11,25.0,0.21,50.0,36.0,150.21,86.53,0.42,0.0,0.42,0.32,40.63,0.0,0.95,1.05,0.0,0.0,0.0,0.0,5.26,3.26,2.0,62.0
Sofiane Diop,2000-06-09,Nice,Right,France,Att Mid / Wingers,1064,0.51,0.34,0.85,0.51,0.0,0.0,0.25,0.0,0.51,0.51,0.25,0.75,2.2,5.41,5.92,1.86,0.93,50.0,0.27,0.55,16.4,0.25,0.27,0.0,0.0,36.88,47.79,77.2,577.05,187.44,20.55,24.87,82.7,12.6,15.39,81.9,2.28,4.57,50.0,0.24,2.03,3.98,1.61,0.08,44.24,3.38,1.18,1.35,0.59,2.79,0.25,1.86,0.59,0.68,0.0,0.17,1.02,3.98,3.13,0.34,0.0,0.17,0.34,0.0,0.76,0.59,0.08,0.0,0.0,0.08,0.0,1.95,1.35,1.35,0.25,0.34,0.76,1.86,40.9,1.1,1.61,0.17,1.44,3.38,0.59,0.08,60.39,1.44,8.54,29.35,23.43,2.96,60.39,2.62,0.85,32.3,1.69,64.5,33.75,175.01,79.85,1.61,0.34,1.69,1.52,42.97,0.0,1.44,1.61,0.25,0.0,0.0,0.0,6.17,0.25,0.68,27.3
Antoine Mendy,2004-05-27,Nice,Right,Senegal,Center Backs,825,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.07,0.07,0.01,0.08,1.31,3.82,1.64,0.98,0.11,11.1,0.0,0.0,14.4,0.0,0.07,-0.07,-0.07,42.98,53.02,81.1,737.89,226.91,17.89,19.53,91.6,21.49,24.98,86.0,3.16,6.76,46.8,0.03,0.22,3.16,0.76,0.33,46.58,6.44,1.75,0.11,0.22,0.76,4.69,0.0,0.0,0.0,0.0,0.0,0.65,1.42,1.09,0.0,0.11,0.11,0.11,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,3.27,2.29,1.75,1.53,0.0,2.07,3.16,65.5,1.09,0.98,0.55,0.87,4.15,3.16,0.11,64.91,4.8,24.22,35.24,6.44,1.2,64.91,1.31,0.55,41.7,0.55,41.7,34.25,175.42,95.02,1.09,0.11,1.2,0.44,39.82,0.0,1.42,0.98,0.0,0.0,0.0,0.0,5.24,1.85,1.42,56.7
Tom Louchet,2003-05-04,Nice,,France,Fullbacks,775,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.0,0.09,0.09,0.14,0.22,2.21,4.18,4.3,1.39,0.46,33.3,0.08,0.25,20.0,0.12,0.07,0.02,0.02,43.08,52.72,81.7,663.33,245.5,25.43,27.64,92.0,14.05,16.95,82.9,2.79,5.34,52.2,0.15,1.63,3.25,1.05,0.23,43.78,8.59,1.51,0.0,0.0,4.06,6.15,0.93,0.35,0.46,0.0,0.35,1.16,3.6,2.44,0.23,0.12,0.58,0.0,0.23,0.12,0.0,0.12,0.0,0.0,0.0,0.0,3.14,1.97,1.97,0.58,0.58,1.97,2.67,73.9,0.7,1.39,0.46,2.09,5.23,2.32,0.0,67.24,2.79,19.51,28.22,20.21,2.67,67.24,1.51,0.46,30.8,0.93,61.5,28.57,142.84,76.3,1.05,0.35,1.39,0.81,36.81,0.0,0.93,1.05,0.0,0.0,0.0,0.0,4.18,1.28,0.35,78.6
Bafodé Diakité,2001-01-06,Lille,Right,France,Center Backs,2766,0.13,0.03,0.16,0.13,0.0,0.0,0.26,0.03,0.07,0.07,0.01,0.08,0.49,2.93,0.1,0.52,0.23,43.8,0.25,0.57,8.3,0.0,0.15,0.06,0.06,67.87,72.85,93.2,1253.85,404.22,22.97,24.27,94.6,39.57,40.84,96.9,4.72,6.38,74.0,0.03,0.1,4.59,0.0,0.0,70.12,2.67,2.05,0.07,0.16,0.13,0.2,0.0,0.0,0.0,0.0,0.07,0.62,0.62,0.55,0.0,0.0,0.03,0.03,0.0,0.1,0.07,0.0,0.0,0.0,0.03,0.0,1.01,0.59,0.55,0.36,0.1,0.59,0.85,69.2,0.26,0.98,0.55,0.88,1.89,3.22,0.16,80.53,6.48,31.66,46.07,2.99,0.68,80.53,0.29,0.29,100.0,0.0,0.0,52.26,243.68,146.94,0.49,0.0,0.42,0.2,61.53,0.03,1.43,0.55,0.03,0.0,0.03,0.0,4.52,1.98,0.75,72.6
Alexsandro Ribeiro,1999-08-09,Lille,Right,Brazil,Center Backs,2700,0.03,0.03,0.07,0.03,0.0,0.0,0.33,0.0,0.05,0.05,0.01,0.07,0.83,5.93,0.27,0.7,0.13,19.0,0.05,0.25,10.3,0.0,0.08,-0.02,-0.02,73.47,80.57,91.2,1457.27,495.23,21.17,22.6,93.7,45.1,47.33,95.3,6.57,9.53,68.9,0.03,0.3,6.37,0.2,0.07,75.53,5.0,2.17,0.1,0.33,0.27,0.4,0.0,0.0,0.0,0.0,0.03,0.3,1.33,1.07,0.07,0.0,0.13,0.0,0.07,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.07,0.63,0.6,0.43,0.03,0.67,1.0,66.7,0.33,0.77,0.43,0.9,1.97,4.77,0.1,90.4,10.0,36.6,50.27,4.17,1.27,90.4,0.27,0.17,62.5,0.07,25.0,57.9,302.2,180.63,0.93,0.0,0.73,0.33,66.07,0.0,0.93,1.07,0.07,0.0,0.03,0.03,5.83,2.13,0.83,71.9
Benjamin André,1990-08-03,Lille,Right,France,Midfielders,2692,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.0,0.05,0.05,0.06,0.11,0.97,6.99,2.41,0.53,0.13,25.0,0.0,0.0,15.6,0.0,0.09,-0.05,-0.05,53.02,63.89,83.0,889.2,239.34,25.81,28.82,89.6,21.26,24.64,86.3,4.61,6.95,66.3,0.09,0.7,6.92,0.6,0.1,61.68,1.91,1.77,0.03,0.67,0.53,0.13,0.0,0.0,0.0,0.0,0.3,1.04,1.77,1.54,0.0,0.0,0.07,0.13,0.03,0.3,0.2,0.0,0.0,0.07,0.03,0.0,3.44,1.91,1.04,2.01,0.4,1.81,3.21,56.3,1.4,1.4,0.2,1.6,5.05,1.87,0.0,75.79,2.41,13.11,48.88,14.38,1.5,75.79,0.74,0.3,40.9,0.37,50.0,38.55,178.63,86.69,1.1,0.03,1.5,1.1,52.02,0.0,1.67,1.64,0.1,0.03,0.0,0.0,6.32,3.14,2.74,53.4
Jonathan David,2000-01-14,Lille,Right,Canada,Forwards,2554,0.56,0.18,0.74,0.35,0.21,0.25,0.14,0.0,0.57,0.38,0.16,0.53,1.41,2.29,6.48,2.33,0.99,42.4,0.15,0.36,15.3,0.0,0.16,-0.01,-0.02,19.84,24.17,82.1,264.36,43.17,11.98,13.85,86.5,5.99,6.8,88.1,0.6,0.81,73.9,0.11,1.27,1.02,0.92,0.0,22.76,1.34,0.04,0.14,0.11,0.14,0.07,0.0,0.0,0.0,0.0,0.07,0.85,2.61,2.08,0.0,0.14,0.21,0.18,0.0,0.28,0.18,0.0,0.04,0.04,0.04,0.0,0.85,0.28,0.11,0.42,0.32,0.32,0.74,42.9,0.42,0.46,0.07,0.25,1.09,0.35,0.04,33.55,0.56,1.97,13.95,17.87,5.11,33.3,1.48,0.7,47.6,0.7,47.6,18.25,85.7,40.67,0.88,0.7,2.4,1.41,25.27,0.0,0.88,1.27,0.35,0.04,0.0,0.0,2.33,0.56,1.48,27.6
Thomas Meunier,1991-09-12,Lille,Right,Belgium,Fullbacks,1928,0.09,0.0,0.09,0.09,0.0,0.0,0.23,0.0,0.09,0.09,0.03,0.12,2.99,6.35,6.91,1.31,0.51,39.3,0.07,0.18,16.6,0.0,0.07,0.0,0.0,55.46,68.95,80.4,953.82,298.34,24.6,27.63,89.0,25.35,30.62,82.8,4.43,7.84,56.5,0.11,0.61,5.74,1.45,0.33,60.59,8.36,0.56,0.09,0.37,2.89,7.7,0.09,0.0,0.0,0.0,0.0,1.07,1.73,1.49,0.0,0.05,0.14,0.05,0.0,0.33,0.19,0.0,0.05,0.09,0.0,0.0,2.47,1.77,1.49,0.7,0.28,1.54,2.29,67.3,0.75,0.98,0.37,1.59,4.06,2.99,0.0,81.04,3.31,18.35,39.21,23.99,2.71,81.04,1.31,0.65,50.0,0.61,46.4,41.97,239.0,117.68,2.29,0.23,1.12,0.51,52.38,0.0,1.26,0.14,0.14,0.0,0.05,0.0,4.11,1.54,0.89,63.5
Hákon Arnar Haraldsson,2003-04-10,Lille,Right,Iceland,Att Mid / Wingers,1755,0.26,0.15,0.41,0.26,0.0,0.0,0.15,0.0,0.19,0.19,0.14,0.34,2.67,5.23,7.33,1.79,0.67,37.1,0.14,0.38,17.1,0.1,0.11,0.06,0.06,38.51,48.51,79.4,618.05,151.18,18.92,21.95,86.2,15.49,18.0,86.0,2.72,4.87,55.8,0.16,1.79,3.28,2.15,0.26,45.13,3.28,0.72,0.26,0.21,3.03,0.51,1.79,0.56,0.82,0.05,0.1,1.13,3.59,2.51,0.62,0.05,0.21,0.15,0.05,0.36,0.26,0.05,0.0,0.05,0.0,0.0,1.85,0.82,0.46,0.87,0.51,0.82,1.69,48.5,0.87,0.51,0.1,0.41,2.26,0.31,0.0,58.26,0.77,5.69,25.74,27.33,3.95,58.26,2.51,1.38,55.1,1.08,42.9,36.67,218.72,102.67,2.31,0.56,2.15,0.67,44.72,0.0,0.97,1.38,0.15,0.05,0.0,0.0,3.64,0.1,0.72,12.5
Gabriel Gudmundsson,1999-04-29,Lille,Left,Sweden,Fullbacks,1785,0.1,0.0,0.1,0.1,0.0,0.0,0.15,0.0,0.04,0.04,0.07,0.11,3.58,4.59,5.8,0.91,0.25,27.8,0.11,0.4,18.8,0.0,0.04,0.07,0.07,43.66,53.19,82.1,701.29,195.58,22.64,25.92,87.4,17.6,20.32,86.6,2.62,4.64,56.5,0.1,0.81,3.03,0.91,0.5,44.47,8.72,1.01,0.05,0.4,2.97,7.41,0.2,0.0,0.1,0.0,0.0,1.26,1.51,1.16,0.1,0.05,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.26,0.76,0.76,0.3,1.16,1.82,63.9,0.66,0.96,0.35,0.86,2.67,2.07,0.15,63.88,3.48,16.39,27.58,20.47,1.92,63.88,2.57,1.01,39.2,1.26,49.0,36.71,249.28,134.47,2.07,0.45,1.01,0.96,42.2,0.0,1.51,2.12,0.25,0.0,0.0,0.0,4.18,0.61,0.4,60.0
Aïssa Mandi,1991-10-22,Lille,Right,Algeria,Center Backs,1733,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.02,0.02,0.02,0.04,0.62,4.26,1.09,0.31,0.1,33.3,0.0,0.0,9.0,0.0,0.06,-0.02,-0.02,57.33,64.6,88.7,1142.94,362.49,19.01,20.57,92.4,30.64,32.77,93.5,7.06,9.4,75.1,0.06,0.26,5.56,0.31,0.1,58.27,6.23,1.45,0.05,0.83,0.52,4.47,0.0,0.0,0.0,0.0,0.1,0.36,1.19,1.04,0.1,0.0,0.05,0.0,0.0,0.1,0.05,0.05,0.0,0.0,0.0,0.0,1.61,0.88,0.62,0.78,0.21,0.83,1.14,72.7,0.31,1.19,0.57,0.78,2.39,2.8,0.0,72.45,5.04,24.36,40.2,7.89,1.14,72.45,0.21,0.16,75.0,0.05,25.0,38.22,149.2,74.37,0.68,0.0,0.42,0.21,51.41,0.0,0.36,0.47,0.05,0.0,0.0,0.0,3.48,0.73,1.14,38.9
André Gomes,1993-07-30,Lille,Right,Portugal,Midfielders,1276,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.04,0.04,0.05,0.09,1.27,7.12,1.97,0.78,0.21,27.3,0.0,0.0,24.5,0.07,0.05,-0.04,-0.04,60.73,67.92,89.4,994.94,246.16,30.68,32.52,94.4,23.77,25.96,91.6,4.37,6.49,67.4,0.12,0.71,6.77,1.06,0.07,66.09,1.76,1.48,0.35,0.78,0.78,0.28,0.0,0.0,0.0,0.0,0.07,0.78,1.83,1.69,0.0,0.14,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.9,0.92,0.63,0.78,0.49,0.78,2.19,35.5,1.41,0.49,0.07,0.42,2.33,0.78,0.14,76.6,1.97,12.55,48.03,16.36,0.92,76.6,1.69,0.71,41.7,0.99,58.3,44.58,167.8,75.82,1.34,0.0,1.76,1.34,60.8,0.0,1.69,0.85,0.0,0.0,0.0,0.0,6.49,0.63,0.49,56.3
Ngal'Ayel Mukau,2004-11-30,Lille,Left,Congo DR,Midfielders,1190,0.0,0.08,0.08,0.0,0.0,0.0,0.3,0.0,0.06,0.06,0.05,0.11,1.44,4.31,3.25,0.83,0.15,18.2,0.0,0.0,22.3,0.0,0.07,-0.06,-0.06,43.49,48.78,89.1,707.45,148.54,20.65,22.39,92.2,18.98,20.34,93.3,2.57,2.95,87.2,0.05,0.91,3.93,0.61,0.08,48.25,0.38,0.0,0.08,0.15,0.38,0.23,0.0,0.0,0.0,0.0,0.15,1.29,1.51,1.44,0.0,0.0,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.5,1.36,0.68,1.66,0.15,1.29,2.19,58.6,0.91,1.06,0.0,1.13,3.63,1.66,0.0,58.84,1.44,8.7,35.24,15.2,1.21,58.84,1.29,0.68,52.9,0.61,47.1,32.22,134.55,64.36,1.36,0.23,1.36,0.61,43.11,0.0,1.44,1.13,0.0,0.0,0.0,0.0,4.76,1.06,1.06,50.0
Mitchel Bakker,2000-06-20,Lille,Left,Netherlands,Att Mid / Wingers,1139,0.24,0.16,0.4,0.24,0.0,0.0,0.24,0.08,0.24,0.24,0.21,0.44,3.4,4.5,9.48,1.82,0.79,43.5,0.13,0.3,18.9,0.4,0.13,0.0,0.0,39.43,50.65,77.8,650.15,208.76,19.91,22.91,86.9,14.86,18.57,80.0,3.56,5.93,60.0,0.18,1.82,3.32,2.13,0.87,45.83,4.74,0.63,0.16,0.08,5.37,2.37,1.74,0.63,0.87,0.0,0.08,1.11,3.16,2.21,0.63,0.16,0.08,0.08,0.0,0.32,0.16,0.08,0.0,0.0,0.08,0.0,1.82,1.03,0.47,0.87,0.47,0.79,1.5,52.6,0.71,0.79,0.08,0.95,2.77,1.19,0.0,59.89,0.95,7.98,25.92,26.39,2.53,59.89,1.66,0.87,52.4,0.71,42.9,34.69,167.83,89.45,1.58,0.55,1.42,0.87,43.22,0.0,1.42,0.71,0.32,0.0,0.0,0.0,3.63,0.24,0.79,23.1
Matias Fernandez-Pardo,2005-02-03,Lille,,Belgium,Att Mid / Wingers,1065,0.34,0.17,0.51,0.34,0.0,0.0,0.34,0.0,0.25,0.25,0.24,0.48,3.89,2.2,7.18,1.94,1.01,52.2,0.17,0.33,17.8,0.0,0.12,0.09,0.09,18.93,25.94,73.0,292.06,61.94,9.89,12.34,80.1,7.18,8.7,82.5,1.1,2.11,52.0,0.16,1.35,0.85,0.93,0.0,24.17,1.69,0.17,0.08,0.17,2.54,0.08,1.44,0.85,0.25,0.0,0.08,1.1,2.54,1.44,0.59,0.17,0.08,0.08,0.17,0.51,0.25,0.0,0.08,0.0,0.08,0.08,1.01,0.76,0.25,0.51,0.25,0.51,1.01,50.0,0.51,0.76,0.0,0.25,1.27,0.51,0.0,36.25,0.59,3.21,11.58,22.56,4.31,36.25,4.23,1.69,40.0,2.2,52.0,24.08,205.18,107.32,2.54,2.2,1.94,1.1,26.28,0.0,1.52,1.77,0.25,0.08,0.0,0.0,2.96,0.0,0.93,0.0
Rémy Cabella,1990-03-08,Lille,Right,France,Att Mid / Wingers,1011,0.09,0.18,0.27,0.09,0.0,0.0,0.09,0.0,0.36,0.36,0.2,0.55,4.01,6.85,11.57,2.67,0.62,23.3,0.03,0.14,14.7,0.09,0.13,-0.27,-0.27,55.91,67.83,82.4,792.64,214.81,33.03,36.77,89.8,18.52,22.08,83.9,2.14,4.01,53.3,0.28,2.31,3.47,2.23,0.71,60.98,6.41,1.69,0.0,0.0,5.34,1.25,3.03,0.36,1.6,0.0,0.45,0.8,5.34,3.2,0.98,0.18,0.53,0.36,0.09,0.53,0.18,0.09,0.0,0.09,0.18,0.0,3.47,1.69,1.42,1.16,0.89,1.69,2.94,57.6,1.25,0.89,0.09,0.71,4.18,0.45,0.0,80.12,0.53,6.68,31.78,43.0,4.54,80.12,3.38,1.69,50.0,1.6,47.4,48.61,257.54,136.2,3.12,1.07,1.42,0.89,59.38,0.0,1.42,1.69,0.18,0.09,0.09,0.0,5.61,0.27,0.71,27.3
Edon Zhegrova,1999-03-31,Lille,Left,Kosovo,Att Mid / Wingers,978,0.37,0.09,0.46,0.37,0.0,0.0,0.09,0.0,0.21,0.21,0.2,0.41,3.4,4.97,7.45,2.12,0.83,39.1,0.17,0.44,22.2,0.18,0.1,0.16,0.16,29.08,38.28,76.0,457.45,135.0,15.74,17.67,89.1,11.32,14.63,77.4,1.47,3.68,40.0,0.22,1.47,1.56,2.39,0.28,32.39,5.34,1.56,0.18,0.09,5.34,0.74,3.04,0.83,1.29,0.0,0.55,0.74,3.5,1.93,0.83,0.46,0.09,0.18,0.0,0.28,0.18,0.0,0.0,0.09,0.0,0.0,0.46,0.18,0.28,0.0,0.18,0.18,0.64,28.6,0.46,0.74,0.0,0.37,0.83,0.09,0.0,48.22,0.0,2.67,14.36,31.84,3.22,48.22,5.06,2.12,41.8,2.76,54.5,33.13,241.38,113.74,2.85,1.66,2.12,2.67,36.44,0.0,0.92,1.01,0.46,0.0,0.0,0.0,3.87,0.28,0.18,60.0
Ayyoub Bouaddi,2007-10-02,Lille,,France,Midfielders,1151,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.0,0.01,0.01,0.08,0.09,0.86,2.89,2.03,0.23,0.08,33.3,0.0,0.0,19.3,0.0,0.04,-0.01,-0.01,38.08,43.4,87.7,644.39,125.81,17.12,19.24,89.0,17.12,18.22,94.0,2.74,3.13,87.5,0.09,0.39,2.81,0.08,0.0,42.77,0.55,0.31,0.08,0.16,0.23,0.23,0.0,0.0,0.0,0.0,0.08,1.02,1.09,0.94,0.0,0.08,0.0,0.08,0.0,0.16,0.08,0.0,0.08,0.0,0.0,0.0,3.91,2.42,1.64,1.64,0.63,1.49,2.5,59.4,1.02,0.94,0.23,0.78,4.69,0.94,0.08,54.97,2.35,11.65,29.56,14.15,1.09,54.97,2.27,1.09,48.3,1.09,48.3,29.95,143.01,53.33,0.7,0.23,2.66,1.17,37.06,0.0,1.41,0.7,0.0,0.0,0.0,0.0,4.85,0.7,0.7,50.0
Osame Sahraoui,2001-06-11,Lille,Both,Morocco,Att Mid / Wingers,1293,0.21,0.21,0.42,0.21,0.0,0.0,0.07,0.0,0.2,0.2,0.25,0.45,4.8,6.19,11.07,1.6,0.56,34.8,0.13,0.38,15.6,0.0,0.13,0.01,0.01,35.85,42.74,83.9,496.29,142.41,21.93,24.5,89.5,11.07,12.6,87.8,1.39,1.88,74.1,0.3,2.02,3.27,2.85,0.21,41.55,0.97,0.21,0.42,0.0,0.84,0.7,0.07,0.0,0.0,0.0,0.21,1.6,4.66,3.97,0.07,0.35,0.21,0.07,0.0,0.42,0.35,0.0,0.0,0.07,0.0,0.0,0.9,0.63,0.28,0.28,0.35,0.21,0.56,37.5,0.35,0.97,0.07,0.49,1.39,0.56,0.07,55.96,0.77,4.04,20.88,31.74,4.66,55.96,5.5,2.44,44.3,2.99,54.4,37.24,240.28,121.81,2.71,1.6,2.71,1.6,43.92,0.0,0.56,0.84,0.07,0.0,0.0,0.0,4.04,0.0,0.56,0.0
Ismaily,1990-01-11,Lille,Left,Brazil,Fullbacks,904,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.0,0.07,0.07,0.1,0.17,1.49,5.38,5.08,1.0,0.4,40.0,0.0,0.0,18.5,0.0,0.07,-0.07,-0.07,54.96,62.92,87.3,851.71,277.37,28.67,31.06,92.3,23.1,25.49,90.6,2.39,4.18,57.1,0.13,0.5,4.48,0.9,0.4,53.76,8.96,1.1,0.1,0.0,1.59,7.47,0.4,0.0,0.4,0.0,0.2,1.1,2.39,1.79,0.1,0.1,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,3.29,1.69,1.69,1.19,0.4,1.69,2.59,65.4,0.9,1.49,0.1,1.29,4.58,4.88,0.0,77.46,3.39,18.32,41.62,18.42,2.19,77.46,1.89,0.8,42.1,1.1,57.9,38.23,194.04,110.71,1.29,0.2,1.29,1.0,47.79,0.0,1.29,0.6,0.0,0.0,0.0,0.0,4.58,1.19,1.49,44.4
