Player,Birthdate,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Vinícius,1999-05-07,Santa Clara,,Brazil,Att Mid / Wingers,2237,0.32,0.04,0.36,0.32,0.0,0.04,0.32,0.0,0.35,0.31,0.11,0.43,1.77,2.17,4.14,2.17,0.72,33.3,0.15,0.44,18.1,0.0,0.14,-0.02,0.01,12.27,18.02,68.1,162.06,49.37,7.97,10.06,79.2,3.18,4.79,66.4,0.4,0.89,45.5,0.11,0.8,1.25,0.68,0.04,17.46,0.48,0.08,0.16,0.04,1.01,0.04,0.0,0.0,0.0,0.0,0.08,0.89,2.33,1.41,0.0,0.4,0.2,0.2,0.12,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.81,0.97,0.72,0.84,0.24,0.84,1.73,48.8,0.89,1.45,0.12,0.48,2.29,1.09,0.0,30.82,1.05,4.75,13.0,13.88,3.14,30.78,2.98,1.45,48.6,1.41,47.3,15.29,92.94,50.09,1.25,0.52,2.41,1.33,16.86,0.0,1.77,1.33,0.32,0.0,0.0,0.0,3.86,1.65,2.29,41.8
Sidney,1997-01-17,Santa Clara,,Brazil,Center Backs,2386,0.11,0.04,0.15,0.11,0.0,0.0,0.45,0.08,0.06,0.06,0.05,0.11,0.87,3.73,0.53,0.68,0.23,33.3,0.17,0.5,18.6,0.11,0.08,0.06,0.06,35.95,47.04,76.4,714.0,293.05,13.62,15.54,87.6,17.69,21.31,83.0,4.34,9.02,48.1,0.03,0.38,3.66,0.45,0.34,40.1,6.87,2.53,0.04,0.98,0.87,4.34,0.0,0.0,0.0,0.0,0.08,0.49,1.28,0.91,0.11,0.0,0.15,0.11,0.0,0.08,0.04,0.0,0.0,0.04,0.0,0.0,1.55,0.98,0.91,0.49,0.15,0.83,1.32,62.9,0.49,1.32,0.6,1.66,3.21,4.3,0.04,58.01,4.07,25.35,28.74,4.72,0.87,58.01,0.53,0.3,57.1,0.11,21.4,28.21,131.42,74.35,0.87,0.0,0.41,0.19,32.74,0.08,1.43,1.4,0.0,0.0,0.04,0.0,3.13,2.23,1.36,62.1
Frederico Venâncio,1993-02-04,Santa Clara,Right,Portugal,Center Backs,1807,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.01,0.01,0.01,0.02,0.3,2.54,0.1,0.25,0.1,40.0,0.0,0.0,16.5,0.0,0.05,-0.01,-0.01,37.5,44.78,83.8,755.51,263.53,11.11,12.45,89.2,20.47,22.81,89.7,5.38,8.32,64.7,0.01,0.35,2.44,0.15,0.05,42.83,1.89,1.44,0.0,0.4,0.15,0.45,0.0,0.0,0.0,0.0,0.05,0.15,0.9,0.8,0.1,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.54,0.8,0.85,0.55,0.15,0.6,0.95,63.2,0.35,0.5,0.25,1.3,2.84,5.38,0.05,54.69,6.43,29.19,23.86,1.79,0.45,54.69,0.1,0.05,50.0,0.05,50.0,26.05,108.48,52.15,0.3,0.0,0.2,0.05,33.02,0.0,0.9,0.05,0.0,0.0,0.0,0.0,2.34,2.14,1.0,68.3
Diogo Calila,1998-10-10,Santa Clara,Right,Portugal,Midfielders,1750,0.05,0.1,0.15,0.05,0.0,0.0,0.46,0.0,0.05,0.05,0.06,0.1,1.85,2.16,5.14,0.72,0.21,28.6,0.07,0.25,16.1,0.0,0.06,0.01,0.01,25.25,35.23,71.7,394.3,125.02,14.09,16.51,85.4,8.85,11.57,76.4,1.75,4.94,35.4,0.05,0.87,1.34,0.57,0.41,28.9,6.17,0.26,0.0,0.15,2.62,5.71,0.21,0.0,0.1,0.0,0.15,1.54,1.9,1.54,0.05,0.1,0.15,0.05,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.31,1.23,1.29,0.82,0.21,1.44,2.37,60.9,0.93,1.18,0.26,0.62,2.93,3.29,0.0,47.37,2.26,13.63,17.64,16.41,1.75,47.37,1.18,0.36,30.4,0.77,65.2,21.91,111.55,55.54,0.87,0.36,1.49,0.41,24.94,0.0,1.85,0.98,0.21,0.0,0.0,0.0,2.88,0.57,0.93,37.9
Pedro Ferreira,1998-01-05,Santa Clara,,Portugal,Midfielders,1826,0.0,0.2,0.2,0.0,0.0,0.0,0.39,0.0,0.06,0.06,0.07,0.14,0.44,2.46,1.48,0.94,0.2,21.1,0.0,0.0,21.0,0.0,0.07,-0.06,-0.06,20.16,29.47,68.4,342.16,95.52,10.05,12.42,81.0,7.25,10.6,68.4,2.12,4.24,50.0,0.02,0.39,2.02,0.35,0.1,28.54,0.69,0.59,0.15,0.39,1.13,0.1,0.0,0.0,0.0,0.0,0.25,0.84,1.04,0.69,0.0,0.05,0.1,0.05,0.15,0.2,0.15,0.0,0.0,0.05,0.0,0.0,3.84,2.46,1.58,1.82,0.44,1.43,2.32,61.7,0.89,1.53,0.15,1.82,5.67,2.37,0.0,42.49,1.92,11.34,23.07,8.58,0.79,42.49,0.79,0.49,62.5,0.3,37.5,15.77,68.66,21.14,0.59,0.05,0.74,0.3,19.57,0.0,1.48,0.64,0.0,0.0,0.0,0.0,5.03,0.94,0.94,50.0
Matheus Pereira,2000-12-21,Santa Clara,Left,Brazil,Midfielders,1723,0.0,0.21,0.21,0.0,0.0,0.0,0.63,0.05,0.07,0.07,0.17,0.25,1.62,1.93,3.66,0.84,0.31,37.5,0.0,0.0,20.5,0.0,0.08,-0.07,-0.07,24.6,35.42,69.5,387.21,122.96,12.85,14.63,87.9,9.51,12.9,73.7,1.51,5.33,28.4,0.16,1.1,1.88,0.63,0.42,29.46,5.75,0.63,0.21,0.1,3.03,4.86,0.26,0.21,0.0,0.0,0.21,1.04,1.98,1.46,0.21,0.05,0.16,0.05,0.05,0.26,0.21,0.05,0.0,0.0,0.0,0.0,1.72,0.94,0.73,0.78,0.21,0.89,1.88,47.2,0.99,1.2,0.21,0.63,2.35,2.56,0.0,47.01,1.2,12.48,21.05,14.26,1.67,47.01,1.93,1.04,54.1,0.57,29.7,22.2,119.77,60.12,1.2,0.31,1.83,0.63,24.5,0.05,2.3,2.3,0.37,0.0,0.0,0.0,4.65,0.89,1.51,37.0
Lucas Soares,1998-05-04,Santa Clara,Right,Brazil,Midfielders,1660,0.0,0.05,0.05,0.0,0.0,0.0,0.43,0.05,0.04,0.04,0.09,0.13,1.36,1.9,4.61,0.92,0.33,35.3,0.0,0.0,19.5,0.0,0.05,-0.04,-0.04,25.05,37.25,67.2,422.4,149.86,11.98,14.75,81.3,10.19,13.83,73.7,2.28,5.75,39.6,0.14,0.87,1.36,0.98,0.65,28.9,8.19,0.54,0.16,0.05,3.63,6.99,0.65,0.11,0.49,0.0,0.16,1.46,2.06,1.41,0.33,0.11,0.05,0.05,0.11,0.22,0.16,0.0,0.0,0.05,0.0,0.0,1.63,1.14,0.7,0.87,0.05,0.81,1.95,41.7,1.14,0.98,0.16,0.81,2.44,3.47,0.0,48.85,2.22,13.66,20.11,15.4,1.3,48.85,1.36,0.27,20.0,0.98,72.0,20.66,103.12,50.48,0.87,0.33,1.73,0.49,23.75,0.05,1.46,0.7,0.0,0.0,0.0,0.0,3.8,0.76,1.03,42.4
Serginho,1999-12-01,Santa Clara,,Portugal,Midfielders,1302,0.14,0.07,0.21,0.14,0.0,0.0,0.35,0.0,0.15,0.15,0.09,0.24,0.97,2.9,1.24,1.04,0.41,40.0,0.13,0.33,19.4,0.07,0.14,-0.01,-0.01,30.62,39.4,77.7,544.15,133.06,12.86,14.86,86.5,13.34,15.48,86.2,3.18,6.57,48.4,0.07,1.24,2.21,0.69,0.28,36.08,3.18,1.31,0.07,0.14,2.56,0.0,1.87,1.24,0.48,0.0,0.14,0.62,2.56,1.73,0.48,0.0,0.21,0.14,0.0,0.28,0.07,0.07,0.0,0.07,0.07,0.0,1.18,0.69,0.55,0.55,0.07,0.76,1.52,50.0,0.76,1.52,0.21,0.76,1.94,1.04,0.0,48.66,0.97,9.75,28.41,11.06,0.97,48.66,1.24,0.48,38.9,0.62,50.0,25.16,128.23,64.91,0.69,0.28,1.04,0.9,28.82,0.0,2.7,1.73,0.0,0.07,0.0,0.0,4.49,1.59,1.38,53.5
Safira,1995-03-17,Universitatea Craiova,Left,Brazil,Forwards,987,0.18,0.18,0.36,0.09,0.09,0.18,0.64,0.0,0.37,0.23,0.24,0.47,0.55,1.19,3.1,1.73,0.55,31.6,0.05,0.17,13.9,0.09,0.13,-0.19,-0.14,11.12,19.33,57.5,137.69,25.26,5.84,9.94,58.7,3.65,5.65,64.5,0.09,0.36,25.0,0.14,1.09,0.91,0.36,0.0,16.87,2.19,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,1.73,1.19,0.0,0.0,0.18,0.27,0.09,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.73,0.27,0.09,0.27,0.36,0.18,0.73,25.0,0.55,0.55,0.09,0.27,1.0,1.09,0.0,29.27,1.0,2.64,14.41,12.4,3.74,29.09,0.73,0.0,0.0,0.46,62.5,12.22,43.95,17.05,0.46,0.0,2.46,1.09,20.43,0.0,3.01,2.1,0.73,0.09,0.0,0.0,1.37,5.47,4.38,55.6
Ricardinho,1998-08-06,Santa Clara,Right,Portugal,Att Mid / Wingers,1246,0.51,0.0,0.51,0.51,0.0,0.0,0.36,0.0,0.3,0.3,0.11,0.4,2.89,3.11,3.9,1.88,0.94,50.0,0.27,0.54,15.4,0.0,0.16,0.21,0.21,16.69,24.49,68.1,239.95,73.82,8.6,10.98,78.3,5.78,8.31,69.6,1.01,2.02,50.0,0.1,1.16,1.44,1.08,0.36,23.48,0.79,0.07,0.43,0.0,1.37,0.58,0.14,0.0,0.0,0.0,0.22,1.08,2.31,1.66,0.0,0.07,0.29,0.29,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.3,0.94,0.43,0.43,0.43,0.36,1.88,19.2,1.52,1.08,0.07,0.94,2.24,0.79,0.07,37.63,0.51,4.77,15.6,18.27,2.82,37.63,3.32,1.23,37.0,2.09,63.0,21.96,137.96,74.76,1.59,0.65,2.6,1.59,23.19,0.0,2.24,1.52,0.43,0.0,0.0,0.0,4.26,0.22,1.52,12.5
Gustavo Klismahn,1999-11-23,Vissel Kobe,Left,Brazil,Midfielders,822,0.0,0.33,0.33,0.0,0.0,0.0,0.22,0.0,0.05,0.05,0.19,0.23,1.64,3.83,3.28,1.09,0.33,30.0,0.0,0.0,22.4,0.0,0.05,-0.05,-0.05,25.4,36.46,69.7,461.17,161.82,11.93,13.8,86.5,7.88,11.17,70.6,4.38,8.21,53.3,0.19,2.19,2.63,1.09,0.44,32.41,3.94,1.2,0.44,0.22,6.13,0.0,2.74,1.64,0.77,0.11,0.11,1.2,3.72,2.19,1.2,0.0,0.0,0.22,0.11,0.55,0.33,0.22,0.0,0.0,0.0,0.0,2.08,1.42,0.66,0.99,0.44,0.99,2.19,45.0,1.2,1.09,0.33,0.77,2.85,1.31,0.0,48.28,0.88,8.32,22.12,18.61,2.41,48.28,1.53,0.66,42.9,0.88,57.1,25.62,145.84,59.12,0.77,0.44,2.74,0.77,27.92,0.0,2.19,1.31,0.11,0.0,0.0,0.0,6.13,1.09,1.42,43.5
João Costa,2000-03-07,Santa Clara,,Portugal,Forwards,728,0.37,0.0,0.37,0.37,0.0,0.0,0.12,0.0,0.49,0.49,0.16,0.66,0.37,1.24,3.46,1.85,0.74,40.0,0.2,0.5,10.0,0.0,0.28,-0.12,-0.12,11.74,18.05,65.1,142.17,27.07,7.66,11.0,69.7,3.34,4.7,71.1,0.0,0.49,0.0,0.12,0.99,0.62,0.25,0.0,16.32,1.73,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,1.85,1.24,0.0,0.12,0.25,0.25,0.0,0.25,0.0,0.0,0.12,0.0,0.12,0.0,1.85,1.24,0.62,0.87,0.37,0.74,1.36,54.5,0.62,1.36,0.12,0.62,2.47,0.87,0.0,29.55,0.99,3.21,12.86,13.6,3.71,29.55,1.61,0.37,23.1,0.87,53.8,15.82,49.08,14.96,0.49,0.25,2.1,1.61,18.3,0.0,2.1,1.61,0.87,0.0,0.0,0.0,3.71,1.73,5.81,23.0
João Mendes,2000-04-13,Vitória Guimarães,Left,Portugal,Fullbacks,2589,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.02,0.02,0.05,0.07,2.05,4.59,6.6,0.59,0.17,29.4,0.0,0.0,22.1,0.03,0.04,-0.02,-0.02,44.64,58.37,76.5,744.65,264.02,21.1,24.26,87.0,19.5,24.09,81.0,3.09,6.85,45.2,0.07,0.76,2.95,1.01,0.38,48.53,9.73,1.11,0.1,0.14,3.75,8.59,0.0,0.0,0.0,0.0,0.1,1.67,2.19,1.74,0.21,0.03,0.14,0.07,0.0,0.1,0.03,0.03,0.0,0.03,0.0,0.0,2.19,1.36,1.22,0.76,0.21,1.39,2.29,60.6,0.9,0.97,0.07,0.76,2.95,2.92,0.07,67.86,2.29,18.95,30.45,19.02,0.97,67.86,0.42,0.17,41.7,0.24,58.3,31.46,132.55,75.71,1.32,0.14,1.01,0.42,40.57,0.0,1.15,0.45,0.24,0.0,0.03,0.0,3.82,1.43,1.25,53.2
Tomás Händel,2000-11-27,Vitória Guimarães,Left,Portugal,Midfielders,2516,0.07,0.04,0.11,0.07,0.0,0.0,0.18,0.0,0.06,0.06,0.07,0.13,1.43,6.22,1.9,0.64,0.11,16.7,0.11,0.67,21.2,0.0,0.09,0.01,0.01,49.36,56.41,87.5,807.53,221.64,23.72,26.4,89.8,21.0,22.68,92.6,3.33,4.79,69.4,0.07,0.89,5.08,0.89,0.14,53.94,2.25,1.75,0.18,0.5,0.93,0.29,0.18,0.11,0.04,0.0,0.21,0.64,2.43,2.15,0.04,0.04,0.07,0.04,0.11,0.21,0.18,0.04,0.0,0.0,0.0,0.0,1.5,0.82,0.64,0.68,0.18,0.97,1.65,58.7,0.68,0.64,0.07,1.36,2.86,1.11,0.0,63.71,1.47,11.16,41.28,12.05,0.54,63.71,1.07,0.54,50.0,0.54,50.0,35.34,173.06,91.82,1.5,0.04,0.97,0.89,47.0,0.0,0.93,1.07,0.04,0.0,0.0,0.0,4.83,0.5,0.82,37.8
Toni Borevkovic,1997-06-18,Vitória Guimarães,Right,Croatia,Center Backs,2420,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.06,0.06,0.03,0.08,0.3,3.09,0.04,0.41,0.07,18.2,0.0,0.0,8.7,0.0,0.13,-0.06,-0.06,50.54,56.27,89.8,964.97,357.77,17.52,18.71,93.6,28.15,30.05,93.7,4.46,6.58,67.8,0.01,0.19,2.53,0.0,0.0,54.71,1.52,1.34,0.0,0.26,0.04,0.11,0.0,0.0,0.0,0.0,0.04,0.22,0.52,0.48,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.63,0.74,0.3,0.0,0.6,0.82,72.7,0.22,0.97,0.71,1.23,2.27,5.8,0.11,67.02,7.51,33.21,32.84,1.15,0.82,67.02,0.22,0.15,66.7,0.04,16.7,37.86,164.27,93.12,0.07,0.0,0.19,0.04,45.0,0.0,0.89,0.74,0.04,0.0,0.0,0.0,3.79,1.49,1.12,57.1
Tiago Silva,1993-06-02,Vitória Guimarães,Right,Portugal,Midfielders,2326,0.19,0.15,0.35,0.08,0.12,0.12,0.23,0.04,0.14,0.04,0.15,0.19,0.77,8.86,1.47,0.93,0.39,41.7,0.08,0.2,30.6,0.31,0.05,0.06,0.03,63.11,75.99,83.0,1234.62,436.34,26.04,28.79,90.5,25.85,29.02,89.1,10.37,15.98,64.9,0.17,1.93,8.82,1.04,0.35,67.48,8.2,3.95,0.31,1.01,6.04,0.43,3.83,1.59,1.82,0.0,0.31,0.81,3.87,1.97,1.43,0.08,0.19,0.19,0.0,0.35,0.15,0.19,0.0,0.0,0.0,0.0,1.78,1.01,0.85,0.77,0.15,0.5,1.04,48.1,0.54,0.74,0.19,1.08,2.86,1.16,0.15,84.93,1.51,15.63,53.2,16.99,0.35,84.82,1.66,0.89,53.5,0.62,37.2,48.75,225.39,101.96,0.74,0.04,1.24,0.5,59.59,0.0,1.28,1.78,0.04,0.0,0.0,0.0,6.11,0.5,0.62,44.8
Nuno Santos,1999-03-02,Vitória Guimarães,Right,Portugal,Att Mid / Wingers,1907,0.14,0.19,0.33,0.14,0.0,0.0,0.24,0.0,0.25,0.25,0.13,0.37,1.51,5.52,7.69,2.31,0.76,32.7,0.06,0.19,15.9,0.05,0.11,-0.11,-0.11,32.14,43.89,73.2,524.99,158.48,16.52,19.49,84.7,11.42,15.53,73.6,3.02,5.76,52.5,0.17,1.37,3.45,1.46,0.19,42.0,1.65,0.42,0.47,0.8,3.35,0.66,0.52,0.14,0.28,0.0,0.24,0.8,2.93,2.31,0.09,0.05,0.33,0.14,0.0,0.33,0.24,0.05,0.0,0.05,0.0,0.0,1.13,0.76,0.42,0.28,0.42,0.42,1.42,30.0,0.99,0.99,0.05,0.76,1.89,1.23,0.05,54.46,1.27,5.52,26.05,23.5,3.63,54.46,1.65,0.61,37.1,0.99,60.0,31.24,131.81,65.18,1.75,0.19,1.89,0.76,41.2,0.0,1.23,0.76,0.09,0.0,0.0,0.0,3.96,0.61,0.61,50.0
Nélson Oliveira,1991-08-08,Vitória Guimarães,Right,Portugal,Forwards,1776,0.15,0.2,0.35,0.15,0.0,0.0,0.25,0.0,0.18,0.18,0.14,0.32,1.17,1.82,4.51,2.28,0.76,33.3,0.07,0.2,16.0,0.0,0.08,-0.03,-0.03,12.67,17.03,74.4,177.16,31.93,7.3,9.12,80.0,3.5,4.56,76.7,0.71,1.01,70.0,0.07,0.76,0.71,0.35,0.05,15.05,1.93,0.0,0.05,0.1,0.91,0.0,0.0,0.0,0.0,0.0,0.05,0.51,1.52,0.96,0.0,0.1,0.15,0.3,0.0,0.2,0.1,0.0,0.05,0.05,0.0,0.0,0.15,0.05,0.0,0.0,0.15,0.05,0.3,16.7,0.25,0.41,0.05,0.1,0.25,0.46,0.0,25.95,0.41,1.37,12.82,11.91,3.6,25.95,1.01,0.3,30.0,0.66,65.0,15.96,71.15,29.24,0.56,0.35,2.43,1.57,20.98,0.0,1.93,2.43,0.86,0.0,0.0,0.0,2.08,1.37,2.84,32.5
Samu,1996-04-21,Vitória Guimarães,Left,Portugal,Att Mid / Wingers,1743,0.1,0.05,0.15,0.1,0.0,0.0,0.15,0.0,0.15,0.15,0.21,0.36,1.24,5.22,5.53,1.86,0.62,33.3,0.06,0.17,17.7,0.0,0.08,-0.05,-0.05,31.96,43.22,74.0,491.62,168.9,16.99,19.93,85.2,9.81,12.24,80.2,3.05,6.92,44.0,0.14,1.81,3.77,0.98,0.1,37.44,5.58,1.5,0.15,0.15,4.91,0.46,3.2,1.5,1.45,0.0,0.21,0.88,3.46,2.01,0.98,0.05,0.26,0.1,0.05,0.21,0.1,0.0,0.0,0.05,0.05,0.0,2.58,1.55,0.72,1.24,0.62,0.98,1.7,57.6,0.72,1.81,0.26,0.1,2.69,0.72,0.0,53.91,0.72,5.99,25.4,22.82,3.25,53.91,1.08,0.31,28.6,0.77,71.4,25.61,97.69,41.0,0.72,0.57,1.55,0.93,36.25,0.0,2.53,1.6,0.1,0.05,0.0,0.0,3.2,1.03,1.19,46.5
João Mendes,1994-10-21,Vitória Guimarães,Right,Portugal,Att Mid / Wingers,1716,0.21,0.1,0.31,0.21,0.0,0.0,0.21,0.0,0.11,0.11,0.13,0.24,2.05,5.09,6.98,1.78,0.58,32.4,0.12,0.36,22.4,0.16,0.06,0.1,0.1,29.84,39.13,76.3,449.95,129.55,16.84,19.2,87.7,9.55,11.91,80.2,2.1,4.77,44.0,0.14,1.36,3.3,1.05,0.21,36.08,2.88,0.68,0.26,0.1,3.57,0.47,1.68,0.84,0.58,0.0,0.16,1.26,3.2,2.2,0.42,0.21,0.05,0.31,0.0,0.16,0.05,0.05,0.0,0.0,0.05,0.0,1.36,0.94,0.26,0.73,0.37,0.68,1.78,38.2,1.1,1.0,0.05,0.26,1.63,0.52,0.0,48.57,0.73,5.24,21.35,22.34,2.94,48.57,2.2,0.89,40.5,1.15,52.4,30.16,151.57,74.16,1.94,0.37,1.94,1.26,35.45,0.0,1.26,2.2,0.16,0.0,0.0,0.0,4.25,0.21,0.37,36.4
Telmo Arcanjo,2001-06-21,Vitória Guimarães,Left,Cape Verde,Att Mid / Wingers,1320,0.34,0.14,0.48,0.34,0.0,0.0,0.41,0.0,0.24,0.24,0.16,0.4,3.0,3.61,7.98,2.05,0.75,36.7,0.17,0.45,19.3,0.0,0.12,0.1,0.1,28.36,38.59,73.5,461.32,113.05,14.66,17.45,84.0,10.3,13.36,77.0,2.32,5.32,43.6,0.16,1.36,1.77,1.5,0.75,34.09,4.3,1.02,0.0,0.34,5.52,1.98,1.3,0.89,0.41,0.0,0.2,0.75,2.86,1.91,0.41,0.27,0.14,0.07,0.07,0.34,0.07,0.07,0.07,0.0,0.07,0.07,1.23,0.89,0.41,0.61,0.2,0.48,1.02,46.7,0.55,0.55,0.14,0.55,1.77,0.55,0.0,49.77,0.34,4.36,20.52,25.43,2.11,49.77,3.14,1.36,43.5,1.43,45.7,28.77,174.68,82.3,2.32,0.68,2.05,1.43,35.52,0.0,1.43,1.98,0.0,0.0,0.0,0.0,3.2,0.61,0.82,42.9
Miguel Maga,2002-11-16,Vitória Guimarães,Right,Portugal,Fullbacks,1391,0.0,0.06,0.06,0.0,0.0,0.0,0.13,0.0,0.01,0.01,0.07,0.08,1.49,3.95,6.21,0.52,0.13,25.0,0.0,0.0,18.9,0.0,0.03,-0.01,-0.01,40.18,50.86,79.0,596.81,228.01,22.39,24.97,89.6,15.46,18.76,82.4,1.55,3.82,40.7,0.16,0.65,2.39,0.84,0.06,41.47,9.25,1.16,0.19,0.19,2.46,8.09,0.0,0.0,0.0,0.0,0.13,2.2,1.81,1.55,0.13,0.06,0.0,0.06,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0,2.14,1.49,1.16,0.91,0.06,1.36,2.07,65.6,0.71,1.23,0.32,0.78,2.91,3.04,0.06,59.91,2.26,16.63,27.37,16.5,1.42,59.91,0.52,0.32,62.5,0.19,37.5,26.07,112.32,55.9,0.84,0.19,0.84,0.71,33.97,0.0,1.36,0.78,0.0,0.0,0.0,0.0,4.4,1.55,1.29,54.5
Kaio,2004-02-15,Al-Hilal,,Brazil,Att Mid / Wingers,1299,0.14,0.21,0.35,0.14,0.0,0.0,0.28,0.0,0.19,0.19,0.16,0.35,3.12,4.23,8.66,2.08,0.69,33.3,0.07,0.2,17.9,0.0,0.09,-0.05,-0.05,17.88,24.46,73.1,267.92,80.92,10.12,11.78,85.9,5.96,8.24,72.3,1.25,2.63,47.4,0.15,1.11,1.32,2.01,0.35,23.97,0.35,0.07,0.21,0.21,2.01,0.28,0.0,0.0,0.0,0.0,0.14,0.69,3.33,2.42,0.0,0.21,0.14,0.49,0.07,0.42,0.21,0.0,0.0,0.14,0.07,0.0,1.59,1.04,0.55,0.49,0.55,0.62,2.08,30.0,1.46,1.04,0.07,0.62,2.22,0.21,0.0,39.56,0.35,3.19,13.58,23.49,4.36,39.56,4.02,1.11,27.6,2.36,58.6,24.32,162.89,81.82,2.29,1.11,3.12,1.39,27.44,0.0,2.22,2.7,0.28,0.0,0.0,0.0,3.95,0.69,1.25,35.7
Mikel Villanueva,1993-04-14,Vitória Guimarães,Left,Venezuela,Center Backs,1342,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.04,0.04,0.0,0.04,0.54,3.69,0.0,0.47,0.27,57.1,0.0,0.0,11.7,0.0,0.08,-0.04,-0.04,61.36,68.54,89.5,1196.83,456.57,21.46,22.73,94.4,31.05,33.4,93.0,7.98,10.8,73.9,0.02,0.07,3.76,0.07,0.07,65.66,2.68,2.35,0.0,0.34,0.07,0.27,0.0,0.0,0.0,0.0,0.2,0.34,0.87,0.74,0.0,0.0,0.07,0.07,0.0,0.2,0.13,0.0,0.0,0.07,0.0,0.0,1.48,0.94,1.01,0.34,0.13,0.87,1.41,61.9,0.54,0.34,0.13,0.94,2.41,4.23,0.07,77.19,5.5,35.34,40.51,1.54,0.67,77.19,0.4,0.4,100.0,0.0,0.0,43.66,204.81,113.14,0.2,0.0,0.54,0.4,55.13,0.0,0.67,0.8,0.13,0.0,0.0,0.0,4.23,3.02,1.54,66.2
Bruno Gaspar,1993-04-21,Vitória Guimarães,Right,Angola,Fullbacks,918,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.02,0.02,0.09,0.11,1.67,4.41,7.06,0.39,0.1,25.0,0.0,0.0,17.7,0.0,0.05,-0.02,-0.02,37.06,49.61,74.7,611.27,220.49,17.16,20.1,85.4,16.76,19.51,85.9,2.16,6.27,34.4,0.13,1.57,3.43,1.37,0.98,37.55,12.06,1.37,0.0,0.1,4.12,10.69,0.0,0.0,0.0,0.0,0.0,1.67,2.84,2.35,0.29,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.18,0.88,0.49,0.29,0.69,1.27,53.8,0.59,1.18,0.0,0.49,2.16,1.27,0.0,58.14,1.67,13.82,25.29,19.31,1.86,58.14,0.49,0.0,0.0,0.39,80.0,24.22,93.43,46.27,1.08,0.1,0.98,0.39,31.27,0.0,1.47,0.98,0.1,0.0,0.0,0.0,2.84,0.59,1.47,28.6
