Player,Birthdate,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Harvey Barnes,1997-12-09,Newcastle United,Right,England,Att Mid / Wingers,1755,0.46,0.21,0.67,0.46,0.0,0.0,0.0,0.0,0.37,0.37,0.21,0.57,4.77,4.26,9.85,3.23,1.03,31.7,0.14,0.45,15.1,0.0,0.11,0.09,0.09,24.31,31.13,78.1,340.62,102.0,15.49,17.85,86.8,7.64,10.46,73.0,0.72,1.33,53.8,0.24,1.33,1.28,2.1,0.46,30.26,0.77,0.15,0.26,0.05,2.41,0.51,0.1,0.0,0.0,0.0,0.1,0.87,3.28,2.26,0.05,0.36,0.31,0.31,0.0,0.46,0.31,0.0,0.05,0.05,0.05,0.0,0.82,0.46,0.21,0.31,0.31,0.15,0.56,27.3,0.41,0.41,0.1,0.31,1.13,0.77,0.05,41.54,0.87,4.97,13.18,23.69,6.56,41.54,3.28,1.23,37.5,1.69,51.6,28.77,215.18,126.51,2.46,2.41,1.69,1.18,33.18,0.0,0.77,1.13,0.26,0.0,0.0,0.0,2.82,0.31,0.77,28.6
Kieran Trippier,1990-09-19,Newcastle United,Right,England,Fullbacks,1309,0.0,0.21,0.21,0.0,0.0,0.0,0.07,0.0,0.01,0.01,0.1,0.1,1.79,8.04,3.99,0.28,0.0,0.0,0.0,,23.6,0.14,0.03,-0.01,-0.01,71.23,86.36,82.5,1215.31,421.47,34.38,36.37,94.5,29.7,34.65,85.7,5.71,11.83,48.3,0.1,1.51,4.81,1.51,0.14,69.24,16.91,3.44,0.21,0.21,5.64,9.14,4.26,1.79,0.55,1.03,0.21,1.1,3.71,2.2,1.38,0.0,0.14,0.0,0.0,0.41,0.28,0.14,0.0,0.0,0.0,0.0,2.61,1.44,1.24,0.96,0.41,1.51,2.48,61.1,0.96,0.76,0.21,0.83,3.44,3.37,0.0,95.43,3.44,25.78,42.35,27.91,0.89,95.43,0.55,0.28,50.0,0.28,50.0,41.87,155.25,84.16,0.96,0.28,0.76,0.55,58.24,0.0,1.1,0.76,0.14,0.0,0.0,0.0,4.68,1.51,1.03,59.5
Joe Willock,1999-08-20,Newcastle United,Right,England,Midfielders,1086,0.0,0.17,0.17,0.0,0.0,0.0,0.33,0.0,0.13,0.13,0.17,0.31,3.15,3.4,7.13,1.49,0.25,16.7,0.0,0.0,15.1,0.0,0.09,-0.13,-0.13,24.86,30.08,82.6,354.86,74.83,14.42,16.16,89.2,8.87,10.19,87.0,0.83,1.82,45.5,0.07,1.82,2.32,0.66,0.0,29.5,0.41,0.0,0.0,0.17,1.49,0.41,0.0,0.0,0.0,0.0,0.17,0.66,3.73,2.98,0.0,0.25,0.25,0.08,0.17,0.33,0.33,0.0,0.0,0.0,0.0,0.0,2.49,1.41,1.24,0.99,0.25,1.49,2.57,58.1,1.08,1.99,0.5,0.5,2.98,0.58,0.0,44.17,0.99,6.13,19.14,19.81,4.56,44.17,2.9,0.99,34.3,1.41,48.6,26.93,183.73,85.69,2.32,1.33,3.07,1.91,30.83,0.0,1.91,1.08,0.25,0.0,0.0,0.0,3.31,0.41,1.16,26.3
Sean Longstaff,1997-10-30,Newcastle United,Right,England,Midfielders,798,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.07,0.07,0.02,0.09,0.45,4.51,2.48,0.68,0.11,16.7,0.0,0.0,13.5,0.0,0.1,-0.07,-0.07,33.27,39.36,84.5,497.03,132.52,18.16,20.86,87.0,12.52,13.53,92.5,1.69,2.48,68.2,0.02,0.45,2.93,0.11,0.0,38.8,0.45,0.23,0.23,0.34,0.56,0.0,0.11,0.0,0.0,0.11,0.11,1.35,1.58,1.35,0.0,0.11,0.11,0.0,0.0,0.23,0.11,0.0,0.0,0.11,0.0,0.0,3.05,1.8,1.13,1.02,0.9,2.03,3.05,66.7,1.02,1.92,0.56,0.79,3.83,0.9,0.0,48.95,2.71,13.87,21.77,13.65,2.37,48.95,0.79,0.23,28.6,0.45,57.1,27.97,132.63,48.38,1.13,0.23,1.02,0.79,34.74,0.0,1.02,0.68,0.0,0.0,0.0,0.0,3.5,0.79,0.79,50.0
Morgan Rogers,2002-07-26,Aston Villa,Left,England,Att Mid / Wingers,3114,0.23,0.29,0.52,0.23,0.0,0.0,0.29,0.0,0.19,0.19,0.23,0.42,3.29,3.55,5.43,1.59,0.58,36.4,0.15,0.4,15.9,0.0,0.12,0.04,0.04,19.19,26.21,73.2,282.4,96.16,10.81,13.29,81.3,5.87,7.72,76.0,1.42,1.88,75.4,0.15,1.47,2.11,1.62,0.09,24.65,1.36,0.06,0.64,0.17,0.78,0.26,0.0,0.0,0.0,0.0,0.2,1.3,3.03,2.31,0.0,0.38,0.2,0.14,0.0,0.46,0.4,0.0,0.03,0.0,0.03,0.0,1.24,0.64,0.43,0.43,0.38,0.69,1.36,51.1,0.66,0.75,0.2,0.17,1.42,0.58,0.06,39.36,1.24,5.78,17.11,17.25,4.1,39.36,4.62,1.91,41.3,2.14,46.3,22.95,161.68,93.41,1.97,0.95,3.29,2.14,27.63,0.0,1.45,1.47,0.06,0.03,0.0,0.0,3.44,0.38,1.5,20.0
Youri Tielemans,1997-05-07,Aston Villa,Right,Belgium,Midfielders,3026,0.09,0.21,0.3,0.09,0.0,0.03,0.12,0.0,0.1,0.07,0.21,0.28,1.16,6.99,1.43,1.19,0.36,30.0,0.08,0.25,20.1,0.0,0.06,-0.01,0.01,50.38,61.3,82.2,863.98,304.68,23.41,26.05,89.8,21.92,25.1,87.3,4.16,7.7,54.1,0.17,1.78,6.81,1.13,0.12,54.93,6.16,2.91,0.71,0.24,3.54,0.06,2.53,1.87,0.24,0.03,0.21,1.1,3.63,2.35,0.92,0.09,0.18,0.06,0.03,0.36,0.27,0.09,0.0,0.0,0.0,0.0,2.5,1.73,0.95,1.31,0.24,1.19,2.17,54.8,0.98,1.13,0.48,0.68,3.18,1.4,0.12,70.94,3.06,14.25,40.63,16.8,1.34,70.91,1.81,0.92,50.8,0.57,31.1,38.31,165.4,75.87,0.77,0.27,0.92,0.86,49.58,0.0,1.22,1.67,0.0,0.0,0.0,0.0,4.31,0.65,0.54,55.0
Ezri Konsa,1997-10-23,Aston Villa,Right,England,Center Backs,2936,0.06,0.0,0.06,0.06,0.0,0.0,0.03,0.0,0.04,0.04,0.01,0.05,0.74,2.76,0.34,0.34,0.15,45.5,0.18,0.4,8.8,0.0,0.12,0.02,0.02,47.67,51.28,92.9,806.17,269.17,20.51,21.21,96.7,24.74,25.87,95.6,1.9,2.91,65.3,0.02,0.18,3.25,0.06,0.0,47.15,4.11,2.57,0.18,0.0,0.15,1.04,0.0,0.0,0.0,0.0,0.03,0.64,0.74,0.58,0.06,0.03,0.06,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.04,0.55,0.61,0.31,0.12,0.61,0.77,80.0,0.15,0.61,0.34,0.74,1.78,3.49,0.12,58.7,7.66,27.07,28.63,3.28,0.67,58.7,0.55,0.25,44.4,0.21,38.9,34.7,178.31,92.21,0.46,0.06,0.52,0.31,41.02,0.0,0.28,1.44,0.03,0.0,0.0,0.0,2.97,0.95,0.71,57.4
Ollie Watkins,1995-12-30,Aston Villa,Right,England,Forwards,2598,0.55,0.28,0.83,0.49,0.07,0.07,0.07,0.0,0.53,0.48,0.11,0.59,1.91,1.07,5.72,2.84,1.25,43.9,0.17,0.39,12.1,0.0,0.17,0.02,0.01,10.64,14.69,72.4,135.62,22.73,6.65,8.52,78.0,2.94,3.81,77.3,0.31,0.45,69.2,0.07,0.83,0.42,0.45,0.0,14.38,0.21,0.0,0.03,0.03,0.24,0.0,0.0,0.0,0.0,0.0,0.1,0.59,1.84,1.25,0.0,0.14,0.24,0.21,0.0,0.42,0.28,0.0,0.03,0.03,0.07,0.0,0.35,0.24,0.0,0.21,0.14,0.1,0.38,27.3,0.28,0.38,0.1,0.28,0.62,0.52,0.07,24.08,0.62,1.73,8.59,14.1,5.82,24.01,1.42,0.35,24.4,0.94,65.9,14.17,77.7,38.97,0.73,1.32,2.08,1.73,19.12,0.0,1.0,1.14,0.55,0.07,0.0,0.0,1.49,1.8,2.46,42.3
Lucas Digne,1993-07-20,Aston Villa,Left,France,Fullbacks,2351,0.0,0.15,0.15,0.0,0.0,0.0,0.15,0.0,0.03,0.03,0.18,0.21,0.88,2.18,5.44,0.5,0.11,23.1,0.0,0.0,22.7,0.19,0.06,-0.03,-0.03,36.6,48.89,74.9,597.46,196.65,18.49,21.02,88.0,14.89,18.99,78.4,2.37,5.93,40.0,0.15,1.38,1.68,1.15,0.73,38.93,9.88,1.68,0.08,0.15,5.36,5.93,2.18,1.42,0.38,0.0,0.08,1.57,2.53,1.61,0.69,0.04,0.15,0.0,0.04,0.19,0.19,0.0,0.0,0.0,0.0,0.0,2.49,1.45,1.53,0.61,0.34,1.68,2.53,66.7,0.84,0.88,0.15,0.96,3.45,3.41,0.04,58.46,3.71,20.71,17.49,20.63,1.07,58.46,0.73,0.34,47.4,0.34,47.4,26.15,114.19,51.53,0.54,0.15,0.65,0.61,31.39,0.0,0.8,0.61,0.27,0.0,0.0,0.0,3.98,1.42,1.07,56.9
John McGinn,1994-10-18,Aston Villa,Left,Scotland,Att Mid / Wingers,2223,0.04,0.16,0.2,0.04,0.0,0.0,0.28,0.0,0.13,0.11,0.14,0.26,1.3,4.17,3.52,1.26,0.2,16.1,0.03,0.2,17.0,0.04,0.09,-0.09,-0.07,28.3,34.57,81.9,478.02,131.3,13.6,14.86,91.6,11.54,13.44,85.8,2.59,4.49,57.7,0.11,1.26,2.83,1.17,0.32,32.06,2.47,1.09,0.36,0.08,2.43,0.16,0.89,0.45,0.2,0.0,0.04,0.69,3.08,2.27,0.36,0.04,0.16,0.2,0.04,0.32,0.24,0.08,0.0,0.0,0.0,0.0,1.34,0.97,0.4,0.57,0.36,0.53,1.26,41.9,0.73,0.89,0.08,0.57,1.9,0.73,0.12,43.4,1.26,6.64,22.59,14.62,2.35,43.4,1.9,0.81,42.6,0.53,27.7,23.52,118.62,51.42,0.69,0.28,1.5,1.17,30.12,0.0,1.74,2.79,0.12,0.04,0.0,0.0,4.05,0.69,0.49,58.6
Matty Cash,1997-08-07,Aston Villa,Right,Poland,Fullbacks,2070,0.04,0.04,0.09,0.04,0.0,0.0,0.3,0.0,0.02,0.02,0.05,0.07,2.09,1.83,3.91,0.57,0.26,46.2,0.08,0.17,18.8,0.0,0.04,0.02,0.02,31.83,41.09,77.5,529.17,141.7,15.74,17.65,89.2,13.3,16.91,78.7,2.26,4.61,49.1,0.06,0.43,1.7,0.43,0.22,33.96,7.04,1.0,0.0,0.04,1.74,6.04,0.0,0.0,0.0,0.0,0.09,0.91,1.09,0.96,0.04,0.04,0.0,0.0,0.04,0.17,0.13,0.0,0.0,0.0,0.0,0.04,2.43,1.39,1.26,0.91,0.26,1.35,1.87,72.1,0.52,0.96,0.35,1.0,3.43,3.04,0.09,51.57,3.91,18.78,20.13,13.22,1.83,51.57,1.74,0.83,47.5,0.7,40.0,25.87,160.87,81.04,1.65,0.17,0.87,0.43,28.43,0.0,1.17,0.87,0.04,0.0,0.09,0.0,3.52,0.87,0.87,50.0
Pau Torres,1997-01-16,Aston Villa,Left,Spain,Center Backs,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.02,0.02,0.0,0.03,1.78,4.32,0.36,0.36,0.09,25.0,0.0,0.0,11.7,0.0,0.06,-0.02,-0.02,54.22,61.0,88.9,949.86,352.29,23.21,24.37,95.2,26.82,28.69,93.5,3.52,6.59,53.4,0.02,0.13,4.9,0.36,0.0,55.6,5.21,2.99,0.18,0.53,0.13,0.13,0.0,0.0,0.0,0.0,0.18,0.18,0.62,0.49,0.0,0.0,0.13,0.0,0.0,0.09,0.04,0.0,0.0,0.04,0.0,0.0,0.94,0.67,0.49,0.36,0.09,0.45,0.76,58.8,0.31,0.71,0.49,0.45,1.38,3.34,0.09,67.63,10.56,31.23,32.35,4.32,0.76,67.63,0.76,0.67,88.2,0.09,11.8,43.0,283.32,186.06,1.2,0.0,0.27,0.22,48.56,0.0,0.36,0.31,0.0,0.0,0.0,0.0,2.76,0.8,1.29,38.3
Boubacar Kamara,1999-11-23,Aston Villa,Right,France,Midfielders,1726,0.05,0.0,0.05,0.05,0.0,0.0,0.1,0.0,0.04,0.04,0.05,0.09,0.99,4.43,0.37,0.52,0.16,30.0,0.1,0.33,19.6,0.0,0.08,0.01,0.01,43.02,48.55,88.6,680.68,210.5,21.95,23.67,92.7,18.62,20.34,91.5,1.77,3.23,54.8,0.04,0.57,4.75,0.52,0.0,47.14,1.41,1.3,0.26,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.42,1.41,1.04,0.05,0.05,0.1,0.05,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.61,1.1,1.46,0.94,0.21,1.51,2.92,51.8,1.41,0.99,0.37,0.99,3.6,2.66,0.16,58.04,4.95,17.94,33.22,7.35,0.63,58.04,1.41,0.47,33.3,0.47,33.3,30.82,155.18,71.44,0.68,0.1,0.63,0.89,39.32,0.0,1.56,1.83,0.0,0.0,0.0,0.0,4.54,1.1,1.36,44.7
Amadou Onana,2001-08-16,Aston Villa,Right,Belgium,Midfielders,1617,0.17,0.0,0.17,0.17,0.0,0.0,0.22,0.0,0.12,0.12,0.04,0.16,1.61,4.17,0.89,0.95,0.33,35.3,0.18,0.5,14.7,0.0,0.12,0.05,0.05,39.13,44.64,87.7,615.47,161.24,20.32,21.87,92.9,16.14,18.09,89.2,1.89,2.67,70.8,0.04,0.56,3.84,0.67,0.11,44.3,0.28,0.22,0.17,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.61,1.78,1.39,0.11,0.06,0.22,0.0,0.0,0.22,0.11,0.06,0.0,0.06,0.0,0.0,3.06,1.67,1.28,1.45,0.33,0.89,1.61,55.2,0.72,0.89,0.39,1.45,4.51,2.28,0.17,55.55,3.95,14.97,32.62,8.85,1.28,55.55,1.11,0.78,70.0,0.17,15.0,30.78,163.14,87.77,1.39,0.06,0.61,0.5,37.35,0.0,1.78,1.67,0.0,0.0,0.0,0.0,4.01,1.78,1.17,60.4
Jacob Ramsey,2001-05-28,Aston Villa,Right,England,Att Mid / Wingers,1623,0.06,0.17,0.22,0.06,0.0,0.0,0.22,0.06,0.09,0.09,0.13,0.22,3.38,3.77,6.32,1.05,0.22,21.1,0.05,0.25,16.8,0.0,0.08,-0.03,-0.03,27.56,32.5,84.8,368.48,87.5,18.52,20.3,91.3,7.38,8.82,83.6,0.83,1.11,75.0,0.12,1.16,1.72,1.16,0.06,32.22,0.11,0.0,0.17,0.17,0.67,0.11,0.0,0.0,0.0,0.0,0.17,0.83,2.83,2.22,0.0,0.22,0.06,0.33,0.0,0.44,0.39,0.0,0.0,0.0,0.06,0.0,1.66,0.83,0.78,0.55,0.33,0.55,1.11,50.0,0.55,1.28,0.22,0.44,2.11,0.44,0.06,42.26,0.67,8.1,15.08,19.91,4.1,42.26,2.55,1.39,54.3,0.72,28.3,27.5,190.81,97.93,1.72,1.16,2.33,1.28,32.0,0.06,0.72,1.55,0.28,0.06,0.0,0.0,4.6,0.39,0.72,35.0
Leon Bailey,1997-08-09,Aston Villa,Left,Jamaica,Att Mid / Wingers,1139,0.08,0.16,0.24,0.08,0.0,0.0,0.24,0.0,0.13,0.13,0.12,0.26,4.58,2.77,9.56,2.21,0.47,21.4,0.04,0.17,17.3,0.16,0.06,-0.06,-0.06,21.89,30.82,71.0,340.8,83.36,12.01,14.7,81.7,7.9,9.72,81.3,1.42,3.0,47.4,0.24,1.26,1.26,1.58,0.16,29.16,1.42,0.0,0.4,0.08,2.69,0.08,1.34,0.71,0.0,0.0,0.24,1.9,3.0,1.82,0.08,0.63,0.24,0.24,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.55,0.4,0.16,0.24,0.16,0.24,0.87,27.3,0.63,0.47,0.0,0.24,0.79,0.95,0.0,43.06,1.42,6.08,12.25,25.52,5.53,43.06,4.5,1.74,38.6,1.9,42.1,27.5,204.02,108.33,1.82,2.69,2.77,1.98,30.82,0.0,0.95,1.42,0.24,0.08,0.0,0.0,4.66,0.47,0.71,40.0
Tyrone Mings,1993-03-13,Aston Villa,Left,England,Center Backs,1120,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.06,0.06,0.02,0.08,0.56,3.21,0.08,0.72,0.08,11.1,0.0,0.0,11.8,0.0,0.09,-0.06,-0.06,47.89,54.32,88.2,855.16,270.32,18.8,20.57,91.4,25.96,27.48,94.4,2.73,5.14,53.1,0.02,0.24,3.86,0.4,0.0,50.63,3.7,1.61,0.0,0.24,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1.45,1.21,0.0,0.0,0.08,0.08,0.08,0.16,0.08,0.0,0.0,0.08,0.0,0.0,0.56,0.48,0.48,0.08,0.0,0.16,0.16,100.0,0.0,1.04,0.88,0.56,1.13,4.9,0.08,63.8,11.73,32.54,27.8,3.78,1.37,63.8,0.24,0.16,66.7,0.08,33.3,38.89,213.91,109.69,1.04,0.08,0.24,0.08,42.75,0.0,0.32,0.88,0.0,0.0,0.0,0.0,3.05,2.17,1.77,55.1
Ian Maatsen,2002-03-10,Aston Villa,Left,Netherlands,Fullbacks,1139,0.08,0.16,0.24,0.08,0.0,0.0,0.16,0.0,0.07,0.07,0.21,0.28,2.45,3.95,8.22,1.5,0.4,26.3,0.05,0.2,22.1,0.0,0.05,0.01,0.01,48.12,59.03,81.5,761.33,196.91,24.26,27.34,88.7,20.78,24.42,85.1,2.05,4.11,50.0,0.19,1.5,1.74,1.5,0.24,51.04,7.98,1.26,0.08,0.16,4.03,6.32,0.4,0.16,0.0,0.0,0.0,1.98,4.11,3.0,0.24,0.4,0.4,0.0,0.08,0.55,0.47,0.0,0.08,0.0,0.0,0.0,2.29,1.34,1.34,0.71,0.24,1.34,1.9,70.8,0.55,1.03,0.0,1.19,3.48,3.08,0.24,72.46,4.42,19.52,26.39,27.5,3.71,72.46,2.29,1.03,44.8,1.26,55.2,39.9,208.29,93.56,1.34,1.03,1.74,1.98,44.57,0.0,0.87,0.71,0.24,0.0,0.08,0.0,5.29,0.79,0.47,62.5
Marco Asensio,1996-01-21,Aston Villa,Left,Spain,Att Mid / Wingers,743,0.36,0.12,0.48,0.36,0.0,0.24,0.24,0.0,0.53,0.35,0.12,0.46,2.66,5.45,4.6,2.66,1.09,40.9,0.14,0.33,19.6,0.12,0.13,-0.17,0.01,29.31,37.91,77.3,433.77,130.94,16.72,18.41,90.8,10.18,12.48,81.6,1.33,4.0,33.3,0.15,1.94,2.42,1.33,0.24,32.83,4.72,1.7,0.24,0.12,4.6,0.0,2.79,1.33,0.12,0.0,0.36,0.97,4.24,2.66,0.85,0.12,0.12,0.36,0.12,0.36,0.24,0.0,0.0,0.12,0.0,0.0,0.85,0.61,0.0,0.85,0.0,0.36,1.09,33.3,0.73,0.85,0.12,0.24,1.09,0.36,0.0,46.76,0.73,4.6,19.14,24.23,3.63,46.51,2.3,1.45,63.2,0.61,26.3,29.31,177.58,82.61,2.54,0.61,1.09,0.97,32.1,0.0,1.33,0.97,0.24,0.0,0.0,0.0,3.39,0.0,0.12,0.0
Diego Carlos,1993-03-15,Fenerbahçe,Right,Brazil,Center Backs,830,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.07,0.07,0.0,0.07,0.33,3.69,0.0,0.43,0.11,25.0,0.0,0.0,6.7,0.0,0.16,-0.07,-0.07,57.9,65.39,88.6,1186.37,444.9,14.96,16.37,91.4,36.98,39.25,94.2,5.86,9.0,65.1,0.01,0.0,2.49,0.11,0.0,62.35,2.71,1.84,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.43,0.33,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.33,0.65,0.11,0.11,0.43,0.65,66.7,0.22,1.41,0.76,0.54,1.41,3.9,0.22,73.08,9.33,35.89,35.78,1.63,0.65,73.08,0.22,0.22,100.0,0.0,0.0,45.43,231.29,126.0,0.33,0.0,0.11,0.22,52.16,0.0,1.19,0.11,0.11,0.0,0.0,0.0,3.9,1.19,1.08,52.4
Lamare Bogarde,2004-01-05,Aston Villa,Right,Netherlands,Fullbacks,476,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.02,0.04,2.27,2.65,1.7,0.19,0.19,100.0,0.0,0.0,20.2,0.0,0.04,0.0,0.0,45.38,51.43,88.2,696.18,218.19,24.39,26.28,92.8,20.23,21.93,92.2,0.57,1.7,33.3,0.02,0.38,4.54,0.19,0.0,45.19,5.86,2.65,0.0,0.0,0.0,3.21,0.0,0.0,0.0,0.0,0.38,0.19,1.89,1.51,0.19,0.0,0.0,0.0,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,2.65,1.13,1.13,1.13,0.38,1.89,3.03,62.5,1.13,0.95,0.57,0.19,2.84,2.46,0.0,61.45,3.03,17.96,36.11,7.56,0.76,61.45,0.76,0.38,50.0,0.19,25.0,32.71,194.94,113.26,1.13,0.19,1.13,1.51,40.08,0.0,1.51,2.08,0.0,0.0,0.0,0.0,2.46,1.13,1.13,50.0
Jáder Durán,2003-12-13,Al Nasr (KSA),Left,Colombia,Forwards,638,0.99,0.0,0.99,0.99,0.0,0.0,0.42,0.14,0.69,0.69,0.03,0.72,0.99,1.83,6.21,4.37,2.12,48.4,0.23,0.47,15.6,0.0,0.16,0.3,0.3,16.22,22.99,70.6,219.78,43.31,9.59,11.85,81.0,4.8,7.05,68.0,0.71,1.55,45.5,0.04,0.56,1.41,0.14,0.0,21.87,0.99,0.0,0.28,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.14,0.56,2.54,1.27,0.0,0.0,0.56,0.42,0.28,0.14,0.0,0.0,0.0,0.0,0.0,0.14,1.13,0.99,0.14,0.28,0.71,0.14,0.56,25.0,0.42,0.71,0.0,0.0,1.13,1.83,0.0,37.1,1.83,5.08,15.52,17.21,6.63,37.1,1.97,0.42,21.4,1.27,64.3,18.76,75.47,37.66,0.99,0.28,2.26,2.12,27.08,0.0,1.97,2.12,0.71,0.0,0.0,0.0,2.68,2.68,2.68,50.0
Marcus Rashford,1997-10-31,Aston Villa,Right,England,Att Mid / Wingers,1422,0.38,0.19,0.57,0.32,0.06,0.06,0.13,0.0,0.3,0.25,0.28,0.53,2.66,2.15,7.66,2.15,0.89,41.2,0.15,0.36,18.0,0.13,0.12,0.08,0.06,23.42,32.09,73.0,334.18,83.23,14.87,17.59,84.5,5.82,8.35,69.7,1.46,3.35,43.4,0.22,1.77,0.95,1.58,0.63,29.62,2.41,0.38,0.57,0.38,3.48,0.32,1.39,1.01,0.0,0.0,0.06,1.2,3.54,2.41,0.38,0.32,0.25,0.19,0.0,0.25,0.19,0.0,0.0,0.06,0.0,0.0,1.08,0.7,0.25,0.32,0.51,0.44,0.95,46.7,0.51,0.63,0.0,0.32,1.39,0.63,0.0,42.22,0.32,3.1,15.63,24.11,4.05,42.15,3.86,1.14,29.5,2.47,63.9,26.58,163.67,75.89,1.84,1.71,1.39,0.44,31.01,0.0,0.57,0.63,0.51,0.0,0.0,0.0,2.41,0.38,0.95,28.6
Ross Barkley,1993-12-05,Aston Villa,Right,England,Midfielders,581,0.46,0.15,0.62,0.46,0.0,0.0,0.46,0.0,0.28,0.28,0.09,0.37,2.32,5.58,1.55,2.48,0.77,31.3,0.19,0.6,14.2,0.0,0.11,0.19,0.19,52.2,61.19,85.3,810.46,195.18,27.26,31.14,87.6,22.0,24.01,91.6,2.01,3.1,65.0,0.06,1.39,4.96,0.93,0.0,59.02,2.01,1.7,0.0,0.46,0.15,0.15,0.0,0.0,0.0,0.0,0.15,1.39,2.79,2.32,0.15,0.31,0.0,0.0,0.0,0.46,0.46,0.0,0.0,0.0,0.0,0.0,2.17,0.46,0.62,1.55,0.0,1.39,2.17,64.3,0.77,1.39,0.46,1.55,3.72,0.77,0.0,71.88,2.63,11.62,42.6,18.74,2.94,71.88,2.48,1.86,75.0,0.62,25.0,42.91,241.65,113.55,2.32,0.31,1.08,1.24,50.81,0.0,1.24,0.46,0.0,0.0,0.0,0.0,6.66,0.93,0.62,60.0
Jaden Philogene Bidace,2002-02-08,Ipswich Town,Both,England,Att Mid / Wingers,806,0.22,0.0,0.22,0.22,0.0,0.0,0.56,0.11,0.27,0.27,0.06,0.34,2.23,1.56,5.92,2.12,0.56,26.3,0.11,0.4,16.3,0.0,0.13,-0.04,-0.04,17.64,24.23,72.8,266.43,64.21,10.5,12.62,83.2,5.36,6.92,77.4,0.89,1.67,53.3,0.03,0.67,0.89,0.78,0.34,23.9,0.22,0.0,0.11,0.11,1.9,0.22,0.0,0.0,0.0,0.0,0.11,1.56,1.56,1.01,0.0,0.11,0.11,0.22,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,1.34,1.12,1.45,0.22,1.34,2.34,57.1,1.01,1.79,0.11,1.45,4.24,1.23,0.22,40.76,1.56,8.93,13.62,18.65,3.57,40.76,3.68,1.01,27.3,2.12,57.6,22.56,154.32,60.74,0.89,1.34,2.01,1.45,24.12,0.11,2.23,2.01,0.22,0.0,0.0,0.0,4.91,0.56,0.89,38.5
