Player,Birthdate,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Niccolò Pisilli,2004-09-23,Roma,Right,Italy,Midfielders,1227,0.15,0.07,0.22,0.15,0.0,0.0,0.51,0.0,0.2,0.2,0.05,0.25,1.61,4.62,3.23,1.98,0.51,25.9,0.07,0.29,18.1,0.0,0.1,-0.05,-0.05,34.55,41.37,83.5,577.19,139.73,15.99,18.04,88.6,15.26,17.38,87.8,2.49,3.89,64.2,0.07,0.73,4.91,0.59,0.15,40.71,0.37,0.22,0.22,0.22,0.73,0.07,0.07,0.0,0.0,0.0,0.29,0.51,2.57,1.98,0.0,0.07,0.22,0.22,0.07,0.37,0.29,0.0,0.0,0.07,0.0,0.0,1.76,0.81,0.81,0.59,0.37,0.88,1.61,54.5,0.73,1.03,0.22,0.81,2.57,1.17,0.0,52.67,1.39,7.41,30.59,15.04,2.49,52.67,1.03,0.37,35.7,0.44,42.9,28.53,138.48,67.56,1.17,0.44,1.98,1.1,37.19,0.0,1.39,0.95,0.07,0.0,0.0,0.0,4.25,0.22,1.54,12.5
Eldor Shomurodov,1995-06-29,Roma,Right,Uzbekistan,Forwards,1097,0.33,0.33,0.66,0.33,0.0,0.0,0.08,0.0,0.39,0.39,0.11,0.5,1.56,1.72,5.09,2.38,1.07,44.8,0.14,0.31,11.9,0.0,0.16,-0.06,-0.06,17.64,23.46,75.2,236.86,38.31,11.08,13.62,81.3,4.92,5.91,83.3,0.57,0.74,77.8,0.11,1.39,0.82,0.49,0.0,22.97,0.49,0.0,0.08,0.16,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.15,2.63,2.22,0.0,0.0,0.33,0.0,0.08,0.57,0.57,0.0,0.0,0.0,0.0,0.0,1.15,0.49,0.16,0.57,0.41,0.25,0.49,50.0,0.25,0.82,0.08,0.25,1.39,0.41,0.0,36.59,0.41,2.71,14.93,19.36,4.27,36.59,2.3,0.66,28.6,1.56,67.9,20.18,98.2,42.25,1.39,0.74,4.02,1.56,27.32,0.0,1.15,0.57,0.25,0.0,0.0,0.0,2.95,2.13,3.12,40.6
Mats Hummels,1988-12-16,Roma,Right,Germany,Center Backs,915,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.01,0.05,0.39,2.56,0.1,0.79,0.1,12.5,0.0,0.0,15.3,0.0,0.06,-0.05,-0.05,38.26,42.98,89.0,708.2,256.82,13.77,14.66,94.0,21.54,23.02,93.6,2.66,4.03,65.9,0.01,0.2,1.48,0.0,0.0,41.41,1.57,1.28,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.69,0.79,0.59,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.95,1.48,1.57,1.38,0.0,1.08,1.77,61.1,0.69,1.18,0.39,2.56,5.51,4.23,0.0,55.08,5.61,21.84,30.79,2.85,0.98,55.08,0.59,0.39,66.7,0.2,33.3,27.44,128.46,62.66,0.89,0.0,0.0,0.1,31.87,0.0,0.89,0.39,0.0,0.0,0.0,0.1,4.03,2.26,1.48,60.5
Tommaso Baldanzi,2003-03-23,Roma,,Italy,Att Mid / Wingers,832,0.11,0.11,0.22,0.11,0.0,0.0,0.22,0.0,0.15,0.15,0.11,0.26,4.22,2.49,6.17,2.16,0.43,20.0,0.05,0.25,18.6,0.0,0.07,-0.04,-0.04,32.99,39.27,84.0,427.61,80.05,21.09,23.15,91.1,10.28,12.22,84.1,0.32,0.87,37.5,0.09,1.08,2.38,0.65,0.0,37.21,1.84,0.22,0.43,0.11,0.76,1.08,0.0,0.0,0.0,0.0,0.22,1.51,3.89,2.49,0.0,0.65,0.43,0.22,0.11,0.43,0.32,0.0,0.0,0.0,0.0,0.11,1.3,0.43,0.54,0.43,0.32,0.43,1.3,33.3,0.87,0.43,0.0,0.65,1.95,0.87,0.0,51.06,0.54,4.65,20.66,26.83,4.11,51.06,4.22,1.84,43.6,2.27,53.8,31.59,212.34,107.52,3.35,1.08,1.73,0.97,36.24,0.0,0.76,1.73,0.0,0.0,0.0,0.0,5.19,0.11,0.32,25.0
Devyne Rensch,2003-01-18,Roma,Right,Netherlands,Fullbacks,469,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.15,0.19,0.38,2.69,4.8,0.58,0.38,66.7,0.0,0.0,13.6,0.0,0.09,-0.06,-0.06,40.87,49.89,81.9,592.77,183.65,24.37,28.02,87.0,13.82,16.31,84.7,1.54,3.26,47.1,0.15,0.38,2.69,0.77,0.38,44.33,5.57,0.77,0.0,0.19,2.11,4.8,0.0,0.0,0.0,0.0,0.0,0.77,2.69,1.54,0.19,0.0,0.38,0.58,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,3.26,2.49,1.54,1.54,0.19,1.73,1.92,90.0,0.19,0.96,0.58,1.34,4.61,2.3,0.19,61.22,3.26,16.5,30.13,14.58,1.54,61.22,0.58,0.0,0.0,0.19,33.3,30.9,108.23,43.37,1.15,0.19,0.96,0.38,38.96,0.0,0.19,1.34,0.19,0.0,0.0,0.0,2.49,1.92,1.34,58.8
Tammy Abraham,1997-10-02,Milan,Right,England,Forwards,1184,0.23,0.3,0.53,0.15,0.08,0.15,0.08,0.0,0.54,0.41,0.17,0.58,0.61,2.05,5.4,1.98,0.84,42.3,0.08,0.18,13.4,0.0,0.21,-0.31,-0.26,11.63,17.03,68.3,152.03,43.02,7.15,9.5,75.2,3.5,5.7,61.3,0.3,0.53,57.1,0.1,1.06,1.06,0.76,0.0,15.66,1.29,0.0,0.38,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.08,0.46,2.51,2.13,0.0,0.0,0.3,0.08,0.0,0.68,0.53,0.0,0.0,0.08,0.08,0.0,1.29,0.84,0.15,0.76,0.38,0.46,0.68,66.7,0.23,0.99,0.0,0.15,1.44,1.22,0.0,28.2,1.52,3.5,13.23,11.48,4.41,28.05,1.06,0.3,28.6,0.76,71.4,12.24,43.63,15.66,0.46,0.3,1.75,0.99,18.62,0.0,1.75,0.91,0.53,0.08,0.0,0.0,0.91,2.81,2.51,52.9
Edoardo Bove,2002-05-16,Fiorentina,Right,Italy,Midfielders,851,0.11,0.21,0.32,0.11,0.0,0.0,0.32,0.0,0.06,0.06,0.16,0.22,1.27,3.91,2.54,0.74,0.21,28.6,0.14,0.5,14.6,0.0,0.08,0.04,0.04,29.82,36.38,82.0,494.1,111.89,14.7,16.82,87.4,11.84,13.22,89.6,2.54,3.38,75.0,0.08,1.16,1.9,0.42,0.0,33.95,2.01,1.59,0.11,0.32,0.21,0.32,0.11,0.0,0.0,0.0,0.42,1.37,3.28,2.54,0.11,0.11,0.11,0.32,0.11,0.74,0.53,0.0,0.11,0.0,0.11,0.0,2.54,1.8,0.74,1.48,0.32,1.48,2.96,50.0,1.48,1.27,0.0,0.63,3.17,0.85,0.0,46.22,1.27,8.46,25.8,12.37,2.22,46.22,1.69,0.74,43.8,0.74,43.8,26.55,136.22,56.16,2.01,0.21,1.37,1.16,30.25,0.0,1.69,2.22,0.0,0.11,0.0,0.0,4.76,1.16,1.59,42.3
Dodô,1998-11-17,Fiorentina,Right,Brazil,Fullbacks,3115,0.0,0.14,0.14,0.0,0.0,0.0,0.23,0.0,0.04,0.04,0.12,0.16,4.13,3.7,5.58,0.78,0.14,18.5,0.0,0.0,17.9,0.0,0.05,-0.04,-0.04,38.74,49.93,77.6,695.24,212.1,15.75,18.35,85.8,19.27,23.32,82.7,3.21,6.21,51.6,0.12,1.04,2.31,1.16,0.64,42.07,7.77,0.9,0.06,0.29,4.16,6.85,0.03,0.0,0.03,0.0,0.09,1.3,2.17,1.62,0.06,0.12,0.09,0.23,0.06,0.32,0.2,0.0,0.06,0.0,0.06,0.0,1.27,0.87,0.72,0.32,0.23,0.72,1.42,51.0,0.69,0.64,0.14,1.01,2.28,1.68,0.06,60.18,2.14,16.73,26.84,17.51,1.91,60.18,3.26,1.5,46.0,1.33,40.7,36.92,249.08,144.35,2.43,0.98,2.11,0.75,37.88,0.0,0.69,1.76,0.09,0.06,0.0,0.0,5.29,0.35,0.46,42.9
Luca Ranieri,1999-04-23,Fiorentina,Left,Italy,Center Backs,3071,0.03,0.09,0.12,0.03,0.0,0.0,0.21,0.0,0.03,0.03,0.05,0.08,0.73,2.34,0.32,0.32,0.15,45.5,0.09,0.2,16.2,0.0,0.11,0.0,0.0,45.07,52.75,85.4,849.86,308.39,16.73,17.79,94.1,22.89,24.65,92.9,4.86,8.67,56.1,0.04,0.47,2.46,0.32,0.15,48.91,3.4,2.26,0.0,0.23,0.26,0.23,0.0,0.0,0.0,0.0,0.44,0.41,0.82,0.7,0.0,0.06,0.06,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,1.23,0.7,0.82,0.35,0.06,0.59,0.73,80.0,0.15,1.38,0.94,0.82,2.05,4.51,0.03,62.25,7.94,31.59,28.69,2.37,0.47,62.25,0.56,0.26,47.4,0.26,47.4,36.16,173.73,88.71,0.56,0.06,0.29,0.09,41.15,0.0,0.73,0.67,0.03,0.0,0.03,0.0,2.78,1.41,1.64,46.2
Moise Kean,2000-02-28,Fiorentina,Right,Italy,Forwards,2704,0.63,0.1,0.73,0.6,0.03,0.07,0.2,0.0,0.65,0.6,0.06,0.66,1.4,0.87,4.76,3.43,1.63,47.6,0.17,0.37,15.0,0.0,0.18,-0.01,0.0,7.59,10.85,69.9,115.06,18.37,4.26,5.36,79.5,2.46,3.66,67.3,0.47,0.57,82.4,0.04,0.63,0.5,0.33,0.03,9.82,0.97,0.03,0.03,0.17,0.3,0.1,0.03,0.0,0.0,0.0,0.07,0.5,1.9,0.87,0.03,0.53,0.27,0.17,0.03,0.23,0.07,0.0,0.1,0.07,0.0,0.0,0.23,0.17,0.03,0.07,0.13,0.1,0.13,75.0,0.03,0.4,0.0,0.2,0.43,0.87,0.03,23.3,0.93,1.63,10.18,12.18,4.39,23.23,3.36,1.46,43.6,1.63,48.5,15.11,81.88,35.88,0.93,1.07,3.23,1.76,18.01,0.0,1.36,1.73,1.9,0.0,0.03,0.0,1.73,1.7,1.6,51.5
Robin Gosens,1994-07-05,Fiorentina,Left,Germany,Fullbacks,2521,0.18,0.18,0.36,0.18,0.0,0.0,0.21,0.0,0.06,0.06,0.09,0.15,1.11,3.64,3.25,0.82,0.29,34.8,0.22,0.63,14.1,0.0,0.08,0.11,0.11,36.41,47.62,76.5,613.22,235.34,17.03,20.03,85.0,16.64,21.06,79.0,2.36,4.64,50.8,0.06,0.96,2.53,1.14,0.36,39.48,7.96,0.86,0.04,0.14,2.28,7.1,0.0,0.0,0.0,0.0,0.18,1.04,2.36,1.82,0.21,0.07,0.18,0.04,0.04,0.5,0.29,0.07,0.0,0.14,0.0,0.0,2.0,1.14,1.11,0.61,0.29,0.89,1.57,56.8,0.68,1.21,0.39,0.64,2.64,3.25,0.0,57.33,3.03,18.39,25.06,14.28,2.0,57.33,0.36,0.14,40.0,0.18,50.0,27.88,119.88,58.58,0.75,0.04,1.11,0.18,34.34,0.0,0.86,0.82,0.32,0.0,0.0,0.0,2.46,2.53,1.54,62.3
Pietro Comuzzo,2005-02-20,Fiorentina,,Italy,Center Backs,2200,0.04,0.0,0.04,0.04,0.0,0.0,0.2,0.0,0.02,0.02,0.02,0.05,0.57,3.07,0.49,0.2,0.08,40.0,0.2,0.5,13.0,0.0,0.1,0.02,0.02,44.39,51.79,85.7,906.59,257.11,11.95,13.54,88.2,26.35,28.68,91.9,5.73,8.3,69.0,0.01,0.29,2.82,0.16,0.0,49.95,1.72,1.02,0.0,0.12,0.12,0.7,0.0,0.0,0.0,0.0,0.12,0.41,0.82,0.7,0.0,0.0,0.04,0.0,0.08,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.76,0.86,1.19,0.45,0.12,0.94,1.19,79.3,0.25,1.43,0.9,1.19,2.95,4.62,0.16,62.71,6.95,29.86,30.44,2.58,0.37,62.71,0.08,0.0,0.0,0.08,100.0,36.49,152.51,74.25,0.45,0.04,0.61,0.16,40.17,0.0,1.02,0.49,0.0,0.0,0.0,0.0,3.52,2.58,1.76,59.4
Danilo Cataldi,1994-08-06,Fiorentina,Right,Italy,Midfielders,1728,0.16,0.0,0.16,0.16,0.0,0.0,0.05,0.0,0.06,0.06,0.04,0.1,0.94,4.69,0.83,0.68,0.26,38.5,0.23,0.6,22.8,0.1,0.09,0.1,0.1,44.01,52.08,84.5,740.26,234.74,20.83,22.92,90.9,18.33,20.1,91.2,3.65,6.82,53.4,0.04,0.78,4.32,0.52,0.16,48.8,2.97,2.24,0.1,0.16,1.09,0.26,0.47,0.16,0.1,0.0,0.31,0.57,1.67,1.09,0.31,0.0,0.16,0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,1.3,0.83,0.68,0.52,0.1,0.73,1.41,51.9,0.68,0.89,0.42,1.15,2.45,1.82,0.0,59.74,2.86,14.79,37.5,7.86,0.36,59.74,0.52,0.16,30.0,0.21,40.0,34.22,157.19,61.04,1.15,0.05,0.68,0.36,39.79,0.0,0.78,1.15,0.0,0.0,0.0,0.0,5.94,0.31,0.26,54.5
Rolando Mandragora,1997-06-29,Fiorentina,Left,Italy,Midfielders,1931,0.19,0.14,0.33,0.14,0.05,0.05,0.33,0.0,0.13,0.09,0.22,0.31,0.51,4.29,1.58,1.72,0.65,37.8,0.08,0.21,24.6,0.28,0.05,0.06,0.05,33.74,43.39,77.8,625.39,193.56,13.19,15.05,87.6,16.27,19.16,84.9,3.87,7.22,53.5,0.13,1.44,3.22,0.75,0.33,37.94,5.08,3.03,0.19,0.28,1.86,0.33,1.44,0.56,0.37,0.0,0.37,0.79,2.61,1.63,0.51,0.05,0.14,0.14,0.14,0.23,0.14,0.09,0.0,0.0,0.0,0.0,1.07,0.61,0.42,0.56,0.09,0.65,1.44,45.2,0.79,1.03,0.33,0.79,1.86,2.52,0.05,52.15,2.94,11.61,29.69,11.47,1.12,52.11,0.65,0.33,50.0,0.28,42.9,27.03,100.67,44.93,0.75,0.0,0.51,0.19,34.12,0.0,0.98,1.82,0.09,0.0,0.0,0.0,2.84,0.65,0.75,46.7
Lucas Beltrán,2001-03-29,Fiorentina,,Argentina,Att Mid / Wingers,1953,0.23,0.18,0.41,0.14,0.09,0.14,0.28,0.0,0.25,0.14,0.14,0.28,1.06,2.95,4.33,1.2,0.28,23.1,0.12,0.5,15.9,0.0,0.12,-0.02,0.0,21.15,27.24,77.7,319.54,65.48,11.29,13.55,83.3,7.42,9.08,81.7,1.2,2.03,59.1,0.09,1.34,1.75,0.78,0.14,25.62,1.43,0.09,0.18,0.23,0.32,0.28,0.0,0.0,0.0,0.0,0.18,0.46,2.9,2.53,0.05,0.05,0.09,0.09,0.09,0.41,0.37,0.0,0.0,0.0,0.05,0.0,1.06,0.46,0.46,0.32,0.28,0.32,0.97,33.3,0.65,0.69,0.09,0.23,1.29,0.65,0.0,36.45,0.69,4.19,19.49,13.13,2.35,36.31,1.38,0.69,50.0,0.65,46.7,21.57,106.91,39.31,0.83,0.32,1.89,1.89,27.28,0.0,1.47,2.26,0.18,0.05,0.0,0.0,2.72,1.47,2.44,37.6
Andrea Colpani,1999-05-11,Fiorentina,Left,Italy,Att Mid / Wingers,1450,0.12,0.06,0.19,0.12,0.0,0.0,0.06,0.0,0.17,0.17,0.08,0.24,2.3,3.54,8.01,2.23,0.74,33.3,0.06,0.17,18.5,0.12,0.07,-0.04,-0.04,23.34,28.92,80.7,366.64,74.86,13.28,14.28,93.0,7.88,9.87,79.9,1.61,3.35,48.1,0.08,1.06,1.18,0.93,0.06,26.63,2.11,0.43,0.12,0.37,2.05,0.31,1.37,0.74,0.06,0.0,0.19,0.43,2.67,2.11,0.25,0.0,0.25,0.06,0.0,0.31,0.19,0.0,0.0,0.12,0.0,0.0,0.93,0.56,0.31,0.43,0.19,0.25,0.74,33.3,0.5,0.43,0.0,0.56,1.49,0.62,0.0,37.8,0.56,3.85,15.58,18.56,3.04,37.8,1.68,0.74,44.4,0.81,48.1,24.52,149.77,67.9,2.17,0.81,1.61,1.37,27.87,0.0,1.37,1.49,0.06,0.0,0.0,0.0,2.86,0.62,0.93,40.0
Albert Guðmundsson,1997-06-15,Fiorentina,Right,Iceland,Forwards,1273,0.42,0.07,0.49,0.28,0.14,0.14,0.14,0.0,0.32,0.21,0.13,0.34,2.47,2.62,4.17,1.77,0.92,52.0,0.16,0.31,20.8,0.14,0.12,0.11,0.08,29.34,35.35,83.0,418.61,82.29,15.98,17.18,93.0,10.39,12.37,84.0,0.99,2.26,43.8,0.07,1.06,2.4,0.14,0.0,32.45,2.83,0.57,0.07,0.07,1.7,0.35,0.49,0.42,0.0,0.0,0.07,0.99,2.76,1.84,0.14,0.14,0.35,0.28,0.0,0.35,0.21,0.0,0.0,0.0,0.14,0.0,0.64,0.35,0.14,0.28,0.21,0.49,1.2,41.2,0.71,0.35,0.0,0.42,1.06,0.64,0.07,44.12,0.64,5.59,23.47,15.55,2.26,43.97,1.91,1.06,55.6,0.42,22.2,28.42,178.09,77.06,1.91,0.78,2.05,0.99,32.95,0.0,0.92,1.27,0.21,0.07,0.0,0.0,3.75,0.28,0.85,25.0
Yacine Adli,2000-07-29,Fiorentina,Right,France,Midfielders,1234,0.29,0.44,0.73,0.29,0.0,0.0,0.22,0.07,0.07,0.07,0.18,0.25,1.75,7.51,2.19,1.02,0.36,35.7,0.29,0.8,21.3,0.15,0.07,0.22,0.22,52.37,64.91,80.7,1024.72,335.64,21.81,24.21,90.1,21.22,24.14,87.9,8.46,14.08,60.1,0.16,1.68,6.13,1.17,0.29,57.98,6.56,3.21,0.22,1.02,4.59,0.44,2.84,1.24,1.39,0.0,0.36,0.88,3.65,2.55,0.73,0.15,0.15,0.07,0.0,0.73,0.44,0.15,0.07,0.07,0.0,0.0,2.33,1.39,0.8,1.17,0.36,1.24,2.84,43.6,1.6,0.95,0.07,0.44,2.77,1.39,0.0,74.47,2.26,12.91,44.27,18.09,0.8,74.47,2.33,0.88,37.5,1.17,50.0,45.07,263.51,122.53,2.04,0.22,1.39,0.58,50.32,0.07,0.66,1.46,0.0,0.0,0.0,0.0,5.62,0.36,1.17,23.8
Marin Pongračić,1997-09-11,Fiorentina,Right,Croatia,Center Backs,1367,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.01,0.01,0.01,0.03,0.46,2.24,0.33,0.13,0.07,50.0,0.0,0.0,17.7,0.0,0.09,-0.01,-0.01,45.49,51.02,89.2,921.66,308.91,12.51,13.63,91.8,26.66,28.31,94.2,5.6,7.7,72.6,0.02,0.33,2.83,0.2,0.0,47.21,3.82,3.23,0.07,0.33,0.07,0.4,0.07,0.0,0.0,0.0,0.0,0.26,0.79,0.66,0.13,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.19,0.86,0.86,0.26,0.07,0.46,0.72,63.6,0.26,0.92,0.4,0.79,1.98,4.54,0.13,60.7,8.95,32.52,26.27,2.77,0.4,60.7,0.92,0.59,64.3,0.26,28.6,36.87,233.33,96.45,0.86,0.07,0.66,0.46,38.52,0.07,1.71,0.46,0.0,0.0,0.0,0.07,4.81,1.65,0.72,69.4
Pablo Marí,1993-08-31,Fiorentina,Left,Spain,Center Backs,2726,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03,0.01,0.01,0.0,0.01,0.23,2.81,0.03,0.23,0.03,14.3,0.0,0.0,18.1,0.0,0.04,-0.01,-0.01,51.57,57.15,90.2,972.24,351.61,17.14,17.99,95.2,29.25,30.57,95.7,4.66,7.43,62.7,0.01,0.1,2.67,0.0,0.0,53.29,3.63,1.78,0.0,0.17,0.03,0.13,0.0,0.0,0.0,0.0,0.23,0.13,0.86,0.79,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,1.32,0.79,0.83,0.5,0.0,0.56,1.06,53.1,0.5,1.42,1.16,2.05,3.37,5.91,0.07,68.67,11.95,39.62,28.16,1.09,0.33,68.67,0.23,0.2,85.7,0.03,14.3,38.76,162.63,75.8,0.26,0.0,0.13,0.23,43.84,0.03,1.35,0.33,0.0,0.0,0.03,0.0,3.24,2.34,1.09,68.3
Fabiano Parisi,2000-11-09,Fiorentina,Left,Italy,Fullbacks,1124,0.16,0.0,0.16,0.16,0.0,0.0,0.24,0.0,0.04,0.04,0.06,0.1,2.0,3.2,2.8,0.72,0.4,55.6,0.22,0.4,19.7,0.0,0.05,0.12,0.12,30.67,38.11,80.5,487.79,151.17,15.77,17.7,89.1,12.01,14.73,81.5,1.84,3.12,59.0,0.07,0.32,2.16,0.72,0.24,33.23,4.8,0.48,0.08,0.08,1.12,4.32,0.0,0.0,0.0,0.0,0.08,1.04,1.12,0.64,0.08,0.24,0.0,0.16,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,2.16,1.36,0.88,0.96,0.32,0.96,1.68,57.1,0.72,1.12,0.16,1.36,3.52,1.36,0.0,48.6,1.52,15.85,21.06,12.73,1.28,48.6,2.08,0.8,38.5,0.88,42.3,27.3,169.19,90.32,1.36,0.8,1.44,1.28,27.22,0.0,1.36,2.24,0.0,0.0,0.0,0.0,5.12,1.04,1.36,43.3
Amir Richardson,2002-01-24,Fiorentina,Left,Morocco,Midfielders,1099,0.08,0.08,0.16,0.08,0.0,0.0,0.49,0.0,0.07,0.07,0.05,0.12,1.56,3.85,2.54,0.9,0.41,45.5,0.09,0.2,20.6,0.0,0.08,0.01,0.01,44.14,50.36,87.6,693.88,159.04,21.37,22.77,93.9,19.08,21.54,88.6,2.29,3.28,70.0,0.06,0.66,3.77,0.49,0.08,49.22,1.06,0.9,0.08,0.16,0.41,0.16,0.0,0.0,0.0,0.0,0.08,0.66,1.56,1.39,0.0,0.08,0.0,0.08,0.0,0.33,0.25,0.0,0.0,0.0,0.08,0.0,2.46,1.06,1.06,1.23,0.16,0.74,1.72,42.9,0.98,1.15,0.08,0.49,2.95,2.37,0.08,61.26,2.87,12.45,35.95,13.1,1.47,61.26,1.56,0.9,57.9,0.49,31.6,36.93,190.07,84.6,1.64,0.16,1.56,0.82,42.91,0.0,2.54,1.56,0.08,0.0,0.0,0.0,4.18,1.56,1.31,54.3
Riccardo Sottil,1999-06-03,Milan,Right,Italy,Att Mid / Wingers,956,0.09,0.09,0.19,0.09,0.0,0.0,0.09,0.0,0.09,0.09,0.11,0.21,7.72,1.98,10.73,2.26,0.56,25.0,0.04,0.17,18.9,0.09,0.04,0.0,0.0,22.31,31.35,71.2,343.53,59.03,12.43,14.87,83.5,8.85,12.05,73.4,0.85,2.73,31.0,0.13,1.41,0.66,1.41,0.56,29.65,1.51,0.38,0.09,0.09,4.71,0.47,0.66,0.28,0.0,0.0,0.19,0.75,3.77,2.54,0.0,0.56,0.28,0.38,0.0,0.38,0.28,0.0,0.0,0.0,0.09,0.0,0.56,0.47,0.38,0.09,0.09,0.28,0.38,75.0,0.09,0.09,0.0,0.38,0.94,0.28,0.0,39.45,0.28,4.24,12.99,23.54,4.42,39.45,2.92,1.13,38.7,1.04,35.5,30.03,308.13,196.0,3.39,2.82,2.26,0.85,31.07,0.0,0.75,3.39,0.09,0.09,0.0,0.0,4.61,0.47,0.85,35.7
Christian Kouamé,1997-12-06,Empoli,Right,Côte d'Ivoire,Forwards,1129,0.08,0.08,0.16,0.08,0.0,0.0,0.08,0.0,0.3,0.3,0.18,0.47,0.96,2.31,6.78,2.15,0.48,22.2,0.04,0.17,14.3,0.0,0.14,-0.22,-0.22,18.33,27.9,65.7,262.59,55.0,10.04,14.11,71.2,5.42,8.53,63.6,1.43,1.91,75.0,0.1,1.36,1.51,0.96,0.16,26.63,1.04,0.08,0.08,0.16,0.64,0.8,0.0,0.0,0.0,0.0,0.24,0.48,3.59,2.63,0.0,0.4,0.24,0.24,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.96,0.32,0.56,0.56,0.16,0.56,28.6,0.4,0.56,0.24,0.16,1.59,1.12,0.0,40.1,1.28,3.03,18.41,18.89,4.54,40.1,2.63,0.96,36.4,1.43,54.5,21.12,102.12,42.49,0.8,0.32,2.39,1.59,29.97,0.0,1.59,2.31,0.32,0.0,0.0,0.0,3.03,6.14,3.43,64.2
Cristiano Biraghi,1992-09-01,Torino,Left,Italy,Fullbacks,1591,0.06,0.0,0.06,0.06,0.0,0.0,0.06,0.0,0.03,0.03,0.17,0.2,1.53,2.89,3.73,0.85,0.17,20.0,0.07,0.33,26.0,0.34,0.04,0.02,0.02,43.67,58.04,75.2,786.81,310.39,19.46,21.67,89.8,18.5,22.46,82.4,4.92,10.92,45.1,0.15,1.75,3.45,1.24,0.79,44.24,13.46,3.73,0.0,0.45,7.75,6.11,3.51,1.7,1.3,0.06,0.34,1.24,2.77,1.47,1.07,0.0,0.11,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.79,0.57,0.34,0.23,0.74,1.41,52.0,0.68,0.96,0.23,0.68,1.81,3.11,0.0,66.02,4.3,19.23,29.13,18.05,0.74,66.02,0.45,0.06,12.5,0.34,75.0,32.13,140.52,69.24,1.13,0.11,0.79,0.11,39.09,0.0,0.74,1.07,0.11,0.0,0.0,0.06,2.77,0.57,0.79,41.7
