Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Bruma,1994-10-24,PrimeiraLiga,Benfica,Right,Portugal,Att Mid / Wingers,1695,0.42,0.37,0.8,0.27,0.16,0.21,0.05,0.0,0.58,0.41,0.37,0.78,3.61,5.36,9.35,3.03,0.85,28.1,0.09,0.31,18.8,0.11,0.14,-0.15,-0.15,33.13,41.84,79.2,477.5,121.33,19.22,21.98,87.4,10.41,12.64,82.4,1.96,3.45,56.9,0.29,1.38,2.97,1.81,0.0,38.92,2.55,0.48,0.69,0.21,1.06,1.33,0.58,0.16,0.05,0.0,0.37,1.12,4.09,2.65,0.11,0.58,0.53,0.21,0.0,0.64,0.48,0.0,0.11,0.0,0.05,0.0,0.8,0.53,0.16,0.37,0.27,0.48,1.01,47.4,0.53,0.21,0.0,0.16,0.96,0.11,0.0,52.83,0.11,3.24,19.86,30.9,5.15,52.62,4.99,3.03,60.6,1.91,38.3,35.42,208.14,109.17,2.39,1.43,2.39,1.22,40.78,0.0,0.74,1.17,0.69,0.05,0.0,0.0,4.41,0.27,0.48,35.7
Moura,1999-08-16,PrimeiraLiga,Porto,Left,Portugal,Fullbacks,2570,0.11,0.35,0.46,0.11,0.0,0.0,0.07,0.0,0.01,0.01,0.18,0.19,2.14,3.89,6.79,0.28,0.18,62.5,0.38,0.6,12.6,0.0,0.05,0.09,0.09,43.32,54.28,79.8,696.47,263.1,21.92,24.16,90.7,17.65,21.85,80.8,2.59,4.83,53.6,0.14,1.51,2.45,1.23,0.67,43.77,10.33,1.02,0.04,0.11,3.19,9.25,0.07,0.07,0.0,0.0,0.18,1.65,2.91,2.45,0.28,0.07,0.0,0.0,0.11,0.35,0.35,0.0,0.0,0.0,0.0,0.0,1.61,0.88,0.67,0.67,0.28,0.91,1.51,60.5,0.6,1.47,0.21,0.67,2.28,1.72,0.0,63.07,2.17,15.62,27.81,20.24,2.24,63.07,1.4,0.56,40.0,0.81,57.5,29.63,154.54,80.54,1.44,0.18,1.05,0.6,36.88,0.0,0.98,0.56,0.18,0.0,0.0,0.0,3.68,0.98,0.98,50.0
Alan Varela,2001-07-04,PrimeiraLiga,Porto,Right,Argentina,Midfielders,2198,0.0,0.08,0.08,0.0,0.0,0.0,0.33,0.0,0.03,0.03,0.05,0.08,0.7,6.88,0.82,0.61,0.2,33.3,0.0,0.0,25.9,0.08,0.05,-0.03,-0.03,55.28,63.92,86.5,933.08,248.54,25.8,27.64,93.3,24.81,27.11,91.5,3.85,6.96,55.3,0.12,1.19,6.43,0.94,0.16,58.96,4.79,2.66,0.33,0.29,2.66,0.04,2.01,0.7,0.98,0.0,0.16,0.86,2.62,1.92,0.49,0.0,0.12,0.04,0.04,0.41,0.25,0.08,0.0,0.04,0.04,0.0,1.64,0.82,0.45,1.02,0.16,0.9,1.72,52.4,0.82,0.86,0.16,0.9,2.54,1.39,0.0,71.74,1.8,11.47,45.49,15.31,0.25,71.74,0.9,0.41,45.5,0.45,50.0,36.73,152.85,71.9,1.19,0.0,0.61,0.49,50.0,0.0,1.27,1.06,0.0,0.0,0.04,0.0,4.42,1.02,0.78,56.8
Pepê,1997-02-24,PrimeiraLiga,Porto,Right,Brazil,Att Mid / Wingers,1991,0.14,0.09,0.23,0.14,0.0,0.0,0.18,0.0,0.22,0.22,0.13,0.35,1.9,4.16,7.87,1.36,0.63,46.7,0.1,0.21,15.7,0.0,0.16,-0.08,-0.08,30.02,39.28,76.4,485.26,109.44,15.46,18.49,83.6,11.03,13.24,83.3,2.35,4.25,55.3,0.14,1.4,1.76,1.31,0.32,34.94,4.25,0.68,0.54,0.23,2.85,1.72,1.72,1.04,0.32,0.0,0.09,1.76,2.71,2.08,0.32,0.09,0.14,0.09,0.0,0.36,0.32,0.0,0.0,0.05,0.0,0.0,1.08,0.63,0.18,0.32,0.59,0.36,1.18,30.8,0.81,0.81,0.0,0.5,1.58,0.23,0.0,49.59,0.32,4.48,20.93,24.91,3.57,49.59,2.44,0.86,35.2,1.36,55.6,27.3,159.12,65.64,1.72,0.54,2.35,1.31,35.62,0.0,1.22,1.49,0.32,0.05,0.05,0.0,4.16,0.59,0.86,40.6
Nehuén Pérez,2000-06-24,PrimeiraLiga,Porto,Right,Argentina,Center Backs,2069,0.04,0.09,0.13,0.04,0.0,0.0,0.48,0.04,0.06,0.06,0.03,0.08,0.78,5.65,0.44,0.57,0.22,38.5,0.08,0.2,11.9,0.0,0.1,-0.02,-0.02,69.25,76.25,90.8,1372.45,415.85,20.14,21.71,92.8,42.28,44.54,94.9,6.35,9.0,70.5,0.04,0.3,5.26,0.26,0.17,74.04,2.18,1.57,0.04,0.87,0.48,0.3,0.0,0.0,0.0,0.0,0.04,0.3,1.17,1.0,0.0,0.0,0.13,0.0,0.04,0.13,0.09,0.0,0.0,0.04,0.0,0.0,1.17,0.7,0.65,0.48,0.04,0.61,0.83,73.7,0.22,0.78,0.39,1.04,2.22,2.78,0.09,83.39,6.61,33.89,46.41,3.48,0.96,83.39,0.22,0.13,60.0,0.09,40.0,54.72,291.84,164.6,0.48,0.0,0.44,0.04,64.29,0.04,1.61,0.3,0.04,0.0,0.04,0.04,3.7,2.74,1.7,61.8
Stephen Eustáquio,1996-12-21,PrimeiraLiga,Porto,Right,Canada,Midfielders,1918,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.05,0.05,0.08,0.12,0.52,6.99,1.92,0.75,0.28,37.5,0.0,0.0,14.8,0.0,0.06,-0.05,-0.05,58.0,66.26,87.5,1080.52,293.74,21.59,24.21,89.1,28.67,30.69,93.4,6.38,8.96,71.2,0.12,0.94,5.26,0.66,0.09,62.5,3.75,2.06,0.14,0.42,1.45,0.42,1.03,0.28,0.23,0.05,0.0,0.56,2.58,2.02,0.33,0.05,0.19,0.0,0.0,0.33,0.19,0.05,0.0,0.09,0.0,0.0,2.49,1.31,0.61,1.27,0.61,0.89,1.83,48.7,0.94,1.27,0.14,1.08,3.57,1.83,0.05,76.06,2.44,15.77,47.06,13.84,1.45,76.06,0.33,0.14,42.9,0.19,57.1,40.4,178.12,77.57,0.66,0.05,0.94,0.52,55.09,0.0,1.69,1.03,0.09,0.0,0.0,0.0,4.27,1.13,1.88,37.5
Fabio Vieira,2000-05-30,PrimeiraLiga,Porto,Left,Portugal,Att Mid / Wingers,1795,0.2,0.2,0.4,0.2,0.0,0.0,0.35,0.0,0.15,0.14,0.21,0.35,1.35,6.22,6.07,2.31,0.75,32.6,0.09,0.27,21.3,0.3,0.06,0.05,0.06,38.71,48.89,79.2,698.04,195.59,18.0,19.86,90.7,15.04,17.85,84.3,5.01,9.33,53.8,0.25,2.06,4.16,2.06,0.75,43.82,5.01,2.41,0.3,0.25,5.42,0.25,2.26,1.4,0.55,0.0,0.05,0.9,4.86,2.86,1.05,0.05,0.35,0.45,0.1,0.6,0.4,0.1,0.0,0.05,0.05,0.0,1.81,1.15,0.55,0.9,0.35,0.85,1.35,63.0,0.5,0.7,0.15,0.55,2.36,0.6,0.0,58.66,0.95,6.37,28.38,24.67,2.71,58.66,1.91,0.65,34.2,1.2,63.2,33.29,166.91,67.14,1.25,0.4,1.1,0.6,40.86,0.0,1.86,2.06,0.1,0.0,0.05,0.0,4.66,0.45,0.5,47.4
João Mário Lopes,2000-01-03,PrimeiraLiga,Porto,Right,Portugal,Fullbacks,1767,0.0,0.15,0.15,0.0,0.0,0.0,0.25,0.0,0.04,0.04,0.22,0.26,3.97,6.06,9.27,0.81,0.15,18.8,0.0,0.0,18.9,0.0,0.05,-0.04,-0.04,43.6,54.55,79.9,717.96,227.01,22.0,24.35,90.4,17.62,21.6,81.6,3.31,6.06,54.6,0.28,1.63,3.46,2.7,1.02,46.71,7.69,0.61,0.66,0.1,3.97,7.08,0.0,0.0,0.0,0.0,0.15,1.38,3.21,2.75,0.0,0.31,0.05,0.1,0.0,0.25,0.15,0.0,0.1,0.0,0.0,0.0,1.38,0.87,0.66,0.46,0.25,0.87,1.94,44.7,1.07,0.76,0.1,0.56,1.94,0.92,0.1,63.67,1.27,10.9,27.3,26.23,2.19,63.67,3.41,1.53,44.8,1.78,52.2,35.55,226.86,134.06,2.8,0.66,1.32,0.71,43.34,0.0,1.48,1.38,0.05,0.0,0.0,0.0,3.97,0.46,0.76,37.5
Otavio Ataide,2002-04-21,PrimeiraLiga,Porto,Left,Brazil,Center Backs,1632,0.11,0.0,0.11,0.11,0.0,0.0,0.33,0.0,0.08,0.08,0.01,0.09,1.1,6.67,0.88,0.94,0.28,29.4,0.12,0.4,18.4,0.0,0.09,0.03,0.03,68.27,77.59,88.0,1280.35,395.85,25.64,27.79,92.3,34.85,37.61,92.7,6.78,10.15,66.8,0.03,0.33,6.78,0.28,0.06,74.23,3.25,2.26,0.0,0.11,0.28,0.5,0.0,0.0,0.0,0.0,0.11,0.94,1.38,1.1,0.06,0.0,0.22,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.38,0.83,0.88,0.5,0.0,1.05,1.65,63.3,0.61,0.99,0.5,1.38,2.76,3.09,0.17,87.79,5.02,30.83,49.58,7.78,1.05,87.79,0.83,0.28,33.3,0.44,53.3,53.99,267.68,166.38,0.61,0.06,0.66,0.11,65.68,0.0,1.16,1.65,0.0,0.0,0.11,0.0,4.03,1.49,1.32,52.9
Galeno,1997-10-22,PrimeiraLiga,Al-Ahli,Right,Brazil,Att Mid / Wingers,1445,0.5,0.0,0.5,0.25,0.25,0.37,0.25,0.0,0.57,0.26,0.14,0.4,3.49,3.61,10.9,2.68,1.25,46.5,0.09,0.2,21.7,0.0,0.1,-0.07,-0.01,35.25,46.03,76.6,591.01,160.26,18.75,21.3,88.0,13.27,16.75,79.2,2.99,5.48,54.5,0.14,1.43,1.49,1.49,0.19,39.11,6.54,0.62,0.19,0.31,1.49,5.48,0.44,0.0,0.0,0.0,0.37,1.43,3.74,2.37,0.25,0.25,0.25,0.5,0.12,0.37,0.19,0.0,0.0,0.0,0.19,0.0,1.06,0.75,0.56,0.12,0.37,0.5,1.0,50.0,0.5,0.81,0.31,0.93,1.99,1.37,0.0,58.55,1.43,9.34,20.55,29.65,3.86,58.17,2.18,0.87,40.0,1.0,45.7,33.57,202.48,116.72,2.55,1.06,2.12,0.93,38.93,0.0,1.31,1.93,0.06,0.19,0.0,0.0,4.55,0.62,1.25,33.3
Nicolás González,2002-01-03,PrimeiraLiga,Manchester City,Right,Spain,Midfielders,1441,0.31,0.19,0.5,0.31,0.0,0.0,0.37,0.06,0.27,0.27,0.04,0.31,1.37,7.12,2.62,1.69,0.56,33.3,0.19,0.56,16.5,0.0,0.16,0.04,0.04,51.71,57.9,89.3,860.65,249.39,25.17,27.17,92.6,20.86,23.17,90.0,4.31,5.37,80.2,0.07,0.87,6.75,0.94,0.0,55.34,2.44,1.62,0.25,0.19,0.44,0.62,0.0,0.0,0.0,0.0,0.12,0.31,2.81,2.31,0.0,0.12,0.19,0.12,0.06,0.87,0.56,0.0,0.06,0.06,0.12,0.06,2.12,1.19,0.56,1.12,0.44,1.06,1.56,68.0,0.5,0.62,0.12,0.37,2.5,0.69,0.0,66.33,1.0,7.68,41.85,17.43,1.94,66.33,1.06,0.75,70.6,0.19,17.6,38.41,188.93,89.5,1.56,0.12,1.0,1.0,49.22,0.0,2.25,1.0,0.0,0.06,0.0,0.0,4.56,1.81,2.25,44.6
Danny Loader,2000-08-28,PrimeiraLiga,Porto,Right,Cameroon,Att Mid / Wingers,1071,0.25,0.08,0.34,0.17,0.08,0.08,0.25,0.0,0.35,0.29,0.07,0.34,1.51,2.61,5.97,2.44,1.01,41.4,0.07,0.17,14.7,0.0,0.12,-0.1,-0.12,20.0,24.79,80.7,277.48,57.31,12.44,14.45,86.0,5.29,6.47,81.8,1.18,1.6,73.7,0.06,1.01,1.26,0.76,0.17,23.87,0.84,0.17,0.08,0.08,0.67,0.34,0.08,0.0,0.0,0.0,0.08,0.59,2.27,1.85,0.0,0.17,0.17,0.08,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.76,0.5,0.08,0.34,0.34,0.34,1.09,30.8,0.76,0.76,0.08,0.5,1.26,0.67,0.0,37.82,0.92,3.11,15.21,20.5,5.38,37.73,3.28,1.18,35.9,2.02,61.5,22.35,124.2,38.24,1.01,1.18,2.52,2.77,27.56,0.0,1.85,1.76,0.34,0.0,0.0,0.0,3.53,2.44,1.76,58.0
Iván Marcano,1987-06-23,PrimeiraLiga,Porto,Left,Spain,Center Backs,941,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.06,0.06,0.05,0.11,0.86,4.59,0.48,0.67,0.1,14.3,0.14,1.0,11.5,0.0,0.09,0.04,0.04,65.71,74.22,88.5,1309.73,423.99,21.52,23.05,93.4,36.44,38.45,94.8,7.36,11.09,66.4,0.03,0.38,4.78,0.1,0.1,71.25,2.96,1.91,0.1,1.15,0.96,0.57,0.0,0.0,0.0,0.0,0.0,0.48,0.77,0.57,0.19,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.24,0.67,0.67,0.48,0.1,0.67,0.86,77.8,0.19,0.67,0.38,1.15,2.39,3.92,0.0,83.21,6.6,32.9,44.86,5.64,0.96,83.21,0.19,0.19,100.0,0.0,0.0,48.11,203.53,104.82,0.1,0.0,0.57,0.0,63.22,0.0,0.96,0.38,0.0,0.0,0.1,0.0,3.54,2.68,1.24,68.3
Gonçalo Borges,2001-03-29,PrimeiraLiga,Porto,Right,Portugal,Att Mid / Wingers,761,0.24,0.35,0.59,0.24,0.0,0.0,0.71,0.12,0.15,0.15,0.25,0.4,5.44,1.89,14.43,2.96,0.71,24.0,0.08,0.33,19.0,0.12,0.05,0.08,0.08,23.06,31.7,72.8,334.81,68.24,13.6,14.78,92.0,7.57,11.12,68.1,1.18,3.55,33.3,0.2,1.54,0.83,1.54,0.83,30.04,1.66,0.12,0.12,0.12,7.33,1.54,0.0,0.0,0.0,0.0,0.0,1.42,3.43,2.6,0.12,0.0,0.47,0.24,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,1.18,0.71,0.0,0.59,0.59,0.47,0.95,50.0,0.47,0.71,0.0,0.24,1.42,0.0,0.0,45.89,0.0,2.25,12.54,32.05,4.85,45.89,5.09,1.77,34.9,2.72,53.5,30.99,239.61,113.77,2.01,1.54,3.07,2.84,36.07,0.0,1.77,2.01,0.24,0.0,0.0,0.0,3.07,0.12,0.83,12.5
Ricardo Horta,1994-09-15,PrimeiraLiga,Braga,Right,Portugal,Att Mid / Wingers,2837,0.32,0.16,0.48,0.32,0.0,0.0,0.06,0.0,0.25,0.25,0.17,0.42,0.89,3.87,5.27,1.65,0.67,40.4,0.19,0.48,15.6,0.03,0.15,0.07,0.07,29.98,37.53,79.9,472.9,119.44,16.4,18.3,89.6,10.09,11.93,84.6,2.54,4.82,52.6,0.14,1.87,2.89,1.02,0.16,32.14,5.01,1.3,0.13,0.13,3.49,0.95,1.84,0.79,0.73,0.03,0.38,0.67,3.39,1.97,0.92,0.06,0.22,0.22,0.0,0.38,0.22,0.06,0.0,0.03,0.06,0.0,1.3,0.79,0.32,0.63,0.35,0.41,1.36,30.2,0.95,0.7,0.1,0.25,1.55,0.73,0.0,45.33,0.86,4.6,20.49,20.43,3.27,45.33,1.05,0.41,39.4,0.44,42.4,22.43,82.58,32.42,0.63,0.29,1.14,0.63,30.49,0.0,0.79,1.05,0.13,0.03,0.0,0.0,2.6,0.13,0.73,14.8
Sikou Niakaté,1999-07-10,PrimeiraLiga,Braga,Right,Mali,Center Backs,1961,0.05,0.05,0.09,0.05,0.0,0.0,0.18,0.0,0.05,0.05,0.04,0.09,0.5,4.68,0.23,0.6,0.18,30.8,0.08,0.25,9.9,0.0,0.09,0.0,0.0,58.47,66.73,87.6,1131.63,411.54,18.04,19.18,94.0,34.05,36.17,94.2,5.42,9.68,55.9,0.03,0.28,5.05,0.14,0.05,64.62,1.93,1.74,0.09,0.09,0.23,0.09,0.0,0.0,0.0,0.0,0.18,0.32,1.01,0.83,0.0,0.0,0.18,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.83,0.46,0.37,0.46,0.0,0.37,0.64,57.1,0.28,0.73,0.46,1.61,2.43,4.54,0.14,76.92,6.56,33.64,41.26,2.66,1.06,76.92,0.32,0.23,71.4,0.09,28.6,48.28,211.67,118.04,0.6,0.0,0.64,0.09,54.34,0.0,1.1,0.73,0.0,0.0,0.0,0.0,4.27,2.94,1.42,67.4
Victor Gomez,2000-04-01,PrimeiraLiga,Braga,Right,Spain,Fullbacks,1908,0.0,0.09,0.09,0.0,0.0,0.0,0.05,0.0,0.04,0.04,0.09,0.13,1.79,6.23,7.55,0.66,0.14,21.4,0.0,0.0,17.5,0.0,0.07,-0.04,-0.04,49.39,63.07,78.3,930.0,320.24,18.82,21.27,88.5,24.76,29.01,85.4,5.24,10.14,51.6,0.07,1.08,4.86,1.65,0.57,51.6,11.23,1.56,0.09,0.24,4.01,9.58,0.09,0.0,0.09,0.0,0.24,1.56,2.5,2.03,0.05,0.05,0.14,0.14,0.09,0.42,0.38,0.0,0.0,0.0,0.05,0.0,1.98,1.27,0.94,0.8,0.24,1.18,2.03,58.1,0.85,0.94,0.14,1.37,3.35,3.4,0.0,72.92,2.45,19.39,33.11,20.85,1.04,72.92,0.57,0.19,33.3,0.24,41.7,34.81,151.51,77.97,1.51,0.09,0.61,0.09,44.15,0.0,0.71,1.08,0.0,0.0,0.0,0.0,4.25,0.85,0.94,47.4
Roger Fernandes,2005-11-21,PrimeiraLiga,Braga,Left,Guinea-Bissau,Att Mid / Wingers,1739,0.16,0.16,0.31,0.16,0.0,0.0,0.1,0.0,0.17,0.17,0.19,0.35,4.71,2.9,9.94,2.59,1.24,48.0,0.06,0.13,19.6,0.0,0.07,-0.02,-0.02,29.24,41.2,71.0,497.3,115.36,14.75,17.39,84.8,10.87,14.85,73.2,3.05,6.62,46.1,0.21,1.71,1.5,1.29,0.36,36.8,4.24,0.98,0.05,0.47,6.52,1.19,2.07,1.5,0.1,0.05,0.16,1.24,4.04,2.17,0.78,0.36,0.41,0.26,0.05,0.41,0.26,0.05,0.0,0.05,0.0,0.05,2.12,1.04,0.98,0.78,0.36,0.98,1.66,59.4,0.67,1.04,0.0,1.04,3.16,1.04,0.05,54.65,0.67,6.21,20.13,29.97,4.14,54.65,3.73,1.86,50.0,1.6,43.1,34.93,245.99,134.25,2.54,2.02,2.33,1.24,35.92,0.0,1.29,2.02,0.16,0.0,0.0,0.0,5.64,0.72,1.6,31.1
Paulo Oliveira,1992-01-08,PrimeiraLiga,Braga,Right,Portugal,Center Backs,1710,0.05,0.0,0.05,0.05,0.0,0.0,0.26,0.0,0.11,0.11,0.0,0.11,0.11,2.68,0.05,0.74,0.26,35.7,0.07,0.2,11.9,0.0,0.15,-0.06,-0.06,51.63,60.47,85.4,1060.58,356.89,13.11,14.0,93.6,33.21,36.0,92.3,5.21,9.53,54.7,0.02,0.05,3.0,0.0,0.0,58.79,1.63,1.58,0.0,0.21,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.42,0.68,0.53,0.05,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.21,0.63,0.79,0.42,0.0,0.42,0.68,61.5,0.26,1.11,0.68,1.37,2.58,6.74,0.05,72.68,6.89,34.58,36.95,1.32,0.89,72.68,0.05,0.05,100.0,0.0,0.0,42.68,176.74,84.47,0.11,0.0,0.37,0.05,49.37,0.0,1.21,0.37,0.0,0.0,0.05,0.0,3.53,2.42,1.74,58.2
João Moutinho,1986-09-08,PrimeiraLiga,Braga,Right,Portugal,Midfielders,1666,0.05,0.11,0.16,0.05,0.0,0.0,0.43,0.11,0.03,0.03,0.06,0.1,1.08,8.48,1.13,0.65,0.05,8.3,0.08,1.0,18.2,0.05,0.05,0.02,0.02,58.07,66.72,87.0,1067.68,308.63,22.74,24.47,92.9,27.98,30.31,92.3,6.21,9.72,63.9,0.09,0.97,7.51,0.81,0.11,62.45,4.21,2.65,0.11,0.27,1.51,0.43,1.08,0.38,0.38,0.05,0.05,0.65,2.43,2.05,0.27,0.0,0.05,0.05,0.0,0.27,0.16,0.05,0.0,0.05,0.0,0.0,2.49,1.35,0.97,1.3,0.22,1.19,2.49,47.8,1.3,1.24,0.27,1.24,3.73,1.19,0.0,74.6,1.73,11.51,51.32,12.21,0.81,74.6,0.7,0.49,69.2,0.22,30.8,40.35,174.6,89.08,0.54,0.0,0.38,0.27,51.0,0.11,2.27,0.86,0.0,0.0,0.0,0.0,5.46,1.19,1.13,51.2
Vitor Carvalho,1997-05-27,PrimeiraLiga,Braga,Right,Brazil,Midfielders,1501,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.06,0.06,0.04,0.1,0.78,4.92,1.14,1.2,0.06,5.0,0.0,0.0,15.8,0.0,0.05,-0.06,-0.06,42.69,52.35,81.6,805.38,175.32,15.83,18.53,85.4,20.75,23.92,86.7,5.28,7.56,69.8,0.06,0.48,3.78,0.36,0.0,51.03,1.08,0.78,0.18,0.36,0.18,0.24,0.0,0.0,0.0,0.0,0.24,0.72,1.62,1.44,0.0,0.0,0.12,0.06,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,1.98,1.2,0.6,1.2,0.18,1.08,1.86,58.1,0.78,0.84,0.18,1.32,3.3,1.74,0.0,62.9,1.86,11.15,42.21,9.71,1.14,62.9,0.6,0.36,60.0,0.24,40.0,31.6,150.2,66.2,0.78,0.06,0.9,0.48,40.35,0.0,2.34,1.08,0.0,0.0,0.0,0.0,4.92,2.16,1.56,58.1
Rodrigo Zalazar,1999-08-12,PrimeiraLiga,Braga,Right,Uruguay,Att Mid / Wingers,1390,0.26,0.32,0.58,0.19,0.06,0.06,0.26,0.0,0.23,0.18,0.28,0.47,4.21,4.92,7.51,2.72,0.39,14.3,0.07,0.5,19.1,0.45,0.07,0.03,0.01,34.96,46.62,75.0,613.17,149.05,17.09,20.2,84.6,12.69,15.73,80.7,4.01,6.99,57.4,0.17,1.88,4.08,1.68,0.65,42.8,3.63,1.55,0.32,0.78,5.31,0.78,1.1,0.32,0.52,0.0,0.19,1.36,3.37,2.4,0.13,0.19,0.39,0.19,0.06,0.45,0.26,0.0,0.06,0.13,0.0,0.0,2.14,0.91,0.71,0.91,0.52,0.65,1.75,37.0,1.1,1.49,0.06,0.32,2.46,0.78,0.0,61.96,0.91,4.21,30.95,28.04,4.27,61.9,4.73,2.2,46.6,2.01,42.5,35.74,229.73,113.24,2.33,0.78,2.98,1.94,44.81,0.0,1.42,2.53,0.0,0.0,0.0,0.0,6.02,2.53,2.07,54.9
Amine El Ouazzani,2001-07-15,PrimeiraLiga,Braga,Right,Morocco,Forwards,1604,0.39,0.06,0.45,0.39,0.0,0.0,0.06,0.0,0.36,0.36,0.1,0.47,0.67,1.18,3.93,2.13,1.12,52.6,0.18,0.35,12.7,0.0,0.17,0.03,0.03,12.68,17.84,71.1,158.17,32.77,8.81,10.72,82.2,2.58,3.93,65.7,0.45,0.62,72.7,0.1,1.07,0.9,0.22,0.06,17.0,0.67,0.0,0.06,0.11,0.28,0.17,0.0,0.0,0.0,0.0,0.17,0.67,2.24,1.63,0.0,0.11,0.28,0.11,0.11,0.22,0.11,0.0,0.0,0.06,0.06,0.0,0.95,0.56,0.22,0.39,0.34,0.34,0.79,42.9,0.45,1.01,0.11,0.28,1.23,0.51,0.0,27.44,0.67,2.86,11.67,13.35,4.26,27.44,0.73,0.28,38.5,0.45,61.5,13.24,60.77,21.6,0.22,0.34,2.58,0.9,18.97,0.0,1.52,1.07,0.62,0.11,0.0,0.06,2.52,2.75,4.26,39.2
Bright Arrey-Mbi,2003-03-26,PrimeiraLiga,Braga,Left,Germany,Center Backs,1135,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.08,0.0,0.0,0.02,0.02,0.32,3.25,0.0,0.08,0.08,100.0,0.0,0.0,12.0,0.0,0.03,0.0,0.0,65.18,69.94,93.2,1242.4,343.98,19.27,20.38,94.6,41.63,42.98,96.9,3.89,5.71,68.1,0.01,0.24,2.3,0.0,0.0,68.83,1.03,0.95,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.16,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.59,0.87,1.03,0.32,0.24,0.87,1.35,64.7,0.48,0.87,0.48,0.63,2.22,2.93,0.08,77.31,4.76,32.83,43.45,1.59,0.71,77.31,0.56,0.32,57.1,0.24,42.9,51.62,207.99,87.54,0.16,0.0,0.56,0.08,59.39,0.0,1.43,0.16,0.0,0.0,0.08,0.0,4.84,1.19,0.63,65.2
