Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Zak Vyner,1997-05-14,EFLChampionship,Bristol City,Right,Kenya,Center Backs,4140,0.02,0.0,0.02,0.02,0.0,0.0,0.07,0.0,0.06,0.06,0.02,0.08,0.43,4.26,0.74,0.33,0.02,6.7,0.07,1.0,12.6,0.0,0.19,-0.04,-0.04,50.59,64.61,78.3,966.09,408.39,18.3,20.07,91.2,26.63,31.02,85.8,5.15,11.72,44.0,0.04,0.26,5.07,0.43,0.11,56.96,7.57,1.39,0.04,0.57,0.76,6.17,0.0,0.0,0.0,0.0,0.09,0.74,1.11,0.98,0.09,0.0,0.02,0.02,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.46,1.11,0.89,0.52,0.04,0.74,1.26,58.6,0.52,1.26,0.8,0.96,2.41,4.39,0.04,74.0,4.98,28.72,38.41,7.24,0.52,74.0,0.07,0.04,66.7,0.02,33.3,39.39,129.78,62.85,0.5,0.02,0.22,0.11,46.46,0.0,0.76,0.2,0.02,0.0,0.0,0.0,3.91,1.59,1.48,51.8
Max Bird,2000-09-18,EFLChampionship,Bristol City,Left,England,Midfielders,3481,0.03,0.21,0.23,0.03,0.0,0.0,0.03,0.0,0.08,0.08,0.21,0.29,1.19,6.05,2.53,1.11,0.31,27.9,0.02,0.08,21.0,0.03,0.07,-0.05,-0.05,34.0,44.44,76.5,591.04,190.14,15.31,18.15,84.3,14.04,16.96,82.8,3.46,6.46,53.6,0.22,1.94,4.89,1.55,0.31,40.0,4.27,1.29,0.47,0.13,3.21,0.16,2.17,1.29,0.49,0.05,0.18,0.85,3.54,2.43,0.85,0.03,0.1,0.05,0.08,0.44,0.39,0.05,0.0,0.0,0.0,0.0,2.22,1.5,0.49,1.42,0.31,1.03,1.71,60.6,0.67,1.22,0.36,0.83,3.05,0.57,0.0,53.05,1.03,5.89,28.93,18.59,1.6,53.05,0.78,0.26,33.3,0.41,53.3,27.22,119.06,54.14,1.03,0.31,1.14,1.03,33.2,0.0,0.34,0.52,0.05,0.0,0.0,0.0,4.32,0.67,1.11,37.7
Robert Dickie,1996-03-03,EFLChampionship,Bristol City,Right,England,Center Backs,3121,0.06,0.03,0.09,0.06,0.0,0.0,0.14,0.03,0.07,0.07,0.02,0.09,0.23,2.74,0.03,0.63,0.17,27.3,0.09,0.33,12.4,0.0,0.11,-0.01,-0.01,48.04,57.21,84.0,932.33,376.41,14.65,16.61,88.2,28.46,31.69,89.8,4.18,7.44,56.2,0.03,0.17,3.09,0.09,0.0,53.95,3.11,1.01,0.0,0.09,0.0,0.17,0.0,0.0,0.0,0.0,0.14,0.17,0.69,0.55,0.03,0.03,0.09,0.0,0.0,0.14,0.09,0.0,0.03,0.03,0.0,0.0,1.04,0.72,0.55,0.49,0.0,0.37,0.84,44.8,0.46,1.07,0.92,0.98,2.02,6.78,0.06,69.24,8.91,33.8,33.68,2.02,0.92,69.24,0.14,0.12,80.0,0.03,20.0,34.86,137.38,72.38,0.23,0.0,0.46,0.17,39.3,0.0,0.43,0.95,0.0,0.0,0.0,0.0,4.01,4.9,2.08,70.2
Anis Mehmeti,2001-01-09,EFLChampionship,Bristol City,Right,Albania,Att Mid / Wingers,2558,0.42,0.04,0.46,0.35,0.07,0.07,0.11,0.0,0.37,0.31,0.13,0.44,3.52,2.67,7.28,2.89,1.02,35.4,0.12,0.34,16.6,0.0,0.11,0.06,0.04,17.91,25.26,70.9,273.31,65.72,9.89,12.14,81.4,6.23,8.69,71.7,1.02,2.22,46.0,0.17,1.44,1.16,0.81,0.25,24.07,1.09,0.14,0.14,0.07,2.39,0.32,0.56,0.07,0.0,0.0,0.11,1.02,2.96,2.22,0.11,0.25,0.14,0.18,0.07,0.11,0.07,0.0,0.0,0.04,0.0,0.0,1.2,0.77,0.25,0.74,0.21,0.6,1.72,34.7,1.13,0.77,0.11,0.25,1.44,0.7,0.04,37.75,0.39,3.91,12.42,22.13,6.19,37.68,3.87,1.37,35.5,2.36,60.9,23.68,164.77,82.4,1.37,2.15,1.83,1.69,26.35,0.0,1.51,1.09,0.32,0.0,0.0,0.0,3.38,0.39,0.84,31.4
Cameron Pring,1998-01-22,EFLChampionship,Bristol City,Left,England,Fullbacks,2228,0.0,0.12,0.12,0.0,0.0,0.0,0.32,0.0,0.02,0.02,0.1,0.12,2.59,3.6,5.01,0.28,0.08,28.6,0.0,0.0,17.4,0.0,0.06,-0.02,-0.02,41.69,58.01,71.9,686.75,214.13,20.12,23.71,84.8,18.62,24.64,75.6,2.06,6.79,30.4,0.11,0.85,3.11,0.93,0.2,47.42,10.34,0.89,0.0,0.04,2.14,9.37,0.08,0.0,0.0,0.0,0.24,1.01,2.1,1.7,0.08,0.0,0.04,0.12,0.16,0.32,0.28,0.0,0.0,0.0,0.04,0.0,2.3,1.41,1.05,1.05,0.2,1.05,1.86,56.5,0.81,1.37,0.4,0.93,3.23,4.0,0.04,70.49,2.71,17.77,33.33,19.91,1.54,70.49,1.25,0.53,41.9,0.61,48.4,32.6,163.76,85.48,1.86,0.4,1.62,0.69,38.74,0.0,1.01,1.7,0.04,0.0,0.0,0.0,3.6,2.46,2.3,51.7
Nahki Wells,1990-06-01,EFLChampionship,Bristol City,Both,Bermuda,Forwards,2052,0.44,0.18,0.61,0.39,0.04,0.04,0.13,0.0,0.39,0.36,0.1,0.45,1.32,1.97,8.07,2.41,1.01,41.8,0.16,0.39,13.8,0.04,0.15,0.05,0.04,14.56,21.62,67.3,202.28,36.01,8.11,11.01,73.7,4.96,6.93,71.5,0.35,1.01,34.8,0.11,0.92,1.01,0.57,0.13,20.57,1.01,0.04,0.09,0.0,1.27,0.18,0.04,0.0,0.0,0.0,0.04,0.96,2.24,1.84,0.0,0.09,0.18,0.13,0.0,0.39,0.35,0.0,0.0,0.0,0.04,0.0,1.32,0.88,0.35,0.61,0.35,0.31,1.14,26.9,0.83,0.92,0.09,0.53,1.84,0.22,0.04,33.55,0.44,1.89,11.62,20.31,5.09,33.51,1.93,0.79,40.9,0.96,50.0,18.9,82.11,29.12,0.66,0.88,2.81,1.1,24.25,0.0,1.75,0.96,1.01,0.0,0.0,0.0,2.28,1.23,3.16,28.0
George Tanner,1999-11-16,EFLChampionship,Bristol City,Right,England,Fullbacks,2002,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.03,0.03,0.05,0.08,1.03,4.18,2.11,0.49,0.18,36.4,0.18,0.5,19.6,0.0,0.05,0.06,0.06,45.45,57.18,79.5,740.9,225.54,21.22,23.87,88.9,21.67,26.07,83.1,1.75,4.9,35.8,0.09,0.58,3.28,0.72,0.31,47.52,9.44,0.72,0.09,0.13,1.57,8.72,0.0,0.0,0.0,0.0,0.22,0.9,1.48,1.17,0.05,0.0,0.22,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,1.75,1.71,0.67,0.18,1.8,2.74,65.6,0.94,1.35,0.54,0.9,3.46,3.37,0.0,68.65,4.09,17.98,34.17,16.77,0.67,68.65,0.4,0.09,22.2,0.31,77.8,31.33,117.78,69.19,0.9,0.05,0.99,0.4,38.03,0.0,0.9,0.58,0.0,0.0,0.05,0.0,2.61,1.48,1.98,42.9
Mark Sykes,1997-08-04,EFLChampionship,Bristol City,Right,Republic of Ireland,Fullbacks,1707,0.16,0.21,0.37,0.16,0.0,0.0,0.26,0.0,0.07,0.07,0.19,0.25,3.06,3.01,7.65,1.16,0.53,45.5,0.14,0.3,14.5,0.0,0.06,0.09,0.09,28.31,40.02,70.8,435.82,123.01,14.76,17.5,84.3,11.55,15.34,75.3,1.27,3.8,33.3,0.2,1.16,2.06,1.42,0.58,38.07,1.79,0.32,0.05,0.16,4.11,1.0,0.47,0.0,0.0,0.0,0.16,1.79,2.11,1.69,0.16,0.05,0.16,0.0,0.05,0.37,0.26,0.05,0.05,0.0,0.0,0.0,1.42,0.9,0.47,0.74,0.21,0.74,1.74,42.4,1.0,1.79,0.42,0.95,2.37,2.06,0.05,51.09,2.43,8.07,21.3,22.25,3.85,51.09,2.32,1.16,50.0,1.11,47.7,29.63,159.91,73.18,1.53,0.9,1.42,1.11,33.37,0.0,1.05,1.05,0.26,0.0,0.0,0.0,5.06,1.27,1.27,50.0
Haydon Roberts,2002-05-10,EFLChampionship,Bristol City,Left,England,Fullbacks,1635,0.06,0.06,0.11,0.06,0.0,0.0,0.28,0.0,0.02,0.02,0.09,0.11,1.32,3.63,4.46,0.39,0.11,28.6,0.14,0.5,20.6,0.0,0.04,0.04,0.04,32.42,46.57,69.6,565.27,201.52,14.26,17.45,81.7,15.08,19.65,76.8,2.59,6.5,39.8,0.12,1.16,3.08,0.99,0.55,36.77,9.63,0.66,0.0,0.11,3.25,8.97,0.0,0.0,0.0,0.0,0.17,1.38,2.26,1.98,0.06,0.06,0.06,0.11,0.0,0.22,0.17,0.0,0.0,0.0,0.06,0.0,0.88,0.5,0.44,0.22,0.22,0.66,0.99,66.7,0.33,0.94,0.44,0.61,1.49,2.59,0.0,56.59,2.53,14.7,24.55,17.61,1.32,56.59,1.21,0.66,54.5,0.55,45.5,27.08,119.28,51.47,1.1,0.22,1.6,1.05,30.17,0.0,0.99,0.61,0.22,0.06,0.0,0.0,4.13,2.31,2.2,51.2
Marcus McGuane,1999-02-02,EFLChampionship,Bristol City,Right,England,Midfielders,1063,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.02,0.0,0.03,1.78,3.47,1.27,0.59,0.17,28.6,0.0,0.0,27.7,0.0,0.03,-0.02,-0.02,37.68,42.76,88.1,615.01,132.42,19.47,21.51,90.6,15.66,16.59,94.4,2.12,3.13,67.6,0.03,0.08,3.3,0.17,0.0,41.66,1.02,0.85,0.08,0.08,0.34,0.17,0.0,0.0,0.0,0.0,0.08,1.19,0.93,0.76,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,1.35,0.76,0.93,0.59,0.68,1.35,50.0,0.68,1.19,0.34,0.59,2.88,0.68,0.0,52.41,1.35,10.41,32.85,9.48,0.34,52.41,1.35,0.76,56.3,0.59,43.8,33.02,185.67,73.66,1.02,0.0,0.68,1.02,37.25,0.0,1.1,2.29,0.0,0.0,0.0,0.0,5.08,0.42,0.68,38.5
Dominic Hyam,1995-12-20,EFLChampionship,Blackburn Rovers,Right,Scotland,Center Backs,4140,0.04,0.04,0.09,0.04,0.0,0.0,0.11,0.0,0.06,0.06,0.02,0.08,0.17,1.46,0.13,0.43,0.07,15.0,0.1,0.67,8.3,0.0,0.14,-0.02,-0.02,43.09,52.33,82.3,882.09,273.43,13.04,15.04,86.7,23.87,26.98,88.5,5.85,9.0,65.0,0.03,0.22,2.02,0.11,0.0,49.15,3.07,1.41,0.0,0.46,0.07,0.09,0.0,0.0,0.0,0.0,0.11,0.43,0.63,0.5,0.0,0.0,0.07,0.04,0.02,0.07,0.04,0.0,0.0,0.0,0.02,0.0,1.0,0.61,0.63,0.33,0.04,0.63,0.93,67.4,0.3,1.15,0.74,0.54,1.54,7.65,0.07,64.48,11.17,39.7,22.76,2.24,1.07,64.48,0.11,0.07,60.0,0.04,40.0,30.17,125.61,55.24,0.07,0.0,0.48,0.04,37.39,0.0,0.61,0.5,0.13,0.02,0.02,0.0,2.83,3.76,2.5,60.1
Tyrhys Dolan,2001-12-28,EFLChampionship,Blackburn Rovers,Right,England,Att Mid / Wingers,3175,0.2,0.17,0.37,0.17,0.03,0.03,0.34,0.0,0.21,0.18,0.13,0.31,2.66,2.92,6.26,1.42,0.62,44.0,0.12,0.27,16.1,0.0,0.13,-0.01,-0.01,21.97,28.83,76.2,297.55,67.95,12.76,14.85,85.9,6.58,8.53,77.1,0.94,1.98,47.1,0.12,1.19,1.45,0.88,0.34,27.69,0.99,0.06,0.11,0.11,1.87,0.14,0.23,0.09,0.0,0.0,0.14,1.19,2.81,2.04,0.0,0.14,0.26,0.28,0.09,0.48,0.34,0.0,0.03,0.03,0.03,0.06,1.64,1.13,0.68,0.68,0.28,0.68,1.45,47.1,0.77,0.91,0.0,0.79,2.44,0.99,0.06,42.75,0.77,7.34,18.45,17.92,2.81,42.72,4.31,1.64,38.2,2.18,50.7,26.25,167.67,73.76,2.04,0.88,2.55,1.84,28.49,0.0,1.13,1.53,0.54,0.03,0.0,0.0,5.36,0.4,0.96,29.2
Lewis Travis,1997-10-16,EFLChampionship,Blackburn Rovers,Right,England,Midfielders,3216,0.06,0.03,0.08,0.06,0.0,0.0,0.31,0.0,0.02,0.02,0.05,0.08,1.04,4.81,1.06,0.45,0.11,25.0,0.13,0.5,24.4,0.0,0.05,0.03,0.03,39.04,46.62,83.7,687.31,191.31,16.96,18.67,90.9,16.65,18.72,88.9,3.95,6.27,62.9,0.07,0.45,3.97,0.67,0.06,44.22,2.13,1.51,0.11,0.84,0.53,0.48,0.0,0.0,0.0,0.0,0.28,0.84,1.46,1.29,0.0,0.06,0.03,0.06,0.03,0.11,0.11,0.0,0.0,0.0,0.0,0.0,2.88,1.76,1.12,1.57,0.2,1.54,3.3,46.6,1.76,1.29,0.2,1.01,3.89,1.32,0.0,56.81,2.35,14.55,32.91,9.96,0.59,56.81,1.09,0.45,41.0,0.36,33.3,29.66,145.83,72.31,1.2,0.11,1.04,1.15,34.98,0.0,1.57,1.76,0.0,0.0,0.0,0.0,5.43,0.36,0.48,43.3
Sondre Tronstad,1995-08-26,EFLChampionship,Blackburn Rovers,Right,Norway,Midfielders,3130,0.06,0.0,0.06,0.06,0.0,0.0,0.14,0.0,0.02,0.02,0.05,0.07,0.6,4.74,0.52,0.58,0.14,25.0,0.1,0.4,22.5,0.0,0.04,0.03,0.03,41.0,46.73,87.8,728.91,212.52,17.37,19.55,88.8,18.06,19.58,92.2,4.46,5.49,81.2,0.07,0.46,3.39,0.49,0.14,45.4,1.24,0.89,0.06,0.35,0.35,0.17,0.0,0.0,0.0,0.0,0.09,0.49,1.75,1.58,0.03,0.0,0.06,0.03,0.06,0.17,0.17,0.0,0.0,0.0,0.0,0.0,2.65,1.9,1.24,1.24,0.17,1.21,1.96,61.8,0.75,1.52,0.46,1.24,3.88,1.67,0.06,56.39,2.73,16.76,31.72,8.28,0.49,56.39,0.72,0.37,52.0,0.29,40.0,27.06,124.42,51.47,0.72,0.06,0.98,0.46,34.3,0.0,0.86,0.78,0.0,0.0,0.0,0.0,4.89,1.21,1.06,53.2
Danny Batth,1990-09-21,EFLChampionship,Blackburn Rovers,Right,England,Center Backs,3009,0.06,0.0,0.06,0.06,0.0,0.0,0.15,0.0,0.06,0.06,0.02,0.09,0.12,1.76,0.18,0.51,0.18,35.3,0.12,0.33,10.5,0.0,0.12,0.0,0.0,37.0,46.33,79.9,764.6,257.23,10.53,12.38,85.0,21.6,23.99,90.0,4.43,8.67,51.0,0.03,0.12,1.47,0.06,0.0,43.76,2.48,0.9,0.0,0.45,0.0,0.03,0.0,0.0,0.0,0.0,0.09,0.21,0.57,0.42,0.0,0.0,0.15,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.93,0.69,0.72,0.18,0.03,0.45,0.72,62.5,0.27,1.08,0.87,1.11,2.03,7.3,0.06,58.89,10.65,38.79,18.34,1.94,1.17,58.89,0.09,0.03,33.3,0.06,66.7,29.25,116.14,49.32,0.09,0.0,0.3,0.18,34.22,0.0,0.9,0.66,0.03,0.0,0.03,0.0,1.82,4.55,2.09,68.5
Ryan Hedges,1995-07-08,EFLChampionship,Blackburn Rovers,Left,Wales,Att Mid / Wingers,2561,0.04,0.07,0.11,0.04,0.0,0.0,0.14,0.0,0.1,0.1,0.09,0.19,2.71,3.44,6.19,1.16,0.42,36.4,0.03,0.08,17.2,0.04,0.08,-0.06,-0.06,22.35,32.23,69.4,318.32,104.58,13.71,16.31,84.1,6.47,9.84,65.7,1.12,2.74,41.0,0.08,1.02,1.86,0.91,0.14,30.22,1.9,0.25,0.07,0.14,2.78,1.23,0.35,0.21,0.07,0.0,0.11,1.3,2.14,1.86,0.0,0.07,0.14,0.04,0.04,0.28,0.25,0.0,0.04,0.0,0.0,0.0,2.53,1.65,1.12,0.84,0.56,0.98,1.41,70.0,0.42,1.16,0.14,1.19,3.73,1.69,0.0,45.26,1.19,9.73,18.45,17.61,2.85,45.26,1.93,0.77,40.0,1.12,58.2,23.48,140.36,72.04,1.72,0.56,1.76,1.12,28.01,0.0,1.62,1.48,0.14,0.0,0.04,0.0,3.73,1.41,2.39,37.0
Callum Brittain,1998-03-12,EFLChampionship,Blackburn Rovers,Right,England,Fullbacks,2659,0.07,0.17,0.24,0.07,0.0,0.0,0.17,0.0,0.04,0.04,0.15,0.19,2.13,3.05,4.77,0.61,0.1,16.7,0.11,0.67,17.4,0.03,0.06,0.03,0.03,40.92,52.87,77.4,702.37,239.27,19.67,22.2,88.6,17.09,20.65,82.8,3.69,7.45,49.5,0.16,1.52,2.17,1.49,0.71,42.38,10.12,0.91,0.1,0.3,4.16,8.87,0.34,0.24,0.07,0.0,0.37,1.22,2.71,2.23,0.2,0.07,0.14,0.03,0.03,0.3,0.27,0.0,0.0,0.0,0.03,0.0,1.9,1.15,1.15,0.58,0.17,1.29,1.59,80.9,0.3,1.22,0.51,0.71,2.61,4.37,0.03,64.65,3.52,21.09,26.16,17.87,1.62,64.65,2.03,1.08,53.3,0.78,38.3,29.79,142.02,66.21,1.22,0.47,0.95,0.64,36.45,0.0,0.81,0.54,0.0,0.03,0.0,0.0,3.72,1.35,1.05,56.3
Todd Cantwell,1998-02-27,EFLChampionship,Blackburn Rovers,Right,England,Att Mid / Wingers,2479,0.11,0.25,0.36,0.04,0.07,0.07,0.22,0.0,0.16,0.1,0.25,0.35,2.07,4.9,4.61,1.23,0.36,29.4,0.03,0.1,21.4,0.15,0.08,-0.05,-0.06,36.89,49.01,75.3,624.08,174.95,19.68,22.4,87.8,11.18,14.59,76.6,4.68,8.97,52.2,0.21,2.07,3.12,1.52,0.36,42.33,6.21,2.21,0.44,0.47,4.97,0.51,2.87,1.23,1.13,0.18,0.47,0.76,3.74,2.4,0.87,0.07,0.22,0.15,0.04,0.44,0.29,0.11,0.0,0.04,0.0,0.0,2.14,1.49,0.91,0.84,0.4,0.84,1.67,50.0,0.84,0.91,0.11,0.73,2.87,0.8,0.0,61.39,0.76,9.69,30.28,22.33,1.85,61.32,2.72,1.34,49.3,1.2,44.0,35.43,193.22,85.75,1.82,0.4,3.01,2.14,42.0,0.0,1.38,2.98,0.25,0.0,0.0,0.0,5.52,0.18,0.76,19.2
Makhtar Gueye,1997-12-04,EFLChampionship,Blackburn Rovers,Right,Senegal,Forwards,2193,0.25,0.25,0.49,0.25,0.0,0.0,0.41,0.04,0.29,0.29,0.11,0.39,1.15,1.52,4.27,2.54,0.82,32.3,0.1,0.3,13.0,0.0,0.11,-0.04,-0.04,11.29,21.3,53.0,148.48,42.76,6.69,10.63,62.9,2.91,6.16,47.3,0.53,1.56,34.2,0.08,0.66,0.78,0.41,0.08,20.68,0.41,0.0,0.21,0.25,0.45,0.04,0.0,0.0,0.0,0.0,0.21,0.57,1.89,1.4,0.0,0.16,0.25,0.04,0.04,0.41,0.29,0.0,0.04,0.08,0.0,0.0,0.94,0.49,0.37,0.53,0.04,0.29,0.74,38.9,0.45,0.86,0.25,0.29,1.23,2.54,0.0,37.67,2.67,6.44,19.12,12.64,3.69,37.67,2.18,0.94,43.4,1.19,54.7,16.46,81.42,34.31,0.82,0.53,4.15,1.85,25.49,0.04,2.67,0.99,0.82,0.0,0.0,0.0,2.71,6.73,6.94,49.2
Andreas Weimann,1991-08-05,EFLChampionship,Blackburn Rovers,Right,Austria,Att Mid / Wingers,1411,0.45,0.13,0.57,0.45,0.0,0.0,0.13,0.0,0.46,0.46,0.12,0.58,1.15,3.25,3.89,2.1,1.28,60.6,0.21,0.35,13.8,0.0,0.22,-0.01,-0.01,17.92,23.35,76.8,283.71,70.48,9.19,11.1,82.8,7.02,9.44,74.3,1.21,1.72,70.4,0.13,1.02,1.85,0.77,0.06,22.58,0.7,0.06,0.26,0.0,0.96,0.19,0.0,0.0,0.0,0.0,0.06,0.45,1.85,1.53,0.0,0.06,0.19,0.06,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.57,0.26,0.13,0.38,0.06,0.19,0.38,50.0,0.19,0.7,0.0,0.26,0.83,1.4,0.0,30.87,1.02,3.76,16.2,11.16,3.51,30.87,0.32,0.13,40.0,0.13,40.0,16.58,77.75,38.72,0.51,0.45,1.08,0.51,20.99,0.0,0.83,0.45,0.38,0.0,0.0,0.0,2.49,0.77,1.08,41.4
Joe Rankin-Costello,1999-07-26,EFLChampionship,Blackburn Rovers,Right,England,Fullbacks,1249,0.14,0.14,0.29,0.14,0.0,0.0,0.29,0.0,0.13,0.13,0.09,0.23,1.01,2.52,4.25,1.51,0.5,33.3,0.1,0.29,14.6,0.0,0.09,0.01,0.01,27.53,40.06,68.7,429.97,142.17,14.41,16.65,86.6,10.45,14.48,72.1,1.66,5.84,28.4,0.09,0.86,1.51,0.94,0.22,32.07,7.71,0.5,0.14,0.5,1.87,7.06,0.0,0.0,0.0,0.0,0.29,1.01,1.95,1.44,0.07,0.14,0.14,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.09,1.37,1.08,0.72,0.29,1.15,2.23,51.6,1.08,1.15,0.5,1.51,3.6,4.11,0.07,54.26,3.46,16.43,22.91,15.28,2.59,54.26,1.73,0.86,50.0,0.86,50.0,21.47,93.03,45.97,0.43,0.29,1.59,0.94,28.03,0.0,1.23,0.22,0.0,0.0,0.07,0.0,3.1,2.16,2.38,47.6
Harry Pickering,1998-12-29,EFLChampionship,Blackburn Rovers,Left,England,Fullbacks,1039,0.0,0.09,0.09,0.0,0.0,0.0,0.17,0.0,0.03,0.03,0.1,0.13,0.69,3.46,1.73,0.26,0.09,33.3,0.0,0.0,8.9,0.0,0.11,-0.03,-0.03,40.02,50.76,78.8,680.85,290.01,19.66,20.88,94.2,16.63,20.1,82.8,3.29,7.8,42.2,0.14,0.61,3.12,0.69,0.35,40.11,10.39,1.04,0.09,0.43,3.9,8.58,0.78,0.52,0.17,0.09,0.26,0.87,1.3,0.95,0.17,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.47,0.87,0.61,0.69,0.17,0.69,1.21,57.1,0.52,0.69,0.26,0.87,2.34,3.64,0.0,60.72,2.69,22.09,26.59,12.21,1.21,60.72,0.69,0.26,37.5,0.43,62.5,26.94,98.58,53.62,0.87,0.09,1.21,0.26,33.7,0.0,1.13,1.04,0.0,0.0,0.0,0.0,2.95,1.56,1.3,54.5
John Buckley,1999-10-13,EFLChampionship,Blackburn Rovers,Right,England,Midfielders,855,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.02,0.02,0.03,0.05,0.84,5.16,0.53,0.95,0.21,22.2,0.0,0.0,28.8,0.21,0.02,-0.02,-0.02,46.21,60.53,76.3,841.79,262.11,20.53,23.68,86.7,18.63,22.63,82.3,5.89,10.84,54.4,0.11,0.63,5.26,0.74,0.11,55.37,4.74,3.16,0.21,0.63,2.32,0.42,1.16,0.11,0.32,0.21,0.42,1.26,1.68,0.95,0.53,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,3.26,1.58,1.05,2.11,0.11,1.47,2.42,60.9,0.95,1.79,0.63,1.47,4.74,2.42,0.0,73.68,2.32,19.37,42.84,12.0,0.0,73.68,1.47,0.74,50.0,0.42,28.6,36.95,158.53,77.05,0.95,0.0,1.26,0.21,44.0,0.0,2.11,1.58,0.11,0.0,0.0,0.0,7.16,0.95,0.63,60.0
Lewis Baker,1995-04-25,EFLChampionship,Stoke City,Right,England,Midfielders,2071,0.3,0.09,0.39,0.22,0.09,0.09,0.22,0.0,0.2,0.13,0.1,0.23,1.13,3.13,2.52,1.61,0.56,35.1,0.14,0.38,22.6,0.09,0.08,0.1,0.08,28.29,36.33,77.9,496.93,137.98,12.52,14.43,86.7,11.95,14.08,84.9,2.87,5.95,48.2,0.1,1.0,2.52,0.39,0.04,30.16,6.0,2.43,0.13,0.22,3.13,0.22,2.39,1.3,0.56,0.04,0.17,0.39,2.09,1.13,0.78,0.0,0.04,0.04,0.09,0.13,0.09,0.04,0.0,0.0,0.0,0.0,0.91,0.3,0.48,0.43,0.0,0.39,1.0,39.1,0.61,0.78,0.3,0.74,1.65,1.3,0.04,44.59,2.35,10.52,22.64,11.99,1.35,44.5,0.83,0.39,47.4,0.39,47.4,23.16,114.86,49.89,0.96,0.26,1.17,0.3,25.94,0.0,1.22,0.78,0.26,0.0,0.0,0.0,4.09,0.52,0.52,50.0
