Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Christian Burgess,1991-10-07,BelgianPro,Union SG,Right,England,Center Backs,1890,0.0,0.1,0.1,0.0,0.0,0.0,0.38,0.0,0.04,0.04,0.03,0.07,0.24,3.14,0.05,0.29,0.1,33.3,0.0,0.0,6.6,0.0,0.14,-0.04,-0.04,40.38,48.14,83.9,871.67,333.14,9.48,11.38,83.3,23.95,26.48,90.5,6.52,9.24,70.6,0.01,0.24,2.52,0.0,0.0,45.81,2.14,1.67,0.0,0.1,0.1,0.48,0.0,0.0,0.0,0.0,0.19,0.14,0.43,0.33,0.05,0.0,0.0,0.0,0.05,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.95,1.33,0.62,0.05,1.1,1.48,74.2,0.38,1.19,0.81,0.76,2.76,6.76,0.05,60.71,6.86,30.62,28.29,2.24,0.9,60.71,0.05,0.05,100.0,0.0,0.0,35.95,209.95,109.05,0.29,0.0,0.24,0.1,33.71,0.0,1.1,0.38,0.0,0.0,0.0,0.0,3.29,3.14,2.71,53.7
Fedde Leysen,2003-07-09,BelgianPro,Union SG,Right,Belgium,Center Backs,1562,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.05,0.05,0.05,0.09,0.75,6.57,0.69,0.75,0.17,23.1,0.0,0.0,13.7,0.0,0.07,-0.05,-0.05,53.64,64.42,83.3,1060.64,355.91,16.59,19.24,86.2,30.31,34.51,87.8,5.93,8.93,66.5,0.09,0.46,5.7,0.35,0.12,55.26,9.05,1.44,0.0,0.35,0.46,7.61,0.0,0.0,0.0,0.0,0.12,0.52,1.09,0.86,0.23,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,2.07,1.21,1.38,0.58,0.12,1.09,1.67,65.5,0.58,0.92,0.23,1.38,3.46,4.84,0.06,76.11,3.98,23.11,45.63,8.01,1.5,76.11,0.63,0.46,72.7,0.12,18.2,46.79,276.57,154.94,1.15,0.0,0.69,0.4,43.96,0.0,1.04,0.52,0.0,0.0,0.0,0.0,4.78,2.19,1.9,53.5
Tobi David,2001-07-03,BelgianPro,Union SG,Right,Canada,Forwards,1377,0.72,0.26,0.98,0.46,0.26,0.26,0.39,0.0,0.78,0.58,0.24,0.82,2.03,1.96,7.78,2.81,1.44,51.2,0.16,0.32,11.9,0.0,0.21,-0.07,-0.12,9.54,17.78,53.7,152.22,43.2,4.84,8.17,59.2,3.2,5.88,54.4,0.85,1.5,56.5,0.12,1.44,0.72,0.65,0.2,17.32,0.2,0.07,0.26,0.07,1.24,0.0,0.0,0.0,0.0,0.0,0.26,0.98,3.14,1.96,0.0,0.59,0.46,0.13,0.0,0.52,0.2,0.0,0.13,0.13,0.07,0.0,0.52,0.33,0.07,0.2,0.26,0.2,0.46,42.9,0.26,0.59,0.07,0.13,0.65,1.37,0.07,31.18,1.37,2.03,11.7,17.84,7.91,30.92,2.61,0.98,37.5,1.63,62.5,20.33,121.96,46.34,0.92,2.03,3.07,0.92,21.83,0.0,2.55,0.78,0.98,0.07,0.0,0.0,1.9,2.94,2.22,57.0
Anouar Ait El Hadj,2002-04-20,BelgianPro,Union SG,Right,Belgium,Midfielders,1075,0.25,0.08,0.33,0.25,0.0,0.0,0.08,0.0,0.3,0.3,0.12,0.42,2.18,6.2,4.94,2.34,1.0,42.9,0.11,0.25,19.9,0.0,0.13,-0.05,-0.05,33.07,42.87,77.1,570.22,169.03,15.66,18.75,83.5,11.22,13.9,80.7,4.52,7.62,59.3,0.13,1.51,3.93,1.09,0.08,39.6,3.01,1.17,0.25,0.59,2.51,0.42,0.75,0.42,0.17,0.0,0.25,0.67,3.52,2.51,0.5,0.0,0.25,0.25,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,2.09,1.42,0.5,1.0,0.59,1.0,2.01,50.0,1.0,0.84,0.0,0.33,2.43,0.5,0.0,53.08,0.5,5.19,26.29,22.19,3.43,53.08,2.43,1.17,48.3,1.0,41.4,38.18,236.85,88.91,1.93,0.75,1.51,0.75,35.41,0.0,0.59,0.75,0.42,0.0,0.0,0.0,4.94,0.08,0.25,25.0
Alessio Castro-Montes,1997-05-17,BelgianPro,Union SG,Right,Belgium,Fullbacks,1027,0.09,0.26,0.35,0.09,0.0,0.0,0.18,0.0,0.08,0.08,0.31,0.39,2.98,3.77,7.89,1.05,0.26,25.0,0.08,0.33,22.3,0.18,0.08,0.01,0.01,36.72,50.39,72.9,631.84,256.24,18.4,22.0,83.7,13.32,16.91,78.8,4.03,8.24,48.9,0.25,2.72,2.63,1.75,0.7,43.2,6.75,1.23,0.18,0.26,6.84,2.8,2.72,0.53,2.1,0.0,0.44,2.37,3.94,2.63,0.96,0.26,0.0,0.09,0.0,0.26,0.18,0.09,0.0,0.0,0.0,0.0,2.02,1.31,0.79,0.7,0.53,1.05,2.37,44.4,1.31,1.58,0.18,0.96,2.98,1.14,0.0,62.04,1.84,9.64,24.63,28.66,2.19,62.04,3.07,1.05,34.3,1.67,54.3,40.22,271.93,121.02,2.89,0.35,2.1,0.79,37.86,0.0,0.7,1.23,0.09,0.0,0.09,0.0,5.17,0.7,0.7,50.0
Ross Sykes,1999-03-26,BelgianPro,Union SG,Right,England,Center Backs,1018,0.18,0.09,0.27,0.18,0.0,0.0,0.35,0.0,0.07,0.07,0.11,0.19,0.62,2.74,1.06,1.41,0.44,31.3,0.13,0.4,11.3,0.0,0.05,0.11,0.11,41.91,54.73,76.6,775.43,250.55,15.12,17.42,86.8,21.39,26.52,80.7,4.07,8.22,49.5,0.05,0.71,1.95,0.44,0.18,44.12,10.34,1.06,0.0,0.27,0.44,6.63,0.0,0.0,0.0,0.0,0.27,0.53,1.33,1.06,0.09,0.0,0.18,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,1.86,1.59,1.5,0.27,0.09,1.06,1.95,54.5,0.88,0.8,0.35,1.86,3.71,6.19,0.09,67.63,8.93,27.76,32.09,8.66,2.56,67.63,0.09,0.09,100.0,0.0,0.0,34.13,171.78,73.11,0.88,0.0,0.53,0.27,32.53,0.0,1.15,0.27,0.18,0.0,0.0,0.0,4.77,4.42,0.88,83.3
Mathias Rasmussen,1997-11-25,BelgianPro,Union SG,Left,Norway,Midfielders,914,0.1,0.3,0.39,0.1,0.0,0.0,0.1,0.0,0.04,0.04,0.14,0.18,0.59,4.43,2.36,0.79,0.49,62.5,0.13,0.2,21.4,0.1,0.05,0.06,0.06,36.33,49.04,74.1,615.03,203.44,15.95,19.89,80.2,13.98,17.82,78.5,4.04,7.19,56.2,0.19,1.38,3.74,0.89,0.1,43.03,5.71,2.86,0.3,0.1,3.94,0.2,2.46,1.08,1.08,0.0,0.3,1.08,2.95,1.77,0.98,0.1,0.0,0.0,0.1,0.49,0.2,0.1,0.1,0.0,0.0,0.1,3.54,2.17,1.28,1.77,0.49,1.28,2.07,61.9,0.79,1.18,0.2,1.18,4.73,1.97,0.0,59.28,3.15,12.01,32.49,15.46,1.08,59.28,0.79,0.49,62.5,0.3,37.5,33.09,163.56,64.3,1.18,0.1,0.79,0.2,30.53,0.0,0.69,0.98,0.0,0.0,0.0,0.0,4.53,1.77,0.79,69.2
Sofiane Boufal,1993-09-17,BelgianPro,Union SG,Right,Morocco,Midfielders,662,0.0,0.41,0.41,0.0,0.0,0.0,0.54,0.0,0.07,0.07,0.33,0.41,4.21,5.71,5.57,1.77,0.27,15.4,0.0,0.0,24.5,0.14,0.04,-0.07,-0.07,35.08,45.27,77.5,576.16,195.91,17.54,21.89,80.1,11.83,14.14,83.7,3.53,5.85,60.5,0.35,2.58,3.94,2.58,0.41,41.47,3.53,1.36,0.54,0.41,2.86,0.54,1.63,0.54,0.41,0.0,0.27,0.95,4.49,3.26,0.68,0.14,0.14,0.14,0.14,0.54,0.41,0.14,0.0,0.0,0.0,0.0,2.18,1.22,1.36,0.54,0.27,1.09,1.9,57.1,0.82,0.82,0.0,0.54,2.72,0.0,0.0,58.46,0.41,6.93,30.59,22.57,3.26,58.46,7.34,3.53,48.1,3.67,50.0,44.32,323.16,137.86,2.72,1.9,2.58,1.77,42.01,0.0,2.18,2.45,0.0,0.0,0.0,0.0,6.25,0.14,0.41,25.0
Loïc Lapoussin,1996-03-27,BelgianPro,Sint-Truiden,Right,Madagascar,Fullbacks,1038,0.17,0.26,0.43,0.17,0.0,0.0,0.17,0.0,0.23,0.23,0.23,0.45,3.73,7.98,6.16,1.73,0.61,35.0,0.1,0.29,16.8,0.0,0.13,-0.05,-0.05,40.14,55.06,72.9,686.79,291.42,19.6,24.19,81.0,15.0,19.94,75.2,4.25,7.54,56.3,0.24,1.47,5.98,1.82,0.35,49.34,5.64,1.65,0.35,0.87,3.29,2.51,1.3,0.61,0.43,0.0,0.09,1.91,3.82,2.86,0.43,0.09,0.17,0.09,0.17,0.52,0.43,0.0,0.09,0.0,0.0,0.0,2.34,1.39,0.95,1.04,0.35,1.3,3.47,37.5,2.17,1.99,0.17,1.91,4.25,1.56,0.0,74.83,2.25,16.3,36.76,23.67,3.47,74.83,5.64,1.82,32.3,3.47,61.5,50.98,327.4,161.79,2.6,0.78,3.9,1.99,45.69,0.0,0.69,1.39,0.0,0.0,0.0,0.0,9.88,0.43,0.26,62.5
Dennis Eckert,1997-01-09,BelgianPro,Standard Liège,Right,Germany,Forwards,1994,0.32,0.0,0.32,0.27,0.05,0.09,0.09,0.0,0.44,0.37,0.07,0.44,1.49,3.11,6.36,2.8,1.08,38.7,0.1,0.25,13.8,0.05,0.13,-0.13,-0.1,18.42,27.85,66.1,301.37,67.75,9.16,12.77,71.7,6.36,9.34,68.1,1.99,3.2,62.0,0.08,0.77,1.67,0.9,0.05,25.68,1.9,0.54,0.05,0.23,1.08,0.05,0.5,0.14,0.18,0.0,0.27,0.68,2.84,1.44,0.14,0.41,0.63,0.23,0.0,0.36,0.05,0.0,0.18,0.05,0.09,0.0,1.26,0.72,0.36,0.72,0.18,0.36,0.95,38.1,0.59,0.72,0.14,0.27,1.53,1.04,0.0,39.63,1.17,4.47,19.5,16.56,5.24,39.54,2.44,1.31,53.7,0.99,40.7,26.22,147.01,56.64,1.17,0.81,2.53,1.17,27.31,0.0,1.22,1.62,0.36,0.09,0.0,0.0,4.24,2.93,4.11,41.7
Mats Rits,1993-07-18,BelgianPro,Anderlecht,Right,Belgium,Midfielders,2037,0.04,0.09,0.13,0.04,0.0,0.0,0.09,0.0,0.06,0.06,0.09,0.15,0.53,4.46,1.59,0.53,0.18,33.3,0.08,0.25,18.4,0.04,0.12,-0.01,-0.01,37.16,48.34,76.9,699.1,178.19,14.14,16.7,84.7,16.97,20.24,83.8,5.04,9.37,53.8,0.09,0.75,4.29,1.1,0.18,44.85,3.31,1.94,0.22,0.4,2.12,0.27,1.1,0.53,0.27,0.0,0.18,0.57,1.59,1.1,0.22,0.0,0.13,0.09,0.04,0.13,0.09,0.0,0.0,0.04,0.0,0.0,1.15,0.8,0.4,0.53,0.22,0.75,1.59,47.2,0.84,1.59,0.66,0.84,1.99,2.56,0.0,57.0,3.31,12.24,30.97,14.01,0.84,57.0,0.49,0.18,36.4,0.27,54.5,36.05,173.28,55.8,1.37,0.04,0.49,0.31,33.93,0.0,1.06,0.62,0.09,0.0,0.0,0.0,4.2,0.8,0.8,50.0
Killian Sardella,2002-05-02,BelgianPro,Anderlecht,Right,Belgium,Fullbacks,1966,0.0,0.05,0.05,0.0,0.0,0.0,0.27,0.0,0.05,0.05,0.11,0.16,2.7,4.76,6.78,0.87,0.32,36.8,0.0,0.0,21.8,0.0,0.05,-0.05,-0.05,42.39,54.98,77.1,756.21,238.46,18.13,20.46,88.6,19.09,24.17,79.0,3.94,7.28,54.1,0.1,1.05,3.16,1.65,0.64,45.64,8.97,0.37,0.09,0.27,4.03,8.19,0.41,0.27,0.0,0.0,0.37,1.46,2.11,1.83,0.09,0.05,0.09,0.0,0.05,0.14,0.14,0.0,0.0,0.0,0.0,0.0,2.01,1.33,1.1,0.64,0.27,1.01,1.69,59.5,0.69,1.05,0.37,0.46,2.47,2.24,0.0,66.2,2.61,14.97,28.84,22.89,1.74,66.2,1.74,0.69,39.5,0.92,52.6,41.84,261.3,103.14,2.15,0.46,1.51,1.19,40.15,0.0,0.55,0.69,0.0,0.0,0.0,0.0,4.17,0.96,1.37,41.2
Kasper Dolberg,1997-10-06,BelgianPro,Anderlecht,Right,Denmark,Forwards,1672,0.75,0.05,0.81,0.54,0.22,0.22,0.05,0.0,0.68,0.51,0.14,0.65,1.13,1.29,5.87,3.01,1.4,46.4,0.18,0.38,16.2,0.16,0.17,0.08,0.03,12.11,16.36,74.0,158.95,30.09,7.59,9.47,80.1,3.18,4.47,71.1,0.48,0.59,81.8,0.11,0.86,0.54,0.48,0.05,15.77,0.48,0.0,0.11,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.11,0.59,2.15,1.56,0.0,0.22,0.22,0.16,0.0,0.22,0.11,0.0,0.05,0.05,0.0,0.0,0.38,0.22,0.11,0.16,0.11,0.16,0.75,21.4,0.59,0.27,0.0,0.05,0.43,0.48,0.05,24.65,0.75,1.4,10.28,13.24,4.2,24.44,1.02,0.54,52.6,0.43,42.1,18.79,112.18,35.04,1.02,0.59,2.26,1.13,20.24,0.0,0.92,1.83,0.59,0.0,0.0,0.0,1.45,1.35,0.59,69.4
Leander Dendoncker,1995-04-15,BelgianPro,Anderlecht,Right,Belgium,Midfielders,1739,0.0,0.05,0.05,0.0,0.0,0.0,0.16,0.0,0.1,0.1,0.05,0.15,1.19,3.62,0.83,1.24,0.36,29.2,0.0,0.0,17.2,0.05,0.08,-0.1,-0.1,54.34,60.86,89.3,976.18,238.43,19.51,22.31,87.5,28.52,30.12,94.7,4.55,5.59,81.5,0.03,0.57,3.42,0.16,0.0,58.48,2.12,1.45,0.0,0.16,0.21,0.26,0.0,0.0,0.0,0.0,0.26,0.52,1.4,1.09,0.05,0.05,0.16,0.05,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.0,2.64,1.71,1.4,1.09,0.16,1.14,2.85,40.0,1.71,2.17,0.62,1.19,3.83,3.31,0.05,73.8,5.69,20.86,44.77,8.85,1.6,73.8,1.14,0.52,45.5,0.57,50.0,51.13,316.99,164.32,1.14,0.05,0.62,0.57,47.92,0.0,1.14,0.83,0.05,0.0,0.0,0.0,5.49,2.28,2.17,51.2
Yari Verschaeren,2001-07-12,BelgianPro,Anderlecht,Right,Belgium,Midfielders,1508,0.18,0.24,0.42,0.18,0.0,0.0,0.06,0.0,0.16,0.16,0.15,0.31,2.27,4.06,5.61,1.43,0.42,29.2,0.13,0.43,18.1,0.06,0.11,0.02,0.02,37.3,45.3,82.3,586.31,148.97,20.53,22.92,89.6,11.16,13.85,80.6,3.58,5.37,66.7,0.18,1.67,3.4,1.31,0.48,42.43,2.69,0.78,0.12,0.18,3.88,0.3,1.07,0.66,0.18,0.0,0.18,0.84,3.58,2.51,0.3,0.18,0.24,0.36,0.0,0.48,0.3,0.06,0.06,0.0,0.06,0.0,2.03,1.67,0.78,0.72,0.54,0.95,1.73,55.2,0.78,0.72,0.12,0.72,2.75,1.25,0.06,56.16,2.15,9.13,24.11,23.51,3.16,56.16,2.27,0.95,42.1,1.31,57.9,42.08,251.14,92.98,1.49,0.3,2.33,1.13,40.29,0.0,0.42,2.09,0.18,0.0,0.0,0.0,4.95,0.12,0.42,22.2
Mathias Jørgensen,1990-04-23,BelgianPro,LA Galaxy,Right,Denmark,Center Backs,1417,0.0,0.13,0.13,0.0,0.0,0.0,0.25,0.06,0.06,0.06,0.06,0.12,0.83,5.21,0.06,0.57,0.06,11.1,0.0,0.0,8.4,0.0,0.11,-0.06,-0.06,67.64,75.96,89.0,1341.17,493.44,21.34,22.93,93.1,37.09,40.52,91.5,8.32,10.99,75.7,0.06,0.19,5.4,0.19,0.0,68.41,7.37,2.73,0.0,0.38,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.19,1.08,0.83,0.06,0.0,0.19,0.0,0.0,0.25,0.06,0.06,0.0,0.13,0.0,0.0,1.33,0.95,0.89,0.44,0.0,0.95,1.33,71.4,0.38,1.33,1.02,1.02,2.35,4.19,0.06,85.94,13.34,38.11,45.98,2.16,1.08,85.94,0.06,0.0,0.0,0.06,100.0,60.47,338.28,191.56,0.32,0.0,0.57,0.19,58.31,0.0,0.95,0.44,0.0,0.0,0.13,0.0,3.37,1.21,1.52,44.2
Anders Dreyer,1998-05-02,BelgianPro,San Diego FC,Left,Denmark,Att Mid / Wingers,1377,0.2,0.33,0.52,0.2,0.0,0.0,0.0,0.0,0.27,0.27,0.28,0.56,1.9,3.99,8.37,2.75,1.11,40.5,0.07,0.18,18.3,0.07,0.1,-0.08,-0.08,28.1,37.97,74.0,475.56,140.2,12.61,14.71,85.8,10.85,14.38,75.5,2.81,5.42,51.8,0.25,2.48,1.37,2.09,0.65,33.33,4.44,1.37,0.07,0.65,4.77,0.39,2.29,1.44,0.26,0.0,0.2,0.98,4.51,3.01,0.72,0.13,0.39,0.13,0.13,0.52,0.26,0.07,0.0,0.13,0.07,0.0,0.52,0.39,0.13,0.26,0.13,0.2,0.92,21.4,0.72,0.33,0.07,0.2,0.72,0.59,0.0,45.95,0.65,4.58,14.84,27.06,4.58,45.95,1.18,0.39,33.3,0.72,61.1,33.99,184.64,69.61,1.37,0.65,1.96,0.78,33.14,0.0,0.39,0.59,0.46,0.07,0.0,0.0,3.01,0.0,0.46,0.0
Theo Leoni,2000-04-21,BelgianPro,Anderlecht,Left,Belgium,Midfielders,1359,0.13,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.12,0.12,0.13,0.25,0.79,6.03,3.05,0.99,0.33,33.3,0.13,0.4,20.4,0.0,0.12,0.01,0.01,54.9,64.11,85.6,950.6,252.65,23.58,26.49,89.0,24.83,27.42,90.6,4.7,7.15,65.7,0.15,1.26,4.77,1.52,0.33,60.13,3.77,1.92,0.46,0.2,1.32,0.6,0.66,0.33,0.0,0.0,0.2,0.73,2.78,2.32,0.2,0.07,0.07,0.07,0.07,0.33,0.2,0.07,0.07,0.0,0.0,0.0,1.72,1.19,0.73,0.73,0.26,1.19,2.25,52.9,1.06,0.66,0.0,1.26,2.98,1.72,0.0,72.78,2.78,17.48,36.69,19.34,1.52,72.78,0.86,0.6,69.2,0.26,30.8,54.11,274.83,119.27,1.92,0.07,1.46,0.46,52.72,0.0,0.93,0.79,0.07,0.0,0.0,0.0,5.36,0.4,0.26,60.0
Ludwig Augustinsson,1994-04-21,BelgianPro,Anderlecht,Left,Sweden,Fullbacks,852,0.11,0.11,0.21,0.11,0.0,0.0,0.11,0.0,0.12,0.12,0.11,0.21,1.27,6.97,3.38,0.85,0.21,25.0,0.13,0.5,19.6,0.0,0.13,-0.01,-0.01,55.46,71.09,78.0,985.88,394.86,23.77,26.2,90.7,24.72,30.0,82.4,5.18,11.41,45.4,0.17,1.8,5.81,0.95,0.21,56.62,14.37,2.96,0.0,0.42,4.75,9.08,2.32,1.58,0.21,0.0,0.11,1.06,3.59,2.22,1.06,0.11,0.21,0.0,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,2.43,1.9,0.95,1.16,0.32,1.16,1.69,68.8,0.53,0.74,0.42,1.27,3.7,3.27,0.0,80.28,3.8,21.76,38.56,20.6,1.58,80.28,0.85,0.42,50.0,0.42,50.0,49.96,288.8,125.49,1.37,0.21,0.63,0.53,46.8,0.0,1.16,0.32,0.0,0.0,0.0,0.0,5.07,2.11,0.95,69.0
Francis Amuzu,1999-08-23,BelgianPro,Grêmio,Right,Belgium,Att Mid / Wingers,715,0.25,0.25,0.5,0.25,0.0,0.0,0.13,0.0,0.19,0.19,0.43,0.62,5.29,3.27,12.08,2.27,0.76,33.3,0.11,0.33,19.1,0.25,0.08,0.06,0.06,26.56,35.24,75.4,426.46,109.13,14.35,16.74,85.7,9.19,12.34,74.5,2.01,3.52,57.1,0.37,1.76,0.88,2.64,1.01,31.97,3.15,0.25,0.13,0.0,7.05,0.88,2.01,1.38,0.0,0.0,0.13,1.76,4.03,2.9,0.5,0.38,0.0,0.25,0.0,0.88,0.63,0.13,0.0,0.0,0.13,0.0,1.26,1.01,0.63,0.38,0.25,0.63,1.51,41.7,0.88,0.13,0.0,0.38,1.64,0.38,0.0,46.32,0.25,3.27,10.95,32.73,5.41,46.32,4.66,1.64,35.1,2.77,59.5,34.49,283.72,140.1,3.27,2.9,0.76,0.76,34.11,0.0,0.76,1.76,0.76,0.0,0.0,0.0,2.14,0.13,1.13,10.0
Thorgan Hazard,1993-03-29,BelgianPro,Anderlecht,Right,Belgium,Att Mid / Wingers,671,0.27,0.13,0.4,0.27,0.0,0.0,0.27,0.0,0.08,0.08,0.24,0.32,3.08,5.77,8.58,1.21,0.54,44.4,0.22,0.5,20.8,0.4,0.07,0.19,0.19,37.56,50.7,74.1,584.93,175.17,19.45,23.47,82.9,11.54,15.83,72.9,3.35,6.84,49.0,0.31,2.01,2.95,1.74,0.27,42.65,7.91,2.28,0.13,0.94,6.84,1.34,3.08,1.21,0.94,0.0,0.13,1.07,4.29,2.95,0.94,0.0,0.13,0.13,0.13,0.67,0.27,0.13,0.0,0.13,0.13,0.0,1.88,1.07,0.67,0.94,0.27,0.94,2.28,41.2,1.34,0.8,0.0,0.0,1.88,0.4,0.0,61.16,0.94,3.89,27.5,30.31,2.41,61.16,3.35,1.48,44.0,1.61,48.0,44.13,285.29,99.52,2.41,0.54,2.95,2.01,42.65,0.0,2.01,1.88,0.4,0.0,0.0,0.0,3.22,0.4,0.94,30.0
César Huerta,2000-12-03,BelgianPro,Anderlecht,Right,Mexico,Att Mid / Wingers,615,0.29,0.29,0.59,0.29,0.0,0.0,0.0,0.0,0.15,0.15,0.12,0.26,2.49,1.61,6.44,1.76,0.44,25.0,0.17,0.67,16.5,0.0,0.08,0.15,0.15,22.54,29.27,77.0,321.22,60.0,12.59,13.9,90.5,8.05,10.68,75.3,0.88,1.9,46.2,0.07,1.32,0.88,0.59,0.15,27.51,1.76,0.44,0.0,0.29,1.61,1.17,0.15,0.0,0.0,0.0,0.0,1.46,3.22,2.34,0.15,0.29,0.15,0.29,0.0,0.44,0.44,0.0,0.0,0.0,0.0,0.0,1.9,0.88,1.02,0.59,0.29,0.44,2.49,17.6,2.05,1.32,0.0,0.29,2.2,0.29,0.0,43.9,0.88,8.63,15.66,20.49,3.22,43.9,5.56,2.05,36.8,3.07,55.3,30.0,215.12,86.93,1.46,1.46,2.63,2.05,27.95,0.0,1.32,1.9,0.0,0.0,0.0,0.0,5.56,0.59,1.46,28.6
Luis Vázquez,2001-01-24,BelgianPro,Anderlecht,Right,Argentina,Forwards,928,0.39,0.1,0.48,0.39,0.0,0.0,0.19,0.0,0.52,0.52,0.08,0.6,0.78,1.65,5.43,3.1,1.45,46.9,0.13,0.27,10.7,0.0,0.17,-0.14,-0.14,15.03,22.5,66.8,175.15,37.44,8.92,13.87,64.3,3.88,5.24,74.1,0.19,0.39,50.0,0.08,0.78,1.65,0.39,0.0,22.21,0.19,0.0,0.0,0.0,0.29,0.1,0.0,0.0,0.0,0.0,0.1,0.68,1.84,1.36,0.0,0.19,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.68,0.1,0.58,0.58,0.48,0.97,50.0,0.48,0.78,0.1,0.0,1.26,1.55,0.0,35.98,1.65,3.69,15.13,17.65,6.98,35.98,1.45,0.58,40.0,0.87,60.0,22.02,121.62,36.95,0.58,0.39,4.46,1.07,25.41,0.0,1.36,0.97,0.87,0.0,0.0,0.0,3.2,4.95,4.17,54.3
Adryelson,1998-03-23,BelgianPro,Anderlecht,Right,Brazil,Center Backs,542,0.17,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.05,0.05,0.02,0.07,0.33,4.48,0.17,0.83,0.5,60.0,0.2,0.33,15.5,0.0,0.06,0.12,0.12,52.31,60.77,86.1,988.84,319.15,17.77,20.42,87.0,30.72,33.21,92.5,3.49,6.14,56.8,0.02,0.33,2.99,0.17,0.0,58.28,2.32,1.66,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.33,0.66,0.5,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.66,1.16,0.0,0.0,1.0,1.0,100.0,0.0,0.83,0.5,0.83,1.99,7.8,0.0,73.89,8.14,31.88,38.86,3.32,1.16,73.89,0.17,0.17,100.0,0.0,0.0,50.15,250.57,112.58,0.33,0.0,0.5,0.0,49.15,0.0,0.0,0.66,0.0,0.0,0.0,0.0,2.66,1.99,2.16,48.0
