Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Devyne Rensch,2003-01-18,Eredivisie,Roma,Right,Netherlands,Fullbacks,1113,0.08,0.0,0.08,0.08,0.0,0.0,0.16,0.0,0.1,0.1,0.14,0.23,1.29,5.82,3.8,1.21,0.4,33.3,0.07,0.2,17.6,0.0,0.08,-0.02,-0.02,54.99,61.78,89.0,912.86,201.91,25.31,27.01,93.7,24.02,26.85,89.5,3.88,4.69,82.8,0.15,0.89,3.32,1.13,0.32,53.85,7.92,1.13,0.16,0.16,1.05,6.31,0.49,0.0,0.0,0.0,0.0,1.21,2.02,1.86,0.0,0.0,0.08,0.0,0.08,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2.51,1.7,0.97,0.81,0.73,1.54,2.26,67.9,0.73,1.13,0.49,1.29,3.8,1.21,0.0,71.73,2.02,16.9,36.06,19.25,2.43,71.73,0.57,0.24,42.9,0.32,57.1,39.22,163.67,74.15,1.7,0.08,0.65,0.57,47.47,0.0,0.4,1.62,0.16,0.0,0.0,0.0,3.48,0.81,0.49,62.5
Wout Weghorst,1992-08-07,Eredivisie,Ajax,Right,Netherlands,Forwards,1085,0.83,0.17,1.0,0.75,0.08,0.17,0.17,0.0,0.65,0.46,0.27,0.73,0.58,2.57,7.55,2.82,1.24,44.1,0.26,0.6,11.6,0.0,0.17,0.18,0.28,19.91,28.87,69.0,250.76,55.99,11.86,16.01,74.1,4.98,7.13,69.8,0.75,0.83,90.0,0.17,1.58,1.24,1.0,0.0,28.2,0.58,0.0,0.25,0.08,0.33,0.0,0.0,0.0,0.0,0.0,0.08,1.0,3.73,2.74,0.0,0.08,0.58,0.25,0.08,0.83,0.5,0.0,0.0,0.17,0.08,0.08,0.17,0.17,0.0,0.17,0.0,0.0,0.33,0.0,0.33,0.5,0.08,0.08,0.25,1.24,0.0,39.9,1.33,2.9,19.0,18.41,6.55,39.73,1.58,0.58,36.8,0.91,57.9,20.57,79.05,24.88,0.83,0.17,2.99,1.41,33.26,0.0,1.33,1.99,0.41,0.17,0.0,0.0,2.99,4.15,1.82,69.4
Chuba Akpom,1995-10-09,Eredivisie,Lille,Right,England,Att Mid / Wingers,832,0.32,0.11,0.43,0.32,0.0,0.0,0.0,0.0,0.34,0.34,0.05,0.38,2.7,1.84,10.06,2.27,0.87,38.1,0.14,0.38,11.9,0.0,0.15,-0.01,-0.01,20.12,26.18,76.9,259.4,33.1,12.55,15.25,82.3,6.06,7.68,78.9,0.22,0.76,28.6,0.09,0.43,0.76,0.65,0.0,25.75,0.43,0.0,0.0,0.11,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.65,2.38,1.3,0.0,0.32,0.43,0.32,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.97,0.76,0.54,0.22,0.22,0.43,0.87,50.0,0.43,0.87,0.0,0.0,0.97,1.19,0.0,38.4,1.08,3.57,14.28,21.09,6.38,38.4,2.6,1.08,41.7,1.08,41.7,26.29,155.55,67.72,1.84,1.41,2.92,1.41,31.8,0.0,1.08,2.38,0.43,0.11,0.0,0.0,2.27,2.81,1.73,61.9
Branco van den Boomen,1995-07-21,Eredivisie,Ajax,Right,Netherlands,Midfielders,631,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.2,0.09,0.21,0.3,1.0,9.7,1.85,1.57,0.71,45.5,0.0,0.0,29.2,0.71,0.05,-0.2,-0.09,62.19,74.31,83.7,1172.42,337.75,24.53,27.1,90.5,29.52,34.09,86.6,7.56,11.84,63.9,0.33,1.85,8.84,3.28,0.71,69.03,4.99,2.0,0.43,0.86,4.99,0.0,3.0,2.0,0.14,0.29,0.29,0.43,4.14,3.42,0.57,0.0,0.14,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,1.71,0.57,0.14,1.43,0.14,0.57,1.14,50.0,0.57,1.14,0.43,0.14,1.85,1.0,0.0,84.15,2.42,13.41,48.07,23.11,0.43,84.01,1.28,0.86,66.7,0.43,33.3,51.2,225.78,105.4,2.0,0.0,0.86,0.71,59.76,0.0,1.0,0.57,0.0,0.0,0.0,0.0,5.42,1.0,0.14,87.5
Oliver Edvardsen,1999-03-19,Eredivisie,Ajax,Right,Norway,Att Mid / Wingers,1178,0.92,0.23,1.15,0.92,0.0,0.0,0.15,0.0,0.65,0.65,0.14,0.79,2.37,3.29,6.65,3.21,1.3,40.5,0.29,0.71,16.4,0.0,0.21,0.27,0.27,18.41,25.21,73.0,257.16,69.68,11.54,13.37,86.3,5.35,7.64,70.0,0.61,1.76,34.8,0.15,1.07,1.45,1.3,0.15,24.68,0.31,0.08,0.69,0.0,0.99,0.08,0.08,0.08,0.0,0.0,0.23,0.38,3.21,2.22,0.0,0.31,0.31,0.31,0.08,0.76,0.38,0.0,0.15,0.15,0.08,0.0,1.15,0.69,0.46,0.61,0.08,0.46,1.07,42.9,0.61,0.99,0.38,0.69,1.83,1.53,0.0,40.42,1.76,7.72,14.82,18.64,4.81,40.42,2.9,1.45,50.0,1.22,42.1,24.83,129.35,71.51,1.76,1.07,3.29,1.76,28.5,0.0,1.07,2.52,0.23,0.08,0.0,0.0,3.82,1.45,1.3,52.8
Igor Paixão,2000-06-28,Eredivisie,Feyenoord,Right,Brazil,Att Mid / Wingers,2872,0.5,0.31,0.81,0.5,0.0,0.0,0.0,0.0,0.33,0.33,0.22,0.55,4.32,3.17,10.06,3.01,1.35,44.8,0.17,0.37,18.6,0.19,0.11,0.17,0.17,23.75,33.94,70.0,402.84,102.41,11.44,13.82,82.8,9.78,13.1,74.6,2.04,5.36,38.0,0.21,2.19,1.79,1.44,0.22,29.27,4.58,1.16,0.19,0.25,4.95,0.72,2.66,1.66,0.44,0.0,0.09,0.97,5.08,3.07,0.91,0.47,0.22,0.34,0.06,0.53,0.41,0.06,0.0,0.0,0.03,0.03,1.35,0.81,0.44,0.56,0.34,0.69,1.19,57.9,0.5,0.66,0.03,0.38,1.72,1.16,0.13,46.97,0.85,3.98,15.26,28.7,5.48,46.97,4.48,1.79,39.9,2.35,52.4,28.64,206.04,114.1,2.38,2.22,2.01,0.75,31.43,0.0,0.63,1.66,0.19,0.0,0.0,0.0,3.35,0.78,1.13,41.0
Dávid Hancko,1997-12-13,Eredivisie,Feyenoord,Left,Slovakia,Center Backs,2880,0.09,0.03,0.13,0.09,0.0,0.0,0.16,0.0,0.15,0.15,0.12,0.28,1.84,7.0,1.81,1.56,0.47,30.0,0.06,0.2,12.1,0.03,0.1,-0.06,-0.06,71.63,79.81,89.7,1374.53,461.09,22.59,23.5,96.1,42.69,45.13,94.6,6.03,10.13,59.6,0.14,0.63,7.09,0.63,0.09,75.03,4.63,1.66,0.0,0.31,0.66,0.38,0.09,0.0,0.0,0.0,0.16,0.31,2.03,1.72,0.06,0.03,0.22,0.0,0.0,0.13,0.09,0.0,0.0,0.03,0.0,0.0,1.19,0.84,0.63,0.44,0.13,0.63,0.78,80.0,0.16,1.22,0.59,0.88,2.06,3.41,0.09,89.69,9.44,37.91,43.81,8.44,2.66,89.69,0.84,0.38,44.4,0.44,51.9,54.97,292.84,188.91,1.47,0.09,0.38,0.44,64.34,0.0,0.41,0.66,0.09,0.0,0.03,0.0,4.31,1.41,0.88,61.6
Anis Hadj Moussa,2002-02-11,Eredivisie,Feyenoord,Left,Algeria,Att Mid / Wingers,1969,0.37,0.14,0.5,0.37,0.0,0.0,0.18,0.0,0.15,0.15,0.23,0.37,5.03,4.39,9.55,2.42,0.91,37.7,0.15,0.4,17.2,0.05,0.06,0.22,0.22,24.41,35.97,67.9,426.37,117.88,11.84,14.72,80.4,9.51,13.26,71.7,2.47,5.35,46.2,0.33,1.6,1.78,1.92,0.41,32.18,3.66,0.96,0.41,0.64,5.35,0.64,2.06,1.65,0.14,0.0,0.14,1.65,4.16,2.33,0.82,0.5,0.27,0.14,0.09,0.59,0.27,0.0,0.23,0.05,0.05,0.0,1.33,0.87,0.41,0.64,0.27,0.59,1.51,39.4,0.91,1.46,0.0,0.37,1.69,0.55,0.14,50.14,0.37,3.84,16.82,30.17,5.9,50.14,5.35,2.19,41.0,2.97,55.6,31.26,250.12,129.99,2.29,3.43,2.29,2.01,34.78,0.0,0.55,1.28,0.14,0.05,0.0,0.0,3.61,0.37,1.05,25.8
Hwang In-beom,1996-09-20,Eredivisie,Feyenoord,Right,Korea Republic,Midfielders,1618,0.17,0.11,0.28,0.17,0.0,0.0,0.28,0.0,0.06,0.06,0.21,0.27,1.28,6.23,2.78,1.45,0.5,34.6,0.12,0.33,24.6,0.11,0.04,0.11,0.11,48.5,58.18,83.4,805.27,224.22,23.64,25.92,91.2,19.91,22.69,87.7,3.62,6.95,52.0,0.19,1.84,5.4,1.06,0.28,54.4,3.62,1.45,0.5,0.28,2.67,0.28,1.72,1.0,0.56,0.0,0.17,0.72,3.67,2.89,0.56,0.06,0.17,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0,1.84,1.17,0.61,0.89,0.33,1.11,2.34,47.6,1.22,0.83,0.11,1.06,2.89,1.5,0.11,67.47,2.06,12.74,36.32,18.86,0.78,67.47,1.0,0.39,38.9,0.5,50.0,35.32,183.5,78.43,1.89,0.22,0.95,0.72,45.72,0.0,0.95,1.22,0.06,0.0,0.0,0.0,6.34,0.61,1.0,37.9
Gernot Trauner,1992-03-25,Eredivisie,Feyenoord,Right,Austria,Center Backs,1388,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.07,0.07,0.02,0.09,1.17,6.94,0.13,0.91,0.13,14.3,0.0,0.0,12.4,0.0,0.08,-0.07,-0.07,67.18,74.5,90.2,1277.7,483.59,22.82,24.38,93.6,38.32,41.04,93.4,5.71,8.11,70.4,0.06,0.32,6.81,0.19,0.0,72.3,2.2,1.95,0.13,0.32,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.13,1.17,0.84,0.0,0.0,0.32,0.0,0.0,0.13,0.06,0.0,0.0,0.06,0.0,0.0,1.17,0.52,0.58,0.58,0.0,0.58,0.84,69.2,0.26,1.3,1.04,2.2,3.37,4.86,0.13,86.56,8.95,36.7,46.43,3.63,1.1,86.56,0.06,0.0,0.0,0.0,0.0,50.12,243.87,153.35,0.97,0.0,0.13,0.06,60.37,0.0,1.49,0.58,0.0,0.0,0.06,0.0,3.44,2.98,2.33,56.1
Gijs Smal,1997-08-31,Eredivisie,Feyenoord,Left,Netherlands,Fullbacks,1351,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.16,0.19,2.93,6.33,5.0,0.67,0.2,30.0,0.0,0.0,20.4,0.07,0.05,-0.03,-0.03,49.83,61.89,80.5,883.95,292.78,20.85,23.92,87.2,24.25,28.38,85.4,4.13,6.66,62.0,0.18,1.6,5.2,1.73,0.53,52.43,9.26,1.8,0.27,0.33,3.26,6.99,0.47,0.4,0.0,0.0,0.2,1.67,3.33,2.8,0.4,0.0,0.07,0.07,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.47,0.67,0.2,0.13,0.47,0.87,53.8,0.4,1.0,0.2,0.8,1.8,2.0,0.0,70.01,1.8,17.05,32.38,21.72,1.6,70.01,0.93,0.4,42.9,0.4,42.9,35.64,184.73,111.38,2.8,0.2,1.27,0.4,44.83,0.0,0.47,0.47,0.13,0.0,0.0,0.0,4.53,1.2,1.0,54.5
Hugo Bueno,2002-09-18,Eredivisie,Feyenoord,Left,Spain,Fullbacks,1197,0.0,0.23,0.23,0.0,0.0,0.0,0.08,0.0,0.04,0.04,0.19,0.23,4.59,3.61,5.94,0.75,0.08,10.0,0.0,0.0,21.5,0.0,0.05,-0.04,-0.04,45.11,52.63,85.7,739.4,143.46,21.35,23.53,90.7,20.98,23.23,90.3,2.03,3.01,67.5,0.17,1.35,3.16,0.9,0.6,44.59,8.05,0.75,0.0,0.0,3.68,7.29,0.0,0.0,0.0,0.0,0.0,1.5,2.56,2.26,0.0,0.15,0.08,0.0,0.08,0.3,0.23,0.0,0.0,0.08,0.0,0.0,1.35,1.13,0.83,0.3,0.23,0.68,0.98,69.2,0.3,0.83,0.3,0.83,2.18,1.73,0.0,61.28,1.73,15.94,28.72,17.59,2.03,61.28,2.33,1.2,51.6,1.05,45.2,35.94,249.25,146.77,1.58,0.75,1.35,0.6,38.8,0.0,0.53,0.68,0.0,0.0,0.08,0.0,4.21,1.2,0.98,55.2
Jakub Moder,1999-04-07,Eredivisie,Feyenoord,Right,Poland,Midfielders,1196,0.23,0.15,0.38,0.08,0.15,0.15,0.08,0.0,0.23,0.11,0.12,0.23,1.2,3.91,2.26,1.28,0.38,29.4,0.06,0.2,18.4,0.08,0.08,0.0,-0.03,33.56,43.42,77.3,561.75,141.77,15.88,19.11,83.1,13.92,16.03,86.9,2.63,4.74,55.6,0.15,0.98,4.44,0.75,0.15,40.86,2.48,1.43,0.15,0.45,0.68,0.23,0.0,0.0,0.0,0.0,0.08,2.33,2.63,2.18,0.0,0.0,0.15,0.3,0.0,0.53,0.53,0.0,0.0,0.0,0.0,0.0,2.11,1.35,0.6,0.98,0.53,0.98,1.96,50.0,0.98,0.98,0.3,0.98,3.09,2.26,0.15,55.38,2.78,12.27,30.7,13.09,2.03,55.23,1.58,0.45,28.6,1.13,71.4,26.04,144.33,64.41,1.05,0.3,1.43,1.28,34.46,0.0,1.05,0.98,0.0,0.0,0.0,0.0,3.91,1.51,1.2,55.6
Ramiz Zerrouki,1998-05-26,Eredivisie,Feyenoord,Right,Algeria,Midfielders,1091,0.08,0.17,0.25,0.08,0.0,0.0,0.25,0.08,0.07,0.07,0.07,0.12,0.91,7.75,1.48,0.58,0.33,57.1,0.14,0.25,17.2,0.17,0.11,0.02,0.02,55.02,64.1,85.8,1038.18,274.54,20.79,23.1,90.0,26.73,29.37,91.0,6.19,8.91,69.4,0.1,0.99,7.59,0.41,0.0,60.88,3.22,1.98,0.0,1.07,1.65,0.08,1.15,0.74,0.08,0.0,0.0,0.82,2.47,1.98,0.41,0.0,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.06,1.24,0.58,1.24,0.25,0.82,1.81,45.5,0.99,1.07,0.08,1.4,3.46,1.15,0.08,73.83,1.48,12.54,44.88,16.83,1.24,73.83,0.58,0.33,57.1,0.17,28.6,38.85,160.04,83.4,1.15,0.08,1.07,0.5,48.92,0.08,1.65,0.82,0.0,0.0,0.0,0.0,4.95,1.32,1.81,42.1
Santiago Giménez,2001-04-18,Eredivisie,Milan,Left,Mexico,Forwards,765,0.82,0.12,0.94,0.59,0.24,0.24,0.12,0.0,0.85,0.66,0.16,0.82,0.82,0.94,6.0,3.06,1.53,50.0,0.19,0.38,10.4,0.0,0.22,-0.02,-0.07,7.65,12.0,63.7,106.12,16.94,4.12,5.88,70.0,2.59,3.53,73.3,0.12,0.47,25.0,0.09,1.29,0.82,0.24,0.0,10.94,0.94,0.24,0.0,0.0,0.24,0.12,0.0,0.0,0.0,0.0,0.12,1.06,2.24,1.41,0.0,0.24,0.24,0.35,0.0,0.24,0.0,0.0,0.0,0.12,0.12,0.0,0.59,0.24,0.0,0.24,0.35,0.0,0.12,0.0,0.12,0.59,0.0,0.0,0.59,0.59,0.0,24.35,0.59,1.18,8.24,15.06,7.29,24.12,2.94,0.94,32.0,1.76,60.0,15.29,68.94,24.47,0.47,0.47,2.59,1.76,17.53,0.0,0.35,1.88,0.82,0.12,0.0,0.0,2.94,1.41,1.06,57.1
Julián Carranza,2000-05-22,Eredivisie,Feyenoord,Right,Argentina,Forwards,822,0.44,0.11,0.55,0.44,0.0,0.0,0.11,0.0,0.64,0.64,0.09,0.71,0.44,1.86,4.27,2.3,0.77,33.3,0.19,0.57,9.1,0.0,0.27,-0.2,-0.2,14.89,20.8,71.6,212.52,40.07,8.32,11.06,75.2,4.71,6.13,76.8,0.66,1.09,60.0,0.08,0.88,0.99,0.33,0.0,19.71,0.99,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.44,1.75,1.31,0.0,0.0,0.22,0.11,0.11,0.33,0.22,0.0,0.0,0.11,0.0,0.0,0.99,0.55,0.22,0.55,0.22,0.22,0.88,25.0,0.66,0.55,0.11,0.22,1.2,0.77,0.0,31.31,0.88,3.18,15.99,12.48,5.15,31.31,0.88,0.33,37.5,0.55,62.5,17.19,62.41,19.82,0.44,0.11,2.74,1.64,23.1,0.0,2.19,2.08,0.55,0.0,0.0,0.0,3.07,2.96,3.28,47.4
Quilindschy Hartman,2001-11-14,Eredivisie,Feyenoord,Left,Netherlands,Fullbacks,645,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.15,0.18,2.23,6.98,3.35,0.56,0.14,25.0,0.0,0.0,22.1,0.0,0.05,-0.03,-0.03,54.14,68.09,79.5,952.33,335.44,23.3,26.93,86.5,26.51,31.12,85.2,3.77,7.53,50.0,0.17,1.53,6.98,1.4,0.56,59.3,8.65,1.53,0.42,0.7,2.09,7.12,0.0,0.0,0.0,0.0,0.14,1.12,2.37,2.37,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.53,0.84,0.56,0.84,0.14,0.56,1.26,44.4,0.7,1.12,0.56,0.84,2.37,2.79,0.0,76.47,2.37,20.09,40.47,16.47,1.26,76.47,0.84,0.42,50.0,0.42,50.0,41.58,220.05,135.77,1.81,0.0,0.98,0.14,47.16,0.0,0.84,0.42,0.0,0.0,0.0,0.0,6.28,1.53,1.12,57.9
Calvin Stengs,1998-12-18,Eredivisie,Feyenoord,Left,Netherlands,Att Mid / Wingers,630,0.14,0.43,0.57,0.14,0.0,0.0,0.29,0.0,0.21,0.21,0.34,0.56,3.0,5.71,8.0,1.86,0.71,38.5,0.08,0.2,19.0,0.14,0.12,-0.07,-0.07,35.43,45.57,77.7,599.71,160.14,18.14,20.57,88.2,13.43,16.43,81.7,3.29,6.14,53.5,0.26,2.43,4.0,2.14,0.14,40.57,4.71,1.14,0.71,0.14,3.71,0.71,2.43,1.86,0.29,0.0,0.29,1.0,4.43,3.14,0.86,0.0,0.29,0.14,0.0,0.71,0.43,0.29,0.0,0.0,0.0,0.0,1.0,0.43,0.43,0.43,0.14,0.57,0.86,66.7,0.29,0.29,0.0,0.14,1.14,0.14,0.0,55.14,0.43,2.86,22.0,31.14,3.86,55.14,2.14,0.71,33.3,1.29,60.0,35.57,202.29,101.43,2.29,0.86,1.57,1.57,41.57,0.0,1.29,1.0,0.14,0.0,0.0,0.0,4.0,0.57,0.71,44.4
Shiloh ’t Zand,2003-05-14,Eredivisie,Feyenoord,Right,Netherlands,Att Mid / Wingers,1052,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.2,0.2,0.09,0.28,0.94,3.94,2.57,2.14,1.11,52.0,0.04,0.08,24.4,0.6,0.09,-0.11,-0.11,25.41,31.74,80.1,409.88,142.96,12.83,15.23,84.3,9.58,11.64,82.4,1.88,2.4,78.6,0.09,1.11,3.59,0.51,0.0,29.52,1.88,1.03,0.34,0.17,0.68,0.09,0.6,0.17,0.26,0.0,0.34,0.6,3.25,1.88,0.34,0.17,0.43,0.34,0.09,0.34,0.26,0.0,0.0,0.09,0.0,0.0,1.71,1.28,0.68,0.86,0.17,0.43,0.77,55.6,0.34,0.6,0.0,0.43,2.14,0.51,0.0,40.89,0.68,5.82,21.3,14.8,1.63,40.89,2.22,0.94,42.3,0.94,42.3,22.33,107.62,47.48,0.94,0.17,1.88,1.11,27.21,0.0,1.54,1.54,0.0,0.0,0.0,0.0,4.53,0.6,0.86,41.2
Souffian El Karouani,2000-10-19,Eredivisie,Utrecht,Left,Morocco,Fullbacks,2971,0.06,0.24,0.3,0.06,0.0,0.0,0.09,0.0,0.05,0.05,0.2,0.25,2.97,3.91,5.7,1.15,0.36,31.6,0.05,0.17,21.4,0.21,0.05,0.01,0.01,37.26,55.04,67.7,729.06,276.45,14.42,16.81,85.8,16.48,23.2,71.0,5.57,12.0,46.5,0.21,2.27,2.76,1.18,0.76,37.44,17.51,3.18,0.0,0.45,8.78,10.75,3.57,1.51,1.58,0.0,0.09,1.7,4.24,2.12,1.7,0.0,0.15,0.21,0.06,0.55,0.27,0.15,0.0,0.06,0.03,0.03,2.33,1.45,1.24,0.88,0.21,0.94,1.33,70.5,0.39,0.91,0.18,1.0,3.33,3.03,0.0,66.04,2.48,17.24,25.66,23.81,1.3,66.04,1.3,0.48,37.2,0.76,58.1,28.75,159.46,88.09,1.97,0.21,0.85,0.73,30.63,0.0,1.3,1.3,0.06,0.0,0.06,0.0,4.33,0.91,1.27,41.7
Nick Viergever,1989-08-03,Eredivisie,Utrecht,Left,Netherlands,Center Backs,2948,0.09,0.03,0.12,0.09,0.0,0.0,0.06,0.03,0.11,0.11,0.01,0.12,0.98,5.74,0.09,0.43,0.21,50.0,0.21,0.43,9.3,0.0,0.25,-0.02,-0.02,48.02,55.84,86.0,924.79,371.05,15.26,17.1,89.3,28.39,30.77,92.3,3.82,6.75,56.6,0.05,0.21,4.67,0.24,0.0,52.82,2.99,2.53,0.0,0.06,0.06,0.18,0.0,0.0,0.0,0.0,0.03,0.31,1.07,0.92,0.06,0.06,0.0,0.0,0.03,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.59,0.95,0.98,0.52,0.09,0.64,0.95,67.7,0.31,1.19,0.89,0.89,2.47,4.98,0.06,66.43,7.78,30.99,32.33,3.66,1.01,66.43,0.21,0.15,71.4,0.06,28.6,37.92,195.75,119.09,0.7,0.03,0.52,0.12,41.55,0.0,0.58,0.34,0.0,0.0,0.0,0.0,3.39,1.62,1.07,60.2
Paxten Aaronson,2003-08-26,Eredivisie,Utrecht,Right,United States,Midfielders,2689,0.27,0.13,0.4,0.27,0.0,0.0,0.27,0.0,0.18,0.18,0.1,0.27,1.71,3.88,2.68,1.97,0.47,23.7,0.14,0.57,18.6,0.0,0.09,0.09,0.09,24.03,30.26,79.4,401.47,100.94,10.71,12.08,88.6,10.68,12.48,85.5,1.71,2.88,59.3,0.13,1.14,2.18,0.97,0.07,28.85,1.24,0.23,0.1,0.1,1.64,0.07,0.54,0.5,0.0,0.0,0.17,1.2,2.81,1.91,0.13,0.1,0.37,0.13,0.17,0.27,0.2,0.0,0.0,0.07,0.0,0.0,3.82,2.24,1.51,1.77,0.54,1.37,2.64,51.9,1.27,1.24,0.23,1.24,5.05,0.87,0.0,43.01,1.0,8.64,21.25,13.99,2.51,43.01,1.77,0.9,50.9,0.77,43.4,23.13,144.62,57.33,1.1,0.4,1.04,1.37,23.66,0.0,1.41,1.07,0.1,0.0,0.03,0.0,4.95,0.6,1.07,36.0
Mike van der Hoorn,1992-10-15,Eredivisie,Utrecht,Right,Netherlands,Center Backs,2554,0.11,0.07,0.18,0.11,0.0,0.0,0.21,0.0,0.1,0.1,0.05,0.15,0.63,4.44,0.46,0.81,0.28,34.8,0.13,0.38,10.1,0.0,0.12,0.01,0.01,46.94,57.62,81.5,1008.57,396.51,13.88,15.36,90.4,24.81,27.42,90.5,7.82,13.57,57.7,0.05,0.42,5.29,0.18,0.04,54.37,3.07,2.11,0.04,0.39,0.11,0.04,0.0,0.0,0.0,0.0,0.18,0.18,1.13,0.95,0.0,0.0,0.11,0.04,0.04,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.37,0.63,0.92,0.39,0.07,0.74,1.06,70.0,0.32,0.99,0.42,1.3,2.68,6.38,0.07,70.23,10.68,35.56,30.94,4.09,2.33,70.23,0.14,0.04,25.0,0.07,50.0,38.45,192.33,105.54,0.63,0.07,0.28,0.18,44.47,0.0,0.81,0.74,0.04,0.0,0.04,0.0,3.07,5.32,2.78,65.7
Siebe Horemans,1998-06-02,Eredivisie,Utrecht,Right,Belgium,Fullbacks,2362,0.04,0.15,0.19,0.04,0.0,0.0,0.04,0.0,0.02,0.02,0.11,0.12,0.69,4.46,3.05,0.34,0.11,33.3,0.11,0.33,19.1,0.0,0.05,0.02,0.02,38.45,51.97,74.0,724.61,304.64,14.1,16.61,84.9,19.17,24.5,78.2,4.42,8.08,54.7,0.13,0.84,3.92,1.37,0.76,42.41,9.49,0.69,0.0,0.11,2.93,8.8,0.0,0.0,0.0,0.0,0.08,1.64,2.21,1.75,0.19,0.08,0.11,0.04,0.04,0.23,0.19,0.04,0.0,0.0,0.0,0.0,2.59,1.98,1.49,0.76,0.34,1.49,2.82,52.7,1.33,0.84,0.42,1.75,4.34,4.95,0.08,64.7,4.65,24.16,27.24,13.72,0.8,64.7,1.22,0.57,46.9,0.61,50.0,26.79,105.47,42.03,0.61,0.08,0.65,0.19,32.77,0.0,0.46,0.19,0.0,0.0,0.0,0.0,3.39,1.75,1.18,59.7
