Player,Birthdate,League,Club,Footed,Nationality,Position,Minutes,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),xA: Expected Assists,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Switches,Crosses,Throw-ins Taken,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Passes Offside,Passes Blocked,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Challenged,% of Dribblers Tackled,Challenges Lost,Blocks,Shots Blocked,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Take-Ons Attempted,Successful Take-Ons,Successful Take-On %,Times Tackled During Take-On,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won
Manu Koné,2001-05-17,SerieA,Roma,Right,France,Midfielders,2572,0.07,0.04,0.11,0.07,0.0,0.0,0.21,0.0,0.12,0.12,0.06,0.18,2.45,5.04,1.75,1.19,0.28,23.5,0.06,0.25,19.9,0.0,0.1,-0.05,-0.05,40.59,44.55,91.1,661.88,155.37,19.39,21.14,91.7,17.36,18.37,94.5,2.69,3.11,86.5,0.06,0.66,3.95,0.52,0.04,43.43,1.05,1.01,0.14,0.18,0.07,0.04,0.0,0.0,0.0,0.0,0.07,0.49,2.34,1.61,0.04,0.18,0.21,0.21,0.11,0.21,0.11,0.0,0.04,0.0,0.04,0.04,1.43,0.91,0.59,0.59,0.24,0.66,1.4,47.5,0.73,0.94,0.14,0.84,2.27,0.98,0.0,54.41,1.19,8.54,33.91,13.09,1.4,54.41,2.52,1.05,41.7,0.94,37.5,35.2,214.33,102.28,2.31,0.45,1.89,1.57,41.33,0.0,0.98,3.01,0.07,0.0,0.04,0.0,4.58,0.7,1.15,37.7
Artem Dovbyk,1997-06-21,SerieA,Roma,Right,Ukraine,Forwards,2418,0.45,0.07,0.52,0.37,0.07,0.07,0.0,0.0,0.44,0.38,0.09,0.47,0.89,0.6,6.51,2.27,0.93,41.0,0.16,0.4,13.7,0.0,0.17,0.0,-0.01,11.95,16.12,74.1,130.83,16.08,7.89,10.24,77.1,2.31,2.98,77.5,0.19,0.22,83.3,0.06,0.93,0.63,0.15,0.0,14.67,1.3,0.0,0.07,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.15,0.41,1.94,1.6,0.0,0.15,0.15,0.04,0.0,0.22,0.11,0.0,0.07,0.04,0.0,0.0,0.15,0.07,0.0,0.04,0.11,0.0,0.15,0.0,0.15,0.37,0.11,0.07,0.22,0.45,0.0,24.34,0.56,1.08,9.71,13.59,5.4,24.27,0.67,0.26,38.9,0.41,61.1,13.21,49.58,16.64,0.37,0.52,2.94,1.23,18.76,0.0,1.12,0.6,0.82,0.0,0.0,0.0,0.97,1.56,2.23,41.2
Zeki Çelik,1997-02-17,SerieA,Roma,Right,Turkey,Fullbacks,2256,0.0,0.08,0.08,0.0,0.0,0.0,0.2,0.0,0.02,0.02,0.06,0.09,1.12,4.23,3.71,0.52,0.16,30.8,0.0,0.0,15.7,0.0,0.04,-0.02,-0.02,44.72,54.41,82.2,740.15,258.95,20.43,22.7,90.0,20.31,23.9,85.0,2.91,5.27,55.3,0.04,0.76,4.39,0.6,0.36,47.51,6.82,0.72,0.0,0.2,1.68,6.1,0.0,0.0,0.0,0.0,0.08,1.28,1.52,1.4,0.04,0.04,0.04,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,2.47,1.48,0.84,1.24,0.4,0.92,1.72,53.5,0.8,1.12,0.36,0.6,3.07,3.35,0.12,64.91,3.91,18.71,32.63,14.04,1.6,64.91,0.56,0.32,57.1,0.16,28.6,33.35,149.92,72.61,1.08,0.04,0.8,0.32,40.33,0.0,1.24,0.4,0.0,0.0,0.04,0.0,2.99,1.2,1.04,53.6
Bryan Cristante,1995-03-03,SerieA,Roma,Right,Italy,Midfielders,2045,0.18,0.09,0.26,0.18,0.0,0.0,0.35,0.0,0.09,0.09,0.06,0.15,1.1,6.38,1.8,1.32,0.31,23.3,0.13,0.57,16.9,0.0,0.07,0.08,0.08,46.96,57.04,82.3,829.5,231.45,20.33,23.5,86.5,21.78,24.29,89.7,4.09,6.69,61.2,0.06,0.79,6.29,0.75,0.0,55.58,1.19,1.14,0.22,0.4,0.66,0.04,0.0,0.0,0.0,0.0,0.26,0.84,2.24,2.02,0.0,0.0,0.18,0.04,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,2.11,1.28,0.79,1.06,0.26,0.66,1.14,57.7,0.48,0.88,0.44,0.84,2.95,1.58,0.04,65.88,2.51,11.49,43.17,11.57,1.8,65.88,0.62,0.26,42.9,0.26,42.9,36.66,184.58,90.66,1.32,0.09,1.01,0.57,46.52,0.0,1.63,0.4,0.0,0.0,0.0,0.0,4.8,2.68,2.55,51.3
Matìas Soulé,2003-04-15,SerieA,Roma,Left,Argentina,Att Mid / Wingers,1781,0.25,0.25,0.51,0.25,0.0,0.0,0.15,0.0,0.15,0.15,0.26,0.42,4.24,4.5,9.65,2.12,0.66,31.0,0.12,0.38,21.1,0.05,0.07,0.1,0.1,39.67,48.26,82.2,604.23,144.98,22.84,24.91,91.7,12.28,15.16,81.0,2.98,5.15,57.8,0.17,2.58,2.68,1.72,0.61,43.11,5.05,1.06,0.25,0.1,4.45,1.77,1.92,1.16,0.4,0.0,0.1,0.76,4.55,3.18,0.86,0.15,0.25,0.1,0.0,0.4,0.25,0.05,0.0,0.05,0.05,0.0,1.31,0.81,0.61,0.35,0.35,0.51,1.16,43.5,0.66,1.26,0.15,0.45,1.77,1.26,0.0,64.23,1.21,6.92,23.85,34.01,3.69,64.23,5.46,1.77,32.4,2.73,50.0,40.12,238.72,123.5,2.83,1.62,2.83,1.62,46.24,0.0,0.61,1.82,0.05,0.0,0.0,0.0,5.31,0.51,0.86,37.0
Lorenzo Pellegrini,1996-06-19,SerieA,Roma,Right,Italy,Att Mid / Wingers,1626,0.11,0.06,0.17,0.06,0.06,0.06,0.22,0.0,0.26,0.22,0.14,0.35,1.49,3.38,4.54,2.27,0.72,31.7,0.02,0.08,19.2,0.11,0.1,-0.15,-0.16,28.73,36.14,79.5,463.23,103.23,13.51,15.44,87.5,11.29,13.34,84.6,2.32,4.7,49.4,0.15,1.49,1.94,1.05,0.0,31.83,4.04,1.44,0.28,0.0,2.71,0.44,1.99,1.11,0.55,0.0,0.28,0.72,3.32,1.83,0.77,0.11,0.44,0.11,0.06,0.28,0.11,0.0,0.0,0.17,0.0,0.0,1.33,0.89,0.28,0.72,0.33,0.44,1.05,42.1,0.61,0.44,0.06,0.33,1.66,1.22,0.0,45.66,1.16,5.98,22.14,18.16,2.93,45.61,1.49,0.61,40.7,0.89,59.3,25.63,156.86,65.59,1.49,0.28,1.44,0.89,32.6,0.0,1.44,1.49,0.22,0.0,0.0,0.0,3.38,0.55,1.11,33.3
Alexis Saelemaekers,1999-06-27,SerieA,Roma,Right,Belgium,Fullbacks,1479,0.43,0.18,0.61,0.43,0.0,0.0,0.24,0.0,0.15,0.15,0.16,0.32,2.8,3.47,9.07,1.52,0.73,48.0,0.28,0.58,16.7,0.0,0.1,0.27,0.27,42.35,51.79,81.8,622.21,166.25,25.86,28.48,90.8,12.29,14.73,83.5,2.8,5.11,54.8,0.14,1.58,2.43,1.4,0.43,46.49,4.93,0.73,0.18,0.3,3.83,3.41,0.61,0.3,0.12,0.0,0.37,1.22,3.89,2.92,0.3,0.18,0.24,0.24,0.0,0.61,0.3,0.0,0.06,0.12,0.12,0.0,2.07,1.28,1.34,0.43,0.3,1.16,2.19,52.8,1.03,0.73,0.06,0.61,2.68,0.49,0.06,62.43,0.67,9.61,25.8,27.69,2.98,62.43,3.16,1.34,42.3,1.64,51.9,39.01,201.42,105.46,2.19,0.91,2.43,0.85,46.86,0.0,0.79,1.95,0.0,0.12,0.0,0.0,4.81,0.49,0.18,72.7
Paulo Dybala,1993-11-15,SerieA,Roma,Left,Argentina,Forwards,1417,0.38,0.19,0.57,0.19,0.19,0.19,0.13,0.0,0.41,0.25,0.32,0.57,2.6,5.02,7.75,2.99,0.95,31.9,0.06,0.2,21.1,0.38,0.09,-0.03,-0.06,37.85,46.3,81.8,633.87,151.29,20.01,21.98,91.0,11.24,13.53,83.1,4.57,7.24,63.2,0.33,2.54,2.99,1.65,0.32,40.97,5.14,1.65,0.13,1.02,3.94,0.32,2.29,0.7,0.89,0.13,0.19,1.02,5.34,2.99,1.21,0.06,0.38,0.7,0.0,0.51,0.32,0.06,0.0,0.0,0.13,0.0,1.08,0.44,0.19,0.57,0.32,0.51,1.21,42.1,0.7,0.76,0.06,0.13,1.21,0.13,0.0,57.73,0.38,4.26,26.36,27.88,4.76,57.54,2.73,0.7,25.6,1.08,39.5,37.79,201.98,93.49,2.67,1.08,2.54,1.78,45.03,0.0,0.38,3.81,0.38,0.13,0.0,0.0,4.0,0.51,1.08,32.0
Leandro Paredes,1994-06-29,SerieA,Roma,Right,Argentina,Midfielders,1373,0.2,0.07,0.26,0.07,0.13,0.13,0.26,0.0,0.15,0.05,0.1,0.14,1.11,6.95,0.92,1.57,0.46,29.2,0.04,0.14,29.3,0.33,0.03,0.05,0.02,72.43,82.33,88.0,1389.13,426.8,26.81,28.19,95.1,35.33,37.69,93.7,9.57,14.68,65.2,0.1,1.38,7.21,0.98,0.2,74.99,7.01,4.33,0.39,0.72,3.74,0.26,2.43,0.79,1.38,0.0,0.33,0.66,3.15,2.16,0.59,0.07,0.2,0.0,0.13,0.13,0.07,0.07,0.0,0.0,0.0,0.0,1.7,0.92,0.59,0.79,0.33,1.05,2.1,50.0,1.05,0.92,0.33,1.25,2.95,2.16,0.13,90.52,5.11,23.4,54.21,13.63,0.33,90.39,0.2,0.2,100.0,0.0,0.0,54.14,267.77,132.41,1.05,0.0,0.39,0.07,65.29,0.0,0.98,1.05,0.0,0.0,0.07,0.0,5.44,0.59,0.13,81.8
Stephan El Shaarawy,1992-10-27,SerieA,Roma,Right,Italy,Fullbacks,1098,0.25,0.33,0.57,0.25,0.0,0.0,0.16,0.0,0.22,0.22,0.1,0.32,3.44,4.02,6.31,2.3,0.98,42.9,0.11,0.25,18.8,0.08,0.09,0.02,0.02,32.7,41.31,79.2,468.03,131.48,19.51,22.05,88.5,10.9,13.85,78.7,1.31,2.46,53.3,0.16,1.23,1.56,1.72,0.25,36.8,4.18,0.16,0.33,0.0,2.21,3.85,0.16,0.0,0.16,0.0,0.33,0.98,3.85,3.03,0.08,0.16,0.33,0.25,0.0,0.74,0.57,0.0,0.0,0.08,0.08,0.0,1.31,0.98,0.33,0.49,0.49,0.49,0.98,50.0,0.49,0.33,0.0,0.82,2.13,1.07,0.0,52.05,1.15,7.46,20.82,25.0,3.69,52.05,3.11,1.39,44.7,1.15,36.8,31.23,210.25,100.16,3.03,0.98,1.8,0.82,35.16,0.0,0.57,1.15,0.41,0.08,0.0,0.0,3.93,0.41,1.56,20.8
Niccolò Pisilli,2004-09-23,SerieA,Roma,Right,Italy,Midfielders,1227,0.15,0.07,0.22,0.15,0.0,0.0,0.51,0.0,0.2,0.2,0.05,0.25,1.61,4.62,3.23,1.98,0.51,25.9,0.07,0.29,18.1,0.0,0.1,-0.05,-0.05,34.55,41.37,83.5,577.19,139.73,15.99,18.04,88.6,15.26,17.38,87.8,2.49,3.89,64.2,0.07,0.73,4.91,0.59,0.15,40.71,0.37,0.22,0.22,0.22,0.73,0.07,0.07,0.0,0.0,0.0,0.29,0.51,2.57,1.98,0.0,0.07,0.22,0.22,0.07,0.37,0.29,0.0,0.0,0.07,0.0,0.0,1.76,0.81,0.81,0.59,0.37,0.88,1.61,54.5,0.73,1.03,0.22,0.81,2.57,1.17,0.0,52.67,1.39,7.41,30.59,15.04,2.49,52.67,1.03,0.37,35.7,0.44,42.9,28.53,138.48,67.56,1.17,0.44,1.98,1.1,37.19,0.0,1.39,0.95,0.07,0.0,0.0,0.0,4.25,0.22,1.54,12.5
Eldor Shomurodov,1995-06-29,SerieA,Roma,Right,Uzbekistan,Forwards,1097,0.33,0.33,0.66,0.33,0.0,0.0,0.08,0.0,0.39,0.39,0.11,0.5,1.56,1.72,5.09,2.38,1.07,44.8,0.14,0.31,11.9,0.0,0.16,-0.06,-0.06,17.64,23.46,75.2,236.86,38.31,11.08,13.62,81.3,4.92,5.91,83.3,0.57,0.74,77.8,0.11,1.39,0.82,0.49,0.0,22.97,0.49,0.0,0.08,0.16,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.15,2.63,2.22,0.0,0.0,0.33,0.0,0.08,0.57,0.57,0.0,0.0,0.0,0.0,0.0,1.15,0.49,0.16,0.57,0.41,0.25,0.49,50.0,0.25,0.82,0.08,0.25,1.39,0.41,0.0,36.59,0.41,2.71,14.93,19.36,4.27,36.59,2.3,0.66,28.6,1.56,67.9,20.18,98.2,42.25,1.39,0.74,4.02,1.56,27.32,0.0,1.15,0.57,0.25,0.0,0.0,0.0,2.95,2.13,3.12,40.6
Mats Hummels,1988-12-16,SerieA,Roma,Right,Germany,Center Backs,915,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.01,0.05,0.39,2.56,0.1,0.79,0.1,12.5,0.0,0.0,15.3,0.0,0.06,-0.05,-0.05,38.26,42.98,89.0,708.2,256.82,13.77,14.66,94.0,21.54,23.02,93.6,2.66,4.03,65.9,0.01,0.2,1.48,0.0,0.0,41.41,1.57,1.28,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.69,0.79,0.59,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.95,1.48,1.57,1.38,0.0,1.08,1.77,61.1,0.69,1.18,0.39,2.56,5.51,4.23,0.0,55.08,5.61,21.84,30.79,2.85,0.98,55.08,0.59,0.39,66.7,0.2,33.3,27.44,128.46,62.66,0.89,0.0,0.0,0.1,31.87,0.0,0.89,0.39,0.0,0.0,0.0,0.1,4.03,2.26,1.48,60.5
Tammy Abraham,1997-10-02,SerieA,Milan,Right,England,Forwards,1184,0.23,0.3,0.53,0.15,0.08,0.15,0.08,0.0,0.54,0.41,0.17,0.58,0.61,2.05,5.4,1.98,0.84,42.3,0.08,0.18,13.4,0.0,0.21,-0.31,-0.26,11.63,17.03,68.3,152.03,43.02,7.15,9.5,75.2,3.5,5.7,61.3,0.3,0.53,57.1,0.1,1.06,1.06,0.76,0.0,15.66,1.29,0.0,0.38,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.08,0.46,2.51,2.13,0.0,0.0,0.3,0.08,0.0,0.68,0.53,0.0,0.0,0.08,0.08,0.0,1.29,0.84,0.15,0.76,0.38,0.46,0.68,66.7,0.23,0.99,0.0,0.15,1.44,1.22,0.0,28.2,1.52,3.5,13.23,11.48,4.41,28.05,1.06,0.3,28.6,0.76,71.4,12.24,43.63,15.66,0.46,0.3,1.75,0.99,18.62,0.0,1.75,0.91,0.53,0.08,0.0,0.0,0.91,2.81,2.51,52.9
Edoardo Bove,2002-05-16,SerieA,Fiorentina,Right,Italy,Midfielders,851,0.11,0.21,0.32,0.11,0.0,0.0,0.32,0.0,0.06,0.06,0.16,0.22,1.27,3.91,2.54,0.74,0.21,28.6,0.14,0.5,14.6,0.0,0.08,0.04,0.04,29.82,36.38,82.0,494.1,111.89,14.7,16.82,87.4,11.84,13.22,89.6,2.54,3.38,75.0,0.08,1.16,1.9,0.42,0.0,33.95,2.01,1.59,0.11,0.32,0.21,0.32,0.11,0.0,0.0,0.0,0.42,1.37,3.28,2.54,0.11,0.11,0.11,0.32,0.11,0.74,0.53,0.0,0.11,0.0,0.11,0.0,2.54,1.8,0.74,1.48,0.32,1.48,2.96,50.0,1.48,1.27,0.0,0.63,3.17,0.85,0.0,46.22,1.27,8.46,25.8,12.37,2.22,46.22,1.69,0.74,43.8,0.74,43.8,26.55,136.22,56.16,2.01,0.21,1.37,1.16,30.25,0.0,1.69,2.22,0.0,0.11,0.0,0.0,4.76,1.16,1.59,42.3
Dodô,1998-11-17,SerieA,Fiorentina,Right,Brazil,Fullbacks,3115,0.0,0.14,0.14,0.0,0.0,0.0,0.23,0.0,0.04,0.04,0.12,0.16,4.13,3.7,5.58,0.78,0.14,18.5,0.0,0.0,17.9,0.0,0.05,-0.04,-0.04,38.74,49.93,77.6,695.24,212.1,15.75,18.35,85.8,19.27,23.32,82.7,3.21,6.21,51.6,0.12,1.04,2.31,1.16,0.64,42.07,7.77,0.9,0.06,0.29,4.16,6.85,0.03,0.0,0.03,0.0,0.09,1.3,2.17,1.62,0.06,0.12,0.09,0.23,0.06,0.32,0.2,0.0,0.06,0.0,0.06,0.0,1.27,0.87,0.72,0.32,0.23,0.72,1.42,51.0,0.69,0.64,0.14,1.01,2.28,1.68,0.06,60.18,2.14,16.73,26.84,17.51,1.91,60.18,3.26,1.5,46.0,1.33,40.7,36.92,249.08,144.35,2.43,0.98,2.11,0.75,37.88,0.0,0.69,1.76,0.09,0.06,0.0,0.0,5.29,0.35,0.46,42.9
Luca Ranieri,1999-04-23,SerieA,Fiorentina,Left,Italy,Center Backs,3071,0.03,0.09,0.12,0.03,0.0,0.0,0.21,0.0,0.03,0.03,0.05,0.08,0.73,2.34,0.32,0.32,0.15,45.5,0.09,0.2,16.2,0.0,0.11,0.0,0.0,45.07,52.75,85.4,849.86,308.39,16.73,17.79,94.1,22.89,24.65,92.9,4.86,8.67,56.1,0.04,0.47,2.46,0.32,0.15,48.91,3.4,2.26,0.0,0.23,0.26,0.23,0.0,0.0,0.0,0.0,0.44,0.41,0.82,0.7,0.0,0.06,0.06,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,1.23,0.7,0.82,0.35,0.06,0.59,0.73,80.0,0.15,1.38,0.94,0.82,2.05,4.51,0.03,62.25,7.94,31.59,28.69,2.37,0.47,62.25,0.56,0.26,47.4,0.26,47.4,36.16,173.73,88.71,0.56,0.06,0.29,0.09,41.15,0.0,0.73,0.67,0.03,0.0,0.03,0.0,2.78,1.41,1.64,46.2
Moise Kean,2000-02-28,SerieA,Fiorentina,Right,Italy,Forwards,2704,0.63,0.1,0.73,0.6,0.03,0.07,0.2,0.0,0.65,0.6,0.06,0.66,1.4,0.87,4.76,3.43,1.63,47.6,0.17,0.37,15.0,0.0,0.18,-0.01,0.0,7.59,10.85,69.9,115.06,18.37,4.26,5.36,79.5,2.46,3.66,67.3,0.47,0.57,82.4,0.04,0.63,0.5,0.33,0.03,9.82,0.97,0.03,0.03,0.17,0.3,0.1,0.03,0.0,0.0,0.0,0.07,0.5,1.9,0.87,0.03,0.53,0.27,0.17,0.03,0.23,0.07,0.0,0.1,0.07,0.0,0.0,0.23,0.17,0.03,0.07,0.13,0.1,0.13,75.0,0.03,0.4,0.0,0.2,0.43,0.87,0.03,23.3,0.93,1.63,10.18,12.18,4.39,23.23,3.36,1.46,43.6,1.63,48.5,15.11,81.88,35.88,0.93,1.07,3.23,1.76,18.01,0.0,1.36,1.73,1.9,0.0,0.03,0.0,1.73,1.7,1.6,51.5
Robin Gosens,1994-07-05,SerieA,Fiorentina,Left,Germany,Fullbacks,2521,0.18,0.18,0.36,0.18,0.0,0.0,0.21,0.0,0.06,0.06,0.09,0.15,1.11,3.64,3.25,0.82,0.29,34.8,0.22,0.63,14.1,0.0,0.08,0.11,0.11,36.41,47.62,76.5,613.22,235.34,17.03,20.03,85.0,16.64,21.06,79.0,2.36,4.64,50.8,0.06,0.96,2.53,1.14,0.36,39.48,7.96,0.86,0.04,0.14,2.28,7.1,0.0,0.0,0.0,0.0,0.18,1.04,2.36,1.82,0.21,0.07,0.18,0.04,0.04,0.5,0.29,0.07,0.0,0.14,0.0,0.0,2.0,1.14,1.11,0.61,0.29,0.89,1.57,56.8,0.68,1.21,0.39,0.64,2.64,3.25,0.0,57.33,3.03,18.39,25.06,14.28,2.0,57.33,0.36,0.14,40.0,0.18,50.0,27.88,119.88,58.58,0.75,0.04,1.11,0.18,34.34,0.0,0.86,0.82,0.32,0.0,0.0,0.0,2.46,2.53,1.54,62.3
Danilo Cataldi,1994-08-06,SerieA,Fiorentina,Right,Italy,Midfielders,1728,0.16,0.0,0.16,0.16,0.0,0.0,0.05,0.0,0.06,0.06,0.04,0.1,0.94,4.69,0.83,0.68,0.26,38.5,0.23,0.6,22.8,0.1,0.09,0.1,0.1,44.01,52.08,84.5,740.26,234.74,20.83,22.92,90.9,18.33,20.1,91.2,3.65,6.82,53.4,0.04,0.78,4.32,0.52,0.16,48.8,2.97,2.24,0.1,0.16,1.09,0.26,0.47,0.16,0.1,0.0,0.31,0.57,1.67,1.09,0.31,0.0,0.16,0.05,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,1.3,0.83,0.68,0.52,0.1,0.73,1.41,51.9,0.68,0.89,0.42,1.15,2.45,1.82,0.0,59.74,2.86,14.79,37.5,7.86,0.36,59.74,0.52,0.16,30.0,0.21,40.0,34.22,157.19,61.04,1.15,0.05,0.68,0.36,39.79,0.0,0.78,1.15,0.0,0.0,0.0,0.0,5.94,0.31,0.26,54.5
Rolando Mandragora,1997-06-29,SerieA,Fiorentina,Left,Italy,Midfielders,1931,0.19,0.14,0.33,0.14,0.05,0.05,0.33,0.0,0.13,0.09,0.22,0.31,0.51,4.29,1.58,1.72,0.65,37.8,0.08,0.21,24.6,0.28,0.05,0.06,0.05,33.74,43.39,77.8,625.39,193.56,13.19,15.05,87.6,16.27,19.16,84.9,3.87,7.22,53.5,0.13,1.44,3.22,0.75,0.33,37.94,5.08,3.03,0.19,0.28,1.86,0.33,1.44,0.56,0.37,0.0,0.37,0.79,2.61,1.63,0.51,0.05,0.14,0.14,0.14,0.23,0.14,0.09,0.0,0.0,0.0,0.0,1.07,0.61,0.42,0.56,0.09,0.65,1.44,45.2,0.79,1.03,0.33,0.79,1.86,2.52,0.05,52.15,2.94,11.61,29.69,11.47,1.12,52.11,0.65,0.33,50.0,0.28,42.9,27.03,100.67,44.93,0.75,0.0,0.51,0.19,34.12,0.0,0.98,1.82,0.09,0.0,0.0,0.0,2.84,0.65,0.75,46.7
Andrea Colpani,1999-05-11,SerieA,Fiorentina,Left,Italy,Att Mid / Wingers,1450,0.12,0.06,0.19,0.12,0.0,0.0,0.06,0.0,0.17,0.17,0.08,0.24,2.3,3.54,8.01,2.23,0.74,33.3,0.06,0.17,18.5,0.12,0.07,-0.04,-0.04,23.34,28.92,80.7,366.64,74.86,13.28,14.28,93.0,7.88,9.87,79.9,1.61,3.35,48.1,0.08,1.06,1.18,0.93,0.06,26.63,2.11,0.43,0.12,0.37,2.05,0.31,1.37,0.74,0.06,0.0,0.19,0.43,2.67,2.11,0.25,0.0,0.25,0.06,0.0,0.31,0.19,0.0,0.0,0.12,0.0,0.0,0.93,0.56,0.31,0.43,0.19,0.25,0.74,33.3,0.5,0.43,0.0,0.56,1.49,0.62,0.0,37.8,0.56,3.85,15.58,18.56,3.04,37.8,1.68,0.74,44.4,0.81,48.1,24.52,149.77,67.9,2.17,0.81,1.61,1.37,27.87,0.0,1.37,1.49,0.06,0.0,0.0,0.0,2.86,0.62,0.93,40.0
Albert Guðmundsson,1997-06-15,SerieA,Fiorentina,Right,Iceland,Forwards,1273,0.42,0.07,0.49,0.28,0.14,0.14,0.14,0.0,0.32,0.21,0.13,0.34,2.47,2.62,4.17,1.77,0.92,52.0,0.16,0.31,20.8,0.14,0.12,0.11,0.08,29.34,35.35,83.0,418.61,82.29,15.98,17.18,93.0,10.39,12.37,84.0,0.99,2.26,43.8,0.07,1.06,2.4,0.14,0.0,32.45,2.83,0.57,0.07,0.07,1.7,0.35,0.49,0.42,0.0,0.0,0.07,0.99,2.76,1.84,0.14,0.14,0.35,0.28,0.0,0.35,0.21,0.0,0.0,0.0,0.14,0.0,0.64,0.35,0.14,0.28,0.21,0.49,1.2,41.2,0.71,0.35,0.0,0.42,1.06,0.64,0.07,44.12,0.64,5.59,23.47,15.55,2.26,43.97,1.91,1.06,55.6,0.42,22.2,28.42,178.09,77.06,1.91,0.78,2.05,0.99,32.95,0.0,0.92,1.27,0.21,0.07,0.0,0.0,3.75,0.28,0.85,25.0
Yacine Adli,2000-07-29,SerieA,Fiorentina,Right,France,Midfielders,1234,0.29,0.44,0.73,0.29,0.0,0.0,0.22,0.07,0.07,0.07,0.18,0.25,1.75,7.51,2.19,1.02,0.36,35.7,0.29,0.8,21.3,0.15,0.07,0.22,0.22,52.37,64.91,80.7,1024.72,335.64,21.81,24.21,90.1,21.22,24.14,87.9,8.46,14.08,60.1,0.16,1.68,6.13,1.17,0.29,57.98,6.56,3.21,0.22,1.02,4.59,0.44,2.84,1.24,1.39,0.0,0.36,0.88,3.65,2.55,0.73,0.15,0.15,0.07,0.0,0.73,0.44,0.15,0.07,0.07,0.0,0.0,2.33,1.39,0.8,1.17,0.36,1.24,2.84,43.6,1.6,0.95,0.07,0.44,2.77,1.39,0.0,74.47,2.26,12.91,44.27,18.09,0.8,74.47,2.33,0.88,37.5,1.17,50.0,45.07,263.51,122.53,2.04,0.22,1.39,0.58,50.32,0.07,0.66,1.46,0.0,0.0,0.0,0.0,5.62,0.36,1.17,23.8
Marin Pongračić,1997-09-11,SerieA,Fiorentina,Right,Croatia,Center Backs,1367,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07,0.01,0.01,0.01,0.03,0.46,2.24,0.33,0.13,0.07,50.0,0.0,0.0,17.7,0.0,0.09,-0.01,-0.01,45.49,51.02,89.2,921.66,308.91,12.51,13.63,91.8,26.66,28.31,94.2,5.6,7.7,72.6,0.02,0.33,2.83,0.2,0.0,47.21,3.82,3.23,0.07,0.33,0.07,0.4,0.07,0.0,0.0,0.0,0.0,0.26,0.79,0.66,0.13,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.19,0.86,0.86,0.26,0.07,0.46,0.72,63.6,0.26,0.92,0.4,0.79,1.98,4.54,0.13,60.7,8.95,32.52,26.27,2.77,0.4,60.7,0.92,0.59,64.3,0.26,28.6,36.87,233.33,96.45,0.86,0.07,0.66,0.46,38.52,0.07,1.71,0.46,0.0,0.0,0.0,0.07,4.81,1.65,0.72,69.4
